종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"069110","3H","KOSDAQ","유통","3600","190","5.57","48475929600"
"060310","3S","KOSDAQ","반도체","9850","-50","-0.51","401739736000"
"900010","3노드디지탈","KOSDAQ","기타서비스","850","-10","-1.16","51161651300"
"038120","AD모터스","KOSDAQ","운송장비·부품","201","5","2.55","18680389260"
"013340","AJS","KOSDAQ","금속","1045","20","1.95","39948650830"
"054620","AP시스템","KOSDAQ","반도체","9590","260","2.79","207336576790"
"090470","AST젯텍","KOSDAQ","반도체","5060","50","1.00","41978266000"
"032040","C&S자산관리","KOSDAQ","기타서비스","5010","10","0.20","82409545110"
"130960","CJ E&M","KOSDAQ","방송서비스","30000","950","3.27","1137886920000"
"035760","CJ오쇼핑","KOSDAQ","방송서비스","237000","-1000","-0.42","1470262206000"
"051500","CJ프레시웨이","KOSDAQ","유통","30900","100","0.32","334130970000"
"023460","CNH","KOSDAQ","기타서비스","1720","175","11.33","63984000000"
"065770","CS","KOSDAQ","통신장비","6210","-110","-1.74","74520000000"
"056340","CU전자","KOSDAQ","IT부품","499","-11","-2.16","25716536854"
"068790","DMS","KOSDAQ","기계·장비","3140","55","1.78","62446508220"
"009730","DS제강","KOSDAQ","금속","1090","80","7.92","26764732000"
"037370","EG","KOSDAQ","화학","50000","1700","3.52","375000000000"
"080220","EMLSI","KOSDAQ","반도체","8500","220","2.66","191190092000"
"079190","EMW","KOSDAQ","통신장비","2960","-50","-1.66","37182454400"
"083450","GST","KOSDAQ","반도체","3930","50","1.29","33086174820"
"028150","GS홈쇼핑","KOSDAQ","방송서비스","108500","-2000","-1.81","712031250000"
"053870","GT&T","KOSDAQ","통신장비","1000","-20","-1.96","8000000000"
"032800","G러닝","KOSDAQ","기타서비스","1900","115","6.44","44840427500"
"041590","H&H","KOSDAQ","IT부품","1490","5","0.34","24091552230"
"078150","HB테크놀러지","KOSDAQ","기계·장비","1260","20","1.61","49686043680"
"036640","HRS","KOSDAQ","화학","2770","30","1.09","45302796000"
"126680","IBKS스팩1호","KOSDAQ","금융","986","3","0.31","20587680000"
"095340","ISC","KOSDAQ","반도체","10150","650","6.84","78053500000"
"099520","ITX시큐리티","KOSDAQ","통신장비","2335","-40","-1.68","16188779160"
"067000","JCE","KOSDAQ","디지털컨텐츠","34150","1350","4.12","393785186750"
"067290","JW중외신약","KOSDAQ","제약","7130","-10","-0.14","254906277030"
"035900","JYP Ent.","KOSDAQ","오락·문화","4920","115","2.39","113908838760"
"024120","KB오토시스","KOSDAQ","운송장비·부품","4325","65","1.53","49737500000"
"021320","KCC건설","KOSDAQ","건설","27200","-100","-0.37","157760000000"
"036670","KCI","KOSDAQ","화학","2875","-45","-1.54","31625000000"
"068060","KCW","KOSDAQ","운송장비·부품","4345","-205","-4.51","23636800000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","5900","170","2.97","109598199400"
"035600","KG이니시스","KOSDAQ","소프트웨어","10950","600","5.80","278493123900"
"060720","KH바텍","KOSDAQ","IT부품","9850","620","6.72","157600000000"
"083470","KJ프리텍","KOSDAQ","IT부품","1535","-50","-3.15","20914258340"
"122450","KMH","KOSDAQ","방송서비스","7440","50","0.68","95048678400"
"058400","KNN","KOSDAQ","방송서비스","7310","0","0.00","96806125320"
"114450","KPX생명과학","KOSDAQ","제약","3135","40","1.29","47025000000"
"036030","KTH","KOSDAQ","인터넷","6800","270","4.13","234600000000"
"043610","KT뮤직","KOSDAQ","디지털컨텐츠","2460","-40","-1.60","73226482980"
"060370","KT서브마린","KOSDAQ","건설","16850","100","0.60","73803000000"
"079950","LIG에이디피","KOSDAQ","기계·장비","2405","0","0.00","55796000000"
"086960","MDS테크","KOSDAQ","소프트웨어","16300","250","1.56","141703577300"
"065150","MPK","KOSDAQ","유통","1440","-10","-0.69","93597315840"
"030190","NICE평가정보","KOSDAQ","기타서비스","4625","20","0.43","140403021250"
"036490","OCI머티리얼즈","KOSDAQ","반도체","44050","100","0.23","464624995650"
"024940","PN풍년","KOSDAQ","금속","1575","30","1.94","15750000000"
"091340","S&K폴리텍","KOSDAQ","IT부품","2815","55","1.99","22238500000"
"019660","SBI글로벌","KOSDAQ","금융","805","23","2.94","36709927170"
"019550","SBI인베스트먼트","KOSDAQ","금융","597","-6","-1.00","96753745275"
"046140","SBS콘텐츠허브","KOSDAQ","오락·문화","17050","100","0.59","365953612750"
"099220","SDN","KOSDAQ","유통","3665","0","0.00","73544433510"
"040610","SG&G","KOSDAQ","운송","2230","-50","-2.19","76014447080"
"049470","SGA","KOSDAQ","소프트웨어","999","-6","-0.60","47259934758"
"090730","SIMPAC METALLOY","KOSDAQ","금속","6840","50","0.74","88920000000"
"057500","SKC 솔믹스","KOSDAQ","반도체","4510","245","5.74","62983444370"
"033630","SK브로드밴드","KOSDAQ","통신서비스","3780","-20","-0.53","1118725348860"
"066270","SK컴즈","KOSDAQ","인터넷","12100","1000","9.01","525321778300"
"048550","SM C&C","KOSDAQ","기타서비스","7600","130","1.74","437258027600"
"099440","SMEC","KOSDAQ","기계·장비","3440","-20","-0.58","50966902400"
"051980","SNH","KOSDAQ","통신장비","2100","-60","-2.78","35480907000"
