종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"060310","3S","KOSDAQ","반도체","2640","-10","-0.38","107955587520"
"054620","AP시스템","KOSDAQ","반도체","7640","-100","-1.29","178852102040"
"090470","AST젯텍","KOSDAQ","반도체","3150","20","0.64","45983095200"
"032040","C&S자산관리","KOSDAQ","기타서비스","5290","720","15.75","151055108890"
"130960","CJ E&M","KOSDAQ","방송서비스","90800","-500","-0.55","3516873681200"
"035760","CJ오쇼핑","KOSDAQ","방송서비스","183500","-1800","-0.97","1139033678000"
"051500","CJ프레시웨이","KOSDAQ","유통","80000","1800","2.30","942397520000"
"058820","CMG제약","KOSDAQ","제약","2755","50","1.85","243258907220"
"023460","CNH","KOSDAQ","금융","1695","-20","-1.17","63054000000"
"065770","CS","KOSDAQ","통신장비","2330","5","0.22","27960000000"
"068790","DMS","KOSDAQ","기계·장비","5300","230","4.54","105403341900"
"037370","EG","KOSDAQ","유통","11750","-100","-0.84","88125000000"
"079190","EMW","KOSDAQ","통신장비","2375","-170","-6.68","43339862125"
"083450","GST","KOSDAQ","반도체","5820","40","0.69","54229275900"
"028150","GS홈쇼핑","KOSDAQ","방송서비스","191400","1400","0.74","1256062500000"
"053870","GT&T","KOSDAQ","통신장비","1220","0","0.00","9760000000"
"078150","HB테크놀러지","KOSDAQ","기계·장비","1275","10","0.79","98157495525"
"036640","HRS","KOSDAQ","화학","4185","-15","-0.36","68444838000"
"204840","IBKS제2호스팩","KOSDAQ","금융","2210","0","0.00","9945000000"
"095340","ISC","KOSDAQ","반도체","25300","0","0.00","326184702800"
"099520","ITX시큐리티","KOSDAQ","통신장비","2290","-10","-0.43","30258647070"
"067290","JW중외신약","KOSDAQ","제약","7260","280","4.01","283466395080"
"035900","JYP Ent.","KOSDAQ","오락·문화","4195","5","0.12","142810435340"
"024120","KB오토시스","KOSDAQ","운송장비·부품","5520","40","0.73","63480000000"
"021320","KCC건설","KOSDAQ","건설","9200","400","4.55","196880000000"
"036670","KCI","KOSDAQ","화학","13300","800","6.40","148029000000"
"151860","KG ETS","KOSDAQ","전기·가스·수도","3870","20","0.52","139320000000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","16300","-100","-0.61","337596162300"
"035600","KG이니시스","KOSDAQ","소프트웨어","19950","50","0.25","530272615950"
"060720","KH바텍","KOSDAQ","IT부품","15800","450","2.93","316000000000"
"083470","KJ프리텍","KOSDAQ","IT부품","3065","-130","-4.07","59387461455"
"122450","KMH","KOSDAQ","방송서비스","11200","350","3.23","150401384000"
"058400","KNN","KOSDAQ","방송서비스","7500","100","1.35","99322290000"
"114450","KPX생명과학","KOSDAQ","제약","4010","20","0.50","60150000000"
"036030","KTH","KOSDAQ","인터넷","9690","-90","-0.92","346078563180"
"043610","KT뮤직","KOSDAQ","디지털컨텐츠","5940","-90","-1.49","248374168020"
"060370","KT서브마린","KOSDAQ","건설","4595","-10","-0.22","100630500000"
"079950","LIG인베니아","KOSDAQ","기계·장비","3045","55","1.84","70644000000"
"159910","MBK","KOSDAQ","반도체","2640","195","7.98","146386753920"
"086960","MDS테크","KOSDAQ","소프트웨어","25700","650","2.59","226561125600"
"065150","MPK","KOSDAQ","유통","4005","-30","-0.74","323637670035"
"160550","NEW","KOSDAQ","오락·문화","13300","750","5.98","364501209800"
"030190","NICE평가정보","KOSDAQ","기타서비스","12650","50","0.40","768042473000"
"036490","OCI머티리얼즈","KOSDAQ","반도체","95000","3900","4.28","1002028935000"
"024940","PN풍년","KOSDAQ","금속","4115","-5","-0.12","41150000000"
"091340","S&K폴리텍","KOSDAQ","IT부품","2940","-55","-1.84","24567948300"
