종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"138930","BS금융지주","KOSPI","기타금융","12450","-150","-1.19","2407579742550"
"001460","BYC","KOSPI","섬유의복","156000","0","0.00","97439940000"
"001465","BYC우","KOSPI","섬유의복","68900","-100","-0.14","14840026500"
"001040","CJ","KOSPI","서비스업","80200","-1300","-1.60","2324403637800"
"079160","CJ CGV","KOSPI","서비스업","25800","300","1.18","531930416400"
"011150","CJ씨푸드","KOSPI","음식료품","2970","-95","-3.10","106714395810"
"011155","CJ씨푸드1우","KOSPI","음식료품","9800","-600","-5.77","1960000000"
"001045","CJ우","KOSPI","서비스업","20050","-450","-2.20","45317471150"
"097950","CJ제일제당","KOSPI","음식료품","308000","-10000","-3.14","4022778144000"
"097955","CJ제일제당 우","KOSPI","음식료품","70600","-600","-0.84","93716769800"
"000590","CS홀딩스","KOSPI","서비스업","40850","-7200","-14.98","47160589700"
"139130","DGB금융지주","KOSPI","기타금융","13950","50","0.36","1870041498300"
"069730","DSR제강","KOSPI","철강금속","3490","-65","-1.83","50256000000"
"017940","E1","KOSPI","유통업","51300","-500","-0.97","351918000000"
"007700","F&F","KOSPI","섬유의복","7500","80","1.08","115500000000"
"114090","GKL","KOSPI","서비스업","20000","-400","-1.96","1237113400000"
"078930","GS","KOSPI","서비스업","65300","-1200","-1.80","6067374183400"
"006360","GS건설","KOSPI","건설업","98400","-1600","-1.60","5018400000000"
"001250","GS글로벌","KOSPI","유통업","12200","-750","-5.79","274911920800"
"078935","GS우","KOSPI","서비스업","22000","-50","-0.23","39266172000"
"035000","GⅡR","KOSPI","서비스업","9020","20","0.22","149438029180"
"001500","HMC투자증권","KOSPI","증권","15100","-200","-1.31","442990376100"
"011420","IB스포츠","KOSPI","서비스업","1545","-15","-0.96","30316645080"
"003560","IHQ","KOSPI","서비스업","3730","50","1.36","151047163140"
"005560","JS전선","KOSPI","전기전자","6950","0","0.00","79081548000"
"001060","JW중외제약","KOSPI","의약품","17200","500","2.99","172325097200"
"001067","JW중외제약2우B","KOSPI","의약품","20200","100","0.50","1188729600"
"001065","JW중외제약우","KOSPI","의약품","14700","400","2.80","1908295200"
"096760","JW홀딩스","KOSPI","서비스업","2825","175","6.60","134373054475"
"105560","KB금융","KOSPI","기타금융","43400","-1600","-3.56","16767663476200"
"002380","KCC","KOSPI","화학","272500","-12500","-4.39","2866700000000"
"009070","KCTC","KOSPI","운수창고업","16800","-100","-0.59","50400000000"
"009440","KC그린홀딩스","KOSPI","서비스업","2350","5","0.21","52722203000"
"119650","KC코트렐","KOSPI","기계","16500","100","0.61","100980000000"
"092220","KEC","KOSPI","전기전자","865","-31","-3.46","122320497700"
"109070","KGP","KOSPI","종이목재","1280","5","0.39","11380858880"
"001390","KG케미칼","KOSPI","화학","7930","-170","-2.10","84851000000"
"001940","KISCO홀딩스","KOSPI","서비스업","37700","-100","-0.26","139311905200"
"083420","KPX그린케미칼","KOSPI","화학","3065","15","0.49","61300000000"
"025000","KPX케미칼","KOSPI","화학","53500","0","0.00","258940000000"
"092230","KPX홀딩스","KOSPI","서비스업","39000","-150","-0.38","164761194000"
"025850","KPX화인케미칼","KOSPI","화학","22650","-800","-3.41","86070000000"
"044450","KSS해운","KOSPI","운수창고업","3495","0","0.00","40517325300"
"030200","KT","KOSPI","통신업","37450","-150","-0.40","9778637209600"
"033780","KT&G","KOSPI","기타제조업","69500","-2200","-3.07","9541828541500"
"030210","KTB투자증권","KOSPI","증권","2270","-80","-3.40","136912988840"
"058850","KTcs","KOSPI","서비스업","2165","-45","-2.04","100640025000"
"003550","LG","KOSPI","서비스업","66100","-2000","-2.94","11406026359100"
"034220","LG디스플레이","KOSPI","전기전자","22850","-450","-1.93","8176088745000"
"001120","LG상사","KOSPI","유통업","49750","-2450","-4.69","1928310000000"
"068870","LG생명과학","KOSPI","의약품","39000","-1100","-2.74","646502610000"
"068875","LG생명과학우","KOSPI","의약품","18000","200","1.12","4251888000"
"051900","LG생활건강","KOSPI","화학","503000","-5000","-0.98","7855953091000"
"051905","LG생활건강우","KOSPI","화학","128000","-500","-0.39","268761216000"
"003555","LG우","KOSPI","서비스업","23900","-100","-0.42","79220780300"
"032640","LG유플러스","KOSPI","통신업","6680","-90","-1.33","3438822817800"
"011070","LG이노텍","KOSPI","전기전자","74400","-2200","-2.87","1499832799200"
"066570","LG전자","KOSPI","전기전자","74700","-2300","-2.99","10805191705800"
"066575","LG전자우","KOSPI","전기전자","25550","-200","-0.78","439102095600"
"093050","LG패션","KOSPI","섬유의복","45100","-1400","-3.01","1318724000000"
"108670","LG하우시스","KOSPI","화학","80300","-900","-1.11","720103901000"
"108675","LG하우시스우","KOSPI","화학","22700","0","0.00","23433891000"
"051910","LG화학","KOSPI","화학","364000","-16000","-4.21","24122680400000"
"051915","LG화학우","KOSPI","화학","128000","-500","-0.39","976501888000"
"002550","LIG손해보험","KOSPI","보험","24000","1050","4.58","1440000000000"
"006260","LS","KOSPI","서비스업","80100","-400","-0.50","2579220000000"
"000680","LS네트웍스","KOSPI","유통업","4540","-70","-1.52","348255949860"
"000685","LS네트웍스우","KOSPI","유통업","69800","-400","-0.57","1066823200"
"000687","LS네트웍스전환상환2우B","KOSPI","유통업","4700","0","0.00","9799645700"
"010120","LS산전","KOSPI","전기전자","55400","-1400","-2.46","1662000000000"
"023150","MH에탄올","KOSPI","음식료품","2720","-20","-0.73","19040000000"
"035420","NHN","KOSPI","서비스업","233000","1500","0.65","11213755032000"
"016420","NH투자증권","KOSPI","증권","5050","-50","-0.98","289292628450"
"034310","NICE","KOSPI","서비스업","54500","-2000","-3.54","188496806500"
"008260","NI스틸","KOSPI","철강금속","1960","-60","-2.97","55716626000"
"004250","NPC","KOSPI","화학","2525","-10","-0.39","92718000000"
"004255","NPC우","KOSPI","화학","1255","-10","-0.79","6626400000"
"010060","OCI","KOSPI","화학","233000","0","0.00","5650103443000"
"005490","POSCO","KOSPI","철강금속","389000","-2000","-0.51","33915678815000"
"100840","S&TC","KOSPI","기계","15850","-500","-3.06","112291100200"
"064960","S&T대우","KOSPI","운수장비","33950","-550","-1.59","395136784700"
"000040","S&T모터스","KOSPI","운수장비","505","-3","-0.59","60267396395"
"003570","S&T중공업","KOSPI","운수장비","15100","-150","-0.98","490348928900"
"036530","S&T홀딩스","KOSPI","서비스업","11750","50","0.43","175350220250"
"010950","S-Oil","KOSPI","화학","117500","-1500","-1.26","13228478060000"
"010955","S-Oil우","KOSPI","화학","60200","-500","-0.82","242120005400"
"034120","SBS","KOSPI","서비스업","39200","-1800","-4.39","715501214400"
"101060","SBS미디어홀딩스","KOSPI","서비스업","4590","-405","-8.11","642123512100"
"004060","SG세계물산","KOSPI","유통업","268","0","0.00","54249889280"
"001380","SG충남방적","KOSPI","섬유의복","897","0","0.00","37447480590"
"001385","SG충남방적우","KOSPI","섬유의복","4315000","559000","14.88","474650000"
"002360","SH에너지화학","KOSPI","화학","318","-15","-4.50","35340526140"
"002365","SH에너지화학우","KOSPI","화학","133500","-1000","-0.74","830370000"
"009160","SIMPAC","KOSPI","기계","5320","-190","-3.45","154731801000"
"123700","SJM","KOSPI","운수장비","4410","-90","-2.00","68817600180"
"025530","SJM홀딩스","KOSPI","서비스업","2950","5","0.17","44055323600"
"003600","SK","KOSPI","서비스업","150500","-2000","-1.31","7067752706000"
"034730","SK C&C","KOSPI","서비스업","152000","500","0.33","7600000000000"
"011790","SKC","KOSPI","화학","43350","-1100","-2.47","1569922981050"
"018670","SK가스","KOSPI","유통업","74000","-700","-0.94","638521210000"
"001740","SK네트웍스","KOSPI","유통업","11300","0","0.00","2804520411100"
"001745","SK네트웍스우","KOSPI","유통업","14750","-150","-1.01","1676308000"
"003605","SK우","KOSPI","서비스업","46000","100","0.22","23456320000"
"096770","SK이노베이션","KOSPI","서비스업","170500","-7000","-3.94","15765378662000"
"096775","SK이노베이션우","KOSPI","서비스업","50900","-100","-0.20","63544883400"
"001510","SK증권","KOSPI","증권","1410","100","7.63","451365211110"
"001515","SK증권우","KOSPI","증권","1130","15","1.35","4421140820"
"006120","SK케미칼","KOSPI","화학","71900","-100","-0.14","1498615079300"
"006125","SK케미칼우","KOSPI","화학","14950","0","0.00","42116018750"
"017670","SK텔레콤","KOSPI","통신업","148000","-4500","-2.95","11950365228000"
"011810","STX","KOSPI","유통업","14400","0","0.00","863156131200"
"071970","STX메탈","KOSPI","기계","6940","-170","-2.39","154762000000"
"077970","STX엔진","KOSPI","기계","19650","-700","-3.44","563499768450"
"067250","STX조선해양","KOSPI","운수장비","15900","-200","-1.24","1266117222600"
"028670","STX팬오션","KOSPI","운수창고업","7400","-340","-4.39","1523348060400"
"002710","TCC동양","KOSPI","철강금속","5460","-20","-0.36","87360000000"
"011000","VGX인터","KOSPI","섬유의복","1545","90","6.19","78957920250"
"024070","WISCOM","KOSPI","화학","3955","5","0.13","59427513600"
"000500","가온전선","KOSPI","전기전자","15400","-200","-1.28","64069343800"
"035250","강원랜드","KOSPI","서비스업","29800","900","3.11","6375426900000"
"108890","거북선4호","KOSPI","서비스업","5170","0","0.00","15730810700"
"114130","거북선5호","KOSPI","서비스업","5160","0","0.00","8307600000"
"114140","거북선6호","KOSPI","서비스업","5180","0","0.00","6164200000"
"134000","거북선7호","KOSPI","서비스업","5100","0","0.00","10200030600"
"000860","건설화학","KOSPI","화학","13500","150","1.12","87750000000"
"000800","경남기업","KOSPI","건설업","8550","-240","-2.73","135079577550"
"008020","경남에너지","KOSPI","전기가스업","3400","30","0.89","101310684000"
"002100","경농","KOSPI","화학","2945","5","0.17","63882203750"
"012320","경동가스","KOSPI","전기가스업","52000","-400","-0.76","181209600000"
"009450","경동나비엔","KOSPI","전기전자","6010","0","0.00","76564455100"
"000050","경방","KOSPI","섬유의복","94300","-2300","-2.38","196144000000"
"012610","경인양행","KOSPI","화학","2550","-80","-3.04","95625000000"
"009140","경인전자","KOSPI","전기전자","11600","-250","-2.11","18221245200"
"013580","계룡건설","KOSPI","건설업","14900","-300","-1.97","133070514300"
"012200","계양전기","KOSPI","기계","2870","-60","-2.05","93562000000"
"012205","계양전기우","KOSPI","기계","1680","-20","-1.18","2352000000"
"004200","고려개발","KOSPI","건설업","2450","0","0.00","49000000000"
"002140","고려산업","KOSPI","음식료품","3270","0","0.00","16310383950"
"010130","고려아연","KOSPI","철강금속","329000","-21000","-6.00","6208230000000"
"002240","고려제강","KOSPI","철강금속","44200","-800","-1.78","574600000000"
"009810","고려포리머","KOSPI","유통업","480","-3","-0.62","12624707040"
"009815","고려포리머우","KOSPI","유통업","1075000","68000","6.75","185975000"
"119250","골든나래리츠","KOSPI","서비스업","266","-9","-3.27","14264223400"
"001290","골든브릿지증권","KOSPI","증권","1280","-10","-0.78","62383445760"
"009290","광동제약","KOSPI","의약품","3350","0","0.00","175609850850"
"017040","광명전기","KOSPI","전기전자","1925","-70","-3.51","83424908875"
"017900","광전자","KOSPI","전기전자","2740","-40","-1.44","158765910620"
"037710","광주신세계","KOSPI","유통업","179500","-500","-0.28","287200000000"
"140910","광희리츠","KOSPI","서비스업","6650","-150","-2.21","14194757500"
"030610","교보증권","KOSPI","증권","4945","-55","-1.10","178020000000"
"007690","국도화학","KOSPI","화학","43000","500","1.18","249856488000"
"005320","국동","KOSPI","유통업","226","9","4.15","4530344924"
"001140","국보","KOSPI","운수창고업","11150","-850","-7.08","11454439600"
"002720","국제약품","KOSPI","의약품","2520","0","0.00","37852224480"
"000470","그린손해보험","KOSPI","보험","3150","-25","-0.79","83754360900"
"014530","극동유화","KOSPI","화학","16850","-100","-0.59","58754972700"
"002250","근화제약","KOSPI","의약품","10650","-200","-1.84","34718904150"
"012410","글로스텍","KOSPI","유통업","3990","20","0.50","12126268350"
"014280","금강공업","KOSPI","철강금속","12500","-300","-2.34","60699550000"
