종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","31600","800","2.60","295916904400"
"068400","AJ렌터카","KOSPI","서비스업","10800","1010","10.32","239180040000"
"006840","AK홀딩스","KOSPI","서비스업","60600","300","0.50","802802196600"
"027410","BGF리테일","KOSPI","유통업","193000","0","0.00","4781375052000"
"138930","BNK금융지주","KOSPI","기타금융","8650","70","0.82","2819339877900"
"001460","BYC","KOSPI","섬유의복","470000","6000","1.29","293569050000"
"001465","BYC우","KOSPI","섬유의복","193000","-1000","-0.52","41569305000"
"001040","CJ","KOSPI","서비스업","188000","2000","1.08","5484711624000"
"079160","CJ CGV","KOSPI","서비스업","84600","900","1.08","1790247079800"
"000120","CJ대한통운","KOSPI","운수창고업","213000","-2500","-1.16","4859029272000"
"011150","CJ씨푸드","KOSPI","음식료품","3760","20","0.53","135099706480"
"011155","CJ씨푸드1우","KOSPI","음식료품","20500","4700","29.75","4100000000"
"001045","CJ우","KOSPI","서비스업","80700","100","0.12","182399996100"
"097950","CJ제일제당","KOSPI","음식료품","367500","4500","1.24","4836997515000"
"097955","CJ제일제당 우","KOSPI","음식료품","181000","1000","0.56","240265373000"
"037560","CJ헬로비전","KOSPI","서비스업","8910","-90","-1.00","690051567150"
"000590","CS홀딩스","KOSPI","서비스업","84400","-700","-0.82","97438280800"
"139130","DGB금융지주","KOSPI","기타금융","9160","130","1.44","1548526890640"
"004840","DRB동일","KOSPI","서비스업","14150","0","0.00","261916500000"
"155660","DSR","KOSPI","섬유의복","4625","160","3.58","74000000000"
"069730","DSR제강","KOSPI","철강금속","5030","235","4.90","72432000000"
"017940","E1","KOSPI","유통업","63700","600","0.95","436982000000"
"007700","F&F","KOSPI","섬유의복","16200","550","3.51","249480000000"
"114090","GKL","KOSPI","서비스업","24800","150","0.61","1534020616000"
"078930","GS","KOSPI","서비스업","52400","-1100","-2.06","4868765807200"
"006360","GS건설","KOSPI","건설업","29700","350","1.19","2108700000000"
"001250","GS글로벌","KOSPI","유통업","2540","-85","-3.24","209635760560"
"007070","GS리테일","KOSPI","유통업","49050","-150","-0.30","3776850000000"
"078935","GS우","KOSPI","서비스업","34100","200","0.59","60862566600"
"001500","HMC투자증권","KOSPI","증권","10150","-50","-0.49","297771676650"
"003560","IHQ","KOSPI","서비스업","2160","65","3.10","310081080960"
"175330","JB금융지주","KOSPI","기타금융","5880","-50","-0.84","913983807240"
"001060","JW중외제약","KOSPI","의약품","73900","-13200","-15.15","1385083756400"
"001067","JW중외제약2우B","KOSPI","의약품","39550","-2450","-5.83","3274937750"
"001065","JW중외제약우","KOSPI","의약품","31200","-3200","-9.30","4922205600"
"096760","JW홀딩스","KOSPI","서비스업","15250","-1250","-7.58","906487541500"
"105560","KB금융","KOSPI","기타금융","38400","550","1.45","14835905011200"
"002550","KB손해보험","KOSPI","보험","27250","0","0.00","1635000000000"
"002380","KCC","KOSPI","화학","388000","-7500","-1.90","4095927044000"
"009070","KCTC","KOSPI","운수창고업","3575","0","0.00","107250000000"
"009440","KC그린홀딩스","KOSPI","서비스업","7470","-240","-3.11","167589300600"
"119650","KC코트렐","KOSPI","기계","5710","70","1.24","74230000000"
"092220","KEC","KOSPI","전기전자","1135","30","2.71","101068780840"
"109070","KGP","KOSPI","종이목재","988","-47","-4.54","38696276736"
"001390","KG케미칼","KOSPI","화학","14700","150","1.03","168739389000"
"001940","KISCO홀딩스","KOSPI","서비스업","63400","400","0.63","234280498400"
"083420","KPX그린케미칼","KOSPI","화학","4025","15","0.37","80500000000"
"025000","KPX케미칼","KOSPI","화학","61400","1100","1.82","297176000000"
"092230","KPX홀딩스","KOSPI","서비스업","66000","200","0.30","278826636000"
"000040","KR모터스","KOSPI","운수장비","1065","5","0.47","187339221180"
"044450","KSS해운","KOSPI","운수창고업","8740","-140","-1.58","101322295600"
"030200","KT","KOSPI","통신업","32150","250","0.78","8394744627200"
"033780","KT&G","KOSPI","기타제조업","123000","-2000","-1.60","16886977131000"
"030210","KTB투자증권","KOSPI","증권","2905","-5","-0.17","175212437260"
"058850","KTcs","KOSPI","서비스업","2500","20","0.81","106712500000"
"093050","LF","KOSPI","섬유의복","22400","250","1.13","654976000000"
"003550","LG","KOSPI","서비스업","64300","-400","-0.62","11095423523300"
"034220","LG디스플레이","KOSPI","전기전자","28000","-100","-0.36","10018839600000"
"001120","LG상사","KOSPI","유통업","33700","-1200","-3.44","1306212000000"
"068870","LG생명과학","KOSPI","의약품","60900","-1100","-1.77","1009538691000"
"068875","LG생명과학우","KOSPI","의약품","40550","-100","-0.25","9578558800"
"051900","LG생활건강","KOSPI","화학","973000","18000","1.88","15196505681000"
"051905","LG생활건강우","KOSPI","화학","520000","5000","0.97","1091842440000"
"003555","LG우","KOSPI","서비스업","41000","-150","-0.36","135901757000"
"032640","LG유플러스","KOSPI","통신업","11700","-50","-0.43","5108352923700"
"011070","LG이노텍","KOSPI","전기전자","77600","-700","-0.89","1836567503200"
"066570","LG전자","KOSPI","전기전자","47350","-550","-1.15","7748723992900"
"066575","LG전자우","KOSPI","전기전자","24650","-200","-0.80","423634702800"
"108670","LG하우시스","KOSPI","화학","104000","-1000","-0.95","932637680000"
"108675","LG하우시스우","KOSPI","화학","63500","-200","-0.31","65552955000"
"051910","LG화학","KOSPI","화학","237500","-4000","-1.66","15739386250000"
"051915","LG화학우","KOSPI","화학","165500","1000","0.61","1262586425500"
"079550","LIG넥스원","KOSPI","기계","85200","2300","2.77","1874400000000"
"006260","LS","KOSPI","서비스업","58800","600","1.03","1893360000000"
"000680","LS네트웍스","KOSPI","유통업","3340","10","0.30","263202073440"
"010120","LS산전","KOSPI","전기전자","42000","0","0.00","1260000000000"
"023150","MH에탄올","KOSPI","음식료품","8310","-40","-0.48","61315551060"
"035420","NAVER","KOSPI","서비스업","858000","-25000","-2.83","28281978582000"
"181710","NHN엔터테인먼트","KOSPI","서비스업","59300","-400","-0.67","1160205982500"
"005940","NH투자증권","KOSPI","증권","9960","-10","-0.10","2802832514520"
"005945","NH투자증권우","KOSPI","증권","6970","20","0.29","131530646960"
"034310","NICE","KOSPI","서비스업","18100","-200","-1.09","685669630000"
"008260","NI스틸","KOSPI","철강금속","3225","35","1.10","91676591250"
"004250","NPC","KOSPI","화학","6210","-110","-1.74","228031200000"
"004255","NPC우","KOSPI","화학","3090","-5","-0.16","16315200000"
"010060","OCI","KOSPI","화학","93000","-500","-0.53","2217991503000"
"005490","POSCO","KOSPI","철강금속","231500","4500","1.98","20183752302500"
"100840","S&TC","KOSPI","기계","18700","200","1.08","132482244400"
"064960","S&T모티브","KOSPI","운수장비","48800","1200","2.52","713609036800"
"003570","S&T중공업","KOSPI","운수장비","9250","-30","-0.32","300379310750"
"036530","S&T홀딩스","KOSPI","서비스업","16300","450","2.84","258030711500"
"010950","S-Oil","KOSPI","화학","79000","-2200","-2.71","8894040568000"
"010955","S-Oil우","KOSPI","화학","51400","0","0.00","206727047800"
"034120","SBS","KOSPI","서비스업","24650","-50","-0.20","449926146300"
"101060","SBS미디어홀딩스","KOSPI","서비스업","2905","25","0.87","406398431950"
"004060","SG세계물산","KOSPI","유통업","1025","0","0.00","207485584000"
"001380","SG충방","KOSPI","운수장비","4070","150","3.83","169912202900"
"002360","SH에너지화학","KOSPI","화학","1630","15","0.93","181147979900"
"009160","SIMPAC","KOSPI","기계","5280","0","0.00","153568404000"
"123700","SJM","KOSPI","운수장비","6310","10","0.16","98466906380"
"025530","SJM홀딩스","KOSPI","서비스업","5350","60","1.13","79896942800"
"034730","SK","KOSPI","서비스업","210000","-2000","-0.94","14775662370000"
"011790","SKC","KOSPI","화학","28700","400","1.41","1077241728500"
"018670","SK가스","KOSPI","유통업","104000","500","0.48","923672984000"
"001740","SK네트웍스","KOSPI","유통업","6790","100","1.49","1685194123130"
"001745","SK네트웍스우","KOSPI","유통업","67100","500","0.75","7625780800"
"210980","SK디앤디","KOSPI","서비스업","47450","150","0.32","511036500000"
"03473K","SK우","KOSPI","서비스업","133500","-500","-0.37","75579022500"
"096770","SK이노베이션","KOSPI","서비스업","159500","-2000","-1.24","14748257458000"
"096775","SK이노베이션우","KOSPI","서비스업","93100","-300","-0.32","116228460600"
"001510","SK증권","KOSPI","증권","1155","5","0.43","369735332505"
"001515","SK증권우","KOSPI","증권","1790","0","0.00","7003400060"
"006120","SK케미칼","KOSPI","화학","66300","-1300","-1.92","1611305806500"
"006125","SK케미칼우","KOSPI","화학","27150","-750","-2.69","76484943750"
"017670","SK텔레콤","KOSPI","통신업","224500","-1500","-0.66","18127412119500"
"000660","SK하이닉스","KOSPI","전기전자","41800","1600","3.98","30430498857000"
"011810","STX","KOSPI","유통업","2575","125","5.10","76940253250"
"077970","STX엔진","KOSPI","기계","6980","250","3.71","160602149920"
"071970","STX중공업","KOSPI","기계","2150","105","5.13","47998808050"
"084870","TBH글로벌","KOSPI","섬유의복","10000","300","3.09","208568190000"
"002710","TCC동양","KOSPI","철강금속","2635","75","2.93","58872487500"
"024070","WISCOM","KOSPI","화학","4480","-5","-0.11","67316121600"
"037270","YG PLUS","KOSPI","서비스업","2795","-5","-0.18","160742836930"
"000500","가온전선","KOSPI","전기전자","21700","0","0.00","90279529900"
"000860","강남제비스코","KOSPI","화학","38050","600","1.60","247325000000"
"035250","강원랜드","KOSPI","서비스업","39100","-200","-0.51","8365073550000"
"011420","갤럭시아에스엠","KOSPI","서비스업","2280","90","4.11","62813188320"
"002100","경농","KOSPI","화학","6360","110","1.76","137959530000"
"012320","경동가스","KOSPI","전기가스업","75900","-100","-0.13","264496320000"
"009450","경동나비엔","KOSPI","전기전자","59900","-1600","-2.60","763096649000"
"000050","경방","KOSPI","섬유의복","200500","7500","3.89","549676163500"
