종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"060310","3S","KOSDAQ","반도체","2850","-50","-1.72","116542963800"
"054620","AP시스템","KOSDAQ","반도체","6650","-350","-5.00","155676240650"
"090470","AST젯텍","KOSDAQ","반도체","3785","25","0.66","55252703280"
"032040","C&S자산관리","KOSDAQ","기타서비스","3305","-75","-2.22","62263651845"
"130960","CJ E&M","KOSDAQ","방송서비스","42300","-400","-0.94","1638367364700"
"035760","CJ오쇼핑","KOSDAQ","방송서비스","320300","-1400","-0.44","1988003127300"
"051500","CJ프레시웨이","KOSDAQ","유통","40750","-450","-1.09","442202700000"
"058820","CMG제약","KOSDAQ","제약","1020","-50","-4.67","88359403320"
"023460","CNH","KOSDAQ","기타서비스","1605","35","2.23","59706000000"
"065770","CS","KOSDAQ","통신장비","2575","-15","-0.58","30900000000"
"159910","CS엘쏠라","KOSDAQ","반도체","5880","-400","-6.37","50796220440"
"068790","DMS","KOSDAQ","기계·장비","2590","-115","-4.25","51508425570"
"037370","EG","KOSDAQ","화학","20250","-550","-2.64","151875000000"
"079190","EMW","KOSDAQ","통신장비","2995","-95","-3.07","54653847185"
"083450","GST","KOSDAQ","반도체","5980","-320","-5.08","55720115100"
"028150","GS홈쇼핑","KOSDAQ","방송서비스","252500","-2000","-0.79","1657031250000"
"053870","GT&T","KOSDAQ","통신장비","1085","-35","-3.13","8680000000"
"078150","HB테크놀러지","KOSDAQ","기계·장비","1510","-90","-5.63","115885304850"
"036640","HRS","KOSDAQ","화학","3610","-140","-3.73","59040828000"
"095340","ISC","KOSDAQ","반도체","32950","1000","3.13","256861033050"
"099520","ITX시큐리티","KOSDAQ","통신장비","2790","-90","-3.13","36865338570"
"067290","JW중외신약","KOSDAQ","제약","5250","250","5.00","199051471500"
"035900","JYP Ent.","KOSDAQ","오락·문화","4500","-120","-2.60","153193554000"
"024120","KB오토시스","KOSDAQ","운송장비·부품","4200","-125","-2.89","48300000000"
"021320","KCC건설","KOSDAQ","건설","9030","-170","-1.85","193242000000"
"036670","KCI","KOSDAQ","화학","8600","-370","-4.12","94600000000"
"068060","KCW","KOSDAQ","운송장비·부품","6890","-10","-0.14","37481600000"
"151860","KG ETS","KOSDAQ","전기·가스·수도","5950","-10","-0.17","214200000000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","11050","-600","-5.15","208454515100"
"035600","KG이니시스","KOSDAQ","소프트웨어","14950","-600","-3.86","380225771900"
"060720","KH바텍","KOSDAQ","IT부품","29500","250","0.85","472000000000"
"083470","KJ프리텍","KOSDAQ","IT부품","2005","-40","-1.96","35029455250"
"122450","KMH","KOSDAQ","방송서비스","8860","-140","-1.56","113189689600"
"058400","KNN","KOSDAQ","방송서비스","7510","-30","-0.40","99454719720"
"114450","KPX생명과학","KOSDAQ","제약","3190","80","2.57","47850000000"
"036030","KTH","KOSDAQ","인터넷","8300","220","2.72","296434682600"
"043610","KT뮤직","KOSDAQ","디지털컨텐츠","7450","570","8.28","311513055850"
"060370","KT서브마린","KOSDAQ","건설","6220","-250","-3.86","136218000000"
"079950","LIG에이디피","KOSDAQ","기계·장비","5620","30","0.54","130384000000"
"086960","MDS테크","KOSDAQ","소프트웨어","22150","-850","-3.70","194711014750"
"065150","MPK","KOSDAQ","유통","4990","650","14.98","363787327280"
"030190","NICE평가정보","KOSDAQ","기타서비스","4200","20","0.48","255002244000"
"036490","OCI머티리얼즈","KOSDAQ","반도체","50800","-400","-0.78","535821788400"
