종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","1915","0","0.00","1915","1945","1895","99195","189563970","80380474270","41974138"
"095570","AJ네트웍스","KOSPI",,"7330","300","4.27","7030","7340","7020","111808","808075830","343207422350","46822295"
"068400","AJ렌터카","KOSPI",,"12950","850","7.02","12800","13550","12350","1111445","14281507150","286794585000","22146300"
"006840","AK홀딩스","KOSPI",,"67300","200","0.30","67100","68000","66700","16395","1103272800","891560855300","13247561"
"054620","APS홀딩스","KOSDAQ","우량기업부","9970","-130","-1.29","10100","10150","9880","83026","826726400","118951352160","11930928"
"265520","AP시스템","KOSDAQ","중견기업부","38400","-200","-0.52","38150","38500","38000","80944","3087412500","525274867200","13679033"
"211270","AP위성","KOSDAQ","중견기업부","8030","10","0.12","8050","8050","7950","6251","49990170","120568876120","15014804"
"027410","BGF리테일","KOSPI",,"79100","0","0.00","0","0","0","0","0","3919217137500","49547625"
"138930","BNK금융지주","KOSPI",,"9940","-10","-0.10","9950","9970","9820","905225","8952022770","3239796345240","325935246"
"001460","BYC","KOSPI",,"320000","-1500","-0.47","320000","320500","318000","390","124732500","199876800000","624615"
"001465","BYC우","KOSPI",,"171000","-500","-0.29","170000","171000","169000","40","6775500","36830835000","215385"
"032040","C&S자산관리","KOSDAQ","관리종목(소속부없음)","875","0","0.00","0","0","0","0","0","28485485875","32554841"
"001040","CJ","KOSPI",,"186500","4500","2.47","182000","191000","181500","204972","38507715000","5441510127000","29176998"
"079160","CJ CGV","KOSPI",,"69600","1100","1.61","68500","69900","67800","201237","13876094400","1472827384800","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","84500","500","0.60","84300","85500","83600","286144","24244182300","3272861520500","38732089"
"000120","CJ대한통운","KOSPI",,"157000","-1000","-0.63","158000","159000","156500","39647","6235089000","3581538008000","22812344"
"011150","CJ씨푸드","KOSPI",,"2905","-20","-0.68","2935","2955","2885","56008","162517315","104378895565","35930773"
"011155","CJ씨푸드1우","KOSPI",,"28800","1000","3.60","27850","29400","27700","16952","485757550","5760000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","197800","-800","-0.40","199000","199000","195400","25330","4978820900","1229429460400","6215518"
"001045","CJ우","KOSPI",,"82200","1700","2.11","81100","83200","79800","8549","703462200","185790330600","2260223"
"097950","CJ제일제당","KOSPI",,"366000","5000","1.39","362000","366000","360000","19573","7131132000","4819853268000","13168998"
"097955","CJ제일제당 우","KOSPI",,"162500","1500","0.93","161500","162500","160500","937","151503000","215707862500","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","39250","0","0.00","39250","39450","38450","17148","668419000","465959750500","11871586"
"037560","CJ헬로비전","KOSPI",,"7310","90","1.25","7230","7340","7170","241545","1755266000","566136583150","77446865"
"058820","CMG제약","KOSDAQ","벤처기업부","3435","15","0.44","3450","3455","3385","436988","1494636140","373941808140","108862244"
"023460","CNH","KOSDAQ","중견기업부","1390","10","0.72","1380","1390","1370","31920","43917830","51708000000","37200000"
"065770","CS","KOSDAQ","투자주의환기종목(소속부없음)","1495","60","4.18","1420","1560","1400","122768","182704935","28158549250","18835150"
"083660","CSA 코스믹","KOSDAQ","중견기업부","4585","215","4.92","4610","5070","4585","4414139","21360028095","90542933985","19747641"
"000590","CS홀딩스","KOSPI",,"81000","-600","-0.74","80500","81900","80500","282","22756100","93513042000","1154482"
"139130","DGB금융지주","KOSPI",,"10450","50","0.48","10400","10450","10250","387512","4024188000","1767573954850","169145833"
"068790","DMS","KOSDAQ","우량기업부","8760","50","0.57","8850","8900","8640","285862","2500809980","200932386120","22937487"
"004840","DRB동일","KOSPI",,"8480","130","1.56","8510","8510","8340","12748","107806330","161120000000","19000000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","3990","-15","-0.37","3990","4020","3950","130820","520725130","69825000000","17500000"
"155660","DSR","KOSPI",,"5520","30","0.55","5540","5550","5440","84164","463739360","88320000000","16000000"
"069730","DSR제강","KOSPI",,"4875","-30","-0.61","4950","4970","4875","107586","527391945","70200000000","14400000"
"017940","E1","KOSPI",,"57500","500","0.88","57000","57600","56400","5224","299193200","394450000000","6860000"
"037370","EG","KOSDAQ","중견기업부","10800","400","3.85","10450","10900","10400","285440","3041885750","81000000000","7500000"
"079190","EMW","KOSDAQ","중견기업부","2910","105","3.74","2815","2935","2800","1762035","5071999540","88095433950","30273345"
"007700","F&F","KOSPI",,"39500","-950","-2.35","40450","40450","39150","53307","2119465600","608300000000","15400000"
"130500","GH신소재","KOSDAQ","중견기업부","3125","35","1.13","3100","3135","3085","13693","42471400","34375000000","11000000"
"114090","GKL","KOSPI",,"28000","100","0.36","28100","28350","27300","214890","5992081150","1731958760000","61855670"
"032860","GMR 머티리얼즈","KOSDAQ","중견기업부","621","22","3.67","598","630","598","348992","214253937","39594239640","63758840"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3850","50","1.32","3845","3965","3780","472548","1825446270","259393750000","67375000"
"078930","GS","KOSPI",,"66200","-1600","-2.36","67400","67600","66100","225661","15007315100","6150998023600","92915378"
"083450","GST","KOSDAQ","벤처기업부","9120","-130","-1.41","9250","9300","9100","48306","442071450","84977834400","9317745"
"006360","GS건설","KOSPI",,"26000","0","0.00","26050","26200","25950","397395","10351948200","1863556162000","71675237"
"001250","GS글로벌","KOSPI",,"3120","25","0.81","3095","3130","3055","240850","745093665","257505343680","82533764"
"007070","GS리테일","KOSPI",,"33400","-100","-0.30","33500","33550","33200","203111","6774201950","2571800000000","77000000"
"078935","GS우","KOSPI",,"42050","-200","-0.47","42100","42150","41750","2702","113179450","75051933300","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","210200","-3800","-1.78","213500","213900","210200","13061","2756614700","1379437500000","6562500"
"078150","HB테크놀러지","KOSDAQ","우량기업부","4280","-5","-0.12","4320","4320","4250","288609","1237180295","338079023280","78990426"
"036640","HRS","KOSDAQ","우량기업부","4420","40","0.91","4395","4420","4320","76036","334111985","72288216000","16354800"
"225430","IBKS제3호스팩","KOSDAQ","SPAC(소속부없음)","2015","0","0.00","2015","2015","2015","2200","4433000","9067500000","4500000"
"254120","IBKS제5호스팩","KOSDAQ","SPAC(소속부없음)","2030","15","0.74","2015","2030","2015","1687","3409320","9135000000","4500000"
"264850","IBKS제6호스팩","KOSDAQ","SPAC(소속부없음)","2025","5","0.25","2025","2025","2015","5256","10614650","8737875000","4315000"
"277410","IBKS제8호스팩","KOSDAQ","SPAC(소속부없음)","2200","-20","-0.90","2205","2235","2185","96065","211450970","4862000000","2210000"
"003560","IHQ","KOSPI",,"1900","20","1.06","1885","1910","1880","470630","892871275","275791644300","145153497"
"095340","ISC","KOSDAQ","우량기업부","21200","100","0.47","21100","21500","20750","99983","2107784700","288372957600","13602498"
"099520","ITX엠투엠","KOSDAQ","벤처기업부","1255","-15","-1.18","1270","1375","1230","1343472","1770817950","17712295665","14113383"
"175330","JB금융지주","KOSPI",,"5890","40","0.68","5870","5890","5800","268648","1568001140","915538201470","155439423"
"234080","JW생명과학","KOSPI",,"36500","-50","-0.14","36700","36800","36000","32522","1180669750","288980610500","7917277"
"067290","JW신약","KOSDAQ","중견기업부","7980","-140","-1.72","8200","8200","7910","587230","4693285720","316311718800","39638060"
"001060","JW중외제약","KOSPI",,"41650","-350","-0.83","42450","42700","41650","80660","3385835100","796227714800","19117112"
"001067","JW중외제약2우B","KOSPI",,"46550","-250","-0.53","46800","47400","45500","4520","208899750","3930542350","84437"
"001065","JW중외제약우","KOSPI",,"26850","350","1.32","26100","26950","26100","199","5292700","4320379800","160908"
"096760","JW홀딩스","KOSPI",,"8050","-180","-2.19","8230","8250","8050","178486","1443490830","499268108150","62020883"
"035900","JYP Ent.","KOSDAQ","우량기업부","11600","-350","-2.93","11600","11750","11250","1582397","18209302550","400818651200","34553332"
"105560","KB금융","KOSPI",,"58400","-800","-1.35","59200","59200","57800","1028292","59920790600","24417713760800","418111537"
"024120","KB오토시스","KOSDAQ","우량기업부","6420","150","2.39","6300","6620","6270","12576","81068580","73830000000","11500000"
"002380","KCC","KOSPI",,"390000","4000","1.04","385500","391500","384000","19726","7646999000","4117040070000","10556513"
"021320","KCC건설","KOSDAQ","중견기업부","8450","-120","-1.40","8610","8620","8400","45285","383615320","180830000000","21400000"
"036670","KCI","KOSDAQ","중견기업부","8010","60","0.75","8040","8130","7920","41108","330219560","90272700000","11270000"
