종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2940","75","2.62","2895","3045","2865","209087","615544805","120223267920","40892268"
"068400","AJ렌터카","KOSPI",,"16950","100","0.59","16800","16950","16450","45778","767322950","375379785000","22146300"
"006840","AK홀딩스","KOSPI",,"71200","-1400","-1.93","72700","72700","70300","50433","3580233400","943226343200","13247561"
"054620","AP시스템","KOSDAQ","우량기업부","6670","-110","-1.62","6770","6870","6580","217248","1448175410","156144439870","23409961"
"090470","AST젯텍","KOSDAQ","벤처기업부","3610","70","1.98","3570","3660","3530","58911","212267775","52698086880","14597808"
"027410","BGF리테일","KOSPI",,"68000","200","0.29","68100","69000","67100","41696","2854220100","1675525440000","24640080"
"138930","BS금융지주","KOSPI",,"16650","-550","-3.20","17050","17150","16400","807721","13446666050","3902425318350","234379899"
"001460","BYC","KOSPI",,"283500","1500","0.53","282500","284500","276000","403","113952000","177078352500","624615"
"001465","BYC우","KOSPI",,"197000","0","0.00","200000","200000","195000","158","31403000","42430845000","215385"
"032040","C&S자산관리","KOSDAQ","벤처기업부","2460","95","4.02","2385","2460","2375","124894","301020615","46344503340","18839229"
"001040","CJ","KOSPI",,"174000","-5500","-3.06","179500","180000","169000","81342","14082843000","5058632052000","29072598"
"079160","CJ CGV","KOSPI",,"52400","300","0.58","51700","52400","51100","178686","9292869900","1108852801200","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","33550","-1400","-4.01","35300","35300","33300","558453","18903859300","1299461585950","38732089"
"000120","CJ대한통운","KOSPI",,"193000","-10000","-4.93","200000","200500","190000","153963","29725084000","4402782392000","22812344"
"011150","CJ씨푸드","KOSPI",,"2560","-5","-0.19","2590","2590","2520","306750","782809015","91982778880","35930773"
"011155","CJ씨푸드1우","KOSPI",,"6680","10","0.15","6670","6680","6670","104","693730","1336000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","262600","-20200","-7.14","270000","270000","246700","170806","44132045200","1629877056600","6206691"
"001045","CJ우","KOSPI",,"93900","-3500","-3.59","96400","97000","93000","6641","623757400","212234939700","2260223"
"097950","CJ제일제당","KOSPI",,"391000","-12500","-3.10","398000","400000","380500","74531","28856364500","5129188048000","13118128"
"097955","CJ제일제당 우","KOSPI",,"196000","-11500","-5.54","207500","208500","190000","12011","2342377500","260176868000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","46500","950","2.09","47500","47500","45350","72315","3362806650","504599400000","10851600"
"037560","CJ헬로비전","KOSPI",,"10100","-250","-2.42","10400","10400","9970","492084","4962378200","782213336500","77446865"
"058820","CMG제약","KOSDAQ","중견기업부","1120","-10","-0.88","1140","1150","1110","871479","982937655","97022089920","86626866"
"023460","CNH","KOSDAQ","중견기업부","1550","20","1.31","1550","1575","1520","21369","33096390","57660000000","37200000"
"065770","CS","KOSDAQ","벤처기업부","2420","-80","-3.20","2495","2495","2375","16228","39565690","29040000000","12000000"
"159910","CS엘쏠라","KOSDAQ","벤처기업부","5320","-70","-1.30","5400","5400","5210","3409","17997400","45958485160","8638813"
"000590","CS홀딩스","KOSPI",,"74300","-1700","-2.24","75500","75900","73800","2712","202724400","85778012600","1154482"
"139130","DGB금융지주","KOSPI",,"15250","50","0.33","15400","15450","15250","416671","6383103850","2044310598500","134053154"
"068790","DMS","KOSDAQ","중견기업부","2405","-10","-0.41","2425","2440","2375","70013","168226765","47829252315","19887423"
"004840","DRB동일","KOSPI",,"16400","-600","-3.53","17000","17200","16300","78410","1301053550","287000000000","17500000"
"155660","DSR","KOSPI",,"4025","50","1.26","4000","4040","4000","8615","34635850","64400000000","16000000"
"069730","DSR제강","KOSPI",,"3450","-60","-1.71","3510","3540","3450","9771","34190355","49680000000","14400000"
"017940","E1","KOSPI",,"71700","900","1.27","70900","71700","69100","10078","706732400","491862000000","6860000"
"037370","EG","KOSDAQ","벤처기업부","18850","-250","-1.31","19300","19400","18750","27695","526385300","141375000000","7500000"
"079190","EMW","KOSDAQ","벤처기업부","3040","40","1.33","3000","3045","2915","30577","92043710","55475023520","18248363"
"007700","F&F","KOSPI",,"14850","300","2.06","14400","15100","14250","19258","285124600","228690000000","15400000"
"114090","GKL","KOSPI",,"38250","-600","-1.54","39000","39050","37850","146814","5625580050","2365979377500","61855670"
"078930","GS","KOSPI",,"41450","-550","-1.31","42000","42050","40900","225797","9324665100","3851342418100","92915378"
"083450","GST","KOSDAQ","벤처기업부","5590","-10","-0.18","5620","5620","5500","47059","261334500","52086194550","9317745"
"006360","GS건설","KOSPI",,"28100","-200","-0.71","28550","28550","27550","987448","27641350700","1995100000000","71000000"
"001250","GS글로벌","KOSPI",,"8870","-140","-1.55","8930","9020","8870","17865","160385210","199874486680","22533764"
"007070","GS리테일","KOSPI",,"24900","100","0.40","24650","25250","24600","243390","6069687200","1917300000000","77000000"
"078935","GS우","KOSPI",,"29550","-350","-1.17","29800","29900","29250","832","24788500","52741608300","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","215300","-1700","-0.78","213500","220700","199000","86454","18195810800","1412906250000","6562500"
"053870","GT&T","KOSDAQ","벤처기업부","957","-18","-1.85","986","987","957","57527","55324649","7656000000","8000000"
"035000","GⅡR","KOSPI",,"7960","-80","-1.00","8070","8070","7900","1077","8559480","131876575640","16567409"
"078150","HB테크놀러지","KOSDAQ","벤처기업부","1335","0","0.00","1355","1360","1310","924405","1230522110","102454888725","76745235"
"001500","HMC투자증권","KOSPI",,"11000","-150","-1.35","11200","11200","10750","89224","976768100","322708221000","29337111"
"036640","HRS","KOSDAQ","중견기업부","3480","30","0.87","3470","3495","3425","48082","166152185","56914704000","16354800"
"011420","IB월드와이드","KOSPI",,"1755","-50","-2.77","1805","1815","1750","146928","261207665","34437354120","19622424"
"003560","IHQ","KOSPI",,"2400","45","1.91","2380","2435","2350","481909","1154545785","100561713600","41900714"
"095340","ISC","KOSDAQ","벤처기업부","39150","650","1.69","38700","39500","38250","51111","2000848850","320724590850","8192199"
"099520","ITX시큐리티","KOSDAQ","벤처기업부","2320","45","1.98","2290","2460","2205","774967","1837562315","30655048560","13213383"
"175330","JB금융지주","KOSPI",,"6560","-80","-1.20","6600","6610","6500","567009","3702806830","829865892320","126503947"
"067290","JW중외신약","KOSDAQ","중견기업부","5140","-60","-1.15","5230","5240","5070","312849","1604515330","194880869240","37914566"
"001060","JW중외제약","KOSPI",,"14800","50","0.34","14700","14800","14550","41817","612380200","217205081200","14676019"
"001067","JW중외제약2우B","KOSPI",,"16050","350","2.23","15700","16100","15300","91","1455450","1206847650","75193"
"001065","JW중외제약우","KOSPI",,"11150","0","0.00","11400","11450","11150","785","8943100","1595754550","143117"
"096760","JW홀딩스","KOSPI",,"2395","-15","-0.62","2415","2420","2355","38806","92050175","129204193045","53947471"
