종목명,ESG 통합등급,2020_E,2020_S,2020_G,평가연도,업종명
현대코퍼레이션홀딩스,C,D,C,B,2020,유통업
현대해상,A,B+,A,A,2020,보험
현대홈쇼핑,A,A,A,A,2020,유통업
형지엘리트,C,D,B,C,2020,섬유의복
혜인,C,B,C,C,2020,유통업
호전실업,C,D,C,B+,2020,섬유의복
호텔신라,A,A,A,A,2020,유통업
화성산업,B,C,B,B+,2020,건설업
화승엔터프라이즈,B+,B+,B,A,2020,기타제조업
화신,C,D,B+,B,2020,운수장비
화인베스틸,B,B,C,B,2020,철강금속
화천기계,C,B,B,C,2020,기계
화천기공,C,D,C,B,2020,기계
환인제약,B,D,B+,B+,2020,의약품
황금에스티,D,D,C,C,2020,철강금속
효성,B+,A,A+,B,2020,기타금융
효성중공업,A,A,A+,A,2020,전기전자
효성첨단소재,A+,A+,A+,A,2020,화학
효성티앤씨,A+,A+,A+,A,2020,화학
효성화학,A+,A+,A+,A,2020,화학
후성,C,B,C,C,2020,화학
휠라홀딩스,B+,B,B+,B+,2020,유통업
휴비스,B+,B+,B+,B+,2020,화학
휴스틸,C,B,B,C,2020,철강금속
흥국화재,B,D,A,B,2020,보험
흥아해운,D,D,C,D,2020,운수창고업
