회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS연결)(천원),PBR(최고)(IFRS),PBR(최저)(IFRS),매출액(영업수익)(*)(연결)(천원),배당성향(IFRS연결)
(주)경인양행,012610,2013/12,316944796,67.04,59.87,19.31,1046809,1.13,0.61,260808400,
(주)광명전기,017040,2013/12,120910764,73.11,57.77,0.54,3129414,2.47,1.46,117852824,
(주)광주신세계,037710,2013/12,,,,,,1.2,0.89,,
(주)국동,005320,2013/12,73040609,373.91,21.1,7.01,-2405589,2.34,0.99,147860227,
(주)국보,001140,2013/12,98315386,230.27,30.28,-4.31,3105046,0.76,0.5,117073443,
(주)금양,001570,2013/12,147115126,222.94,30.97,27.17,-16906920,1.26,0.79,156304448,
(주)금호에이치티,214330,2013/12,90563582,90.14,52.59,0,8289430,0,0,,
(주)까뮤이앤씨,013700,2013/12,,,,,,0.6,0.25,,
(주)나이스홀딩스,034310,2013/12,865450175,51.62,65.96,255.9,94245708,10.48,1.03,754166289,
(주)남선알미늄,008350,2013/12,,,,,,1.15,0.61,,
(주)남성,004270,2013/12,200078722,155.9,39.08,7.43,16382719,0.44,0.31,73072002,
(주)넥센,005720,2013/12,787194782,32.67,75.38,33.21,23660427,1.24,0.92,379858452,
(주)노루페인트,090350,2013/12,528887786,129.31,43.61,3.54,15754793,0.61,0.4,433477073,
(주)노루홀딩스,000320,2013/12,852424599,111.81,47.21,4.71,47946363,1.32,0.54,613234216,
(주)녹십자,006280,2013/12,1104264801,31.55,76.02,9.41,29689475,2.31,1.67,888168207,
(주)녹십자홀딩스,005250,2013/12,1624124363,47.69,67.71,9.54,17568308,1.62,1.05,938298393,
(주)농심,004370,2013/12,2215391017,46.07,68.46,-4.09,162221442,1.5,0.95,2086651379,
(주)농심홀딩스,072710,2013/12,1027316750,41.12,70.86,13.63,-5750398,0.78,0.54,357018441,
(주)다우기술,023590,2013/12,4849467515,312.32,24.25,-0.91,214877759,2.08,1.26,752246696,
(주)다이나믹디자인,145210,2013/12,291666942,121.46,45.15,14.73,14104303,0,0,220664805,
(주)대교,019680,2013/12,842291284,30.28,76.76,-3.44,110814194,1.39,1.09,839582029,
(주)대구백화점,006370,2013/03,,,,,19154583,0.44,0.34,,
(주)대덕,008060,2013/12,530573221,23.74,80.82,-1.85,,1.47,0.97,737185692,
(주)대동,000490,2013/12,577832578,155.75,39.1,9.07,34316607,0.94,0.65,614567090,
(주)대양금속,009190,2013/12,101489299,413.63,19.47,8.11,7046169,5.76,0.34,113651899,
(주)대우건설,047040,2013/12,10122312287,281.46,26.22,6.79,-505453533,1.69,1.1,8782195639,
(주)대웅,003090,2013/12,898471403,30.77,76.47,162.9,86193905,1.67,0.89,843315008,
(주)대웅제약,069620,2013/12,579012972,32.21,75.64,2.02,54157051,2.59,1.32,682508016,
(주)대유에이텍,002880,2013/12,438652143,323.6,23.61,9.82,17830340,1.78,1.07,555167096,
(주)대유플러스,000300,2013/12,639239249,492.98,16.86,11.66,75406033,1.66,0.92,423640919,
(주)대창,012800,2013/12,657836001,254.78,28.19,-3.38,-18352228,0.8,0.47,754870184,
(주)대한항공,003490,2013/12,22920438008,736.45,11.96,-6.85,1949344874,1.73,0.95,11848707841,
(주)대현,016090,2013/12,,,,,,1.27,0.47,,
(주)대호에이엘,069460,2013/12,126628810,277.25,26.51,-7.92,,2.59,1.15,139063658,
(주)더메디팜,118000,2013/12,21967531,36.92,73.04,0,258121,6.87,1.95,12465767,
(주)더존비즈온,012510,2013/12,193373325,113.13,46.92,3.75,31720734,6.43,3.58,129601816,
(주)덕성,004830,2013/12,102990690,64.16,60.92,6.43,445026,1.48,0.71,97418617,
(주)덴티움,145720,2013/12,85515003,120.49,45.35,17.39,13625455,0,0,73837311,
(주)도화엔지니어링,002150,2013/12,,,,,,2.1,0.65,,
(주)동남합성,023450,2013/12,,,,,,1.13,0.84,,
(주)동방,004140,2013/12,656235281,394.48,20.22,2.58,30423376,0.9,0.41,635368921,
(주)동방아그로,007590,2013/12,153398804,33.66,74.82,3.6,18512469,0.91,0.77,109239930,
(주)동서,026960,2013/12,1112784981,10.86,90.2,2.32,107925349,0,0,470368827,
(주)동성케미컬,102260,2013/12,735574617,118.44,45.78,25.9,61455811,1.59,0.9,823409697,
(주)동아지질,028100,2013/12,225300799,69.56,58.98,16.44,-2072144,1.09,0.68,329945352,
(주)동양,001520,2013/12,1124605701,0,0,-66.79,195522030,0,0,567649867,
(주)동양고속,084670,2013/12,214756370,86.71,53.56,10.09,18399184,0.67,0.49,127101782,
(주)동원에프앤비,049770,2013/12,914931543,114.24,46.68,1.55,121224616,1.43,0.72,1688630676,
(주)두산,000150,2013/12,31166041855,244.07,29.06,472.18,383361559,2.14,1.66,21936534160,
(주)두올,016740,2013/12,,,,,,,,,
(주)드림텍,192650,2013/12,239405378,89.76,52.7,67.83,50032650,0,0,752133549,
(주)디비아이엔씨,012030,2013/12,638356756,159.2,38.58,-3.51,10099470,0.5,0.26,525450781,
(주)디아이,003160,2013/12,184476587,61.87,61.78,13.84,24673696,4.53,1.04,106942673,
(주)디아이씨,092200,2013/12,553613090,226.31,30.65,-0.25,45464978,0.86,0.56,503605129,
(주)디알비동일,004840,2013/12,567066429,95.91,51.04,25.28,19106141,0.72,0.43,421068531,
(주)디엔오토모티브,007340,2013/12,798296716,33.48,74.92,5.33,49053882,1.02,0.65,666499706,
(주)디지비금융지주,139130,2013/12,,,,,-45983814,,,2413942359,
(주)락앤락,115390,2013/12,796956602,29.53,77.2,-1.32,32601362,3.2,1.94,501727736,
(주)마니커,027740,2013/12,291282318,257.74,27.95,-2.28,13141435,0.74,0.52,351803102,
(주)메리츠금융지주,138040,2013/03,,,,,-386465830,,,5484041158,
(주)메타랩스,090370,2013/12,141315712,167.34,37.41,-2.89,2567033,3.51,1.66,141412155,
(주)모나리자,012690,2013/12,,,,,,3.29,1.34,,
(주)모나미,005360,2013/12,173422869,215.83,31.66,-36.17,18879401,1.43,0.61,167554404,
(주)모토닉,009680,2013/12,456090969,16.97,85.5,-9.24,26705317,1.34,0.89,218166010,
(주)무학,033920,2013/12,441322084,27.4,78.49,10.06,67402135,1.59,1.04,240065261,
(주)미래아이앤지,007120,2013/12,33288537,82.51,54.79,-23.55,-5235835,6.5,2.23,26771535,
(주)백산,035150,2013/12,152570048,59.85,62.56,-4.4,6308046,2.19,1.17,177231545,
(주)벽산,007210,2013/12,398397733,75.27,57.06,25.26,33985331,1.16,0.68,399388963,
(주)보락,002760,2013/12,,,,,,1.22,0.72,,
(주)보령,003850,2013/12,,,,,,2.05,1.17,,
(주)비비안,002070,2013/12,220434779,67.98,59.53,1.36,-7410608,0.43,0.34,241714607,
(주)비상교육,100220,2013/12,245904050,62.45,61.56,-6.69,29816807,2.1,1.2,134893857,
(주)비와이씨,001460,2013/12,525157538,50.94,66.25,-15.92,38274235,0.59,0.41,182448693,
(주)비지에프,027410,2013/12,1159883360,471.47,17.5,7.48,235672481,0,0,3130011840,
(주)빙그레,005180,2013/12,564293685,20.68,82.87,2.02,51924437,3.05,1.79,805971786,
(주)사조대림,003960,2013/12,353654050,151.03,39.84,11.88,9567379,0.67,0.41,508115858,
(주)사조오양,006090,2013/12,,,,,,0.73,0.37,,
(주)삼성출판사,068290,2013/12,130529534,40.82,71.01,83.5,10458409,0.98,0.53,139049845,
(주)삼양사,145990,2013/12,780911217,81.29,55.16,-1.56,20576065,0.61,0.42,1345314087,
(주)삼양홀딩스,000070,2013/12,2595067569,56.5,63.9,24.95,-23219079,0.84,0.56,2329145368,
(주)삼영,003720,2013/12,198659540,45.23,68.86,-14.77,7549180,0.91,0.5,183823825,
(주)삼원강재,023000,2013/12,,,,,,1.21,0.9,,
(주)삼익악기,002450,2013/12,344769973,89.74,52.7,1.84,-1975585,1.16,0.47,158442932,
(주)삼일씨엔에스,004440,2013/12,,,,,,0,0,,
(주)삼천리,004690,2013/12,2747656135,129.89,43.5,5.87,-134301900,0.5,0.36,3658069483,
(주)상상인증권,001290,2013/03,,,,,306402232,,,65577370,
(주)서연,007860,2013/12,1909609095,183.63,35.26,41.53,225945771,2.34,0.67,2955993410,
(주)서원,021050,2013/12,298200155,168.73,37.21,16.08,-53927841,1.04,0.41,916090891,
(주)서흥,008490,2013/12,466545008,113.79,46.78,30.41,-6552696,2.94,1.25,269989436,
(주)선앤엘,002820,2013/12,519216425,96.26,50.95,20.97,-11742295,0.29,0.22,403527847,
(주)선진,136490,2013/12,283542777,94.95,51.3,0,42128387,1.55,0.74,522075596,
(주)성안,011300,2013/12,288273860,166.22,37.56,-3.28,15901091,0.73,0.48,262940277,
(주)세아베스틸지주,001430,2013/12,,,,,,0.91,0.64,,
(주)세아제강지주,003030,2013/12,1995560542,81.51,55.09,-10.17,148458393,0.74,0.44,2219155488,
(주)세아특수강,019440,2013/12,486216680,99.22,50.2,7.33,54901691,1.15,0.69,764348271,
(주)세아홀딩스,058650,2013/12,3914700975,79.36,55.75,-4.76,242731364,0.67,0.38,3662167369,
(주)세우글로벌,013000,2013/12,33460342,10.62,90.4,17.54,2452134,1.19,0.61,40795157,
(주)세이브존아이앤씨,067830,2013/12,510939100,77.81,56.24,3.5,41571009,0.71,0.38,179458217,
(주)세진중공업,075580,2013/12,481967265,302.69,24.83,0,16758012,0,0,,
(주)셀트리온,068270,2013/12,1978508192,81.99,54.95,-35.41,137081056,0,0,226207869,
(주)수산인더스트리,126720,2013/12,,,,,,0,0,,
(주)수산중공업,017550,2013/12,136006038,63.58,61.13,-2.82,1423507,1.19,0.79,134241942,
(주)시디즈,134790,2013/12,,,,,,1.96,0.95,,
(주)신도리코,029530,2013/12,919770392,11.67,89.55,-30.52,39753886,0.98,0.74,527571697,
(주)신성이엔지,011930,2013/12,,,,,,2.35,1.12,,
(주)신세계,004170,2013/12,7499974642,124.29,44.58,6.31,273950320,1.2,0.87,2441636907,
(주)신세계아이앤씨,035510,2013/12,,,,,,0.96,0.59,,
(주)신세계인터내셔날,031430,2013/12,755481565,73.18,57.74,1.63,20208574,1.64,1.2,803129633,
(주)신세계푸드,031440,2013/12,,,,,,1.83,1.33,,
(주)신영와코루,005800,2013/09,303347615,13.01,88.49,-3.51,7728995,0.44,0.32,198678392,
(주)신원,009270,2013/12,428995583,147.02,40.48,1.95,121745,0.6,0.36,589673802,
(주)신풍,002870,2013/12,196354192,141.64,41.38,19.37,-1334126,0.42,0.28,144982582,
(주)신한금융지주회사,055550,2013/12,,,,,-1099517000,,,18862548000,
(주)신화다이나믹스,001770,2013/12,,,,,,0.55,0.31,,
(주)신흥,004080,2013/12,129289616,65.99,60.25,-19.24,4187086,1.05,0.73,123566816,
(주)쌍방울,102280,2013/12,133752804,78.95,55.88,-14.22,-1701290,1.24,0.78,136171407,
(주)쎌마테라퓨틱스,015540,2013/12,12375736,11.78,89.46,-15.36,-4964821,6.29,1.58,87441136,
(주)쏘카,403550,2013/12,,,,,,,,,
(주)씨아이테크,004920,2013/12,26501902,35.97,73.54,0,-1100069,1.83,0.74,7463942,
(주)씨티알모빌리티,308170,2013/12,,,,,,,,341170182,
(주)아모레퍼시픽,090430,2013/12,3401848940,32.46,75.49,8.81,426657195,3.5,2.41,3100413236,
(주)아모레퍼시픽그룹,002790,2013/12,4921856148,25.91,79.42,13.51,539847120,2.7,1.77,3895390626,
(주)아센디오,012170,2013/12,116541037,150.84,39.87,0,2738792,4.25,0.55,18080040,
(주)아이마켓코리아,122900,2013/12,791732913,129.61,43.55,22.06,53783536,3.26,2.31,2496830273,
(주)아이에이치큐,003560,2013/12,81340956,86.54,53.61,37.92,50594,3.64,2.37,61942542,
(주)알루코,001780,2013/12,441481955,221.84,31.07,7.62,52770143,1.35,0.73,376198466,
(주)에넥스,011090,2013/12,107777389,146.81,40.52,18.67,-5927516,1.31,0.58,233610285,
(주)에스비에스,034120,2013/12,804265037,41.11,70.87,-6.82,-1626081,1.74,1.14,727084654,
(주)에스엠벡셀,010580,2013/12,,,,,,1.35,0.78,,
(주)에스원,012750,2013/12,1154080548,36.82,73.09,16.2,164908731,4.25,3.25,1274104352,
(주)에스제이엠,123700,2013/12,162337419,25.33,79.79,-2.25,26835582,1.79,1.04,183092244,
(주)에스제이엠홀딩스,025530,2013/12,230129109,17.26,85.28,-1.97,29492390,0.96,0.51,186255266,
(주)에스지글로벌,001380,2013/12,196480577,58.96,62.91,19.42,-2021333,0.77,0.45,136699203,
(주)에스지세계물산,004060,2013/12,285580123,38.24,72.34,-2.5,-6440408,1.5,0.58,313797490,
(주)에스피씨삼립,005610,2013/12,554470820,182.77,35.36,27.39,70148360,3.39,0.98,1066244749,
(주)에이블씨엔씨,078520,2013/12,238805956,41.77,70.53,-2.18,32709933,6.51,1.95,442423818,
(주)에이엔피,015260,2013/12,270094165,258.01,27.93,12.72,12343178,1.31,0.65,507779099,
(주)에이프로젠,007460,2013/12,,,,,,13.47,1.81,,
(주)에이프로젠바이오로직스,003060,2013/12,78259220,38.4,72.26,-12.52,-1701830,1.99,0.86,29543262,
(주)에이플러스에셋어드바이저,244920,2013/03,,,,,,,,,
(주)에프앤에프홀딩스,007700,2013/12,277792560,56.5,63.9,10.77,-8109676,0.74,0.49,222378411,
(주)엔씨소프트,036570,2013/12,1479521682,27.68,78.32,0.42,236187664,4.84,2.42,756655651,
(주)엔아이스틸,008260,2013/12,,,,,,0.87,0.64,,
(주)엔케이,085310,2013/12,287996685,134.23,42.69,-9.07,25065874,1.23,0.75,223599371,
(주)엘에스,006260,2013/12,10006806000,232.77,30.05,-3.67,498326000,1.86,1.24,11445455000,
(주)엘에스네트웍스,000680,2013/12,1432244357,88.43,53.07,17.74,-6016509,0.64,0.49,771011942,
(주)엘에프,093050,2013/12,1291580454,41.16,70.84,1.33,172141652,1.11,0.83,1486052176,
(주)엘엑스세미콘,108320,2013/12,344920968,25.91,79.42,-13.2,29309038,0,0,410236860,
(주)엘엑스인터내셔널,001120,2013/12,4877002582,202.26,33.08,-5.64,-173501606,1.62,0.85,12072685790,
(주)엘엑스하우시스,108670,2013/12,1952089000,149.33,40.11,9.22,145560000,1.91,0.9,2676952000,
(주)엘지,003550,2013/12,16550177000,36.72,73.14,-0.28,735995000,1.7,1.42,9799213000,
(주)엘지생활건강,051900,2013/12,3435103838,132.83,42.95,11.04,389518348,13.12,9,4326255199,
(주)엘지유플러스,032640,2013/12,11775047000,192.72,34.16,5,1777718000,2.25,1.22,11450300000,
(주)엘지헬로비전,037560,2013/12,2080517805,135.21,42.52,30.22,169659806,1.92,1.3,1160226581,
(주)엘지화학,051910,2013/12,17446464000,48.79,67.21,-0.51,2182884000,2.41,1.61,23143612000,
(주)엠씨넥스,097520,2013/12,212987608,237.41,29.64,74.49,36606102,0,0,297244088,
(주)영원무역,111770,2013/12,1212275619,34.4,74.4,4.63,101967691,3.1,1.97,1108226794,
(주)영원무역홀딩스,009970,2013/12,1616649995,34.38,74.41,5.58,177051820,2.96,2.12,1530070464,
(주)영풍,000670,2013/12,3939385519,39.87,71.5,103.54,340919631,2.06,1.13,3273760331,
(주)영흥,012160,2013/12,310024807,82.28,54.86,19.8,22702151,1.05,0.64,237109737,
(주)예스코홀딩스,015360,2013/12,1349036580,112.67,47.02,3.77,58074455,0.43,0.3,1507227806,
(주)오뚜기,007310,2013/12,1206220350,62.71,61.46,2.46,118359804,2.67,1.21,1728175159,
(주)오리온홀딩스,001800,2013/12,2973616737,134.28,42.68,4.95,292382498,10.73,7.51,2485195930,
(주)와이지플러스,037270,2013/12,42121200,43.67,69.6,-21.8,-5621954,2.24,0.8,23892697,
(주)와이투솔루션,011690,2013/12,103328289,208.71,32.39,-19.33,2048206,1.16,0.68,115749129,
(주)용평리조트,070960,2013/12,757983088,154.3,39.32,0,36775171,0,0,,
(주)우성,006980,2013/12,271093005,57.72,63.4,-8.55,10305664,1.09,0.45,358431423,
(주)우신시스템,017370,2013/12,206120936,159.88,38.48,27.96,13544648,0.6,0.4,170215946,
(주)우진,105840,2013/12,147327909,26.43,79.1,-6.62,2035430,2.23,1.24,77373642,
(주)우진아이엔에스,010400,2013/12,,,,,,,,,
(주)우진플라임,049800,2013/12,225185816,170.73,36.94,25.06,5154405,0.86,0.51,196657513,
(주)웅진,016880,2013/12,2311862207,413.2,19.49,-39.95,32024475,1.03,0.38,421580601,
(주)웅진씽크빅,095720,2013/12,459352060,127.81,43.9,-11.04,53087055,2.5,1.44,648839787,
(주)원림,005820,2013/12,126914249,38.29,72.31,0,3236235,0.61,0.39,85313471,
(주)위스컴,024070,2013/12,130626774,11.28,89.86,-8.77,8664195,0.72,0.56,150759826,
(주)윌비스,008600,2013/12,242724623,100.24,49.94,-3.14,8170421,0.75,0.35,241001663,
(주)유니드,014830,2013/12,880892350,78.21,56.11,5.17,52514573,1.05,0.55,681887317,
(주)유니온,000910,2013/12,275516205,33.9,74.68,-8.88,6110965,0.38,0.3,114320447,
(주)유니켐,011330,2013/12,,,,,,3.46,2.19,,
(주)유수홀딩스,000700,2013/12,10828841653,1404.2,6.65,0,605032335,0.63,0.38,10359499662,
(주)유유제약,000220,2013/03,88679929,27.59,78.37,5.42,6510487,1.08,0.47,61984734,
(주)유한양행,000100,2013/12,1513968939,23.26,81.13,21.53,79777959,2.14,1.67,943609131,
(주)이노션,214320,2013/12,866710373,149.31,40.11,0,53235147,0,0,656265707,
(주)이마트,139480,2013/12,13051829830,94.86,51.32,2.76,802697688,1.2,0.8,13035263108,
(주)이수페타시스,007660,2013/12,467565657,125.53,44.34,28.03,41615685,1.9,0.97,535375500,
(주)이수화학,005950,2013/12,1291256102,219.89,31.26,-7.11,-44057194,0.64,0.34,2072702050,
(주)이스타코,015020,2013/12,92335201,78.02,56.17,341.13,47127535,1.89,0.4,48119946,
(주)이아이디,093230,2013/12,,,,,-7534876,4.93,1.54,,
(주)이엔플러스,074610,2013/12,9793015,59.9,62.54,-0.82,859752,4.63,0.68,15792589,
(주)이원,017940,2013/12,3629693275,197.19,33.65,-2.8,47466780,0.53,0.39,7205425041,
(주)이월드,084680,2013/12,204443013,207.34,32.54,9.27,,1.27,0.54,30716456,
(주)인디에프,014990,2013/12,198771950,120.87,45.27,-8.33,6414404,1.06,0.32,197434220,
(주)인바이오젠,101140,2013/12,,,,,,5.3,2.58,,
(주)인스코비,006490,2013/12,26139432,14.32,87.48,0,-6376014,7.23,2.96,12341843,
(주)인팩,023810,2013/12,158810730,94.63,51.38,5.77,13378278,1.16,0.54,219000107,
(주)일신석재,007110,2013/12,,,,,,2.5,1.09,,
(주)잇츠한불,226320,2013/12,,,,,,0,0,,
(주)제이에스코퍼레이션,194370,2013/12,57975286,58.7,63.01,0,5899801,0,0,104900875,
(주)제일기획,030000,2013/12,1704530969,154.96,39.22,14.56,-66212477,6.32,4.48,2709281436,
(주)제주은행,006220,2013/12,,,,,165239000,,,176126000,
(주)제주항공,089590,2013/12,,,,,,0,0,,
(주)조비,001550,2013/12,,,,,,1.94,1.21,,
(주)조흥,002600,2013/12,,,,,,0.79,0.44,,
(주)종근당,185750,2013/12,,,,,,,,,
(주)종근당바이오,063160,2013/12,,,,,,0.78,0.49,,
(주)종근당홀딩스,001630,2013/12,277523653,49.77,66.77,-5.85,50792121,7.45,3.31,560617589,
(주)주연테크,044380,2013/12,,,,,,2.28,0.78,,
(주)지누스,013890,2013/12,,,,,,,,155096940,
(주)지에스,078930,2013/12,12636266000,70.2,58.76,-2.59,793721000,1.56,0.99,9583193000,
(주)지에스글로벌,001250,2013/12,700315672,172.84,36.65,-29.37,47194604,1.08,0.76,2401224376,
(주)지에스리테일,007070,2013/12,2880089786,78.38,56.06,4.64,294434155,1.84,1.39,4708561836,
(주)지투알,035000,2013/12,408525165,235.81,29.78,3.94,6981063,1.7,1.18,349083885,
(주)진도,088790,2013/12,183720537,169.57,37.1,-4.93,11605990,0.71,0.46,152597884,
(주)진양홀딩스,100250,2013/12,528198182,43.88,69.5,0,26068019,0.73,0.47,266143987,
(주)진에어,272450,2013/12,,,,,,0,0,,
(주)천일고속,000650,2013/12,,,,,,1.98,0.85,,
(주)청호ICT,012600,2013/12,119254181,132.17,43.07,37.76,-1689361,1.24,0.54,100932270,
(주)카카오,035720,2013/12,657747498,18.7,84.25,17.09,70505209,0,0,530858940,
(주)카프로,006380,2013/12,,,,,,1.49,0.65,,
(주)케이씨,029460,2013/12,305909308,27.27,78.57,65.55,26516728,0.99,0.63,284097477,
(주)케이씨씨,002380,2013/12,7051729096,38.45,72.23,-0.41,319041927,1.05,0.59,3233043061,
(주)케이씨티시,009070,2013/12,304139270,99.68,50.08,13.48,29302399,0.63,0.39,375783682,
(주)케이에스에스해운,044450,2013/12,339056173,110.91,47.41,5.73,,1.02,0.55,118679752,
(주)케이에이치필룩스,033180,2013/12,94998300,57.04,63.68,2.75,8940501,1.47,0.87,97345479,
(주)케이이씨,092220,2013/12,376185399,141.33,41.44,-0.94,8394192,2.48,0.11,259791513,
(주)케이티,030200,2013/12,34846533000,170.86,36.92,0.09,4111073000,1.31,0.94,23810599000,
(주)케이티스카이라이프,053210,2013/12,684443966,70.44,58.67,10.05,141281530,6.06,3.59,623394599,
(주)케이티씨에스,058850,2013/12,,,,,12018821,1.58,0.88,,
(주)케이티아이에스,058860,2013/12,,,,,,1.61,0.92,,
(주)케이티앤지,033780,2013/12,7002640648,31.53,76.03,-3.3,594616223,2.48,2.14,3782629860,
(주)코리아써키트,007810,2013/12,551207964,39.17,71.85,5.3,63726524,1.85,0.87,547056321,
(주)코아스,071950,2013/12,98569947,160.23,38.43,15.02,5872888,1.48,0.59,88205985,
(주)코오롱,002020,2013/12,3775562705,356.29,21.92,-6.06,13423900,0.6,0.35,4427687063,
(주)콘텐트리중앙,036420,2013/12,506503219,267.07,27.24,2.01,21909924,0,0,401082440,
(주)콤텍시스템,031820,2013/12,119842093,114.78,46.56,13.25,-6034073,1.16,0.68,181677649,
(주)큐로,015590,2013/12,262833068,228.74,30.42,-15.19,17702425,1.59,1.18,239973517,
(주)크라운해태홀딩스,005740,2013/12,1091834196,353.38,22.06,-1.42,99194812,1.85,1.23,1118298354,
(주)크래프톤,259960,2013/12,,,,,,,,44885401,
(주)키다리스튜디오,020120,2013/12,,,,,18993,4.68,2.26,,
(주)태경비케이,014580,2013/12,,,,,,0.67,0.54,,
(주)태영건설,009410,2013/12,2994170059,137.09,42.18,-4.44,65198669,0.73,0.54,2180379230,
(주)테이팩스,055490,2013/12,104429805,29.26,77.36,0,10078234,0,0,,
(주)토니모리,214420,2013/12,,,,,,0,0,,
(주)티비에이치글로벌,084870,2013/12,445654797,87.73,53.27,6.55,62882562,3.53,1.99,555207099,
(주)티에이치엔,019180,2013/12,205317444,933.43,9.68,38.4,-17483907,0.91,0.51,225496090,
(주)티웨이항공,091810,2013/12,,,,,,0,0,,
(주)티웨이홀딩스,004870,2013/12,74942426,160.85,38.34,0,4133764,1.6,0.67,132566061,
(주)팜스코,036580,2013/12,564784427,138.01,42.01,12.17,11002653,1.47,0.58,746656626,
(주)퍼시스,016800,2013/12,,,,,,1.28,0.91,,
(주)포스코인터내셔널,047050,2013/12,8268621927,270.75,26.97,-2.63,-320075762,7.36,5.34,17108578034,
(주)포스코퓨처엠,003670,2013/12,630406330,39.34,71.76,2.65,110523431,0,0,1329930525,
(주)풀무원,017810,2013/12,981371866,260.38,27.75,4.38,111376933,1.86,1.07,1521708340,
(주)풍산,103140,2013/12,2684089621,170.47,36.97,4.2,74893387,0.95,0.59,3022001155,
(주)풍산홀딩스,005810,2013/12,631124272,20.86,82.74,20.73,23277433,0.59,0.43,277190876,
(주)플레이그램,009810,2013/12,32275201,5,95.24,-7.66,-1674666,0.7,0.41,12467423,
(주)하나금융지주,086790,2013/12,,,,,5348335000,,,23824970000,
(주)하나투어,039130,2013/12,376496384,95.45,51.16,14.55,45892890,5.94,4.21,352655319,
(주)하이스틸,071090,2013/12,,,,,,0.5,0.27,,
(주)하이트론씨스템즈,019490,2013/12,73124265,45.61,68.68,-17.17,-1608917,1.3,0.56,96846749,
(주)한국전자홀딩스,006200,2013/12,234855920,93.2,51.76,-3.39,-2888179,0.29,0.12,238172983,
(주)한국종합기술,023350,2013/12,,,,,,0.74,0.42,,
(주)한국카본,017960,2013/12,296878102,26.87,78.82,47.49,65024261,1.49,0.97,240836184,
(주)한국토지신탁,034830,2013/12,,,,,89056722,,,165817017,
(주)한국특강,007280,2013/12,,,,,,0.38,0.31,,
(주)한국화장품제조,003350,2013/12,,,,,,0.95,0.54,,
(주)한농화성,011500,2013/12,,,,,,1.13,0.63,,
(주)한독,002390,2013/12,473529212,60.91,62.15,4.22,,1.06,0.57,327936251,
(주)한미글로벌건축사사무소,053690,2013/12,141362454,163.4,37.96,-11.92,7773131,1.03,0.76,182533119,
(주)한샘,009240,2013/12,506202072,91.54,52.21,28.56,84682814,4.96,1.7,1006945858,
(주)한섬,020000,2013/12,1002393310,26.04,79.34,-5.15,31765405,1.17,0.85,470811788,
(주)한솔케미칼,014680,2013/12,427996740,115.64,46.37,-0.57,47737661,1.99,1.45,317046839,
(주)한솔홈데코,025750,2013/12,280380827,125.56,44.33,23.65,6562459,1.09,0.64,233952458,
(주)한익스프레스,014130,2013/12,85379983,206.51,32.63,22.09,-98841,1.22,0.8,321653147,
(주)한진,002320,2013/12,1807382069,156.7,38.96,4.33,106997059,0.45,0.26,1499623169,
(주)한진중공업홀딩스,003480,2013/12,2531518000,112.87,46.98,5.17,12821000,0.28,0.17,1198416000,
(주)한진칼,180640,2013/12,1425205737,,,,25034527,,,241375290,
