회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS연결)(천원),PBR(최고)(IFRS),PBR(최저)(IFRS),매출액(영업수익)(*)(연결)(천원),배당성향(IFRS연결)
(주)광명전기,017040,2016/12,146859319,49.76,66.77,-16.66,4502682,2.29,0.86,96942911,
(주)광주신세계,037710,2016/12,,,,,,0.86,0.7,,
(주)국동,005320,2016/12,124126720,139.97,41.67,15.9,747703,2.58,1.1,197368723,
(주)국보,001140,2016/12,81308887,432.28,18.79,-4.68,507314,3.77,1.79,87333326,
(주)금양,001570,2016/12,178901902,418.85,19.27,6.09,8032406,8.81,3.01,168681746,
(주)금호에이치티,214330,2016/12,156606980,81.51,55.09,2.71,23467650,1.3,0.6,208574892,
(주)까뮤이앤씨,013700,2016/12,,,,,,1.21,0.9,,
(주)나이스홀딩스,034310,2016/12,1408253173,82.12,54.91,23.43,139624114,2.91,1.82,1346411434,
(주)남선알미늄,008350,2016/12,,,,,,1.41,0.89,,
(주)남성,004270,2016/12,204535206,178.71,35.88,10.36,6856473,1.31,0.69,83724292,
(주)넥센,005720,2016/12,970602747,18.25,84.56,4.99,22394452,0.97,0.08,321408358,
(주)노루페인트,090350,2016/12,570582358,106.39,48.45,3.75,44454802,1.13,0.67,478935529,
(주)노루홀딩스,000320,2016/12,970205089,81.85,54.99,0.97,54493953,1.15,0.65,690144458,
(주)녹십자,006280,2016/12,1550614664,46.42,68.3,14.32,-1742285,3.27,1.7,1197903918,
(주)녹십자홀딩스,005250,2016/12,2249277259,63.34,61.22,19.56,-805470,4.65,1.75,1354466206,
(주)농심,004370,2016/12,2481287284,37.67,72.64,1.62,220960821,1.88,0.98,2217015272,
(주)농심홀딩스,072710,2016/12,1171929234,39.27,71.8,10.85,17072623,1.6,0.89,497827569,
(주)다우기술,023590,2016/12,9818253246,510.75,16.37,9.88,-357440621,2.61,1.49,1153420151,
(주)다이나믹디자인,145210,2016/12,292355903,174.09,36.48,-10.33,12623939,1.12,0.6,204284452,
(주)대교,019680,2016/12,848138969,27.96,78.15,0.92,85753129,1.86,1.35,820717373,
(주)대구백화점,006370,2016/03,626013405,66.24,60.15,0.09,6094936,0.55,0.39,158291381,
(주)대덕,008060,2016/12,,,,,,0.92,0.76,,
(주)대동,000490,2016/12,667215742,210.12,32.25,0.33,348037,1.32,0.91,585413995,
(주)대양금속,009190,2016/12,,,,,,10.45,0.93,,
(주)대우건설,047040,2016/12,9970246457,381.68,20.76,11.78,358834067,1.61,1.07,11105930098,
(주)대웅,003090,2016/12,1467286018,69.7,58.93,1.82,18755842,2.84,1.54,1014965932,
(주)대웅제약,069620,2016/12,1144699986,89.35,52.81,5.27,15377371,2.99,1.56,883920425,
(주)대유에이텍,002880,2016/12,838062939,329.11,23.3,0.94,11660573,2.68,1.39,1020081834,
(주)대유플러스,000300,2016/12,945163529,688.39,12.68,-12.44,21518015,1.27,0.75,434112971,
(주)대창,012800,2016/12,565993244,215.76,31.67,-19.57,42883189,0.84,0.55,817684058,
(주)대한항공,003490,2016/12,23956534894,1178.12,7.82,1.62,2806255597,2.08,1.33,11731852589,
(주)대현,016090,2016/12,,,,,,1.28,0.79,,
(주)대호에이엘,069460,2016/12,,,,,,3.49,1.43,,
(주)더메디팜,118000,2016/12,28844768,114.68,46.58,-1.9,-4851449,17.68,2.81,11232856,
(주)더블유게임즈,192080,2016/12,436960921,15.53,86.56,0,54254023,0,0,155636444,
(주)더존비즈온,012510,2016/12,236494235,54.28,64.82,12.07,49616235,6.21,3.8,176766996,
(주)덕성,004830,2016/12,108207616,64.24,60.89,34.92,3290685,3.39,1.28,103808604,
(주)덴티움,145720,2016/12,187358424,169.81,37.06,25.7,17601159,0,0,120033552,
(주)도화엔지니어링,002150,2016/12,,,,,9709150,0.94,0.61,,
(주)동남합성,023450,2016/12,,,,,,1.59,0.81,,
(주)동방,004140,2016/12,588528837,294.77,25.33,-8.69,27241558,0.73,0.35,575084778,
(주)동방아그로,007590,2016/12,169820452,34,74.63,0.01,2236085,0.95,0.67,115846147,
(주)동서,026960,2016/12,1327035012,10.83,90.23,0.86,106473070,3.12,2.27,513790349,
(주)동성케미컬,102260,2016/12,872052701,97.9,50.53,-2.1,78305380,1.48,1.15,852912858,
(주)동아지질,028100,2016/12,298869765,100.01,50,8.93,51552442,0.96,0.55,323174632,
(주)동양,001520,2016/12,1004693583,16.46,85.87,12.03,-131992217,1.05,0.69,439901519,
(주)동양고속,084670,2016/12,237926437,88.09,53.17,14.56,14759919,0.84,0.63,155526430,
(주)동원에프앤비,049770,2016/12,1092285976,94.84,51.32,16.06,104591611,3.26,1.54,2241255930,
(주)두산,000150,2016/12,28664805143,262.81,27.56,-13.45,924981103,1.65,0.95,16410692546,
(주)두올,016740,2016/12,220602297,81.27,55.17,-19.21,11548160,1.16,0.58,295927529,
(주)드림텍,192650,2016/12,268406597,211.59,32.09,49.74,30580209,0,0,557237727,
(주)디비아이엔씨,012030,2016/12,214971054,41.85,70.5,0.56,14350199,10.32,0.81,204809968,
(주)디아이,003160,2016/12,179576752,56.78,63.78,4.02,11491572,2.18,1.2,109725349,
(주)디아이씨,092200,2016/12,733802132,260.86,27.71,7.33,21265707,1.67,0.94,557499791,
(주)디알비동일,004840,2016/12,701206828,62.92,61.38,-18.89,62343702,1.53,1.01,551252492,
(주)디엔오토모티브,007340,2016/12,1115539571,41.12,70.86,5.34,136105489,1.23,0.83,959031647,
(주)디지비금융지주,139130,2016/12,,,,,32634254,,,3654971684,
(주)락앤락,115390,2016/12,750896978,11.74,89.49,4.42,82986642,1.58,1.15,425063515,
(주)마니커,027740,2016/12,211971928,117.92,45.89,-16.29,4675746,1.52,0.6,229830938,
(주)메리츠금융지주,138040,2016/12,,,,,-302549763,,,12351578753,
(주)메타랩스,090370,2016/12,76691075,228.03,30.48,-20.63,-10014767,4.1,0.67,92066962,
(주)모나리자,012690,2016/12,,,,,,4.02,1.85,,
(주)모나미,005360,2016/12,166157077,120.56,45.34,-1.93,7577550,1.96,1.28,140171469,
(주)모토닉,009680,2016/12,433121255,10.57,90.44,-3.91,14656917,0.96,0.7,195300520,
(주)무학,033920,2016/12,603740662,22.97,81.32,-8.65,52795032,2.46,1.26,270169022,
(주)미래아이앤지,007120,2016/12,52119332,5.84,94.48,7.28,-3542391,3.66,1.43,9828639,
(주)바이오노트,377740,2016/12,,,,,,,,,
(주)백산,035150,2016/12,186773462,51.78,65.89,16.69,22010528,2.2,0.93,200786094,
(주)벽산,007210,2016/12,458398720,63.56,61.14,0.22,38576720,3.04,1.32,443779912,
(주)보락,002760,2016/12,,,,,,2.38,0.97,,
(주)보령,003850,2016/12,,,,,9363178,3.46,2.42,,
(주)비비안,002070,2016/12,164439473,26.31,79.17,3.58,-2931437,0.61,0.42,207495269,
(주)비상교육,100220,2016/12,239728294,23.06,81.26,0.02,51238792,1.54,0.64,143872246,
(주)비와이씨,001460,2016/12,733018518,86.12,53.73,16.28,43942199,1.31,0.84,211857618,
(주)비지에프,027410,2016/12,1917601300,103.53,49.13,16.57,331970950,14.92,5.06,5052617837,
(주)빙그레,005180,2016/12,623750932,19.55,83.65,1.7,65559133,1.43,1.04,813166107,
(주)사조대림,003960,2016/12,671743822,159.2,38.58,33.35,60541694,0.78,0.5,953549613,
(주)사조오양,006090,2016/12,,,,,,1.31,0.77,,
(주)삼성출판사,068290,2016/12,176478585,60.72,62.22,12.21,11428830,2.47,1.47,163300248,
(주)삼양사,145990,2016/12,2063771564,76.99,56.5,38.39,179594920,1.33,0.93,2000884794,
(주)삼양패키징,272550,2016/12,,,,,,0,0,,
(주)삼양홀딩스,000070,2016/12,3169444797,71.26,58.39,6.2,217053480,1.3,0.77,2311465054,
(주)삼영,003720,2016/12,156643431,62.67,61.47,-9.9,8505563,0.87,0.55,113635691,
(주)삼원강재,023000,2016/12,,,,,,0.83,0.7,,
(주)삼익악기,002450,2016/12,414022232,84.47,54.21,29.81,-14716805,1.66,0.95,208647230,
(주)삼일씨엔에스,004440,2016/12,,,,,,1.25,0.81,,
(주)삼천리,004690,2016/12,3690167118,170.74,36.94,-16.48,329878875,0.38,0.29,3063254301,
(주)상상인증권,001290,2016/12,,,,,8484435,,,63763512,
(주)서연,007860,2016/12,2933486634,173.64,36.54,4,126620684,0.89,0.64,3188334590,
(주)서연이화,200880,2016/12,1801799813,165.12,37.72,4.96,116462880,1.24,0.87,2402878000,
(주)서원,021050,2016/12,223594647,141.59,41.39,-3.31,6639301,1.46,0.72,247766404,
(주)서흥,008490,2016/12,585890727,103.12,49.23,11.92,53033307,2.71,1.89,340361415,
(주)선앤엘,002820,2016/12,577876290,104.54,48.89,-0.03,31375544,0.66,0.43,551207836,
(주)선진,136490,2016/12,543650885,179.06,35.83,6.95,49778048,1.21,1,645348237,
(주)성안,011300,2016/12,256671843,192.88,34.14,-0.6,-584540,0.93,0.6,195719920,
(주)세아베스틸지주,001430,2016/12,3537087560,77.37,56.38,0.17,255231399,0.7,0.51,2531111524,
(주)세아제강지주,003030,2016/12,2169697077,67.92,59.55,-17.98,119569689,0.53,0.25,1797489537,
(주)세아특수강,019440,2016/12,516822970,68.98,59.18,-1.83,62963748,0.72,0.52,668837237,
(주)세아홀딩스,058650,2016/12,5177866749,77.07,56.47,-0.34,382509111,0.71,0.53,4034333362,
(주)세우글로벌,013000,2016/12,39207914,22.98,81.32,7.06,-331861,3.85,0.96,42383385,
(주)세이브존아이앤씨,067830,2016/12,553360023,52.66,65.5,-2.19,49257225,0.73,0.56,182950926,
(주)세진중공업,075580,2016/12,365850478,130.98,43.29,-25.3,16305133,1.15,0.65,427423084,
(주)셀트리온,068270,2016/12,2883847406,39.93,71.46,11.13,230113413,0,0,670580962,
(주)솔루엠,248070,2016/12,320360805,,,,-12559228,,,569772772,
(주)수산인더스트리,126720,2016/12,189529876,62.04,61.71,94.93,6971938,0,0,187604231,
(주)수산중공업,017550,2016/12,108609516,18.99,84.04,-12.78,12829305,1.55,0.93,88829912,
(주)시디즈,134790,2016/12,,,,,,3.78,1.34,,
(주)신도리코,029530,2016/12,932198393,10.82,90.24,1.35,75794062,0.72,0.57,507283935,
(주)신성이엔지,011930,2016/12,693978387,467.56,17.62,0,61987851,2.72,1.24,217216936,
(주)신세계,004170,2016/12,9954538692,112.12,47.14,14.96,359399613,0.78,0.58,2947485624,
(주)신세계아이앤씨,035510,2016/12,,,,,,1.17,0.66,,
(주)신세계인터내셔날,031430,2016/12,966185102,101.91,49.53,1.58,53510215,1.87,1.09,1021123056,
(주)신세계푸드,031440,2016/12,556151052,87.14,53.44,17.94,21299634,2.4,1.56,1069034287,
(주)신영와코루,005800,2016/12,334494513,11.4,89.77,0.19,2339935,0.63,0.41,179458127,
(주)신원,009270,2016/12,432327923,138.87,41.86,0.1,21776137,0.78,0.49,640056400,
(주)신풍,002870,2016/12,146751018,255.09,28.16,15.41,7129675,0.79,0.51,128631038,
(주)신한금융지주회사,055550,2016/12,,,,,3797177000,,,22287985000,
(주)신화다이나믹스,001770,2016/12,,,,,,1.52,0.49,,
(주)신흥,004080,2016/12,131526453,55.32,64.38,-0.82,8173811,1.51,0.91,124367361,
(주)쌍방울,102280,2016/12,223316431,28.11,78.06,-20.24,-9827157,2.86,1.05,113768432,
(주)쎌마테라퓨틱스,015540,2016/12,13114275,125.56,44.33,-31.96,-2875615,54.54,3.24,69565657,
(주)쏘카,403550,2016/12,,,,,,,,,
(주)씨아이테크,004920,2016/12,39843704,15.86,86.31,-12.99,-825363,1.95,0.91,18515714,
(주)씨티알모빌리티,308170,2016/12,,,,,20573591,,,326648355,
(주)아모레퍼시픽,090430,2016/12,5181577130,32.98,75.2,18.44,676951763,8.68,5.93,5645440161,
(주)아모레퍼시픽그룹,002790,2016/12,7088395210,27.33,78.54,18.31,876720427,9.87,6.39,6697560670,
(주)아센디오,012170,2016/12,,,,,-2106691,4.51,1.24,,
(주)아이마켓코리아,122900,2016/12,1334064598,191.63,34.29,8.15,122424239,2.59,1,3400004480,
(주)아이에이치큐,003560,2016/12,256634714,15.83,86.33,3.04,42181533,2.25,1.22,109404923,
(주)알루코,001780,2016/12,439409021,118.34,45.8,-1.21,60459184,3.43,1.43,428583721,
(주)에넥스,011090,2016/12,152746917,158.98,38.61,27.82,-19058748,4.85,2.2,394111411,
(주)에스비에스,034120,2016/12,894153403,65.35,60.48,4.56,-921116,1.25,0.78,829073609,
(주)에스엠벡셀,010580,2016/12,,,,,,4.06,1.26,,
(주)에스원,012750,2016/12,1460376647,32.77,75.32,1.7,273180865,4.9,3.66,1830176817,
(주)에스제이엠,123700,2016/12,205931303,22.09,81.91,-1.95,15671243,1,0.71,176789058,
(주)에스제이엠홀딩스,025530,2016/12,278845875,20.89,82.72,-2.04,17539090,0.71,0.55,181367297,
(주)에스지글로벌,001380,2016/12,210143168,78.5,56.02,25.9,-4946648,1.93,0.83,141456442,
(주)에스지세계물산,004060,2016/12,302004755,51.12,66.17,-2.86,-5166667,1.45,1,308617898,
(주)에스피씨삼립,005610,2016/12,674649804,130.78,43.33,36.15,79625471,14.43,6.4,1870335371,
(주)에이블씨엔씨,078520,2016/12,277859818,40.25,71.3,6.54,27184363,3.3,1.61,434555619,
(주)에이엔피,015260,2016/12,130591639,88.93,52.93,-82.13,3705095,2.81,0.94,103554957,
(주)에이프로젠,007460,2016/12,,,,,,1.69,1.09,,
(주)에이프로젠바이오로직스,003060,2016/12,128690599,64.73,60.7,9.42,449980,9.12,3.3,44122493,
(주)에이플러스에셋어드바이저,244920,2016/12,,,,,,,,,
(주)에프앤에프홀딩스,007700,2016/12,305575468,34.79,74.19,18.64,55810339,1.28,0.84,438979655,
(주)엔씨소프트,036570,2016/12,2360802862,24.55,80.29,17.33,112022509,3.7,2.44,983556874,
(주)엔아이스틸,008260,2016/12,,,,,,1.26,0.76,,
(주)엔케이,085310,2016/12,252420279,89.34,52.82,-34.23,12628473,3.13,0.99,164591201,
(주)엘에스,006260,2016/12,9713037000,198.38,33.51,-3.78,807927000,1.18,0.58,9621313000,
(주)엘에스네트웍스,000680,2016/12,1261322782,109.2,47.8,-39.88,-24156686,0.62,0.51,487042509,
(주)엘에프,093050,2016/12,1581137589,50.27,66.55,-2.66,141299870,0.79,0.6,1529296619,
(주)엘엑스세미콘,108320,2016/12,485997742,27.67,78.33,13.85,49039349,0,0,610043215,
(주)엘엑스인터내셔널,001120,2016/12,5177266513,214.66,31.78,-9.51,230322361,1.33,0.88,11966717412,
(주)엘엑스하우시스,108670,2016/12,2285896000,143.86,41.01,5.77,152222000,1.75,0.99,2928337000,
(주)엘지,003550,2016/12,19489442000,37.06,72.96,7.6,878198000,1.71,1.27,10725374000,
(주)엘지생활건강,051900,2016/12,4502162482,71.78,58.21,14.37,713435544,12.68,7.83,6094059406,
(주)엘지유플러스,032640,2016/12,11989117000,148.41,40.26,6.08,2224768000,1.57,1.1,11451046000,
(주)엘지헬로비전,037560,2016/12,,,,,,1.42,0.78,,
(주)엘지화학,051910,2016/12,20487060000,45.81,68.58,2.24,2516697000,2,1.25,20659296000,
(주)엠씨넥스,097520,2016/12,294686928,363.32,21.58,-17.97,-12667500,0,0,412481617,
(주)영원무역,111770,2016/12,2389711953,73.48,57.64,26.29,101895100,2.98,1.39,2001607172,
(주)영원무역홀딩스,009970,2016/12,2838123068,61.67,61.85,24.33,129248634,2.44,1.75,2338014921,
(주)영풍,000670,2016/12,4134902349,31.59,75.99,1.48,79355359,1.31,0.95,2654083285,
(주)영흥,012160,2016/12,300800390,74.11,57.43,-10.84,9447212,1.4,0.73,185856007,
(주)예스코홀딩스,015360,2016/12,1286056959,90.62,52.46,-12.44,35526691,0.43,0.34,1051315418,
(주)오뚜기,007310,2016/12,1592713366,53.86,65,6.77,148877518,5.89,2.48,2010658196,
(주)오리온홀딩스,001800,2016/12,2908864465,70.62,58.61,0.16,340626405,8.25,4.31,2386269282,
(주)와이지플러스,037270,2016/12,123034218,14.68,87.2,140.77,-4569043,2,0.96,70363034,
(주)와이투솔루션,011690,2016/12,102085750,73.29,57.71,-23.46,3065167,2.87,1.04,97923870,
(주)용평리조트,070960,2016/12,928945970,134.32,42.68,19.51,-18994098,1.73,0.8,210702135,
(주)우성,006980,2016/12,245949757,48.53,67.32,-12.18,10844646,0.93,0.58,275671865,
(주)우신시스템,017370,2016/12,252476646,107.56,48.18,0.5,18814103,0.83,0.56,264306663,
(주)우진,105840,2016/12,181294690,46.95,68.05,2.32,-14527009,1.45,1.01,108414003,
(주)우진아이엔에스,010400,2016/12,,,,,7628932,0,0,,
(주)우진플라임,049800,2016/12,304003724,280.45,26.28,24.63,28476853,1.1,0.43,228313547,
(주)웅진,016880,2016/12,838011575,135.35,42.49,-46.07,16315487,0.6,0.41,242973133,
(주)웅진씽크빅,095720,2016/12,508663966,80.96,55.26,-4.07,65624944,2.47,1.27,624013875,
(주)원림,005820,2016/12,141503999,30.13,76.84,6.7,4342152,1,0.6,85356169,
(주)위스컴,024070,2016/12,133754645,13.14,88.38,-4.72,5264282,0.65,0.54,134468635,
(주)윌비스,008600,2016/12,341543712,145.27,40.77,6.56,4389817,1.4,0.77,310849160,
(주)유니드,014830,2016/12,1046784997,65.7,60.35,4.61,182916488,0.87,0.6,740883521,
(주)유니온,000910,2016/12,,,,,6418027,0.66,0.44,,
(주)유니켐,011330,2016/12,,,,,-18122515,4.38,2.48,,
(주)유수홀딩스,000700,2016/12,473581040,72.05,58.12,-13.44,16276821,1.78,0.73,446966932,
(주)유유제약,000220,2016/03,104327188,41.5,70.67,11.03,-11683508,2.55,1.08,69743375,
(주)유한양행,000100,2016/12,2045941041,36.71,73.15,17.02,74144087,2.92,1.53,1320797335,
(주)이노션,214320,2016/12,1675070482,146.97,40.49,6.44,114302422,3.2,1.99,1051560762,
(주)이마트,139480,2016/12,15428184325,89.9,52.66,8.34,735646040,0.71,0.55,14777876304,
(주)이수페타시스,007660,2016/12,551111730,178.24,35.94,6.39,-107430,1.09,0.7,554178600,
(주)이수화학,005950,2016/12,1097878605,219.04,31.34,3,82449732,0.57,0.25,1515417587,
(주)이스타코,015020,2016/12,117311533,177.72,36.01,-42.68,-1055707,2.33,0.99,13721933,
(주)이아이디,093230,2016/12,38690689,36.54,73.24,-12.42,-2346931,4.17,1.72,36049633,
(주)이엔플러스,074610,2016/12,21839184,57.74,63.39,112.07,1927918,4.34,2.18,38361918,
(주)이원,017940,2016/12,3544179098,199.53,33.39,-14.89,28158362,0.38,0.3,3995900597,
(주)이월드,084680,2016/12,,,,,,2.58,1.2,,
(주)인디에프,014990,2016/12,159694562,143.32,41.1,18.32,7833602,4.19,1.35,202900467,
(주)인바이오젠,101140,2016/12,,,,,,14.6,4.93,,
(주)인스코비,006490,2016/12,45176999,41.55,70.65,127.19,-285501,9.55,3.56,37062381,
(주)인팩,023810,2016/12,201399503,84.27,54.27,5.05,15031805,1.05,0.64,234029970,
(주)일신석재,007110,2016/12,,,,,,3.91,1.72,,
(주)잇츠한불,226320,2016/12,368859153,8.57,92.11,-13.64,41408909,10.36,2.08,267335121,
(주)제이에스코퍼레이션,194370,2016/12,198836135,27.96,78.15,-21.55,-6421926,3.73,1.3,188518472,
(주)제일기획,030000,2016/12,2151431627,177.14,36.08,15.17,99803601,4.78,3.08,3232593889,
(주)제주은행,006220,2016/12,,,,,-96833000,,,190191000,
(주)제주항공,089590,2016/12,600309976,120.76,45.3,0,110179181,4.31,2.61,747613396,
(주)조비,001550,2016/12,,,,,,2.29,1.28,,
(주)조흥,002600,2016/12,,,,,,1.2,0.77,,
(주)종근당,185750,2016/12,,,,,57786121,5.29,2.53,,
(주)종근당바이오,063160,2016/12,,,,,,1.35,0.78,,
(주)종근당홀딩스,001630,2016/12,705665535,28.77,77.66,51.32,19403614,2.24,0.94,335675556,
(주)주연테크,044380,2016/12,50471603,53.33,65.22,0,-2891978,3.4,1.39,49684565,
(주)지누스,013890,2016/12,,,,,22315092,,,377642960,
(주)지에스,078930,2016/12,20341172000,128.03,43.85,9.44,851682000,1.21,0.92,13462426000,
(주)지에스글로벌,001250,2016/12,1326423033,274.42,26.71,12.9,73359528,1,0.34,2553790920,
(주)지에스리테일,007070,2016/12,4721361657,100.27,49.93,18,434503796,2.94,1.95,7402005718,
(주)지투알,035000,2016/12,507061896,247.12,28.81,-14.88,13553994,1.95,1.51,407958969,
(주)진도,088790,2016/12,149339658,56.26,64,1.01,10921746,1.05,0.55,122963037,
(주)진양홀딩스,100250,2016/12,554262857,40.76,71.04,-0.46,19836695,1.33,0.94,259705111,
(주)진에어,272450,2016/12,,,,,,0,0,,
(주)천일고속,000650,2016/12,,,,,,6.96,2.78,,
(주)청호ICT,012600,2016/12,79229574,130.64,43.36,-3.57,-2186709,2.23,0.91,85778938,
(주)카카오,035720,2016/12,5484117180,48.1,67.52,57.08,317259109,0,0,1464232790,
(주)카프로,006380,2016/12,,,,,,1.09,0.35,,
(주)케이씨,029460,2016/12,472905030,39.05,71.92,11.94,29646406,2.24,1.22,487492476,
(주)케이씨씨,002380,2016/12,9162368432,53.55,65.12,2.23,431135088,0.82,0.66,3490487871,
(주)케이씨티시,009070,2016/12,342137467,91.64,52.18,-2.03,15772736,0.83,0.59,349784213,
(주)케이에스에스해운,044450,2016/12,647988184,174.56,36.42,-1.63,54957971,1.95,0.69,141144031,
(주)케이에이치필룩스,033180,2016/12,165553887,108.43,47.98,13.65,-7887435,3.38,1.15,107790119,
(주)케이이씨,092220,2016/12,383108805,89.47,52.78,8.89,30955967,0.5,0.31,227690903,
(주)케이티,030200,2016/12,30587733000,139.06,41.83,2.08,4770750000,1.02,0.79,22743665000,
(주)케이티스카이라이프,053210,2016/12,777948019,42.35,70.25,0.62,155398874,1.84,1.39,665053007,
(주)케이티씨에스,058850,2016/12,322769885,106.73,48.37,-10.52,9266992,1.04,0.72,953674070,
(주)케이티아이에스,058860,2016/12,,,,,,1.33,0.83,,
(주)케이티앤지,033780,2016/12,9729918448,37.92,72.51,8.1,1488813404,3.16,2.12,4468855746,
(주)코리아써키트,007810,2016/12,520500737,33.15,75.1,-3.37,14797334,0.97,0.58,545300471,
(주)코아스,071950,2016/12,76929028,212.26,32.03,0.59,-453473,3.74,1.74,97114676,
(주)코오롱,002020,2016/12,3333623695,301.02,24.94,3.04,136822456,2.16,1.31,3936858959,
(주)콘텐트리중앙,036420,2016/12,550190463,340.09,22.72,-4.16,18373754,0,0,335160647,
(주)콤텍시스템,031820,2016/12,130290045,128.11,43.84,14.06,11300985,2.25,0.85,166860474,
(주)큐로,015590,2016/12,,,,,,1.91,1.04,,
(주)크라운해태홀딩스,005740,2016/12,1177800258,190.91,34.37,-1.26,82091916,3.3,0.14,1188834513,
(주)크래프톤,259960,2016/12,,,,,,,,37192408,
(주)키다리스튜디오,020120,2016/12,,,,,-2836358,4.46,2.73,,
(주)태경비케이,014580,2016/12,278843709,67.49,59.71,0,4734176,0.97,0.65,171527282,
(주)태영건설,009410,2016/12,3489336274,176.63,36.15,9.33,-105481691,0.73,0.48,2059304924,
(주)테이팩스,055490,2016/12,164443194,130.33,43.42,-43.88,5355400,0,0,63584022,
(주)토니모리,214420,2016/12,181861555,43.08,69.89,6,1494534,7.87,2.74,233120694,
(주)티비에이치글로벌,084870,2016/12,560936541,125.32,44.38,14.26,28008188,3.81,2.17,722249786,
(주)티에이치엔,019180,2016/12,200560898,455.15,18.01,6.38,-1918423,0.91,0.36,293815684,
(주)티웨이항공,091810,2016/12,,,,,,0,0,,
(주)티웨이홀딩스,004870,2016/12,175552057,257.15,28,42.58,39889338,5.29,2.11,411870541,
(주)팜스코,036580,2016/12,663075904,125.52,44.34,9.29,33213510,1.83,1.21,947587338,
(주)퍼시스,016800,2016/12,,,,,,1.22,1.03,,
(주)포스코인터내셔널,047050,2016/12,8288782432,231.07,30.21,-5.9,792824746,4.09,1.64,16492090197,
(주)포스코퓨처엠,003670,2016/12,723863094,27.13,78.66,-8.48,85065119,0,0,1117704662,
(주)풀무원,017810,2016/12,1061384109,189.81,34.51,9.97,57936786,2.68,1.51,2030673098,
(주)풍산,103140,2016/12,2714949032,119.86,45.48,0.43,246265592,1.06,0.53,2831770052,
(주)풍산홀딩스,005810,2016/12,762651033,18.54,84.36,9.37,20377057,0.93,0.68,297587275,
(주)플레이그램,009810,2016/12,73974366,28.76,77.66,-32.32,-12745868,1.34,0.56,18298055,
(주)하나금융지주,086790,2016/12,,,,,3435382000,,,34599803000,
(주)하나투어,039130,2016/12,520249642,145.31,40.76,29.63,27501781,8.58,4.51,595538710,
(주)하이브,352820,2016/12,,,,,,,,,
(주)하이스틸,071090,2016/12,,,,,6523549,0.45,0.23,,
(주)하이트론씨스템즈,019490,2016/12,63889678,44.6,69.16,-24.56,-8884201,1.6,0.56,41132054,
(주)한국전자홀딩스,006200,2016/12,179367293,52.85,65.42,-6.54,12668422,0.47,0.28,139431519,
(주)한국종합기술,023350,2016/12,,,,,,0.66,0.44,,
(주)한국카본,017960,2016/12,389485376,23.24,81.14,6.22,60000176,1.05,0.76,257626475,
(주)한국토지신탁,034830,2016/12,,,,,-124877155,,,177999039,
(주)한국특강,007280,2016/12,,,,,,0.65,0.2,,
(주)한국화장품제조,003350,2016/12,,,,,,4.62,2.63,,
(주)한농화성,011500,2016/12,,,,,,1.19,0.56,,
(주)한독,002390,2016/12,622848956,115.33,46.44,10.51,-8501956,1.91,0.97,396134014,
