회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS연결)(천원),PBR(최고)(IFRS),PBR(최저)(IFRS),매출액(영업수익)(*)(연결)(천원),배당성향(IFRS연결)
(주)다우기술,023590,2014/12,5338504904,327.05,23.42,4.09,-204906724,1.69,1.01,782978984,
(주)다이나믹디자인,145210,2014/12,351751858,133.79,42.77,11.97,22639985,0,0,247075459,
(주)대교,019680,2014/12,842177325,31.42,76.09,-3.46,28971966,1.37,1.11,810557124,
(주)대구백화점,006370,2014/03,640060609,54.88,64.57,0,20954981,0.59,0.35,171071933,
(주)대덕,008060,2014/12,,,,,,1.15,0.82,,
(주)대동,000490,2014/12,707010305,206.87,32.59,-1.84,-29488157,1.55,0.71,603238442,
(주)대양금속,009190,2014/12,104908934,1893.49,5.02,7.64,,14.63,5.54,122339495,
(주)대우건설,047040,2014/12,10260218124,276.44,26.56,13.81,264409212,1.68,0.88,9995022699,
(주)대웅,003090,2014/12,1010731916,42.61,70.12,6,46607317,2.28,1.47,893952807,
(주)대웅제약,069620,2014/12,694263908,52.42,65.61,7.82,25945213,2.32,1.54,735889424,
(주)대유에이텍,002880,2014/12,749322316,508.37,16.44,32.83,51169088,2.29,1.1,737452073,
(주)대유플러스,000300,2014/12,706651399,560.74,15.13,18.44,17186038,1.97,1.01,501739482,
(주)대창,012800,2014/12,655670847,290.46,25.61,75.35,27739412,0.62,0.41,1323691567,
(주)대한항공,003490,2014/12,23465724376,966.06,9.38,0.52,1863563778,1.83,1.09,11909748648,
(주)대현,016090,2014/12,,,,,,1.66,0.77,,
(주)대호에이엘,069460,2014/12,,,,,,3.22,1.07,,
(주)더메디팜,118000,2014/12,19672574,136.59,42.27,-5.64,-5221728,13.29,0.72,11762226,
(주)더블유게임즈,192080,2014/12,,,,,,,,,
(주)더존비즈온,012510,2014/12,210570942,78.95,55.88,5.23,37610031,4.24,2.25,136381212,
(주)덕성,004830,2014/12,97948255,56.28,63.99,-15.53,3906697,0.96,0.65,82288347,
(주)덴티움,145720,2014/12,118427788,227.52,30.53,16.15,10140779,0,0,85763139,
(주)도화엔지니어링,002150,2014/12,,,,,,1.04,0.62,,
(주)동남합성,023450,2014/12,,,,,,0.98,0.77,,
(주)동방,004140,2014/12,651999177,462.6,17.77,-0.26,27003408,0.58,0.36,633716236,
(주)동방아그로,007590,2014/12,161451042,34.53,74.33,4.93,9086444,1.01,0.74,114629208,
(주)동서,026960,2014/12,1175763189,9.45,91.37,6.86,94691135,0,0,502655538,
(주)동성케미컬,102260,2014/12,809156027,113.88,46.75,9.96,62340312,1.69,1.07,905441155,
(주)동아지질,028100,2014/12,232681244,71.47,58.32,-7.36,29987755,0.89,0.63,305653861,
(주)동양,001520,2014/12,830447598,121.48,45.15,-32.84,58039180,0.9,0.18,381219825,
(주)동양고속,084670,2014/12,224095138,81,55.25,7.22,20289584,0.88,0.45,136283088,
(주)동원에프앤비,049770,2014/12,897092470,87.42,53.35,6.29,100658646,3.35,1.13,1794888216,
(주)두산,000150,2014/12,31369299869,252.37,28.38,-6.69,646789842,1.86,1.34,20468238468,
(주)두올,016740,2014/12,208983800,372.74,21.15,0,14033824,0,0,,
(주)드림텍,192650,2014/12,207157642,72.7,57.9,-36.13,48136531,0,0,480418512,
(주)디비아이엔씨,012030,2014/12,365853366,231.84,30.13,-46.08,27490640,0.91,0.34,283311322,
(주)디아이,003160,2014/12,179415424,53.26,65.25,25.27,14730444,4.4,1.91,133969332,
(주)디아이씨,092200,2014/12,563512800,234.19,29.92,-0.31,20456055,1.14,0.61,502040264,
(주)디알비동일,004840,2014/12,617244613,84.65,54.16,38.96,35553806,1.76,0.66,585108837,
(주)디엔오토모티브,007340,2014/12,971558345,49.41,66.93,8.33,59545217,0.99,0.82,721986990,
(주)디지비금융지주,139130,2014/12,,,,,-96558338,,,2249400596,
(주)락앤락,115390,2014/12,795747542,26.23,79.22,-15.97,64583093,2.61,1.07,421611592,
(주)마니커,027740,2014/12,226081037,174.07,36.49,-3.39,-15636774,0.95,0.48,339887726,
(주)메리츠금융지주,138040,2014/12,,,,,-2056388501,,,7642336979,
(주)메타랩스,090370,2014/12,144811072,163.71,37.92,-9.58,-10838135,2.83,1.41,127864762,
(주)모나리자,012690,2014/12,,,,,,2.37,1.25,,
(주)모나미,005360,2014/12,168281436,193.08,34.12,-10.44,8509752,1.72,0.61,150068816,
(주)모토닉,009680,2014/12,429411204,14.41,87.41,-0.43,10074216,1.62,0.93,217222223,
(주)무학,033920,2014/12,534230440,28.71,77.69,20.86,128318688,2.71,1.18,290146381,
(주)미래아이앤지,007120,2014/12,48844887,29.15,77.43,-29.82,-3057062,2.22,0.68,18787582,
(주)바이오노트,377740,2014/12,,,,,,,,,
(주)백산,035150,2014/12,163001526,77.12,56.46,-4.21,19408342,1.9,1.13,169766437,
(주)벽산,007210,2014/12,399992604,64.46,60.81,7.26,25143105,2.72,0.94,428396771,
(주)보락,002760,2014/12,,,,,,1.14,0.71,,
(주)보령,003850,2014/12,,,,,,2.31,1.48,,
(주)비비안,002070,2014/12,194159988,39.69,71.59,-10.34,-11103072,0.48,0.32,216710583,
(주)비상교육,100220,2014/12,245737968,57.73,63.4,1.47,2555567,1.37,0.75,136882108,
(주)비와이씨,001460,2014/12,608388101,66.49,60.07,-3.04,27875362,0.69,0.4,176909795,
(주)비지에프,027410,2014/12,1338474144,133.96,42.74,0,260294227,3.95,2.52,3367999286,
(주)빙그레,005180,2014/12,578852362,19.59,83.62,1.86,44356449,2.1,1.55,820996487,
(주)사조대림,003960,2014/12,363336125,146.91,40.5,6.99,10106715,0.77,0.47,543628320,
(주)사조오양,006090,2014/12,,,,,,0.58,0.43,,
(주)삼성출판사,068290,2014/12,155739822,58.87,62.95,10.61,11271603,1.46,0.59,153807691,
(주)삼양사,145990,2014/12,1081397671,87.93,53.21,0.73,60386564,0.83,0.4,1355143873,
(주)삼양패키징,272550,2014/12,,,,,,,,,
(주)삼양홀딩스,000070,2014/12,2795940327,69,59.17,-4.97,128059186,0.79,0.55,2213366509,
(주)삼영,003720,2014/12,186450568,55.13,64.46,-13.29,-3846994,0.7,0.41,159393666,
(주)삼원강재,023000,2014/12,,,,,,1.31,0.85,,
(주)삼익악기,002450,2014/12,378836770,78.27,56.1,-2.1,29868910,2.13,0.87,155112617,
(주)삼일씨엔에스,004440,2014/12,,,,,,0,0,,
(주)삼천리,004690,2014/12,3659823478,177.64,36.02,2.64,-61387238,0.61,0.4,3754788200,
(주)상상인증권,001290,2014/12,,,,,-60776346,,,92187708,
(주)서연,007860,2014/12,2266575394,155.84,39.09,-33.35,115016293,2.02,0.93,1970181387,
(주)서연이화,200880,2014/12,1465384489,,,,32973909,,,1124952719,
(주)서원,021050,2014/12,287479510,190.67,34.4,-64.13,12541606,0.73,0.37,328562806,
(주)서흥,008490,2014/12,491207876,107.01,48.31,7.82,23667722,3.89,2.08,291116075,
(주)선앤엘,002820,2014/12,523959616,95.3,51.2,19.06,14130898,0.6,0.29,480447717,
(주)선진,136490,2014/12,383056315,128.8,43.71,14.04,15192697,2.06,1.2,595361733,
(주)성안,011300,2014/12,262894960,153.81,39.4,-13.88,15379128,0.72,0.45,226452025,
(주)세아베스틸지주,001430,2014/12,,,,,245177555,0.97,0.53,,
(주)세아제강지주,003030,2014/12,2285029617,94.52,51.41,10.54,8290551,0.75,0.43,2453142879,
(주)세아특수강,019440,2014/12,530110210,92.92,51.83,-1.8,32015216,1.12,0.76,750572240,
(주)세아홀딩스,058650,2014/12,4141073291,78.75,55.95,6.39,294600136,0.95,0.45,3896057293,
(주)세우글로벌,013000,2014/12,36222786,19.28,83.84,9.05,627132,0.98,0.73,44486343,
(주)세이브존아이앤씨,067830,2014/12,512623544,64.81,60.67,1.49,34079888,1.06,0.6,182136851,
(주)세진중공업,075580,2014/12,521785132,278.9,26.39,23.33,24444076,0,0,567935315,
(주)셀트리온,068270,2014/12,2322385039,72.31,58.03,108.24,145158529,0,0,471045511,
(주)수산인더스트리,126720,2014/12,,,,,7152976,0,0,,
(주)수산중공업,017550,2014/12,133367849,48.92,67.15,-14.36,4877883,1.06,0.7,114968648,
(주)시디즈,134790,2014/12,,,,,,1.51,1.03,,
(주)신도리코,029530,2014/12,915624765,11.67,89.55,-9.01,27347777,0.98,0.75,480039122,
(주)신성이엔지,011930,2014/12,,,,,,2.02,1.04,,
(주)신세계,004170,2014/12,7931446086,122.23,45,2.08,378701059,1.06,0.73,2492306887,
(주)신세계아이앤씨,035510,2014/12,,,,,,1.36,0.79,,
(주)신세계인터내셔날,031430,2014/12,887788838,97.42,50.65,13.54,1734846,2.53,1.26,911892490,
(주)신세계푸드,031440,2014/12,,,,,40737357,1.62,0.81,,
(주)신영와코루,005800,2014/09,303645633,11.74,89.5,-6.04,612190,0.48,0.33,186677286,
(주)신원,009270,2014/12,428090184,141.25,41.45,3.03,23141365,1.19,0.39,607512909,
(주)신풍,002870,2014/12,173516996,195.16,33.88,-25.38,-15968150,0.59,0.4,108183384,
(주)신한금융지주회사,055550,2014/12,,,,,-2080644000,,,22508743000,
(주)신화다이나믹스,001770,2014/12,,,,,,0.51,0.33,,
(주)신흥,004080,2014/12,123441738,48.82,67.2,0.5,10860349,1.2,0.73,124180071,
(주)쌍방울,102280,2014/12,138676424,80.71,55.34,2.04,-2762077,1.47,0.71,138949722,
(주)쎌마테라퓨틱스,015540,2014/12,11991189,28.33,77.92,13.83,-1589804,12.57,1.78,99535589,
(주)쏘카,403550,2014/12,,,,,,,,,
(주)씨아이테크,004920,2014/12,28234174,52.48,65.58,0,-2150191,1.24,0.69,13467103,
(주)씨티알모빌리티,308170,2014/12,,,,,,,,323896206,
(주)아모레퍼시픽,090430,2014/12,3854577557,33.92,74.67,24.95,586111369,6.79,2.45,3874007758,
(주)아모레퍼시픽그룹,002790,2014/12,5499725184,27.21,78.61,20.96,691392126,7.25,2.44,4711946901,
(주)아센디오,012170,2014/12,72695478,103.65,49.1,-57.93,-7590742,4.52,0.76,7606517,
(주)아이마켓코리아,122900,2014/12,1090486207,151.78,39.72,9.49,217863540,4.47,2.64,2733773271,
(주)아이에이치큐,003560,2014/12,80461000,93.77,51.61,14.81,41783313,5.32,2.84,71113677,
(주)알루코,001780,2014/12,432549332,216.32,31.61,1.55,53912767,1.43,0.74,382033178,
(주)에넥스,011090,2014/12,125570430,132.25,43.06,12.12,-919778,2.76,0.89,261923145,
(주)에스비에스,034120,2014/12,798563400,47.81,67.66,13.14,64377811,1.45,0.85,822594585,
(주)에스엠벡셀,010580,2014/12,,,,,,1.17,0.78,,
(주)에스원,012750,2014/12,1460060972,59.44,62.72,34.87,281702972,5.6,4.33,1718331685,
(주)에스제이엠,123700,2014/12,173039392,25.47,79.7,-14.2,10814926,1.55,0.93,157096646,
(주)에스제이엠홀딩스,025530,2014/12,239584139,17.06,85.43,-13.06,11736441,0.72,0.55,161934964,
(주)에스지글로벌,001380,2014/12,201184232,61.5,61.92,-11.5,-11915232,0.75,0.54,120977926,
(주)에스지세계물산,004060,2014/12,289973999,45.52,68.72,8.48,-3906150,0.75,0.58,340410703,
(주)에스피씨삼립,005610,2014/12,571738945,155.74,39.1,3.88,42434916,9.26,2.64,1107627827,
(주)에이블씨엔씨,078520,2014/12,228316962,34.63,74.28,-0.92,-10995902,2.91,1.5,438349537,
(주)에이엔피,015260,2014/12,332655332,356.06,21.93,4.15,-1068110,0.87,0.57,528852438,
(주)에이프로젠,007460,2014/12,,,,,,1.87,0.93,,
(주)에이프로젠바이오로직스,003060,2014/12,84828018,36.57,73.22,12.01,-6917182,1.71,0.96,33092222,
(주)에이플러스에셋어드바이저,244920,2014/12,,,,,,,,139138451,
(주)에프앤에프홀딩스,007700,2014/12,322662218,70.25,58.74,35.54,-18592918,1.44,0.59,301412850,
(주)엔씨소프트,036570,2014/12,1698826128,23.5,80.97,10.85,263580917,4.35,2.1,838718200,
(주)엔아이스틸,008260,2014/12,,,,,,1.48,0.72,,
(주)엔케이,085310,2014/12,324613903,98.43,50.4,8.2,-8949855,1.51,0.69,241944106,
(주)엘에스,006260,2014/12,10335736000,240.76,29.35,-4.88,409172000,1.63,1.01,10886348000,
(주)엘에스네트웍스,000680,2014/12,1590408230,106.72,48.37,23.35,-47902542,0.67,0.5,951010673,
(주)엘에프,093050,2014/12,1402966835,42.73,70.06,-1.74,102548362,1.07,0.76,1460156058,
(주)엘엑스세미콘,108320,2014/12,376383183,25.97,79.38,-4.76,47502757,0,0,390705091,
(주)엘엑스인터내셔널,001120,2014/12,4896827844,212.85,31.96,-5.8,348366137,0.97,0.62,11372192850,
(주)엘엑스하우시스,108670,2014/12,2057065000,147.82,40.35,5.53,161756000,2.82,1.74,2825120000,
(주)엘지,003550,2014/12,17332707000,37.72,72.61,0.68,600272000,1.8,1.22,9865402000,
(주)엘지생활건강,051900,2014/12,3828347997,124.08,44.63,8.11,465790652,10.38,6.68,4677009785,
(주)엘지유플러스,032640,2014/12,12012660000,187.53,34.78,-3.93,2015383000,1.88,1.28,10999828000,
(주)엘지헬로비전,037560,2014/12,2170450143,140.21,41.63,9.49,,2.14,0.99,1270375727,
(주)엘지화학,051910,2014/12,18127646000,47.79,67.66,-2.44,1994425000,2.04,1.16,22577830000,
(주)엠씨넥스,097520,2014/12,289081108,275.49,26.63,38.07,1118910,0,0,410392827,
(주)영원무역,111770,2014/12,1394096456,37.72,72.61,12.46,194701837,4.51,2.18,1246335950,
(주)영원무역홀딩스,009970,2014/12,1774790424,32.41,75.52,7.47,210409793,4.29,2.27,1644310600,
(주)영풍,000670,2014/12,3895357159,33.76,74.76,-14.58,212656677,1.73,1.2,2796468604,
(주)영흥,012160,2014/12,342544251,98.59,50.36,-10.51,9084873,1.53,0.84,212199828,
(주)예스코홀딩스,015360,2014/12,1346602638,112.47,47.07,-7.69,36806772,0.44,0.37,1391334170,
(주)오뚜기,007310,2014/12,1351560245,64.16,60.92,3.1,117376751,3.41,1.83,1781728720,
(주)오리온홀딩스,001800,2014/12,2932519219,109.09,47.83,-0.89,215706935,7.59,5.69,2463037805,
(주)와이지플러스,037270,2014/12,109807020,4.56,95.64,-57.14,-1827042,1.23,0.35,10239575,
(주)와이투솔루션,011690,2014/12,105462905,180.59,35.64,18.48,3137787,1.83,0.73,137134398,
(주)용평리조트,070960,2014/12,818879781,171.61,36.82,-13.16,40502835,0,0,133591597,
(주)우성,006980,2014/12,275013700,57.68,63.42,-5.8,13253354,0.8,0.52,337654924,
(주)우신시스템,017370,2014/12,206045227,122.17,45.01,51.38,10129458,0.67,0.4,257674533,
(주)우진,105840,2014/12,176954856,51.08,66.19,35.88,-9280290,2.1,1.43,105136998,
(주)우진아이엔에스,010400,2014/12,,,,,,,,,
(주)우진플라임,049800,2014/12,357473069,332.02,23.15,-3.49,-2484105,0.71,0.48,189800875,
(주)웅진,016880,2014/12,1605785214,403.55,19.86,8.38,66416686,0.65,0.3,456925910,
(주)웅진씽크빅,095720,2014/12,465783924,91.15,52.32,-0.91,22664212,1.5,1.03,642939536,
(주)원림,005820,2014/12,128988268,33.2,75.07,0,6689284,0.75,0.45,82643983,
(주)위스컴,024070,2014/12,134020212,12.78,88.67,-5.18,11956614,0.88,0.62,142950589,
(주)윌비스,008600,2014/12,245277935,93.31,51.73,-1.31,16927336,0.58,0.34,237848145,
(주)유니드,014830,2014/12,831508123,57.02,63.69,-1.87,66982882,1.04,0.79,669132585,
(주)유니온,000910,2014/12,176787596,35.47,73.82,3.1,11108069,0.69,0.42,117862706,
(주)유수홀딩스,000700,2014/12,410411512,85.58,53.88,0,255817492,4.22,1.12,480817790,
(주)유유제약,000220,2014/03,96264545,33.19,75.08,0.02,-775172,1.09,0.67,61994115,
(주)유한양행,000100,2014/12,1615971978,26.66,78.95,7.83,94385653,1.96,1.59,1017491786,
(주)이노션,214320,2014/12,1174199477,174.77,36.39,17.44,109183715,0,0,744733706,
(주)이마트,139480,2014/12,13827456646,95.86,51.06,0.91,700957667,1.12,0.8,13153607337,
(주)이수페타시스,007660,2014/12,521615979,162.61,38.08,-5.72,28480469,1.45,0.77,504766284,
(주)이수화학,005950,2014/12,1093778459,192.64,34.17,-10.67,-7936329,0.41,0.26,1851575637,
(주)이스타코,015020,2014/12,70532658,44.85,69.04,-50.91,-16685448,4.73,1.4,23619679,
(주)이아이디,093230,2014/12,46246160,180.6,35.64,0,-4657829,6.29,2.08,25563249,
(주)이엔플러스,074610,2014/12,12279914,58.77,62.98,5.93,172388,2.06,0.98,16729534,
(주)이원,017940,2014/12,3658165076,193.41,34.08,-4.23,42206287,0.49,0.39,6900474530,
(주)이월드,084680,2014/12,,,,,,3.47,0.67,,
(주)인디에프,014990,2014/12,179919716,121.53,45.14,-5.14,6245476,1.01,0.45,187286507,
(주)인바이오젠,101140,2014/12,,,,,,5.38,2.42,,
(주)인스코비,006490,2014/12,23903472,14.26,87.52,0,-8268463,7.02,3.69,25770468,
(주)인팩,023810,2014/12,164019435,74.92,57.17,-0.28,9899201,1.73,0.83,218380704,
(주)일신석재,007110,2014/12,,,,,,2.06,1.35,,
(주)잇츠한불,226320,2014/12,,,,,121137384,0,0,,
(주)제이에스코퍼레이션,194370,2014/12,124471100,121.54,45.14,54.39,16568773,0,0,161955381,
(주)제일기획,030000,2014/12,1843852104,108.89,47.87,-1.59,55909774,4.74,2.57,2666255722,
(주)제주은행,006220,2014/12,,,,,-98793000,,,168593000,
(주)제주항공,089590,2014/12,,,,,,0,0,,
(주)조비,001550,2014/12,,,,,,2.09,1.46,,
(주)조흥,002600,2014/12,,,,,,0.76,0.49,,
(주)종근당,185750,2014/12,,,,,,2.47,1.89,,
(주)종근당바이오,063160,2014/12,,,,,,1.26,0.53,,
(주)종근당홀딩스,001630,2014/12,302655737,60.59,62.27,-67.64,3621197,2.44,1.15,181395445,
(주)주연테크,044380,2014/12,,,,,,1.43,0.71,,
(주)지누스,013890,2014/12,,,,,,,,149831917,
(주)지에스,078930,2014/12,15072770000,108.82,47.89,13.39,500351000,1.18,0.79,10866131000,
(주)지에스글로벌,001250,2014/12,856611062,240.32,29.38,15.36,-101589430,0.86,0.68,2769988191,
(주)지에스리테일,007070,2014/12,2920088717,73.66,57.59,5.39,368414769,1.52,1.05,4962383688,
(주)지투알,035000,2014/12,398436358,217.79,31.47,10.46,6660616,1.62,1.39,385598133,
(주)진도,088790,2014/12,156519480,106.63,48.4,-20.74,5096675,0.56,0.39,120942207,
(주)진양홀딩스,100250,2014/12,533931547,41.68,70.58,2.79,23219854,1.82,0.6,273558038,
(주)진에어,272450,2014/12,,,,,,0,0,,
(주)천일고속,000650,2014/12,,,,,,1.85,1.05,,
(주)청호ICT,012600,2014/12,96783737,164.69,37.78,-0.63,-6260234,0.95,0.5,100296826,
(주)카카오,035720,2014/12,2768024898,12.37,88.99,-6.03,220333977,0,0,498857729,
(주)카프로,006380,2014/12,,,,,,0.92,0.35,,
(주)케이씨,029460,2014/12,352438882,34.15,74.54,25.65,35941292,1.34,0.77,356966955,
(주)케이씨씨,002380,2014/12,8654534051,38.93,71.98,5.16,276513308,1.3,0.79,3399828905,
(주)케이씨티시,009070,2014/12,333591386,102.22,49.45,-5.24,12233426,0.86,0.07,356096649,
(주)케이에스에스해운,044450,2014/12,,,,,39342388,1.05,0.75,,
(주)케이에이치필룩스,033180,2014/12,101016572,54.11,64.89,6.21,5508290,1.79,1.09,103389948,
(주)케이이씨,092220,2014/12,346623526,128.99,43.67,-15.34,-4576098,1.01,0.26,219931598,
(주)케이티,030200,2014/12,33775502000,186.47,34.91,-1.63,1916413000,1.34,1.02,23421673000,
(주)케이티스카이라이프,053210,2014/12,683008720,56.41,63.94,4.71,140057362,3.9,2.25,652787112,
(주)케이티씨에스,058850,2014/12,303735131,105.89,48.57,0,-7272543,1.31,0.9,594727818,
(주)케이티아이에스,058860,2014/12,,,,,,1.43,0.9,,
(주)케이티앤지,033780,2014/12,7317144547,29.43,77.26,8.43,760920773,2.95,2.05,4101425018,
(주)코리아써키트,007810,2014/12,542551001,36.52,73.25,1.12,69547386,1.2,0.61,553161676,
(주)코아스,071950,2014/12,101027896,148.35,40.27,12.08,9685993,1.63,0.84,98865609,
(주)코오롱,002020,2014/12,3578435131,288.63,25.73,-6.51,-25715801,0.89,0.41,4139649552,
(주)콘텐트리중앙,036420,2014/12,481081216,191.26,34.33,-1.75,54635309,0,0,394058023,
(주)콤텍시스템,031820,2014/12,116860847,129.01,43.67,2.44,12280899,1.52,0.87,186113130,
(주)큐로,015590,2014/12,295677320,279.09,26.38,23.9,,1.63,1.11,297335288,
(주)크라운해태홀딩스,005740,2014/12,1089820120,311.66,24.29,-3.06,88261462,2.08,1.01,1084125414,
(주)크래프톤,259960,2014/12,,,,,,,,35599822,
(주)키다리스튜디오,020120,2014/12,37934587,66.04,60.23,0,2364819,2.88,1.98,22362585,
(주)태경비케이,014580,2014/12,,,,,,0.77,0.6,,
(주)태영건설,009410,2014/12,2879040735,133.45,42.84,-14,4018267,0.77,0.45,1875043214,
(주)테이팩스,055490,2014/12,119350356,28.02,78.11,10.05,16465688,0,0,111476255,
(주)토니모리,214420,2014/12,,,,,14426399,0,0,,
(주)티비에이치글로벌,084870,2014/12,523803644,92.72,51.89,-0.97,8442818,4.52,2.02,549843829,
(주)티에이치엔,019180,2014/12,208631661,2161.97,4.42,1.71,3079704,0.65,0.49,229346898,
(주)티웨이항공,091810,2014/12,,,,,,0,0,,
(주)티웨이홀딩스,004870,2014/12,115512019,183.29,35.3,78.18,20179129,5.39,1.19,236206014,
(주)팜스코,036580,2014/12,727461542,174.27,36.46,12.02,63874602,2.21,1.1,836395715,
(주)퍼시스,016800,2014/12,,,,,,1.39,0.92,,
(주)포스코인터내셔널,047050,2014/12,9340867224,293.34,25.42,19.28,-437624644,7.12,4.84,20407753120,
(주)포스코퓨처엠,003670,2014/12,721599926,40.17,71.34,3.09,50171623,0,0,1371066436,
(주)풀무원,017810,2014/12,1053567589,214.79,31.77,10.28,82173857,2.99,1.15,1678094350,
(주)풍산,103140,2014/12,2859105521,172.72,36.67,-0.72,35291552,0.87,0.62,3000256080,
(주)풍산홀딩스,005810,2014/12,677038412,21.5,82.31,-1.48,12575432,0.94,0.5,273098423,
(주)플레이그램,009810,2014/12,31292686,24.81,80.12,-4.67,3660465,1.38,0.49,11884952,
(주)하나금융지주,086790,2014/12,,,,,5056570000,,,27927158000,
(주)하나투어,039130,2014/12,437391987,132.66,42.98,9.3,103654799,6.44,4.85,385457930,
(주)하이스틸,071090,2014/12,,,,,,0.34,0.23,,
(주)하이트론씨스템즈,019490,2014/12,61769829,40.66,71.09,-25.4,-3100381,0.89,0.59,72243160,
(주)한국전자홀딩스,006200,2014/12,198274046,64.36,60.84,-20.42,9284918,0.3,0.14,189530544,
(주)한국종합기술,023350,2014/12,,,,,,0.73,0.43,,
(주)한국카본,017960,2014/12,343287705,21.63,82.22,-4.06,18845006,1.26,0.71,231067207,
(주)한국토지신탁,034830,2014/12,,,,,57139104,,,143282973,
(주)한국특강,007280,2014/12,,,,,,0.43,0.27,,
(주)한국화장품제조,003350,2014/12,,,,,,2.17,0.43,,
(주)한농화성,011500,2014/12,,,,,,1.03,0.65,,
(주)한독,002390,2014/12,,,,,36562091,1.24,0.71,,
(주)한미글로벌건축사사무소,053690,2014/12,153681052,155.57,39.13,-9.38,3286611,1.13,0.81,165403995,
(주)한샘,009240,2014/12,544027391,60.93,62.14,31.59,49929651,11.49,3.78,1325043301,
(주)한섬,020000,2014/12,1048239684,27.11,78.67,11.49,7033604,1.17,0.79,524898580,
(주)한솔케미칼,014680,2014/12,474362300,122.45,44.95,6.01,32406393,2.44,1.56,336115038,
(주)한솔홈데코,025750,2014/12,292076005,118.77,45.71,0.56,4228967,1.57,0.81,235256768,
