회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),부채비율(IFRS연결),자기자본구성비율(IFRS연결),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(비교)(IFRS연결)(천원),PBR(최고)(IFRS),PBR(최저)(IFRS),매출액(영업수익)(*)(연결)(천원),배당성향(IFRS연결)
(주)BNK금융지주,138930,2018/12,,,,,354436107,,,5055426139,
(주)DB하이텍,000990,2018/12,1066533840,91,52.36,-1.54,180343534,1.84,0.88,669279136,
(주)HJ중공업,097230,2018/12,2733620000,0,-25.91,-30.76,420195000,0,0,1697869000,
(주)JB금융지주,175330,2018/12,,,,,432089000,,,2448929000,
(주)KB금융지주,105560,2018/12,,,,,-8957618000,,,42027106000,
(주)MH에탄올,023150,2018/12,440177523,380.62,20.81,40.05,-11269669,0.78,0.51,72795863,
(주)SH에너지화학,002360,2018/12,122434685,16.17,86.08,-2.4,5202762,2.06,0.9,183598766,
(주)SIMPAC,009160,2018/12,681750819,56.71,63.81,32.74,37360242,0.38,0.14,306150809,
(주)SNT에너지,100840,2018/12,,,,,14435813,0.55,0.33,,
(주)SNT홀딩스,036530,2018/12,2113834573,40.62,71.12,-7.08,128942884,0.62,0.42,1401307482,
(주)STX,011810,2018/12,554061000,765.34,11.56,-16.68,-48114000,11.95,3.36,1502985000,
(주)TCC스틸,002710,2018/12,304781579,171.53,36.83,5.57,21436373,0.64,0.39,413176279,
(주)강원랜드,035250,2018/12,4231241354,17.97,84.77,-10.37,363918692,2.15,1.59,1438059299,
(주)갤럭시아에스엠,011420,2018/12,33253331,25.62,79.61,-40.83,-2809869,3.72,1.31,22060413,
(주)경농,002100,2018/12,357260541,77.34,56.39,2.96,10607249,1.97,0.68,212654617,
(주)경동나비엔,009450,2018/12,583595818,108.35,48,6.15,-14460992,4.09,1.94,726741615,
(주)경동도시가스,267290,2018/12,778269612,142.84,41.18,84.33,120705226,0.82,0.5,1606531867,
(주)경동인베스트,012320,2018/12,592002536,48.79,67.21,17.21,12513851,0.58,0.27,228644016,
(주)경방,000050,2018/12,1301792841,83.67,54.45,-2.59,12093896,0.65,0.39,351438926,
(주)경보제약,214390,2018/12,,,,,,2.91,1.57,,
(주)경인양행,012610,2018/12,412996589,84.57,54.18,10.37,1873412,1.57,0.99,331102011,
(주)광명전기,017040,2018/12,151823119,53.75,65.04,12.36,-3815893,2.81,1.09,114110654,
(주)광주신세계,037710,2018/12,,,,,,0.64,0.43,,
(주)국동,005320,2018/12,123134702,154.02,39.37,14.59,-3944667,1.79,0.67,219550054,
(주)국보,001140,2018/12,48188113,259.29,27.83,-8.57,-6078157,11.05,2.79,71549828,
(주)금양,001570,2018/12,204777156,157.72,38.8,13.9,17366463,2.8,1.94,205441375,
(주)금호에이치티,214330,2018/12,238380056,90.93,52.38,16.44,1469654,0.73,0.35,209260006,
(주)까뮤이앤씨,013700,2018/12,,,,,,1.27,0.08,,
(주)나이스홀딩스,034310,2018/12,2172977804,108.94,47.86,11.16,248439460,2.49,1.6,1611892148,
(주)남선알미늄,008350,2018/12,303023071,79.6,55.68,0,24209488,2.22,0.63,347834921,
(주)남성,004270,2018/12,205083689,147.78,40.36,-9.5,979658,1.1,0.41,83251810,
(주)넥센,005720,2018/12,3825103267,103.16,49.22,333.09,135605706,0.81,0.51,1360025189,
(주)노루페인트,090350,2018/12,607444943,97.35,50.67,11.48,13983628,0.94,0.54,614726256,
(주)노루홀딩스,000320,2018/12,987142342,75.81,56.88,8.39,7431567,0.76,0.52,835993399,
