,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
CS홀딩스,260355830000.0,16.03,86.19,-3.12,0.0,B이하,C,B이하,B이하,2014,서비스업,0.1036146548615303,0.46
KISCO홀딩스,1379712311000.0,22.16,81.86,-12.67,14.9,B이하,B,B이하,B이하,2014,서비스업,0.03382377448483188,0.345
LG이노텍,4428761037000.0,161.05,38.31,4.1,5.0,A,A,A,A,2014,전기전자,0.11491076022362331,2.355
MH에탄올,85534839000.0,62.03,61.72,-21.25,32.1,B이하,B,B이하,B이하,2014,음식료품,0.10532514833838572,1.02
OCI,7418713804000.0,127.88,43.88,6.23,3.75,B+,B+,A,B+,2014,화학,0.05450381617312118,1.155
SH에너지화학,110741407000.0,31.46,76.07,-0.43,8.95,B이하,C,B이하,B이하,2014,화학,0.10718092210365301,2.045
SIMPAC,381939281000.0,74.3,57.37,27.9,14.86,B이하,B,B이하,B이하,2014,기계,0.1308892406109035,0.915
SK이노베이션,35101313814000.0,118.55,45.76,-1.21,0.0,B+,B,A,A,2014,서비스업,0.014076321502348815,0.8799999999999999
가온전선,511258653000.0,93.97,51.56,-0.97,11.33,B이하,B,B+,B이하,2014,전기전자,0.0226415354718251,0.42000000000000004
강원랜드,3375127289000.0,24.76,80.16,9.94,161.1,B+,B+,A,B+,2014,서비스업,0.34106181560795146,2.7199999999999998
경농,284623063000.0,68.5,59.35,-4.01,19.47,B이하,C,B이하,B이하,2014,화학,0.07802602107444652,0.675
경동나비엔,401658957000.0,111.38,47.31,3.58,9.91,B이하,C,B이하,B이하,2014,전기전자,-0.030924500186620584,1.985
경방,1301841379000.0,101.0,49.75,-5.23,10.0,B이하,B,B이하,B이하,2014,섬유의복,0.07239127127427017,0.65
경인양행,313039125000.0,57.91,63.33,6.28,9.66,B이하,B,B이하,B이하,2014,화학,0.06627070291355909,1.315
경인전자,61733225000.0,7.41,93.1,-26.95,6.11,B이하,B,B이하,B이하,2014,전기전자,0.19236441402722437,0.585
계양전기,204236124000.0,33.56,74.87,9.83,9.04,B이하,B,B이하,B이하,2014,기계,0.030925623003687727,0.8999999999999999
고려산업,156033056000.0,104.99,48.78,-8.55,4.36,B이하,B,B이하,B이하,2014,음식료품,0.0915190236565228,0.855
