,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
대한화섬,583452286000.0,17.05,85.43,-2.87,12.69,B이하,B,B이하,B이하,2018,화학,0.03426061172735274,0.35
대현,258971501000.0,39.5,71.68,0.92,13.17,B이하,B,B이하,B이하,2018,섬유의복,0.058925492752801255,0.58
대호에이엘,88671126000.0,203.41,32.96,4.82,0.0,B이하,C,B이하,B+,2018,철강금속,0.05020546881893764,4.685
더존비즈온,278701440000.0,53.0,65.36,10.37,88.12,B이하,B,B이하,B이하,2018,서비스업,0.273802647336078,9.805
덕성,100557111000.0,60.01,62.5,-16.84,3.71,B이하,C,B이하,B이하,2018,화학,-0.005979291034971692,1.06
덕양산업,526312201000.0,580.77,14.69,23.48,0.0,B이하,C,B이하,B이하,2018,운수장비,0.03742423219504365,0.9949999999999999
도화엔지니어링,375922304000.0,51.13,66.17,0.88,43.73,B+,B+,B이하,B이하,2018,서비스업,0.07131269379239354,1.115
동국제강,5730222157000.0,181.97,35.47,-1.4,0.0,B이하,B,B이하,B+,2018,철강금속,0.038463121360790706,0.4
동남합성,90617452000.0,47.32,67.88,1.33,50.04,B이하,C,B이하,B이하,2018,화학,0.11750583730255498,1.405
동방,554091662000.0,325.61,23.5,4.01,0.62,B이하,C,B이하,B이하,2018,운수창고업,0.05416079688689366,0.7
동방아그로,185736751000.0,39.65,71.61,0.72,42.6,B이하,C,B이하,B이하,2018,화학,0.021897596861392754,0.895
동서,1432202480000.0,11.01,90.09,0.79,138.56,B이하,B,B이하,B이하,2018,유통업,0.16924329017814935,1.9250000000000003
동성제약,140196083000.0,143.89,41.0,11.56,0.0,B이하,C,B이하,B이하,2018,의약품,0.015158614774896254,11.854999999999999
동아쏘시오홀딩스,1241932782000.0,68.8,59.24,2.5,20.0,B이하,C,B+,B이하,2018,기타금융,0.08243418798833957,1.455
동아에스티,948673011000.0,63.74,61.07,2.24,19.99,B이하,B,A,B이하,2018,의약품,0.08835649981707733,1.635
동아지질,284762190000.0,62.94,61.37,6.18,39.3,B이하,B,B이하,B이하,2018,건설업,0.14827280666257825,1.33
동양,977551540000.0,17.2,85.33,9.66,8.56,B이하,B,B이하,B이하,2018,비금속광물,0.04495677037696121,0.55
동양고속,195948851000.0,73.9,57.51,-6.77,8.13,B이하,B,B이하,B이하,2018,운수창고업,0.05961987266743106,0.8049999999999999
동양철관,163635516000.0,106.97,48.32,10.1,0.0,B이하,D,B이하,B이하,2018,철강금속,0.00911235034901831,2.95
동원산업,2592198631000.0,166.25,37.56,2.67,60.0,B이하,C,B이하,B이하,2018,"농업, 임업 및 어업",0.02158574250207438,1.355
동원수산,95398557000.0,112.89,46.97,-12.17,0.0,B이하,B,B이하,B이하,2018,"농업, 임업 및 어업",0.002627174114483319,1.115
동원시스템즈,1124057800000.0,109.51,47.73,-20.02,9.93,B이하,C,B+,B이하,2018,화학,0.07310197767833615,2.8549999999999995
동일고무벨트,284848797000.0,52.25,65.68,1.22,20.69,B이하,C,B이하,B이하,2018,화학,0.03570425590152292,0.515
동일산업,409723954000.0,15.44,86.63,3.16,27.03,B이하,C,B이하,B+,2018,철강금속,0.00623374798693723,0.48
동일제강,150230846000.0,14.77,87.13,15.29,0.0,B이하,B,B이하,B이하,2018,철강금속,0.0033693172186267453,0.485
동화약품,370599243000.0,24.61,80.25,0.0,11.86,B이하,B,B+,B이하,2018,의약품,-0.01422061703464611,1.0150000000000001
두산,28880281620000.0,304.2,24.74,3.34,19.09,A+,A,A+,A+,2018,서비스업,0.05623385543611052,1.345
두산밥캣,6446324312000.0,72.38,58.01,17.16,0.0,B이하,A,B이하,B이하,2018,기타금융,0.155278993216018,1.1949999999999998
두올,346631230000.0,111.41,47.3,40.02,3.14,B이하,B,B이하,B이하,2018,운수장비,0.08063759319812,1.26
디씨엠,187862926000.0,15.37,86.68,-8.64,38.88,B이하,B,B이하,B이하,2018,철강금속,0.09560528221358577,1.005
디아이,210488936000.0,47.92,67.6,28.8,8.31,B이하,B,B이하,B이하,2018,의료정밀,0.046843313005356026,1.415
디아이씨,810320832000.0,334.34,23.02,-7.07,9.91,B이하,C,B이하,B이하,2018,운수장비,0.05677358766506785,1.185
디와이,742531917000.0,66.55,60.04,8.35,28.93,B이하,B,B이하,B이하,2018,기타금융,0.059698102172182195,0.765
디와이파워,258539786000.0,72.15,58.09,18.87,39.98,B이하,B,B이하,B이하,2018,기계,0.060886311226301386,1.42
락앤락,739351255000.0,11.93,89.34,4.06,15.76,B이하,B+,B이하,B이하,2018,화학,0.11736611611369628,2.095
롯데관광개발,506790646000.0,80.38,55.44,8.23,0.0,B이하,B,B이하,B이하,2018,서비스업,0.02699793308032234,2.895
롯데손해보험,14214988799000.0,2423.35,3.96,6.23,0.0,A,A,A+,B이하,2018,보험,0.11991096576638248,0.76
롯데쇼핑,26259308858000.0,111.3,47.33,-1.98,103.93,A,B+,A+,A,2018,유통업,0.009723198313834211,0.56
롯데정밀화학,1700030433000.0,23.38,81.05,18.3,33.57,A,B+,A+,A,2018,화학,0.19915294385235152,1.2349999999999999
롯데지주,27618347496000.0,227.49,30.54,206.02,270.29,C,B+,C,C,2018,기타금융,-0.11368926596179316,1.225
롯데케미칼,20799138833000.0,53.56,65.12,4.22,210.0,A,A,A+,B+,2018,화학,0.08346489379012807,1.12
롯데하이마트,3117063800000.0,51.18,66.15,0.33,34.0,A,A,A+,B이하,2018,유통업,0.01738758232404799,0.75
마니커,193296432000.0,86.92,53.5,5.67,0.0,B이하,C,B이하,B이하,2018,음식료품,0.014191280411946032,1.445
메리츠금융지주,1572966862000.0,33.43,74.95,8.43,90.68,B+,A,B이하,B이하,2018,기타금융,-0.19139612492745162,1.785
메타랩스,107107244000.0,46.23,68.39,76.56,0.0,B이하,C,B이하,B이하,2018,섬유의복,-0.14557712913276405,2.595
명문제약,243065788000.0,161.18,38.29,5.25,0.0,B이하,B,B+,B이하,2018,의약품,0.07733823411883177,2.2199999999999998
모나리자,77510035000.0,20.14,83.24,-3.69,9.68,B이하,C,B이하,B이하,2018,종이목재,0.017603586913183433,2.21
모나미,170574793000.0,129.1,43.65,-1.79,6.76,B이하,B,B이하,B이하,2018,유통업,0.05438322693002651,1.085
모토닉,434168419000.0,9.87,91.01,-7.7,40.15,B이하,B,B이하,B이하,2018,운수장비,0.11188110356248296,0.825
무림페이퍼,2014259668000.0,201.74,33.14,7.2,2.0,B이하,B,B이하,B+,2018,종이목재,0.07708037491920663,0.44000000000000006
무학,618969273000.0,22.22,81.82,-22.67,173.08,B이하,B,B이하,B이하,2018,음식료품,-0.09126016099527509,0.9199999999999999
문배철강,151748565000.0,37.94,72.49,2.16,9.56,B이하,B,B이하,B이하,2018,철강금속,0.06246831438851561,0.8099999999999999
미래산업,68651324000.0,44.23,69.34,0.06,0.0,B이하,B,B이하,B이하,2018,의료정밀,-0.04439663208578421,3.07
미래아이앤지,57570343000.0,4.42,95.77,-16.37,0.0,B이하,C,B이하,B이하,2018,서비스업,-0.47047708384597553,1.09
미원상사,245546856000.0,24.21,80.51,3.14,29.09,B이하,B+,B이하,B이하,2018,화학,0.1137489164940866,1.065
미원홀딩스,222015479000.0,68.11,59.49,20.76,70.88,B이하,B,B이하,B이하,2018,기타금융,0.06354007625791325,0.95
미원화학,97808459000.0,8.87,91.85,-3.03,83.93,B이하,C,B이하,B이하,2018,화학,0.0907831413702005,1.26
백광산업,297711550000.0,93.42,51.7,21.04,9.56,B이하,C,B이하,B+,2018,화학,0.19979769859255686,0.935
백산,294732636000.0,113.43,46.85,52.87,16.9,B이하,C,B이하,B이하,2018,화학,-0.024707516139979575,1.14
범양건영,118354421000.0,136.0,42.37,13.75,0.0,B이하,C,B이하,B이하,2018,건설업,0.14741606384080186,1.5150000000000001
벽산,474553687000.0,60.48,62.31,4.27,2.55,B이하,C,B이하,B+,2018,비금속광물,-0.01143717184782363,0.98
보락,53313420000.0,21.83,82.08,0.92,2.5,B이하,B,B이하,B이하,2018,화학,0.10002029720642851,4.045
보해양조,200457249000.0,188.89,34.61,-17.64,0.0,B이하,B,B이하,B이하,2018,음식료품,-0.02500006341123778,2.3
부광약품,493615375000.0,19.39,83.76,28.84,70.0,B이하,B,B이하,B이하,2018,의약품,0.03509688770028355,3.26
부국증권,1417898890000.0,215.52,31.69,10.59,16.2,B이하,B+ 이하,B이하,B이하,2018,증권,0.000766630348292712,0.805
부국철강,123795692000.0,10.24,90.71,-2.58,15.0,B이하,B,B이하,B이하,2018,철강금속,0.02454212135652121,0.605
부산산업,133607586000.0,87.01,53.47,1.37,0.0,B이하,C,B이하,B이하,2018,비금속광물,0.08185238070622945,3.94
부산주공,305453048000.0,438.58,18.57,6.89,0.0,B이하,C,B이하,B이하,2018,운수장비,-0.04180702189881858,0.725
비상교육,254277215000.0,22.92,81.35,11.18,37.67,B이하,B,B이하,B이하,2018,서비스업,0.10799981808472514,0.7999999999999999
빙그레,653929093000.0,19.97,83.35,-0.27,23.99,B+,B+,A,B+,2018,음식료품,0.08487829498773013,1.32
사조대림,720876010000.0,127.9,43.88,-5.1,3.0,B이하,C,B이하,B이하,2018,음식료품,0.008093923456422281,0.785
사조동아원,468191705000.0,164.29,37.84,6.93,0.0,B이하,B,B이하,B이하,2018,음식료품,0.06791503820530043,1.105
사조산업,1175998145000.0,130.67,43.35,-4.16,4.95,B이하,C,B이하,B이하,2018,"농업, 임업 및 어업",0.021023859989252113,1.095
사조씨푸드,380269455000.0,73.1,57.77,5.0,7.0,B이하,B,B이하,B이하,2018,음식료품,0.009099129451791848,0.515
사조오양,308290136000.0,98.0,50.51,-4.53,1.0,B이하,B,B이하,B이하,2018,음식료품,0.027196752799016108,0.74
삼성SDI,19349721184000.0,58.28,63.18,44.87,18.77,A,B+,A,A,2018,전기전자,0.028456211177438705,1.45
삼성공조,260167988000.0,21.64,82.21,-11.88,15.79,B이하,B,B이하,B이하,2018,운수장비,0.018232572811847324,0.42500000000000004
삼성물산,42406651758000.0,88.06,53.17,6.41,1724.55,A+,A,A+,A+,2018,유통업,0.05387072689566232,1.275
삼성바이오로직스,5980408648000.0,43.92,69.48,15.32,0.0,B+,B,A,B이하,2018,의약품,-0.060502008263997875,7.05
삼성에스디에스,8013849391000.0,30.34,76.72,7.9,399.86,B+,B+,A,B+,2018,서비스업,0.11924511173268852,3.61
삼성엔지니어링,4619648610000.0,362.96,21.6,-0.84,0.0,A,A,A+,A,2018,서비스업,0.08162645479998412,4.35
삼성전기,8644914206000.0,74.77,57.22,19.81,19.51,A,A,A+,A,2018,전기전자,0.19024347824586846,2.64
삼성전자,339357244000000.0,36.97,73.01,1.75,268.01,A,B+,A,A,2018,전기전자,0.2749783562605156,1.1949999999999998
삼성제약,160646664000.0,22.01,81.96,10.89,0.0,B이하,C,B이하,B이하,2018,의약품,-0.12747484604747789,1.65
삼성중공업,14282891986000.0,111.72,47.23,-33.36,0.0,B+,B,B이하,A,2018,운수장비,0.03143757943621864,0.6799999999999999
삼성증권,35633220703000.0,673.3,12.93,8.59,27.27,B+,B+ 이하,A,B이하,2018,증권,-0.3108670033535514,0.7150000000000001
삼성출판사,190739722000.0,64.55,60.77,5.37,20.0,B이하,B,B이하,B이하,2018,서비스업,0.05248230807000351,2.115
삼성카드,23004723917000.0,239.5,29.46,-9.95,27.78,B이하,B+ 이하,B이하,B이하,2018,기타금융,-0.12018459656034386,0.6499999999999999
삼아알미늄,196741659000.0,86.2,53.7,0.0,20.0,B이하,B,B이하,B이하,2018,철강금속,0.03601544159335322,0.52
삼양사,2173866563000.0,71.72,58.24,4.05,28.22,B+,B,B+,B+,2018,음식료품,0.03219681548753053,0.84
삼양식품,412138323000.0,75.81,56.88,2.37,8.0,B이하,D,B이하,B이하,2018,음식료품,0.08094491784523018,2.9050000000000002
삼양통상,327534347000.0,11.85,89.41,7.39,14.79,B이하,C,B이하,B+,2018,기타제조업,0.2330717327902263,0.45
삼양홀딩스,3313797255000.0,65.53,60.41,6.98,34.93,B이하,B,B+,B이하,2018,기타금융,0.03411774864745101,0.75
삼영무역,386497292000.0,15.54,86.55,3.8,66.27,B이하,C,B이하,B이하,2018,유통업,0.033063930893256877,0.965
삼원강재,253757378000.0,23.99,80.65,3.84,23.0,B이하,B,B이하,B+,2018,운수장비,0.036677510409196784,0.595
삼익악기,594358054000.0,181.05,35.58,-8.52,9.23,B이하,C,B이하,B이하,2018,기타제조업,-0.06278789441063759,1.1400000000000001
삼일제약,147948619000.0,163.8,37.91,2.78,9.39,B이하,B,B이하,B이하,2018,의약품,-0.027712745385918412,3.675
삼정펄프,201823661000.0,11.91,89.36,-5.43,0.0,B이하,C,B이하,B이하,2018,종이목재,0.013533879850288573,0.51
삼진제약,250271903000.0,21.89,82.04,6.01,70.81,B이하,B,B+,B이하,2018,의약품,0.11569194949501892,3.6399999999999997
삼천리,3699411189000.0,170.36,36.99,4.95,52.73,B+,B+,B+,B+,2018,전기가스업,0.036152502223767286,0.35
삼호개발,276893453000.0,50.43,66.47,12.4,30.76,B이하,C,B이하,B이하,2018,건설업,0.023341181315001427,0.805
삼화왕관,171823517000.0,23.69,80.85,3.01,14.54,B이하,B,B이하,B이하,2018,기계,0.1376815547758345,0.785
삼화전기,128156723000.0,117.19,46.04,-1.15,10.0,B이하,B,B이하,B이하,2018,전기전자,0.048359902664962574,5.485
상신브레이크,429300584000.0,147.48,40.41,-1.51,18.03,B이하,B,B이하,B이하,2018,운수장비,0.044965137157110785,0.73
새론오토모티브,267051610000.0,20.1,83.26,-8.66,30.0,B이하,B,B이하,B+,2018,운수장비,0.19035385956794879,0.64
샘표,320918955000.0,37.71,72.62,0.39,15.42,B이하,B,B이하,B이하,2018,기타금융,0.10013800928174171,0.855
샘표식품,205518529000.0,56.05,64.08,0.34,39.99,B+,B,B+,B+,2018,음식료품,0.0956299246592708,1.325
서연,2696306676000.0,183.74,35.24,-2.08,9.25,B이하,B,B이하,B이하,2018,기타금융,0.018785618534095782,0.39499999999999996
서연이화,1696230428000.0,154.45,39.3,-5.01,20.0,B+,B+,B+,B이하,2018,운수장비,-0.015861383014458556,0.305
서원,220110079000.0,109.05,47.83,0.34,2.94,B이하,B,B이하,B+,2018,철강금속,0.012527501085975843,0.7250000000000001
서흥,639100630000.0,107.38,48.22,12.42,63.96,B이하,B,B이하,B이하,2018,화학,0.12454768697616755,1.7149999999999999
선도전기,149094572000.0,77.85,56.23,-22.72,3.97,B이하,B,B이하,B이하,2018,전기전자,0.02944712868497813,1.6350000000000002
선진,917160519000.0,176.99,36.1,11.72,10.0,B이하,B+,B이하,B이하,2018,음식료품,-0.02864955749896819,0.96
성문전자,43264101000.0,47.34,67.87,-10.28,0.03,B이하,C,B이하,B이하,2018,전기전자,0.023840168242325543,1.855
성보화학,183365495000.0,19.31,83.82,-15.16,41.62,B이하,B,B이하,B이하,2018,화학,0.16596411289939042,0.85
성신양회,1061390657000.0,174.35,36.45,6.32,2.55,B이하,B,B이하,B+,2018,비금속광물,0.029538697084128002,0.825
성안,306490119000.0,223.14,30.95,8.4,0.0,B이하,C,B이하,B이하,2018,섬유의복,-0.09582886374310877,0.445
성창기업지주,648660747000.0,32.55,75.44,-9.65,0.0,B이하,C,B이하,B이하,2018,서비스업,-0.000764065419312119,0.71
