,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
경인양행,357951470000.0,69.7,58.93,9.14,9.82,B이하,B,B이하,B이하,2017,화학,0.017745579186674,1.145
경인전자,59851412000.0,6.77,93.66,-17.14,4.37,B이하,B,B이하,B이하,2017,전기전자,-0.11004234123580746,0.685
계양전기,253948487000.0,41.49,70.68,0.01,11.04,B이하,B,B이하,B이하,2017,기계,0.05818791581796092,1.015
고려산업,183124063000.0,106.32,48.47,1.3,3.46,B이하,B,B이하,B이하,2017,음식료품,0.0057503359472713764,1.795
고려아연,7038142273000.0,15.27,86.75,12.81,187.33,B이하,B,B+,B이하,2017,철강금속,0.12079006212041617,1.59
고려제강,2400558034000.0,64.61,60.75,9.38,34.99,B이하,C,B이하,B+,2017,철강금속,0.07353121632768703,0.65
광동제약,722699738000.0,73.6,57.6,8.06,6.19,B이하,B,B+,B이하,2017,의약품,0.02055496364103532,1.21
광명전기,152717140000.0,58.01,63.29,4.76,0.0,B이하,C,B이하,B이하,2017,전기전자,0.06545229559658727,1.5350000000000001
광전자,238229947000.0,15.56,86.53,3.78,9.04,B이하,B,B이하,B이하,2017,전기전자,0.026460498573731863,0.755
광주신세계,655018971000.0,13.06,88.45,-0.37,25.0,B이하,B,B이하,B이하,2017,유통업,0.2446716524357855,0.6799999999999999
교보증권,6733785466000.0,726.38,12.1,-2.81,5.82,B+,A,B+,B이하,2017,증권,-0.2902511181614689,0.45
국도화학,788549500000.0,68.54,59.33,12.95,29.26,B이하,D,B이하,B+,2017,화학,0.02800128694080047,0.815
국동,106307080000.0,149.37,40.1,-2.92,0.0,B이하,B,B이하,B이하,2017,유통업,-0.03563588979293011,2.375
국보,73270170000.0,310.51,24.36,-10.39,0.0,B이하,C,B이하,B이하,2017,운수창고업,-0.03965860709484501,2.37
국제약품,131646346000.0,94.23,51.49,2.18,4.75,B이하,B+,B이하,B이하,2017,의약품,0.006375010720927731,1.28
극동유화,268503821000.0,80.94,55.27,104.38,30.9,B이하,B,B이하,B이하,2017,화학,0.008450158839377197,0.885
금강공업,756422311000.0,128.45,43.77,1.67,9.02,B이하,C,B이하,B이하,2017,철강금속,0.015938273662996116,0.71
금양,196084032000.0,240.45,29.37,6.93,0.0,B이하,B,B이하,B이하,2017,화학,-0.12265723930469391,3.52
금호에이치티,150164495000.0,65.46,60.44,-13.84,15.0,B이하,C,B이하,B이하,2017,운수장비,0.07886371368240577,0.6499999999999999
금호전기,409873260000.0,196.45,33.73,-18.43,0.88,B이하,C,B이하,B이하,2017,전기전자,0.042074895950451885,0.495
금호타이어,4543611960000.0,389.06,20.45,-2.4,0.0,B이하,C,B+,B+,2017,화학,0.01788628207103644,0.89
까뮤이앤씨,139937930000.0,136.76,42.24,23.24,2.94,B이하,B,B이하,B이하,2017,건설업,0.047341373283262336,1.04
깨끗한나라,573112630000.0,204.65,32.82,-6.53,0.0,B이하,B,B이하,B+,2017,종이목재,-0.004363119973973159,1.025
남광토건,166416067000.0,284.24,26.03,-37.03,0.0,B이하,B,B이하,B이하,2017,건설업,0.011598273464451398,2.16
남선알미늄,284649401000.0,92.58,51.93,-0.02,0.0,B이하,B,B+,B이하,2017,철강금속,0.07554440369800645,0.885
남성,203435953000.0,132.78,42.96,9.87,1.77,B이하,B,B이하,B이하,2017,유통업,0.07326059647873269,0.96
남양유업,1035687034000.0,15.72,86.41,-5.83,19.28,B이하,B,B+,B이하,2017,음식료품,0.010322529298596603,0.8049999999999999
남해화학,557166535000.0,32.22,75.63,2.36,7.72,B이하,B,B이하,B+,2017,화학,0.027845732404339043,1.1600000000000001
넥센,1085451848000.0,18.36,84.49,-2.3,15.01,B이하,B,B이하,B+,2017,기타금융,-0.04481620160482297,0.945
넥센타이어,2794010132000.0,108.67,47.92,3.7,19.04,B이하,B,B이하,B+,2017,화학,0.12983492129821933,1.0899999999999999
노루페인트,591817509000.0,97.91,50.53,15.13,50.02,B이하,B,B이하,B이하,2017,화학,0.06045720645682107,0.6599999999999999
노루홀딩스,988648437000.0,71.19,58.42,11.76,55.17,B이하,D,B이하,B이하,2017,기타금융,0.03977167796967975,0.76
녹십자,1703581525000.0,53.65,65.08,7.51,24.41,B이하,B,B이하,B+,2017,의약품,0.044940037352707254,2.355
녹십자홀딩스,2560695918000.0,77.87,56.22,8.2,51.25,B이하,B,B이하,B이하,2017,서비스업,0.09858992002660584,2.81
농심,2449898373000.0,33.07,75.15,-0.39,76.05,B이하,B,B이하,B+,2017,음식료품,0.046841248322933474,1.13
농심홀딩스,1145342998000.0,32.67,75.37,-0.24,40.0,B이하,B,B이하,B이하,2017,기타금융,0.11834810062516966,1.015
다우기술,13126401794000.0,586.89,14.56,17.15,57.86,B이하,B,B+,B이하,2017,서비스업,-0.6300744238849136,1.88
대교,857097479000.0,26.61,78.98,-1.04,24.32,B+,A,B이하,B이하,2017,서비스업,0.11443706942543277,1.365
대구백화점,684071097000.0,85.8,53.82,-13.27,3.57,B이하,B+,B이하,B이하,2017,유통업,-0.16274993581378622,0.405
대림통상,229258429000.0,107.03,48.3,13.12,13.9,B이하,C,B이하,B이하,2017,기계,0.020540143244086186,0.74
대상,2252431436000.0,154.67,39.27,3.99,50.04,B이하,B,B+,B이하,2017,음식료품,0.055979936336566054,1.095
대상홀딩스,2651135199000.0,147.02,40.48,1.98,18.02,B이하,C,B이하,B이하,2017,기타금융,0.05477343885158187,1.055
대성산업,1114074439000.0,176.03,36.23,14.98,0.0,B이하,B,B이하,B이하,2017,유통업,0.01136580216346611,0.51
대성에너지,645802827000.0,115.14,46.48,3.71,25.0,B이하,B,B이하,B이하,2017,전기가스업,0.06257858039292472,0.6
대성홀딩스,1106188485000.0,112.27,47.11,1.45,25.0,B이하,B,B이하,B이하,2017,서비스업,0.07015917054758594,0.7050000000000001
대신증권,13512624121000.0,686.75,12.71,-15.43,10.27,B이하,A,B이하,B이하,2017,증권,-0.1813807476067712,0.7150000000000001
대양금속,95910308000.0,268.98,27.1,18.21,0.0,B이하,C,B이하,B+,2017,철강금속,0.13295284360942786,3.9850000000000003
대영포장,207669261000.0,60.68,62.24,16.83,0.0,B이하,C,B이하,B이하,2017,종이목재,0.005580802121197514,0.795
대우건설,8776332436000.0,285.25,25.96,5.95,0.0,A,B+,A,A,2017,건설업,0.028674864875078265,1.29
대우조선해양,11446752723000.0,282.75,26.13,-13.4,0.0,B이하,C,B이하,B+,2017,운수장비,-0.0918677734803405,0.7550000000000001
대웅,1549153182000.0,64.93,60.63,10.74,14.85,B이하,B,B이하,B이하,2017,기타금융,0.1314768183364723,1.445
대웅제약,1213524544000.0,92.15,52.04,8.64,21.38,B이하,C,B+,B이하,2017,의약품,0.10823427009998235,3.0500000000000003
대원강업,1166363520000.0,108.75,47.9,-4.46,23.0,B이하,B,B이하,B+,2017,운수장비,0.09078461823213384,0.685
대원전선,221940568000.0,176.28,36.19,19.58,0.0,B이하,C,B이하,B이하,2017,전기전자,-0.007921747363680811,1.2
대원제약,227202070000.0,35.14,74.0,10.28,51.16,B이하,B+,B+,B이하,2017,의약품,0.016066334617730795,2.54
대원화성,123462620000.0,70.54,58.64,-4.81,0.0,B이하,B,B이하,B+,2017,화학,0.04082315844942313,1.68
대유에이텍,882599885000.0,338.92,22.78,4.68,7.24,B이하,C,B이하,B이하,2017,운수장비,0.06285931628638419,1.3599999999999999
대유플러스,945974763000.0,680.17,12.82,5.44,0.0,B이하,B,B이하,B+,2017,운수장비,-0.015165019051690544,0.96
대창,563388104000.0,189.68,34.52,20.25,4.22,B이하,B,B이하,B+,2017,철강금속,0.010945896747951798,0.69
대창단조,216950066000.0,26.38,79.13,20.74,20.0,B이하,C,B이하,B+,2017,운수장비,-0.0012179802636414474,0.78
대한방직,355954577000.0,111.44,47.29,-15.05,0.0,B이하,C,B이하,B이하,2017,섬유의복,0.014841477738917029,0.575
대한유화,1970580429000.0,33.76,74.76,11.47,60.25,B이하,B,B이하,B이하,2017,화학,0.12805592766021323,1.24
대한전선,1335623183000.0,295.18,25.31,15.55,0.0,B이하,B,B이하,B+,2017,전기전자,0.020069639170974055,3.89
대한제강,753638612000.0,63.6,61.13,36.82,27.39,B이하,B,B이하,B+,2017,철강금속,0.07594083750243266,0.665
대한제당,1152870713000.0,155.18,39.19,0.81,20.75,B이하,C,B이하,B이하,2017,음식료품,0.008267240191982573,0.59
대한제분,873461795000.0,22.95,81.33,0.41,38.94,B이하,C,B이하,B이하,2017,음식료품,0.053480581715436216,0.485
대한항공,24648674122000.0,557.1,15.22,3.07,5.01,B+,B+,B+,A,2017,운수창고업,0.23211228140230797,0.895
대한해운,2586814392000.0,276.08,26.59,188.86,0.0,B이하,C,B이하,B이하,2017,운수창고업,0.13901993544509061,1.17
대한화섬,558937149000.0,19.22,83.88,5.94,13.96,B이하,B,B이하,B이하,2017,화학,0.0498015334949883,0.33
대현,246853161000.0,42.73,70.06,1.26,8.23,B이하,B,B이하,B이하,2017,섬유의복,-0.008539041414120681,0.935
대호에이엘,88319324000.0,227.88,30.5,7.37,0.0,B이하,B,B이하,B+,2017,철강금속,0.05586175792656111,1.4500000000000002
더존비즈온,273410788000.0,47.38,67.85,16.31,80.0,B이하,B,B+,B이하,2017,서비스업,0.24357347279108635,5.34
덕성,105442576000.0,61.37,61.97,-2.99,3.71,B이하,B,B이하,B이하,2017,화학,0.04748416964303109,1.325
덕양산업,429003472000.0,415.59,19.4,-0.35,0.0,B이하,B,B이하,B이하,2017,운수장비,0.03645301423585367,1.235
도화엔지니어링,328594781000.0,39.37,71.75,0.0,38.0,B이하,B+,B이하,B이하,2017,서비스업,0.028865989397424643,0.78
동국제강,6091004172000.0,156.93,38.92,20.83,1.58,B이하,C,B+,B+,2017,철강금속,0.01490603497070612,0.44000000000000006
동남합성,91684894000.0,79.15,55.82,31.86,3.12,B이하,C,B이하,B이하,2017,화학,0.06383762872430411,1.8849999999999998
동방,542475618000.0,328.28,23.35,-11.99,0.92,B이하,B,B이하,B이하,2017,운수창고업,0.03816981297754678,0.595
동방아그로,179887095000.0,38.64,72.13,3.8,42.6,B이하,B,B이하,B이하,2017,화학,0.07742619362829145,0.77
동서,1387720936000.0,11.49,89.7,8.81,138.98,B이하,B,B이하,B이하,2017,유통업,0.19933757787639406,2.5300000000000002
동성제약,124184875000.0,93.22,51.75,3.34,0.0,B이하,B,B이하,B이하,2017,의약품,0.0218336334397011,1.78
동아쏘시오홀딩스,1459445277000.0,59.63,62.64,-4.94,20.0,B이하,C,B이하,B이하,2017,기타금융,0.12235382229129062,1.335
동아에스티,899719381000.0,54.81,64.6,-0.98,9.99,B이하,B,B이하,B이하,2017,의약품,0.09230785207822251,1.355
동아지질,257634756000.0,64.9,60.64,5.12,39.3,B이하,B,B이하,B이하,2017,건설업,0.11202121002579607,0.95
동양,980377628000.0,15.12,86.87,9.82,8.65,B이하,B,B이하,B이하,2017,비금속광물,-0.01613177356165898,0.685
동양고속,211678292000.0,71.76,58.22,-8.78,13.4,B이하,C,B이하,B이하,2017,운수창고업,0.10783626224977777,0.855
동양철관,150390663000.0,183.91,35.22,13.79,0.0,B이하,C,B이하,B이하,2017,철강금속,-0.03107163992727068,1.915
동원산업,2560347466000.0,183.31,35.3,51.05,80.0,B+,B,A,B이하,2017,"농업, 임업 및 어업",0.11805532041356487,1.65
동원수산,104775645000.0,166.52,37.52,21.47,0.0,B이하,B,B이하,B이하,2017,"농업, 임업 및 어업",0.08944443327853104,1.0
동원시스템즈,1180662752000.0,140.82,41.52,-1.35,9.93,B이하,C,A,B+,2017,화학,0.03277631002806601,4.1899999999999995
동일고무벨트,271591039000.0,53.58,65.11,10.81,18.85,B이하,C,B이하,B이하,2017,화학,0.020876535080837765,0.755
동일산업,396773738000.0,15.09,86.89,24.54,30.64,B이하,B,B이하,B+,2017,철강금속,0.06390866582835576,0.525
동일제강,150176957000.0,14.37,87.43,13.55,2.0,B이하,B,B이하,B이하,2017,철강금속,0.005911050181052717,0.435
동화약품,367225133000.0,23.67,80.86,9.02,14.83,B이하,B,B+,B이하,2017,의약품,-0.06381285466090085,0.945
두산,28769021898000.0,278.37,26.43,7.16,74.48,A,A,A+,A,2017,서비스업,0.03849951079374966,1.5150000000000001
두산밥캣,6183836996000.0,80.42,55.43,-14.2,160.0,B이하,A,B이하,B이하,2017,기타금융,0.11111977698160054,1.205
두올,326289225000.0,111.54,47.27,16.6,3.9,B이하,B,B이하,B이하,2017,운수장비,0.17773955828714397,0.725
디씨엠,186199600000.0,15.55,86.55,3.95,71.53,B이하,B,B이하,B이하,2017,철강금속,0.07619923891165138,1.085
디아이,201552129000.0,52.88,65.41,38.68,16.62,B이하,B,B이하,B이하,2017,의료정밀,0.04049086777946293,1.73
디아이씨,829328476000.0,314.49,24.13,13.54,9.91,B이하,C,B이하,B이하,2017,운수장비,0.04398810887367533,1.46
디와이,739925050000.0,71.07,58.46,13.68,23.14,B이하,B,B이하,B이하,2017,기타금융,0.030410665538472086,0.85
디와이파워,255124231000.0,99.09,50.23,41.61,35.98,B이하,B,B이하,B이하,2017,기계,0.0331475844930029,1.345
락앤락,724665258000.0,13.42,88.16,-1.8,25.62,B이하,B+,B이하,B이하,2017,화학,0.0840993616882971,2.08
롯데관광개발,401786612000.0,132.97,42.92,39.53,0.0,B이하,C,B이하,B이하,2017,서비스업,0.09233315220673442,3.1799999999999997
롯데손해보험,12802169219000.0,2239.35,4.27,9.61,1.98,A,A,A,B이하,2017,보험,0.059698828949597056,0.885
롯데쇼핑,27948488049000.0,109.33,47.77,-38.43,103.93,B+,B,A+,A,2017,유통업,0.08632140229606351,0.665
롯데정밀화학,1641304451000.0,37.61,72.67,4.39,15.8,A,A,A+,A,2017,화학,0.1628567690100123,1.115
롯데케미칼,19550971101000.0,59.54,62.68,20.05,210.0,A,B+,A+,A,2017,화학,0.1971091556208464,1.28
롯데하이마트,3204628140000.0,58.19,63.21,4.06,37.0,B+,A,A+,B이하,2017,유통업,0.061409212409697315,0.715
마니커,251698380000.0,160.21,38.43,10.79,0.0,B이하,C,B이하,B이하,2017,음식료품,0.048141532180798745,1.0
메리츠금융지주,1518756543000.0,34.78,74.19,21.11,100.56,B+,A,B이하,B이하,2017,기타금융,-0.10268556556063872,1.9
명문제약,235076921000.0,131.1,43.27,-1.44,19.88,B이하,B,B이하,B이하,2017,의약품,0.05725655613483637,1.65
모나리자,82624169000.0,18.03,84.73,-3.33,19.36,B이하,C,B이하,B이하,2017,종이목재,0.06764633558082335,3.87
모나미,167851330000.0,122.65,44.91,-1.79,6.87,B이하,B,B이하,B이하,2017,유통업,0.08506442315741099,1.365
모토닉,431546721000.0,9.06,91.7,8.31,47.12,B이하,B,B이하,B이하,2017,운수장비,0.08949837434855508,0.9
무림페이퍼,1915712278000.0,196.72,33.7,-8.56,1.0,B이하,B,B이하,B+,2017,종이목재,0.11224566545600488,0.345
무학,670089159000.0,25.07,79.96,-7.28,173.08,B이하,B,B이하,B이하,2017,음식료품,0.07806437916849467,1.1949999999999998
문배철강,157705853000.0,54.96,64.53,20.09,8.86,B이하,B,B이하,B이하,2017,철강금속,-0.017468668684373304,0.675
미래산업,84456717000.0,39.33,71.77,47.91,0.0,B이하,B+,B이하,B이하,2017,의료정밀,-0.02699249396239878,3.69
미래아이앤지,68822164000.0,4.75,95.47,-21.58,0.0,B이하,C,B이하,B이하,2017,서비스업,-0.16626372835041814,1.0050000000000001
미원상사,290102776000.0,40.03,71.42,5.6,0.0,B이하,B,B이하,B이하,2017,화학,0.09590726296913225,1.27
미원홀딩스,163827190000.0,33.88,74.69,-59.14,0.0,B이하,B,B이하,B이하,2017,기타금융,-0.07614974212487795,12.64
미원화학,95655842000.0,14.79,87.11,7.98,83.9,B이하,C,B이하,B이하,2017,화학,0.09561531419096643,1.9500000000000002
백광산업,280019987000.0,115.05,46.5,7.66,0.0,B이하,B,B이하,B+,2017,화학,0.11231243492578345,0.9199999999999999
백산,191846950000.0,53.43,65.18,5.27,16.9,B이하,B,B이하,B이하,2017,화학,0.10022916769230779,1.655
범양건영,123980567000.0,186.8,34.87,25.59,0.0,B이하,B,B이하,B이하,2017,건설업,0.02536577241401663,5.2700000000000005
벽산,451649551000.0,54.76,64.62,-6.55,4.25,B이하,C,B이하,B+,2017,비금속광물,0.04076452283826646,1.16
보락,51828012000.0,19.92,83.39,-6.31,3.5,B이하,B,B이하,B이하,2017,화학,0.021095634397454165,1.1
보해양조,217823364000.0,118.7,45.72,-13.81,0.0,B이하,C,B이하,B이하,2017,음식료품,0.006704439511098592,1.26
부광약품,236229626000.0,11.8,89.45,8.75,48.31,B이하,B,B이하,B이하,2017,의약품,0.0568023471188341,5.08
부국증권,1376481944000.0,194.31,33.98,-25.66,17.83,B이하,B+,B이하,B이하,2017,증권,-0.45776914007465647,0.7
부국철강,129693768000.0,15.26,86.76,4.24,15.0,B이하,B,B이하,B이하,2017,철강금속,-0.0541815488487856,0.55
부산산업,125374530000.0,82.05,54.93,-4.2,5.0,B이하,B,B이하,B이하,2017,비금속광물,-0.0194426104381038,1.3699999999999999
부산주공,301027472000.0,350.98,22.17,6.18,0.0,B이하,B,B이하,B+,2017,운수장비,-0.001590879746211014,0.865
비상교육,256314376000.0,22.58,81.58,1.23,65.93,B이하,B,B+,B이하,2017,서비스업,0.10022764045028378,1.115
빙그레,635622607000.0,20.19,83.2,5.45,22.21,B이하,B,B+,B이하,2017,음식료품,0.04884730016803352,1.275
사조대림,680094196000.0,125.37,44.37,3.55,3.0,B이하,B,B이하,B이하,2017,음식료품,0.05249514361626584,0.79
사조동아원,489823348000.0,202.25,33.09,-4.7,0.0,B이하,B,B이하,B이하,2017,음식료품,0.0753042118736936,0.645
사조산업,1057266170000.0,127.07,44.04,16.22,3.96,B이하,C,B이하,B이하,2017,"농업, 임업 및 어업",0.08137610416707589,1.4849999999999999
사조씨푸드,359361765000.0,71.52,58.3,16.95,7.0,B이하,B+,B이하,B이하,2017,음식료품,-0.005907746499809141,0.575
사조오양,302399963000.0,103.38,49.17,11.14,2.4,B이하,B,B이하,B이하,2017,음식료품,0.08375342943795078,0.905
삼성SDI,15751476330000.0,37.54,72.7,21.55,18.77,B+,B,A+,A,2017,전기전자,-0.03956528143698874,1.185
삼성공조,263085152000.0,26.36,79.14,8.36,19.74,B이하,B,B이하,B이하,2017,운수장비,0.16418090203628133,0.52
삼성물산,49048902937000.0,95.02,51.28,4.19,1724.56,A,A,A+,A,2017,유통업,0.044825106036778015,1.205
삼성바이오로직스,7183091163000.0,80.64,55.36,57.7,0.0,B+,B+,B+,B+,2017,의약품,0.32244268072837606,4.715
삼성에스디에스,7277760880000.0,27.25,78.59,13.68,399.86,B+,B+,B+,B+,2017,서비스업,0.0897761786682752,2.98
삼성엔지니어링,5072834607000.0,419.71,19.24,-21.35,0.0,A,B+,A+,A,2017,서비스업,-0.024311608300474352,3.3
삼성전기,7767403543000.0,79.32,55.76,13.35,14.64,A+,A,A+,A+,2017,전기전자,0.10494791528664542,1.795
삼성전자,301752090000000.0,40.68,71.08,18.68,326.4,B+,B,A,A,2017,전기전자,0.2594675714919884,2.4450000000000003
삼성제약,154194193000.0,64.27,60.88,-13.07,0.0,B이하,C,B이하,B이하,2017,의약품,0.12291179070040224,2.12
삼성중공업,13818113112000.0,138.35,41.96,-24.13,0.0,B+,B+,B이하,B+,2017,운수장비,0.06835229383829167,0.73
삼성증권,36168570564000.0,726.47,12.1,1.43,19.48,B+,A,B+,B이하,2017,증권,-0.17591599585762363,0.76
삼성출판사,184611016000.0,58.29,63.17,8.13,30.0,B이하,B,B이하,B이하,2017,서비스업,0.033218829946752806,1.575
삼성카드,23035449785000.0,233.27,30.01,6.6,26.74,B+,A,B이하,B이하,2017,기타금융,-0.2609356500689128,0.6950000000000001
삼아알미늄,191185393000.0,83.37,54.53,5.87,11.0,B이하,B,B이하,B+,2017,철강금속,0.025979944865771067,0.41000000000000003
삼양사,2128238456000.0,72.11,58.1,2.01,23.52,B이하,B,B+,B이하,2017,음식료품,-0.02454848459471094,1.02
삼양식품,398177947000.0,96.04,51.01,27.6,5.0,B이하,B,B+,B이하,2017,음식료품,0.09505321633048626,2.7199999999999998
삼양통상,310769522000.0,14.43,87.39,-12.86,15.0,B이하,B,B이하,B이하,2017,기타제조업,0.19165384729423576,0.5549999999999999
삼양홀딩스,3261056035000.0,68.97,59.18,3.67,34.9,B이하,B,B이하,B이하,2017,기타금융,-0.009130711998248409,0.7350000000000001
삼영무역,362615324000.0,17.11,85.39,15.83,54.67,B이하,B,B이하,B이하,2017,유통업,0.004846773576387884,1.275
삼원강재,245605264000.0,25.98,79.38,2.9,23.0,B이하,B,B이하,B+,2017,운수장비,0.10771638130420678,0.7450000000000001
삼익악기,599793052000.0,190.29,34.45,25.77,9.45,B이하,B,B이하,B이하,2017,기타제조업,0.01991419134415722,1.165
삼일제약,135477089000.0,164.77,37.77,-4.88,13.92,B이하,B,B이하,B이하,2017,의약품,0.04119493710275499,1.005
삼정펄프,206420528000.0,12.55,88.85,-5.7,20.0,B이하,B,B이하,B이하,2017,종이목재,0.05098219809603195,0.625
삼진제약,241847412000.0,25.01,80.0,2.49,70.81,B이하,B,B이하,B이하,2017,의약품,0.15200954428017543,2.675
삼천리,3704259229000.0,173.21,36.6,7.57,52.73,B+,B,B+,B+,2017,전기가스업,0.030393123525746666,0.37
삼호개발,256370728000.0,52.89,65.4,-3.18,31.57,B이하,B,B이하,B이하,2017,건설업,0.0205228496108786,0.665
삼화왕관,166186371000.0,23.81,80.77,3.2,14.58,B이하,B,B이하,B이하,2017,기계,0.08041607538180932,0.9
삼화전기,134101754000.0,162.26,38.13,3.73,7.0,B이하,B,B이하,B이하,2017,전기전자,0.06604100812168608,2.31
상신브레이크,398021129000.0,132.16,43.07,1.31,30.66,B이하,B,B이하,B이하,2017,운수장비,0.0774896829693283,1.0
새론오토모티브,266613285000.0,21.39,82.38,-7.12,30.0,B이하,C,B이하,B+,2017,운수장비,0.047436881771354675,0.86
샘표,311564694000.0,43.71,69.58,1252.93,15.42,B이하,C,B이하,B이하,2017,기타금융,0.11947350534808264,0.745
샘표식품,195983014000.0,70.34,58.71,103.36,39.99,B이하,C,B이하,B이하,2017,음식료품,0.12197404857084279,1.4849999999999999
서연,2767655964000.0,176.77,36.13,-8.63,18.49,B이하,D,B이하,B이하,2017,기타금융,0.0655552615364185,0.6699999999999999
서연이화,1764809873000.0,162.36,38.11,-16.46,29.99,B+,B+,B+,B이하,2017,운수장비,0.07017231081207559,0.855
서원,212303072000.0,127.84,43.89,3.8,0.0,B이하,B,B이하,B+,2017,철강금속,0.024606524908039013,0.9950000000000001
서흥,595288907000.0,97.88,50.54,2.83,56.34,B이하,B,B이하,B이하,2017,화학,0.1305369438315286,1.89
선도전기,158151937000.0,75.41,57.01,15.37,3.97,B이하,B,B이하,B이하,2017,전기전자,0.033754359254069485,0.895
선진,686844124000.0,105.14,48.75,26.55,0.0,B이하,B+,B이하,B이하,2017,음식료품,0.07908274321004481,1.27
성문전자,42991994000.0,46.72,68.16,1.45,0.03,B이하,B,B이하,B이하,2017,전기전자,0.05126066479345182,3.66
성보화학,185623186000.0,15.0,86.96,0.62,114.4,B이하,C,B이하,B이하,2017,화학,0.07964700804499883,0.84
성신양회,1023425233000.0,173.77,36.53,-5.74,0.0,B이하,C,B이하,B+,2017,비금속광물,0.10002502579544195,0.475
성안,293390451000.0,172.23,36.73,3.78,0.0,B이하,C,B이하,B이하,2017,섬유의복,-0.0634293333747426,0.475
성창기업지주,654109414000.0,30.31,76.74,-1.7,0.0,B이하,C,B이하,B이하,2017,서비스업,0.03743952071361134,0.725
세기상사,43038864000.0,81.76,55.02,2.99,0.0,B이하,B,B이하,B이하,2017,서비스업,-0.07313088353517803,1.6549999999999998
세방,953823780000.0,22.82,81.42,2.64,34.87,B이하,B,B이하,B이하,2017,운수창고업,0.04399636325710932,0.5900000000000001
세방전지,1145352882000.0,28.67,77.72,15.76,78.53,B이하,C,B이하,B+,2017,전기전자,0.0749009540841468,0.585
세아특수강,527347713000.0,64.13,60.93,9.13,14.74,B이하,B,B이하,B+,2017,철강금속,0.003939818530899259,0.625
세아홀딩스,5254771565000.0,72.51,57.97,18.84,39.99,B이하,C,B이하,B이하,2017,기타금융,0.05521137860489334,0.675
세우글로벌,40346907000.0,25.13,79.91,-14.08,0.0,B이하,B,B이하,B이하,2017,유통업,-0.03957820392568148,1.94
세종공업,900553568000.0,136.46,42.29,-10.26,19.18,B이하,C,B이하,B+,2017,운수장비,-0.01237444323854132,0.58
세진중공업,348994473000.0,122.27,44.99,-41.09,5.24,B이하,B+,B+,B이하,2017,운수장비,0.09584698576144059,0.895
