,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
대구백화점,497635407000.0,25.85,79.46,-2.94,6.67,B이하,B,B+,B이하,2012,유통업,0.02082010530804837,0.39
대림통상,254351458000.0,83.46,54.51,-6.08,7.86,B이하,B,B이하,B이하,2012,기계,0.014683825341642129,0.505
대상,1621341813000.0,158.92,38.62,14.6,15.04,B이하,C,B+,B이하,2012,음식료품,0.059079198015544544,1.425
대상홀딩스,603349879000.0,37.05,72.97,16.47,12.02,B이하,B,B이하,B이하,2012,서비스업,0.5153850181567767,0.5449999999999999
대성산업,2652193606000.0,332.32,23.13,7.34,0.0,B이하,B,B이하,B이하,2012,유통업,-0.35383570373549633,0.24000000000000002
대성에너지,644594045000.0,140.09,41.65,11.59,25.0,B이하,B,B이하,B이하,2012,전기가스업,0.03589500016976409,0.655
대성홀딩스,1057796637000.0,122.71,44.9,10.62,25.0,B이하,B,B이하,B이하,2012,서비스업,0.038501945095745636,0.5599999999999999
대신증권,9870190020000.0,468.68,17.58,2.35,11.85,B+,A,B이하,B이하,2012,증권,-0.2281864743559541,0.65
대양금속,105457033000.0,506.18,16.5,-28.15,0.0,B이하,C,B이하,B이하,2012,철강금속,0.10296252118616439,2.32
대영포장,198105801000.0,76.96,56.51,2.44,0.0,B이하,C,B이하,B이하,2012,종이목재,0.09416284185734121,0.76
대우건설,9859319181000.0,189.05,34.6,17.15,0.0,B이하,B+,B이하,B이하,2012,건설업,-0.1389696905433237,1.255
대우조선해양,15511304729000.0,301.23,24.92,-2.31,0.0,B+,B+,B이하,B+,2012,운수장비,-0.07354462438186878,1.465
대웅,509221588000.0,30.1,76.86,9.01,15.94,B이하,B,B이하,B이하,2012,서비스업,0.21648985445286045,0.78
대웅제약,482344106000.0,24.77,80.15,-5.85,28.41,B+,B,B+,B+,2012,의약품,0.0672988027737836,1.155
대원강업,988715803000.0,118.26,45.82,0.4,22.0,B이하,B,B이하,B이하,2012,운수장비,0.03229930513914859,1.345
대원전선,215527769000.0,201.38,33.18,0.0,0.0,C,B,C,B이하,2012,전기전자,-0.08073652961998615,1.02
대원제약,147125433000.0,30.29,76.75,-0.51,9.89,B이하,B,B+,B이하,2012,의약품,0.10007823420488894,1.125
대원화성,109600307000.0,207.7,32.5,0.3,0.0,B이하,B,B이하,B+,2012,화학,-0.041972817855070704,0.855
대유에이텍,385720682000.0,292.27,25.49,7.67,6.0,B이하,C,B이하,B이하,2012,운수장비,0.0886718877592748,2.225
대창,477036779000.0,152.01,39.68,-10.05,5.34,B이하,B,B이하,B+,2012,철강금속,0.040381434914870416,0.6950000000000001
대창단조,143955197000.0,38.32,72.29,-15.22,20.0,B이하,C,B이하,B이하,2012,운수장비,0.11197349994769044,1.025
대한방직,241130687000.0,243.08,29.15,-5.69,0.0,B이하,B,B이하,B이하,2012,섬유의복,0.029809047518764654,0.325
대한유화,1278129428000.0,71.39,58.35,2.88,0.0,B이하,B,B이하,B+,2012,화학,0.004845053499333798,0.7250000000000001
대한전선,2880338773000.0,1431.39,6.53,-18.69,0.0,B이하,B,B이하,B+,2012,전기전자,-0.021914734852309943,2.47
대한제강,778837588000.0,113.85,46.76,15.89,18.42,B+,B,B+,B+,2012,철강금속,0.003465791568389307,0.8099999999999999
대한제당,1620715653000.0,273.27,26.79,5.48,22.47,B이하,B,B이하,B이하,2012,음식료품,0.007553752326291223,0.47
대한제분,899689781000.0,49.08,67.08,18.4,48.6,B이하,B,B이하,B이하,2012,음식료품,0.024630323190095966,0.41500000000000004
대한항공,22973401146000.0,690.99,12.64,3.67,0.0,A,B,A,A+,2012,운수창고업,0.18125458472416958,1.7850000000000001
대한화섬,477260397000.0,31.79,75.88,47.07,12.69,B이하,C,B이하,B이하,2012,화학,0.05552845654004343,0.28
대현,198840460000.0,98.99,50.25,10.54,2.63,B이하,B,B이하,B이하,2012,섬유의복,0.037767500300564985,0.665
대호에이엘,143805043000.0,349.32,22.26,-15.79,0.0,B이하,C,B이하,B+,2012,철강금속,0.035167760213306365,1.695
더존비즈온,192276834000.0,134.02,42.73,8.0,36.7,C,C,B이하,C,2012,서비스업,0.15537146569607752,4.234999999999999
덕성,99879068000.0,70.6,58.62,0.59,8.24,B이하,B,B이하,B이하,2012,화학,0.05860404768279122,0.8
덕양산업,232283632000.0,324.38,23.56,11.25,12.48,B이하,B,B이하,B이하,2012,운수장비,0.01077456627408134,1.085
도화엔지니어링,346747778000.0,60.11,62.46,0.22,30.0,B이하,B+,B이하,B이하,2012,서비스업,-0.10024287611443491,0.9199999999999999
동국제강,9320675934000.0,228.81,30.41,-10.98,7.19,B+,B+,B이하,B+,2012,철강금속,0.054396383206943934,0.475
동남합성,54686376000.0,14.38,87.43,3.65,0.0,B이하,C,B이하,B이하,2012,화학,0.07048744957450749,1.615
동방,705078326000.0,361.36,21.68,5.79,2.38,B이하,C,B이하,B이하,2012,운수창고업,-0.01623134459560396,0.86
동방아그로,152438378000.0,33.67,74.81,0.0,32.88,B이하,B,B이하,B이하,2012,화학,0.014686001051827649,0.86
동부건설,2918605739000.0,472.79,17.46,5.77,0.0,B이하,B+,B이하,B이하,2012,건설업,0.017999043338960585,0.31
동성제약,133633670000.0,112.51,47.06,7.83,2.51,B이하,B,B이하,B이하,2012,의약품,0.03315884541048517,1.255
동아지질,226247530000.0,69.31,59.06,11.63,34.39,B이하,B,B이하,B이하,2012,건설업,0.12328186816704348,0.94
동양,3401374248000.0,1349.75,6.9,14.58,0.0,B이하,B,B이하,B이하,2012,비금속광물,-0.001859300541857685,1.23
동양고속,209135730000.0,86.95,53.49,-43.16,25.0,B이하,B,B이하,B이하,2012,운수창고업,0.12409621970672155,0.525
동양철관,212256262000.0,96.22,50.96,13.41,0.0,B이하,C,B이하,B이하,2012,철강금속,-0.02083086085258998,1.7349999999999999
동원산업,1380697561000.0,137.36,42.13,16.31,60.0,B이하,B,B이하,B이하,2012,"농업, 임업 및 어업",0.14818608590375154,1.51
동원수산,108844409000.0,140.62,41.56,0.0,5.0,B이하,B,B이하,B이하,2012,"농업, 임업 및 어업",-0.12964565764727007,1.335
동원시스템즈,417873004000.0,368.15,21.36,-10.24,0.0,B이하,C,B이하,B이하,2012,전기전자,-0.047392929868256994,1.565
동일산업,361877520000.0,17.14,85.37,-14.17,24.08,C,B,C,B+,2012,철강금속,0.08122222633694874,0.45
동화약품,324284672000.0,42.86,70.0,-4.77,8.0,B이하,B+,B이하,B이하,2012,의약품,0.1129360901939736,0.685
두산,5950670747000.0,85.78,53.83,-4.95,48.0,A+,A+,A+,A+,2012,서비스업,-0.020671076694701366,2.235
디씨엠,195844414000.0,36.99,73.0,-9.49,96.98,B이하,B,B이하,B이하,2012,철강금속,-0.012860493378290767,0.9650000000000001
디아이,188020556000.0,74.94,57.16,7.94,0.0,B이하,C,B이하,B이하,2012,의료정밀,-0.027628392688138,2.21
디아이씨,546804337000.0,235.24,29.83,-2.75,10.0,B이하,B,B이하,B이하,2012,운수장비,0.009212118584196606,0.8899999999999999
락앤락,757905434000.0,29.56,77.18,6.79,15.83,B이하,B+,B이하,B이하,2012,화학,0.1626079859782702,3.1799999999999997
롯데관광개발,142825011000.0,1557.66,6.03,-1.06,0.0,B이하,B,B이하,B이하,2012,서비스업,-0.06365036961224033,30.770000000000003
롯데손해보험,3467415339000.0,1535.69,6.11,9.38,0.0,B+,A,A,B이하,2012,보험,0.05959686819701802,1.38
롯데쇼핑,36857044868000.0,134.48,42.65,12.54,30.0,A,A,A+,A,2012,유통업,0.036095916732793554,0.705
마니커,291897548000.0,259.88,27.79,-2.91,0.0,B이하,C,B이하,B이하,2012,음식료품,-0.03702965384527641,0.66
명문제약,188337123000.0,158.46,38.69,-19.97,0.0,B이하,B,B이하,B이하,2012,의약품,0.027657564302255775,1.22
모나리자,63959812000.0,30.97,76.36,8.91,0.0,B이하,C,B이하,B이하,2012,종이목재,0.06218189807191214,3.5
모나미,197773862000.0,225.77,30.7,-6.88,5.0,B이하,B,B이하,B이하,2012,유통업,0.059880263016807114,1.535
모토닉,450624651000.0,20.3,83.13,-6.91,34.46,B이하,B,B이하,B이하,2012,운수장비,0.11020252482795356,1.0050000000000001
무림페이퍼,2224876903000.0,250.54,28.53,4.95,0.0,B이하,B,B이하,B+,2012,종이목재,0.07460455891321312,0.375
무학,376640770000.0,27.89,78.19,0.0,26.31,B이하,B,B이하,B이하,2012,음식료품,0.15576189913264432,1.11
문배철강,125759332000.0,54.43,64.75,11.03,9.47,B이하,B,B이하,B이하,2012,철강금속,0.05689093977068825,0.515
미래산업,96187992000.0,152.97,39.53,0.0,0.0,B이하,B+,B이하,B이하,2012,의료정밀,0.0515152253719665,14.15
미래에셋증권,22233148000000.0,461.28,17.82,-16.22,3.15,B이하,B+,B+,B이하,2012,증권,0.027848948215978657,1.46
미원상사,181453952000.0,73.63,57.59,30.57,0.0,B이하,B,B이하,B이하,2012,화학,0.17084755292614334,1.02
백광산업,485691345000.0,139.4,41.77,8.21,7.74,B이하,B,B이하,B+,2012,화학,0.029760293536520932,3.9050000000000002
백산,158972213000.0,75.08,57.12,4.08,10.11,B이하,B,B이하,B이하,2012,화학,0.06553445351459497,0.98
벽산,322986331000.0,90.14,52.59,-5.33,5.43,B이하,C,B이하,B+,2012,비금속광물,0.0634912245054064,6.0600000000000005
보락,49422088000.0,28.3,77.94,24.24,4.0,B이하,B,B이하,B+,2012,화학,0.12083582655322411,1.01
보해양조,235749476000.0,399.89,20.0,-7.16,0.0,B이하,C,B이하,B+,2012,음식료품,-0.001439388337229339,5.984999999999999
부광약품,247919262000.0,26.34,79.15,0.0,99.48,B이하,B+,B이하,B이하,2012,의약품,0.3355333047804807,2.38
부국증권,734336354000.0,86.54,53.61,-9.19,15.51,C,B,B이하,C,2012,증권,0.04417582511147384,0.64
부국철강,140117868000.0,34.03,74.61,6.87,15.0,B이하,B,B이하,B이하,2012,철강금속,0.09089765153094004,0.405
부산산업,103165018000.0,169.01,37.17,-20.7,0.0,B이하,B,B이하,B이하,2012,비금속광물,0.042336946503434475,0.855
부산주공,221794773000.0,350.03,22.22,10.72,7.22,B이하,B,B이하,B이하,2012,운수장비,-0.02166220868228175,0.5499999999999999
비상교육,212784851000.0,53.54,65.13,3.72,21.29,C,B,B이하,C,2012,서비스업,0.12942207283002452,1.305
빙그레,545632463000.0,24.43,80.37,0.0,24.88,B이하,B,B+,B이하,2012,음식료품,0.08438056841897772,2.215
사조대림,362275910000.0,153.03,39.52,8.47,0.0,B이하,B,B이하,B이하,2012,음식료품,0.010667885191836689,0.705
사조산업,1225738588000.0,207.86,32.48,6.57,0.0,B이하,C,B이하,B이하,2012,"농업, 임업 및 어업",0.010134887731343797,1.34
사조오양,174208895000.0,141.95,41.33,-7.38,0.0,B이하,B,B이하,B이하,2012,"농업, 임업 및 어업",0.037150088518224746,0.7849999999999999
삼부토건,1566956044000.0,2141.88,4.46,-15.68,0.0,B이하,C,B이하,B이하,2012,건설업,0.039848296126166596,0.52
삼성SDI,10895087292000.0,44.03,69.43,6.01,28.0,A,B+,A,A+,2012,전기전자,0.05705525841996413,0.915
삼성공조,249081130000.0,50.52,66.44,-15.48,11.84,B이하,B,B이하,B이하,2012,운수장비,0.011084510365778523,0.42
삼성엔지니어링,5673553365000.0,226.06,30.67,23.04,55.44,B+,B+,B+,B이하,2012,서비스업,-0.01738791219682716,5.05
삼성전기,6891464351000.0,73.78,57.54,31.18,20.02,A+,A,A+,A+,2012,전기전자,0.08023097078967698,2.03
삼성전자,181071570000000.0,49.05,67.09,21.88,126.04,A,A,A,A,2012,전기전자,0.11469512484591711,2.1149999999999998
삼성제약,103018449000.0,196.77,33.7,7.28,0.0,C,B,C,B이하,2012,의약품,-0.235304512497066,-6.285
삼성중공업,16634966576000.0,214.88,31.76,8.2,9.39,B+,B,A+,B+,2012,운수장비,-0.08785256646261294,1.5899999999999999
삼성증권,15469036785000.0,376.76,20.98,-1.32,13.21,A,A,A+,B+,2012,증권,-0.2448319979789413,1.685
삼성출판사,86525481000.0,17.75,84.92,0.99,19.8,C,B,B이하,C,2012,서비스업,0.11582685347561707,0.9650000000000001
삼성카드,16287776142000.0,172.58,36.69,18.66,13.14,B이하,B+,B+,B이하,2012,기타금융,-0.23015601174224623,0.7949999999999999
삼아알미늄,173452507000.0,58.43,63.12,-5.06,15.0,B이하,B,B이하,B이하,2012,철강금속,0.11907682828732764,0.3
삼양사,826949798000.0,101.64,49.59,0.0,9.52,B이하,B,B+,B이하,2012,음식료품,0.0011356736719449801,0.56
삼양식품,290495086000.0,80.26,55.48,9.08,0.0,B이하,C,B이하,B이하,2012,음식료품,0.011222185236341985,1.615
삼양통상,258563880000.0,21.43,82.35,0.0,15.0,B이하,B,B이하,B이하,2012,기타제조업,0.06273987067074922,0.39
삼양홀딩스,2748398512000.0,65.27,60.51,57.86,26.75,B이하,B,B이하,B+,2012,서비스업,0.0017895087062862957,0.565
삼영무역,250227922000.0,20.86,82.74,0.0,24.32,B이하,B,B이하,B이하,2012,유통업,0.025975872918430773,0.795
삼원강재,205818260000.0,37.1,72.94,0.71,22.0,B이하,C,B이하,B이하,2012,운수장비,0.03977653215179695,1.405
삼익악기,322968331000.0,124.3,44.58,-5.54,0.0,B이하,B,B이하,B이하,2012,기타제조업,0.06704374561619064,0.845
삼일제약,110995906000.0,76.54,56.65,-3.21,14.22,B이하,B,B이하,B이하,2012,의약품,0.07822173356054483,0.46
삼정펄프,167662404000.0,18.05,84.71,-1.65,16.0,B이하,B,B이하,B이하,2012,종이목재,0.14168811373145312,0.605
삼진제약,204185915000.0,81.11,55.21,-7.96,27.42,B이하,B,B이하,B이하,2012,의약품,0.18272009123430388,1.38
삼천리,2775289821000.0,138.47,41.93,15.24,52.73,B+,B+,B+,B이하,2012,전기가스업,0.11077082725885032,0.41000000000000003
삼호개발,207299680000.0,73.48,57.64,0.0,17.1,B이하,B,B이하,B이하,2012,건설업,0.07105500817505911,0.525
삼화왕관,126023933000.0,23.33,81.08,2.03,12.95,B이하,C,B이하,B이하,2012,기계,0.10314220444720297,0.45499999999999996
삼화전기,143183963000.0,269.33,27.08,3.32,5.0,B이하,C,B이하,B이하,2012,전기전자,-0.021314369608255373,0.8899999999999999
상신브레이크,233901216000.0,177.43,36.04,11.82,23.44,B이하,B,B이하,B이하,2012,운수장비,0.05641997633670803,1.2550000000000001
새론오토모티브,180692123000.0,32.59,75.42,8.12,35.46,B이하,B,B이하,B+,2012,운수장비,0.10985199371755282,0.7949999999999999
서원,456603539000.0,212.31,32.02,11.34,9.75,B이하,B,B이하,B이하,2012,철강금속,-0.0390502157739364,0.975
선도전기,98958167000.0,33.98,74.64,0.0,1.99,B이하,C,B이하,B이하,2012,전기전자,-0.10958526013967683,0.845
성문전자,43168506000.0,28.82,77.63,-26.79,1.0,B이하,C,B이하,B이하,2012,전기전자,0.08508573069791678,1.115
성보화학,101598444000.0,16.06,86.16,9.99,20.0,B이하,B,B이하,B이하,2012,화학,0.05106883502502991,0.5800000000000001
성신양회,1122491013000.0,241.43,29.29,12.49,0.0,B이하,B,B이하,B+,2012,비금속광물,0.020911399131971656,0.245
성안,298232459000.0,184.71,35.12,-4.6,0.0,B이하,C,B이하,B이하,2012,섬유의복,0.047603807415562985,1.03
성창기업지주,328454337000.0,27.62,78.36,8.55,0.0,B이하,B,B이하,B이하,2012,서비스업,0.029892694003269098,1.405
세기상사,51562689000.0,69.73,58.92,1.24,0.0,C,C,B이하,C,2012,서비스업,-0.017438483898432677,0.44
세방,903191339000.0,47.63,67.74,-6.1,35.27,B이하,B,B이하,B이하,2012,운수창고업,0.03822021737985647,0.735
세방전지,772556142000.0,31.94,75.79,-11.27,70.0,B+,B+,B+,B+,2012,전기전자,0.17233794413549072,1.13
세아특수강,484959468000.0,124.12,44.62,2.95,11.72,B이하,B,B이하,B이하,2012,철강금속,0.02300555607712405,1.08
세아홀딩스,4008794418000.0,83.41,54.52,-9.78,30.82,B이하,B,B이하,B이하,2012,서비스업,0.04800446193875973,0.52
세우글로벌,32499611000.0,11.05,90.05,0.0,0.0,B이하,C,B이하,B이하,2012,유통업,0.01832415099745604,1.035
세종공업,669607298000.0,116.75,46.14,8.53,25.81,B이하,B,B이하,B+,2012,운수장비,0.08275649180462924,1.035
세하,240582996000.0,184.74,35.12,-8.83,0.0,B이하,B,B이하,B이하,2012,종이목재,0.003878250816201493,0.645
송원산업,862123000000.0,200.69,33.26,8.06,16.0,B이하,B,B이하,B+,2012,화학,0.08663301144581592,0.865
수산중공업,131388961000.0,63.4,61.2,9.57,4.71,B이하,C,B이하,B이하,2012,기계,0.05408038327914056,1.255
신대양제지,403588349000.0,57.38,63.54,-8.46,9.94,B이하,C,B이하,B이하,2012,종이목재,0.2081992664456362,0.32999999999999996
신도리코,969970671000.0,13.57,88.05,1.11,48.77,B이하,B,B이하,B+,2012,전기전자,0.10963302267324514,0.7849999999999999
신라교역,509905304000.0,28.32,77.93,36.33,50.0,B이하,B,B이하,B이하,2012,"농업, 임업 및 어업",0.10887867715789705,0.85
신성이엔지,320699428000.0,377.39,20.95,-19.64,0.0,B이하,C,B이하,B이하,2012,기계,-0.016176639342990216,1.8
신세계,6968481558000.0,124.74,44.5,5.09,19.98,B+,B+,B+,B이하,2012,유통업,0.08400765765195344,1.125
신세계건설,581158877000.0,262.91,27.56,10.14,5.73,B이하,C,B이하,B이하,2012,건설업,-0.10118776517214988,0.33999999999999997
신세계인터내셔날,621283475000.0,51.91,65.83,0.0,12.0,B이하,B,B이하,B이하,2012,유통업,0.07817470848344628,1.7200000000000002
신세계푸드,264221547000.0,30.12,76.85,3.28,15.0,B이하,C,B+,B이하,2012,서비스업,0.03814582376795507,1.655
신영와코루,295673751000.0,13.25,88.3,6.99,30.0,B이하,B,B이하,B이하,2012,섬유의복,0.052359448779753244,0.33999999999999997
신원,430183486000.0,135.46,42.47,7.97,0.0,B이하,B,B이하,B이하,2012,섬유의복,-0.0396067190907783,0.5
신풍제약,379679609000.0,101.18,49.71,-3.71,14.19,B이하,C,B이하,B이하,2012,의약품,0.13276065610890622,1.5250000000000001
신흥,141018610000.0,82.47,54.8,0.0,8.45,B이하,B,B이하,B이하,2012,유통업,-0.001768911264918539,1.02
쌍방울,120929435000.0,58.37,63.14,-0.05,0.0,B이하,C,B이하,B이하,2012,섬유의복,0.012414598721279934,1.38
써니전자,33690475000.0,81.97,54.95,-2.08,0.0,B이하,C,B이하,B이하,2012,전기전자,-0.0061296653313959604,5.885000000000001
아남전자,120449652000.0,78.61,55.99,-2.62,0.0,B이하,C,B이하,B이하,2012,전기전자,0.07627725881647457,0.94
아모레퍼시픽,3026192700000.0,29.12,77.45,11.54,130.08,A,B+,A+,A,2012,화학,0.09671327595878636,3.475
아세아제지,472881025000.0,88.22,53.13,-4.5,11.6,B이하,C,B이하,B이하,2012,종이목재,0.10028122141454031,0.325
아시아나항공,6086361853000.0,505.67,16.51,4.96,0.0,B+,B,B+,A,2012,운수창고업,0.05871248090594135,1.505
아이마켓코리아,683328318000.0,116.21,46.25,0.0,49.45,B이하,B,B이하,B이하,2012,유통업,-0.018127664101227802,2.79
아이에스동서,1103203088000.0,178.92,35.85,37.9,0.0,B이하,C,B이하,B이하,2012,비금속광물,0.01688015928156328,0.8899999999999999
에넥스,93219208000.0,174.37,36.45,4.14,0.0,B이하,B,B이하,B이하,2012,기타제조업,-0.003919669819251561,1.125
에스엘,1125387757000.0,83.08,54.62,0.0,30.0,B이하,B,B+,B이하,2012,운수장비,0.0574049097664591,1.2650000000000001
에스원,1080945262000.0,34.27,74.47,6.86,222.35,B이하,B,B+,B이하,2012,서비스업,0.11601811861746222,3.6
에쓰씨엔지니어링,385510001000.0,220.72,31.18,3.05,10.0,B이하,C,B이하,B이하,2012,서비스업,-0.07732850090250029,0.585
에이블씨엔씨,235227820000.0,54.38,64.78,36.95,107.42,B이하,B,B이하,B이하,2012,화학,0.07944185041963382,4.585
에이엔피,272978097000.0,270.29,27.01,7.35,0.0,B이하,C,B이하,B이하,2012,전기전자,0.017895677394532305,1.065
엔씨소프트,1316825985000.0,29.03,77.5,23.76,109.2,B+,A,B이하,B이하,2012,서비스업,0.279543847186352,5.145
엔케이,414667374000.0,170.39,36.98,-7.19,0.0,B이하,B,B이하,B이하,2012,기계,0.05307783487976224,1.035
영보화학,150657195000.0,67.94,59.55,5.42,9.75,B이하,C,B이하,B이하,2012,화학,0.057278779198926204,1.12
영원무역,998520921000.0,46.72,68.16,6.96,40.0,B이하,B,B이하,B이하,2012,유통업,0.1685835757590143,2.315
영원무역홀딩스,1396211344000.0,45.61,68.68,3.07,85.11,B이하,B,B이하,B이하,2012,서비스업,0.014279144283934465,2.06
영진약품,161950874000.0,77.83,56.23,22.82,0.0,B이하,B,B이하,B이하,2012,의약품,0.01727952391051098,4.13
영풍,2896479068000.0,32.79,75.31,15.12,140.07,B이하,C,B이하,B+,2012,철강금속,0.20628209410132536,1.335
영풍제지,121187862000.0,19.27,83.84,-1.93,33.27,B이하,B,B이하,B이하,2012,종이목재,0.19376376566111544,0.33999999999999997
