종목명,ESG 통합등급,2011_E,2011_S,2011_G,평가연도,업종명
금강공업,B이하,B,B이하,C,2011,철강금속
금비,C,C,C,C,2011,비금속광물
금양,C,B,C,C,2011,화학
금호산업,B+,C,B+,B이하,2011,건설업
금호전기,B이하,B,B이하,B이하,2011,전기전자
기신정기,B이하,B+,B이하,C,2011,기계
기업은행,B+,B+,B+,C,2011,은행
깨끗한나라,B이하,B,B이하,B+,2011,종이목재
남광토건,B이하,C,B이하,B이하,2011,건설업
남선알미늄,C,C,C,B이하,2011,철강금속
남성,C,C,C,C,2011,유통업
남양유업,C,B,C,C,2011,음식료품
남영비비안,B이하,B,B이하,C,2011,섬유의복
남해화학,B이하,B,B이하,B이하,2011,화학
넥센,B이하,B,B이하,C,2011,화학
넥센타이어,B이하,C,B이하,B이하,2011,화학
노루페인트,B이하,B,B이하,B이하,2011,화학
노루홀딩스,C,B,C,C,2011,서비스업
녹십자,B이하,B,B이하,B이하,2011,의약품
녹십자홀딩스,B이하,B,B이하,C,2011,서비스업
농심,B이하,B,B이하,B이하,2011,음식료품
농심홀딩스,B이하,B,B이하,C,2011,서비스업
다우기술,B이하,C,B이하,C,2011,서비스업
다함이텍,C,B,C,C,2011,서비스업
대교,B이하,A,B이하,C,2011,서비스업
대구백화점,B이하,B+,B이하,B이하,2011,유통업
대덕GDS,B이하,B,B이하,A,2011,전기전자
대덕전자,B이하,B,B이하,B이하,2011,전기전자
대동공업,B이하,B,B이하,B이하,2011,기계
대동전자,C,C,C,C,2011,전기전자
대림산업,A,B+,A,A,2011,건설업
대림통상,B이하,C,B이하,B이하,2011,기계
대상,B이하,B,B이하,B이하,2011,음식료품
대상홀딩스,C,B,C,C,2011,서비스업
대성합동지주,B이하,B,B이하,B이하,2011,서비스업
대성홀딩스,C,B,C,C,2011,서비스업
대신증권,B이하,A,B이하,C,2011,증권
대양금속,C,C,C,C,2011,철강금속
대영포장,B이하,C,B이하,B이하,2011,종이목재
대우건설,B이하,B,B이하,B이하,2011,건설업
대우부품,B이하,C,B이하,C,2011,전기전자
대우조선해양,B+,B+,B+,A,2011,운수장비
대웅,B이하,B,B이하,C,2011,서비스업
대웅제약,B+,B,B이하,C,2011,의약품
대원강업,B이하,C,B이하,B이하,2011,운수장비
대원전선,C,C,C,B이하,2011,전기전자
대원제약,B이하,B+,B이하,C,2011,의약품
대원화성,C,B,C,B이하,2011,화학
대유에이텍,B이하,C,B이하,B이하,2011,운수장비
대창,B이하,C,B이하,B이하,2011,철강금속
대창단조,C,C,C,B이하,2011,운수장비
대한방직,C,B,C,C,2011,섬유의복
대한유화,B이하,B,B이하,B이하,2011,화학
대한전선,C,B,C,B이하,2011,전기전자
대한제강,B+,B,B이하,B이하,2011,철강금속
대한제당,B이하,B,B이하,C,2011,음식료품
대한제분,B이하,B,B이하,C,2011,음식료품
대한항공,A,B+,A,A,2011,운수창고업
대한화섬,B이하,C,B이하,B이하,2011,화학
대현,C,B+,C,C,2011,섬유의복
대호에이엘,C,B,C,B이하,2011,철강금속
더존비즈온,B이하,B,B이하,C,2011,서비스업
덕성,C,B,C,C,2011,화학
덕양산업,C,C,C,C,2011,운수장비
동국실업,C,C,C,B이하,2011,운수장비
동국제강,B이하,B+,B이하,B이하,2011,철강금속
동남합성,C,C,C,C,2011,화학
동방,B이하,B,B이하,B이하,2011,운수창고업
동방아그로,B이하,B,B이하,C,2011,화학
동부건설,B이하,B+,B이하,B이하,2011,건설업
동부제철,B+,B+,B+,B+,2011,철강금속
동성제약,B이하,B,B이하,C,2011,의약품
동성화학,B이하,B,B이하,B이하,2011,화학
동아에스텍,B이하,B,B이하,B이하,2011,기계
동아지질,B이하,B,B이하,B이하,2011,건설업
동양,B이하,B,B이하,C,2011,비금속광물
동양고속,B이하,B,B이하,C,2011,운수창고업
동양생명,B이하,B+,B이하,C,2011,보험
동양철관,B이하,C,B이하,B이하,2011,철강금속
동원,C,C,C,C,2011,광업
동원F&B,B이하,C,B이하,B이하,2011,음식료품
동원금속,C,C,C,B이하,2011,운수장비
동원산업,B이하,C,B이하,C,2011,"농업, 임업 및 어업"
동원수산,C,C,C,C,2011,"농업, 임업 및 어업"
동원시스템즈,C,C,C,B이하,2011,전기전자
동일방직,C,B,C,C,2011,섬유의복
동일산업,C,B,C,B이하,2011,철강금속
동일제지,B이하,B,B이하,C,2011,종이목재
동화약품,B이하,B+,B이하,B이하,2011,의약품
두산,A,A+,A,A,2011,서비스업
두산건설,B+,A+,B+,B+,2011,건설업
두산인프라코어,B+,A+,B+,A,2011,기계
두산중공업,B+,A,B+,B이하,2011,기계
디씨엠,B이하,B,B이하,C,2011,철강금속
디아이,B이하,B,B이하,B이하,2011,의료정밀
디아이씨,B이하,B,B이하,B이하,2011,운수장비
디피씨,B이하,B,B이하,C,2011,전기전자
로케트전기,B이하,C,B이하,C,2011,전기전자
롯데관광개발,B이하,B,B이하,B이하,2011,서비스업
롯데미도파,B이하,C,B이하,C,2011,유통업
롯데손해보험,B이하,B,B이하,C,2011,보험
롯데쇼핑,A,B+,A,A,2011,유통업
마니커,B이하,C,B이하,C,2011,음식료품
만호제강,B이하,B,B이하,C,2011,철강금속
메리츠종금증권,B이하,B,B이하,C,2011,증권
메리츠화재,B+,A,B+,B이하,2011,보험
명문제약,B이하,B+,B이하,C,2011,의약품
모나리자,B이하,C,B이하,C,2011,종이목재
모나미,B이하,B,B이하,B이하,2011,유통업
모토닉,C,B,C,B이하,2011,운수장비
무림P&P,B이하,B,B이하,B이하,2011,종이목재
무림페이퍼,B이하,B,B이하,B이하,2011,종이목재
문배철강,C,B,C,C,2011,철강금속
미래산업,B이하,B+,B이하,B이하,2011,의료정밀
미래에셋증권,B이하,B,B이하,C,2011,증권
미원상사,B이하,B,B이하,B이하,2011,화학
방림,C,B,C,B이하,2011,섬유의복
배명금속,B이하,C,B이하,C,2011,철강금속
백광산업,C,B,C,B이하,2011,화학
백광소재,B이하,C,B이하,C,2011,비금속광물
백산,B이하,C,B이하,B이하,2011,화학
범양건영,C,C,C,B이하,2011,건설업
벽산건설,B이하,C,B이하,B이하,2011,건설업
보락,B이하,B,B이하,B이하,2011,화학
보령제약,B이하,B,B이하,C,2011,의약품
보해양조,C,B,C,C,2011,음식료품
부광약품,B이하,B+,B이하,C,2011,의약품
부국증권,B이하,B,B이하,C,2011,증권
부국철강,C,B,C,C,2011,철강금속
부산산업,C,C,C,C,2011,비금속광물
부산주공,B이하,B,B이하,B이하,2011,운수장비
비상교육,B이하,B,B이하,C,2011,서비스업
빙그레,B+,B,B+,C,2011,음식료품
사조대림,B이하,B,B이하,C,2011,음식료품
사조산업,B이하,B,B이하,C,2011,"농업, 임업 및 어업"
사조오양,C,B,C,C,2011,"농업, 임업 및 어업"
사조해표,B이하,B,B이하,C,2011,음식료품
삼성SDI,A+,B,A+,A+,2011,전기전자
삼성공조,C,B,C,B이하,2011,운수장비
삼성물산,A+,B+,A+,A,2011,유통업
삼성엔지니어링,B+,B+,B+,B이하,2011,서비스업
삼성전기,A+,B+,A+,A+,2011,전기전자
삼성전자,A,A,A,A+,2011,전기전자
삼성제약,B이하,B,B이하,C,2011,의약품
삼성중공업,B이하,B,B이하,B+,2011,운수장비
삼성증권,A,A,A,B+,2011,증권
삼성출판사,B이하,B,B이하,C,2011,서비스업
삼성카드,B+,B+,B+,C,2011,기타금융
삼아알미늄,C,B,C,B이하,2011,철강금속
삼양식품,B이하,B,B이하,C,2011,음식료품
삼양엔텍,B이하,C,B이하,C,2011,기계
삼양옵틱스,B이하,C,B이하,B이하,2011,의료정밀
삼양제넥스,B이하,B,B이하,B이하,2011,음식료품
삼양통상,C,B,C,B이하,2011,기타제조업
삼영무역,B이하,B,B이하,C,2011,유통업
삼익THK,B이하,B,B이하,C,2011,기계
삼익악기,B이하,B,B이하,C,2011,기타제조업
삼일제약,B이하,B,B이하,C,2011,의약품
삼정펄프,B이하,B,B이하,C,2011,종이목재
삼진제약,B이하,B+,B이하,C,2011,의약품
삼천리,B이하,B+,B이하,B이하,2011,전기가스업
삼호,B이하,B,B이하,B이하,2011,건설업
삼호개발,B이하,B,B이하,C,2011,건설업
삼화왕관,B이하,B,B이하,B이하,2011,기계
삼화전기,B이하,C,B이하,B이하,2011,전기전자
삼환기업,B이하,B,B이하,B이하,2011,건설업
상신브레이크,B이하,B,B이하,B이하,2011,운수장비
새론오토모티브,C,C,C,B이하,2011,운수장비
서울저축은행,B이하,C,B이하,C,2011,기타금융
서원,B이하,B,B이하,B이하,2011,철강금속
선도전기,B이하,B,B이하,B이하,2011,전기전자
선진지주,B이하,C,B이하,C,2011,음식료품
선창산업,B이하,B,B이하,B이하,2011,종이목재
성문전자,B이하,C,B이하,B이하,2011,전기전자
성보화학,C,B,C,C,2011,화학
성신양회,B이하,B+,B이하,B이하,2011,비금속광물
성안,B이하,C,B이하,C,2011,섬유의복
성창기업지주,B이하,C,B이하,B이하,2011,서비스업
세기상사,C,B,C,C,2011,서비스업
세방,B이하,B,B이하,B이하,2011,운수창고업
세방전지,B이하,B,B이하,B이하,2011,전기전자
세아베스틸,B이하,B,B이하,B이하,2011,철강금속
세아제강,B이하,B,B이하,B이하,2011,철강금속
세아홀딩스,B이하,B,B이하,C,2011,서비스업
세우글로벌,C,B,C,C,2011,유통업
세원셀론텍,B이하,B,B이하,C,2011,기계
세원정공,B이하,C,B이하,B이하,2011,운수장비
세이브존I&C,B이하,B,B이하,C,2011,유통업
세종공업,B이하,B,B이하,B이하,2011,운수장비
세하,B이하,B,B이하,B이하,2011,종이목재
솔로몬저축은행,B이하,B+,B이하,C,2011,기타금융
송원산업,B이하,B,B이하,B이하,2011,화학
수산중공업,B이하,C,B이하,B이하,2011,기계
신대양제지,B이하,C,B이하,B이하,2011,종이목재
신도리코,B이하,C,B이하,B이하,2011,전기전자
신라교역,C,B,C,C,2011,"농업, 임업 및 어업"
신성에프에이,B이하,C,B이하,C,2011,기계
신성이엔지,B이하,C,B이하,C,2011,기계
신성통상,B이하,C,B이하,C,2011,유통업
신세계,B이하,A,B이하,B이하,2011,유통업
신세계건설,B이하,B,B이하,B이하,2011,건설업
신영와코루,B이하,C,B이하,C,2011,섬유의복
신영증권,B이하,B+,B이하,C,2011,증권
신원,B이하,B,B이하,C,2011,섬유의복
신일건업,B이하,B,B이하,C,2011,건설업
신일산업,B이하,C,B이하,B이하,2011,유통업
신풍제약,B이하,B,B이하,B이하,2011,의약품
신풍제지,B이하,B,B이하,B이하,2011,종이목재
신한,C,C,C,B이하,2011,건설업
신한지주,A,A,A,A,2011,기타금융
신화실업,C,B,C,C,2011,철강금속
신흥,B이하,B+,B이하,C,2011,유통업
쌍방울,B이하,C,B이하,C,2011,섬유의복
써니전자,B이하,C,B이하,B이하,2011,전기전자
아남전자,C,B,C,B이하,2011,전기전자
아모레퍼시픽,A,A,A,A,2011,화학
아비스타,C,B,C,C,2011,섬유의복
아세아제지,B이하,C,B이하,B이하,2011,종이목재
아세아페이퍼텍,C,B,C,B이하,2011,종이목재
아시아나항공,B+,B,B+,A,2011,운수창고업
아이에스동서,B이하,C,B이하,B이하,2011,비금속광물
아주캐피탈,B이하,B+,B이하,C,2011,기타금융
알앤엘바이오,B이하,C,B이하,C,2011,의약품
에넥스,B이하,B,B이하,C,2011,기타제조업
에스엘,B이하,B,B이하,B이하,2011,운수장비
에스원,B+,B+,B+,C,2011,서비스업
에쓰씨엔지니어링,B이하,C,B이하,C,2011,서비스업
에이엔피,C,C,C,B이하,2011,전기전자
엔씨소프트,B이하,B+,B이하,C,2011,서비스업
엔케이,B이하,C,B이하,B이하,2011,기계
영보화학,B이하,C,B이하,B이하,2011,화학
영원무역,C,B,C,C,2011,유통업
영원무역홀딩스,C,B,C,C,2011,서비스업
영진약품,B이하,B,B이하,B이하,2011,의약품
영풍,C,C,C,B이하,2011,철강금속
영풍제지,C,C,C,B이하,2011,종이목재
영화금속,C,C,C,C,2011,운수장비
예스코,B+,B+,B+,C,2011,전기가스업
오뚜기,B이하,C,B이하,C,2011,음식료품
오리엔트바이오,C,C,C,C,2011,의약품
와이비로드,C,C,C,C,2011,유통업
우리들제약,B이하,C,B이하,C,2011,의약품
우성사료,B이하,C,B이하,C,2011,음식료품
우신시스템,C,C,C,C,2011,기계
웅진씽크빅,B+,B+,B+,B+,2011,서비스업
원림,C,C,C,C,2011,섬유의복
윌비스,B이하,B,B이하,C,2011,유통업
유니드,B이하,C,B이하,B이하,2011,화학
유니온,B이하,B,B이하,B이하,2011,비금속광물
유니온스틸,C,C,C,B이하,2011,철강금속
유니퀘스트,C,C,C,C,2011,유통업
유성기업,B이하,C,B이하,B이하,2011,운수장비
유양디앤유,C,C,C,B이하,2011,전기전자
유엔젤,B이하,C,B이하,C,2011,서비스업
유유제약,B이하,B,B이하,C,2011,의약품
유한양행,B이하,B,B이하,B이하,2011,의약품
유화증권,B이하,B+,B이하,C,2011,증권
율촌화학,B이하,B,B이하,C,2011,화학
이건산업,B이하,C,B이하,B이하,2011,종이목재
이구산업,C,C,C,B이하,2011,철강금속
이수페타시스,B이하,C,B이하,B이하,2011,전기전자
이수화학,B이하,B,B이하,B이하,2011,화학
이스타코,B이하,C,B이하,C,2011,서비스업
이월드,B이하,C,B이하,C,2011,서비스업
이화산업,B이하,C,B이하,B이하,2011,유통업
인디에프,B이하,B,B이하,B이하,2011,섬유의복
인지컨트롤스,C,C,C,B이하,2011,운수장비
인천도시가스,B이하,C,B이하,C,2011,전기가스업
인팩,B이하,C,B이하,B이하,2011,운수장비
일성건설,B이하,C,B이하,B이하,2011,건설업
일성신약,B이하,C,B이하,C,2011,의약품
일신방직,B이하,B,B이하,C,2011,섬유의복
일신석재,B이하,C,B이하,C,2011,비금속광물
일양약품,B이하,B,B이하,C,2011,의약품
일정실업,B이하,C,B이하,C,2011,섬유의복
일진다이아,B이하,C,B이하,B이하,2011,화학
일진디스플,C,C,C,B이하,2011,전기전자
일진전기,B+,B,B+,B+,2011,전기전자
일진홀딩스,B이하,C,C,B이하,2011,서비스업
자화전자,B이하,C,B이하,B이하,2011,전기전자
전방,B이하,C,B이하,C,2011,섬유의복
전북은행,B이하,A+,B이하,B이하,2011,은행
제일기획,C,B,C,C,2011,서비스업
제일모직,A,A,A,A+,2011,화학
제일연마,B이하,C,B이하,B이하,2011,비금속광물
조광페인트,B이하,C,B이하,B이하,2011,화학
조광피혁,C,C,C,C,2011,기타제조업
조비,B이하,C,B이하,C,2011,화학
조선내화,B이하,C,B이하,C,2011,비금속광물
조일알미늄,C,B,C,B이하,2011,철강금속
조흥,C,B,C,B이하,2011,음식료품
종근당바이오,C,C,C,B이하,2011,의약품
주연테크,B이하,B,B이하,C,2011,전기전자
중앙건설,B이하,B,B이하,C,2011,건설업
지코,C,C,C,C,2011,운수장비
진도,C,B,C,C,2011,유통업
진양산업,C,C,C,C,2011,화학
진양홀딩스,B이하,B,B이하,C,2011,서비스업
진양화학,C,B,C,B이하,2011,화학
진흥기업,B이하,B,B이하,B이하,2011,건설업
진흥저축은행,B이하,B+,B이하,C,2011,기타금융
참엔지니어링,B이하,B,B이하,C,2011,기계
천일고속,C,C,C,C,2011,운수창고업
청호컴넷,B이하,B,B이하,C,2011,기계
체시스,B이하,C,B이하,B이하,2011,운수장비
카프로,B이하,B,B이하,B이하,2011,화학
케이비물산,B이하,B,B이하,C,2011,유통업
케이피케미칼,B이하,B,B이하,B이하,2011,화학
코리아써키트,B이하,B,B이하,B이하,2011,전기전자
코리안리,B이하,A,B이하,C,2011,보험
코스모신소재,B이하,B,B이하,C,2011,화학
코스모화학,B이하,B,B이하,B이하,2011,화학
코아스,B이하,C,B이하,B이하,2011,기타제조업
코오롱,B이하,B,B이하,B이하,2011,서비스업
콤텍시스템,B이하,B,B이하,C,2011,서비스업
키움증권,B이하,B,B이하,C,2011,증권
태경산업,B이하,B,B이하,C,2011,화학
태경화학,B이하,C,B이하,C,2011,화학
태광산업,B이하,B,B이하,B이하,2011,화학
태림포장,C,C,C,B이하,2011,종이목재
태영건설,C,B+,C,B이하,2011,건설업
태원물산,C,B,C,C,2011,운수장비
태평양물산,B이하,B,B이하,C,2011,섬유의복
태평양제약,B이하,B,B이하,B이하,2011,의약품
텔코웨어,B이하,B,B이하,C,2011,서비스업
티에이치엔,B이하,C,B이하,B이하,2011,전기전자
파미셀,C,C,C,C,2011,섬유의복
파브코,B이하,B,B이하,B이하,2011,운수장비
팜스코,B이하,C,B이하,B이하,2011,음식료품
퍼스텍,B이하,B,B이하,C,2011,기계
퍼시스,B이하,B,B이하,B이하,2011,기타제조업
페이퍼코리아,B이하,C,B이하,C,2011,종이목재
평화산업,B이하,B,B이하,B이하,2011,운수장비
평화홀딩스,B이하,B,B이하,C,2011,서비스업
포스코강판,B이하,B,B이하,B이하,2011,철강금속
풍림산업,B이하,B,B이하,B이하,2011,건설업
풍산,B이하,B+,B이하,B+,2011,철강금속
풍산홀딩스,B이하,B,B이하,C,2011,서비스업
필룩스,B이하,B,B이하,B이하,2011,전기전자
하나금융지주,B+,A+,B+,B이하,2011,기타금융
하이스틸,B이하,B,B이하,C,2011,철강금속
하이트진로,C,B,C,B+,2011,음식료품
한국가스공사,A,A,A,B+,2011,전기가스업
한국개발금융,C,B+,C,C,2011,기타금융
한국공항,B이하,C,B이하,B이하,2011,운수창고업
한국금융지주,C,A,C,C,2011,기타금융
한국내화,B이하,B,B이하,C,2011,비금속광물
한국쉘석유,B이하,B,B이하,C,2011,화학
한국저축은행,B이하,B+,B이하,C,2011,기타금융
한국전자홀딩스,B이하,B,B이하,C,2011,서비스업
한국제지,B이하,B,B이하,B이하,2011,종이목재
한국주강,C,B,C,C,2011,기계
한국철강,B+,B+,B+,C,2011,철강금속
한국카본,B이하,B,B이하,B이하,2011,기계
한국특수형강,B이하,B,B이하,C,2011,철강금속
한국화장품제조,B이하,C,B이하,C,2011,화학
한농화성,B이하,B,B이하,B이하,2011,화학
한미글로벌,B+,B,B+,B이하,2011,서비스업
한미반도체,B이하,B+,B이하,C,2011,기계
한샘,B+,B,B+,B이하,2011,유통업
한섬,B이하,B,B이하,C,2011,섬유의복
한성기업,B이하,C,B이하,C,2011,음식료품
한세실업,B이하,B,B이하,C,2011,섬유의복
한세예스24홀딩스,C,B,C,C,2011,서비스업
한솔케미칼,B이하,B,B이하,B+,2011,화학
한솔테크닉스,B이하,B,B이하,C,2011,전기전자
한솔홈데코,C,C,C,B이하,2011,종이목재
한신공영,C,B,C,B이하,2011,건설업
한양증권,B+,B+,B+,B이하,2011,증권
한올바이오파마,B+,B,B+,C,2011,의약품
한익스프레스,B이하,B,B이하,B이하,2011,운수창고업
한일건설,C,C,C,B이하,2011,건설업
한일시멘트,B이하,B,B이하,B이하,2011,비금속광물
한일철강,C,C,C,B이하,2011,철강금속
한전KPS,A,B,A,B이하,2011,건설업
한전기술,A,B,A,B이하,2011,서비스업
한진,B이하,B,B이하,C,2011,운수창고업
한진중공업,B이하,B+,B이하,B이하,2011,운수장비
한진중공업홀딩스,B이하,B+,B이하,C,2011,서비스업
한진해운,B+,B+,B+,B이하,2011,운수창고업
한창,B이하,C,B이하,C,2011,유통업
한창제지,B이하,B,B이하,C,2011,종이목재
한화,B이하,A,B이하,B+,2011,화학
한화손해보험,B이하,B+,B이하,B이하,2011,보험
한화케미칼,A,B+,A,A,2011,화학
현대EP,B이하,B,B이하,B이하,2011,화학
현대건설,A,B+,A,A,2011,건설업
현대그린푸드,B이하,B,B이하,C,2011,유통업
현대글로비스,B+,B,B+,B이하,2011,운수창고업
현대모비스,A,B+,A,B+,2011,운수장비
현대미포조선,B+,B,B이하,C,2011,운수장비
현대백화점,B+,B+,B+,C,2011,유통업
현대비앤지스틸,B이하,B,B이하,B이하,2011,철강금속
현대상선,A,A,A,A,2011,운수창고업
현대시멘트,B이하,C,B이하,B이하,2011,비금속광물
현대약품,B이하,B+,B이하,B이하,2011,의약품
현대제철,A,B+,A,B+,2011,철강금속
현대중공업,B이하,A,B이하,B+,2011,운수장비
현대하이스코,B이하,B+,B이하,B이하,2011,철강금속
현대해상,A,A,A,B+,2011,보험
혜인,B이하,C,B이하,C,2011,유통업
호텔신라,B이하,B,B이하,B이하,2011,유통업
화성산업,B+,B+,B+,C,2011,건설업
화승알앤에이,B이하,B,B이하,B이하,2011,운수장비
화신,B이하,C,B이하,C,2011,운수장비
화천기계,B이하,B,B이하,B이하,2011,기계
화천기공,B이하,B,B이하,C,2011,기계
환인제약,B이하,B,B이하,C,2011,의약품
황금에스티,B이하,B,B이하,C,2011,철강금속
효성,B이하,B+,B이하,B+,2011,화학
후성,B이하,C,B이하,B이하,2011,화학
휴스틸,C,B,C,B이하,2011,철강금속
휴켐스,B이하,B+,B이하,B+,2011,화학
흥국화재,B이하,C,B이하,C,2011,보험
흥아해운,B이하,B,B이하,C,2011,운수창고업
