종목명,ESG 통합등급,2018_E,2018_S,2018_G,평가연도
KTcs,B이하,B+,B+,B이하,2018
LF,B이하,B,B이하,B이하,2018
LG,B+,B+,A,B+,2018
LG디스플레이,A,B+,A+,A,2018
LG상사,B+,B+,A,B+,2018
LG생활건강,A,B+,A+,A,2018
LG유플러스,B+,B+,B+,A,2018
LG이노텍,A,B+,A+,A,2018
LG전자,B+,B,A,A,2018
LG하우시스,A,B+,A+,A,2018
LG화학,A,B+,A+,A,2018
LIG넥스원,B+,B+,B+,B+,2018
LS,B이하,C,B+,B이하,2018
LS네트웍스,B이하,B,B이하,B이하,2018
LS산전,B+,B,A,A,2018
LS전선아시아,B이하,B,B이하,B이하,2018
MH에탄올,B이하,C,B이하,B이하,2018
NAVER,B+,B+,B+,B이하,2018
NHN엔터테인먼트,B이하,B+,B이하,B이하,2018
NH투자증권,B+,B+ 이하,A,B이하,2018
NICE,B이하,B,B이하,B이하,2018
NI스틸,B이하,D,B이하,B이하,2018
OCI,A,B+,A+,A,2018
S&TC,B이하,B,B이하,B이하,2018
S&T모티브,B이하,B,B이하,B+,2018
S&T중공업,B이하,B,B이하,B+,2018
S&T홀딩스,B이하,B,B이하,B이하,2018
S-Oil,A+,A+,A+,A,2018
SBS,B이하,B,B이하,B이하,2018
SBS미디어홀딩스,B이하,B,B+,B이하,2018
SG세계물산,B이하,C,B이하,B이하,2018
SG충방,B이하,C,B이하,B이하,2018
SH에너지화학,B이하,B+,B이하,B이하,2018
SIMPAC,B이하,B,B이하,B이하,2018
SK,A+,A+,A+,A,2018
SKC,B+,B+,A,B+,2018
SK가스,B+,B+,A,B이하,2018
SK네트웍스,A,B+,A+,B+,2018
SK디스커버리,,B+,,,2018
SK디앤디,B이하,C,B이하,B이하,2018
SK이노베이션,A,A,A+,B+,2018
SK증권,B이하,B+ 이하,B이하,B이하,2018
SK텔레콤,A+,A+,A,A,2018
SK하이닉스,A,B+,A+,B+,2018
SPC삼립,B+,B+,B+,B이하,2018
STX,B이하,B,B이하,B이하,2018
STX엔진,B이하,B,B이하,B+,2018
TCC동양,B이하,C,B이하,B이하,2018
WISCOM,B이하,B,B이하,B이하,2018
YG PLUS,B이하,C,B이하,B이하,2018
가온전선,B+,B,B+,B+,2018
강남제비스코,B이하,B,B이하,B이하,2018
강원랜드,B+,B+,B+,A,2018
갤럭시아에스엠,B이하,C,B이하,B이하,2018
경남은행,,A,,,2018
경농,B이하,C,B이하,B이하,2018
경동나비엔,B+,B,A,B+,2018
경동인베스트,B이하,C,B이하,B이하,2018
경방,B이하,C,B이하,B이하,2018
경보제약,B이하,B,B이하,B이하,2018
경인양행,B이하,C,B이하,B이하,2018
경인전자,B이하,C,B이하,B이하,2018
계룡건설산업,B이하,B,B+,B이하,2018
계양전기,B이하,B,B이하,B이하,2018
고려개발,B이하,B,B+,B이하,2018
고려산업,B이하,B,B이하,B이하,2018
고려아연,B이하,C,B+,B+,2018
고려제강,B이하,C,B+,B+,2018
골든브릿지증권,B이하,B+ 이하,B이하,B이하,2018
광동제약,B이하,B,B+,B이하,2018
광명전기,B이하,D,B이하,B이하,2018
광전자,B이하,B,B이하,B이하,2018
광주신세계,B이하,B+,B이하,B이하,2018
광주은행,B이하,B+ 이하,B+,B이하,2018
교보증권,B이하,B+ 이하,B이하,B이하,2018
국도화학,B이하,C,B이하,B+,2018
국동,B이하,B,B이하,B이하,2018
국민은행,,A,,,2018
국보,B이하,C,B이하,B이하,2018
국제약품,B이하,B,B이하,B이하,2018
그린케미칼,B이하,B,B이하,B+,2018
극동유화,B이하,B,B이하,B이하,2018
금강공업,B이하,C,B이하,B이하,2018
금비,B이하,C,B이하,B이하,2018
금양,B이하,C,B이하,B이하,2018
금호산업,B이하,B,B이하,B이하,2018
금호석유화학,B이하,C,B+,A,2018
금호에이치티,B이하,C,B이하,B이하,2018
금호전기,B이하,C,B이하,B이하,2018
금호타이어,B+,B+,B+,B+,2018
기신정기,B이하,B,B이하,B이하,2018
기아자동차,B이하,C,A,A,2018
기업은행,B+,A,B+,B이하,2018
까뮤이앤씨,B이하,B,B이하,B이하,2018
깨끗한나라,B이하,B,B이하,B+,2018
나노메딕스,B이하,C,B이하,B이하,2018
남광토건,B이하,B,B이하,B이하,2018
남선알미늄,B이하,C,B이하,B이하,2018
남성,B이하,C,B이하,B이하,2018
남양유업,B이하,C,B이하,B이하,2018
남영비비안,B이하,C,B이하,B이하,2018
남해화학,B이하,C,B이하,B+,2018
넥센,B이하,B,B이하,B+,2018
넥센타이어,B이하,B,B이하,B+,2018
노루페인트,B이하,B,B이하,B이하,2018
노루홀딩스,B이하,B,B이하,B이하,2018
녹십자,B+,B,B+,B+,2018
녹십자홀딩스,B이하,C,B+,B이하,2018
농심,B이하,C,B+,B+,2018
농심홀딩스,B이하,C,B이하,B이하,2018
다스코,B이하,B+,B이하,B이하,2018
다우기술,B이하,C,B+,B이하,2018
대교,B이하,B+,B이하,B이하,2018
대구백화점,B이하,B+,B이하,B이하,2018
대구은행,,B+ 이하,,,2018
대덕GDS,B+,B,B+,B+,2018
대덕전자,B+,B,B+,B+,2018
대동공업,B이하,C,B이하,B이하,2018
대동전자,B이하,C,B이하,B이하,2018
대림비앤코,B이하,B,B이하,B이하,2018
대림산업,B+,B+,B이하,B+,2018
대림씨엔에스,B이하,B,B+,B이하,2018
대림통상,B이하,B,B이하,B이하,2018
대상,B이하,B,B+,B이하,2018
대상홀딩스,B이하,B,B이하,B이하,2018
대성산업,B이하,C,B이하,B이하,2018
대성에너지,B이하,C,B이하,B이하,2018
대성홀딩스,B이하,B+,B이하,B이하,2018
대신증권,B이하,B+ 이하,B+,B이하,2018
대양금속,B이하,B,B이하,B+,2018
대영포장,B이하,C,B이하,B이하,2018
대우건설,A,B+,A+,A,2018
대우부품,B이하,B,B이하,B이하,2018
대우조선해양,B이하,B+,B이하,B+,2018
대웅,B이하,C,B이하,B이하,2018
대웅제약,B이하,C,B+,B이하,2018
대원강업,B+,B,B+,B+,2018
대원전선,B이하,C,B이하,B이하,2018
대원제약,B이하,B+,B+,B이하,2018
대원화성,B이하,C,B이하,B+,2018
대유에이텍,B이하,C,B이하,B이하,2018
대유플러스,B이하,C,B이하,B이하,2018
대창,B이하,B,B이하,B+,2018
대창단조,B이하,B,B이하,B+,2018
대한방직,B이하,C,B이하,B이하,2018
대한유화,B이하,C,B이하,B이하,2018
대한전선,B이하,B,B이하,B+,2018
대한제강,B이하,B,B이하,B+,2018
대한제당,B이하,B,B이하,B이하,2018
대한제분,B이하,C,B이하,B이하,2018
대한항공,B이하,B,B이하,B+,2018
대한해운,B이하,C,B이하,B이하,2018
대한화섬,B이하,B,B이하,B이하,2018
대현,B이하,B,B이하,B이하,2018
대호에이엘,B이하,C,B이하,B+,2018
더존비즈온,B이하,B,B이하,B이하,2018
덕성,B이하,C,B이하,B이하,2018
덕양산업,B이하,C,B이하,B이하,2018
도화엔지니어링,B+,B+,B이하,B이하,2018
동국실업,B이하,C,B이하,B이하,2018
동국제강,B이하,B,B이하,B+,2018
동남합성,B이하,C,B이하,B이하,2018
동방,B이하,C,B이하,B이하,2018
동방아그로,B이하,C,B이하,B이하,2018
동부제철,B이하,B,B이하,B+,2018
동서,B이하,B,B이하,B이하,2018
동성제약,B이하,C,B이하,B이하,2018
동성코퍼레이션,B이하,B,B+,B+,2018
동성화학,B이하,B,B+,B이하,2018
동아쏘시오홀딩스,B이하,C,B+,B이하,2018
동아에스티,B이하,B,A,B이하,2018
동아지질,B이하,B,B이하,B이하,2018
동양,B이하,B,B이하,B이하,2018
동양고속,B이하,B,B이하,B이하,2018
동양네트웍스,B이하,B,B이하,B이하,2018
동양물산기업,B이하,C,B이하,B이하,2018
동양생명,B이하,B+ 이하,B+,B이하,2018
동양철관,B이하,D,B이하,B이하,2018
동원,B이하,C,B이하,B이하,2018
동원F&B,B이하,D,B이하,B이하,2018
동원금속,B이하,B+,B이하,B이하,2018
동원산업,B이하,C,B이하,B이하,2018
동원수산,B이하,B,B이하,B이하,2018
동원시스템즈,B이하,C,B+,B이하,2018
동일고무벨트,B이하,C,B이하,B이하,2018
동일방직,B이하,B,B이하,B이하,2018
동일산업,B이하,C,B이하,B+,2018
동일제강,B이하,B,B이하,B이하,2018
동화약품,B이하,B,B+,B이하,2018
두산,A+,A,A+,A+,2018
두산건설,A,B+,A+,A,2018
두산밥캣,B이하,A,B이하,B이하,2018
두산인프라코어,A+,A,A+,A+,2018
두산중공업,A,A,A+,A,2018
두올,B이하,B,B이하,B이하,2018
디씨엠,B이하,B,B이하,B이하,2018
디아이,B이하,B,B이하,B이하,2018
디아이씨,B이하,C,B이하,B이하,2018
디와이,B이하,B,B이하,B이하,2018
디와이파워,B이하,B,B이하,B이하,2018
디티알오토모티브,B이하,B,B이하,B+,2018
디피씨,B이하,B,B이하,B이하,2018
락앤락,B이하,B+,B이하,B이하,2018
롯데관광개발,B이하,B,B이하,B이하,2018
롯데손해보험,A,A,A+,B이하,2018
롯데쇼핑,A,B+,A+,A,2018
롯데정밀화학,A,B+,A+,A,2018
롯데지주,,B+,,,2018
롯데칠성음료,B+,B+,A,B+,2018
롯데케미칼,A,A,A+,B+,2018
롯데푸드,A,B+,A+,B+,2018
롯데하이마트,A,A,A+,B이하,2018
마니커,B이하,C,B이하,B이하,2018
만도,B+,B+,B+,B+,2018
만호제강,B이하,B,B이하,B이하,2018
메디플란트,B이하,C,B이하,B이하,2018
메리츠금융지주,B+,A,B이하,B이하,2018
메리츠종금증권,B+,A,B+,B이하,2018
메리츠화재,B+,A,B이하,B이하,2018
메타랩스,B이하,C,B이하,B이하,2018
명문제약,B이하,B,B+,B이하,2018
모나리자,B이하,C,B이하,B이하,2018
모나미,B이하,B,B이하,B이하,2018
모토닉,B이하,B,B이하,B이하,2018
무림P&P,B이하,B,B이하,B+,2018
무림페이퍼,B이하,B,B이하,B+,2018
무학,B이하,B,B이하,B이하,2018
문배철강,B이하,B,B이하,B이하,2018
미래산업,B이하,B,B이하,B이하,2018
미래아이앤지,B이하,C,B이하,B이하,2018
미래에셋대우,B이하,B+ 이하,B+,B이하,2018
미래에셋생명,B이하,B+ 이하,B+,B이하,2018
미원상사,B이하,B+,B이하,B이하,2018
미원홀딩스,B이하,B,B이하,B이하,2018
미원화학,B이하,C,B이하,B이하,2018
미창석유공업,B이하,B,B이하,B이하,2018
방림,B이하,B,B이하,B+,2018
백광산업,B이하,C,B이하,B+,2018
백광소재,B이하,C,B이하,B이하,2018
백산,B이하,C,B이하,B이하,2018
범양건영,B이하,C,B이하,B이하,2018
벽산,B이하,C,B이하,B+,2018
보락,B이하,B,B이하,B이하,2018
보령제약,B이하,C,B이하,B이하,2018
보해양조,B이하,B,B이하,B이하,2018
부광약품,B이하,B,B이하,B이하,2018
부국증권,B이하,B+ 이하,B이하,B이하,2018
부국철강,B이하,B,B이하,B이하,2018
부산도시가스,B이하,B,A,B이하,2018
부산산업,B이하,C,B이하,B이하,2018
부산은행,,B+ 이하,,,2018
부산주공,B이하,C,B이하,B이하,2018
비상교육,B이하,B,B이하,B이하,2018
빙그레,B+,B+,A,B+,2018
사조대림,B이하,C,B이하,B이하,2018
사조동아원,B이하,B,B이하,B이하,2018
사조산업,B이하,C,B이하,B이하,2018
사조씨푸드,B이하,B,B이하,B이하,2018
사조오양,B이하,B,B이하,B이하,2018
사조해표,B이하,C,B이하,B이하,2018
삼광글라스,B이하,C,B이하,B이하,2018
삼성SDI,A,B+,A,A,2018
삼성공조,B이하,B,B이하,B이하,2018
삼성물산,A+,A,A+,A+,2018
삼성바이오로직스,B+,B,A,B이하,2018
삼성생명,B+,B+ 이하,B+,A,2018
삼성에스디에스,B+,B+,A,B+,2018
삼성엔지니어링,A,A,A+,A,2018
삼성전기,A,A,A+,A,2018
삼성전자,A,B+,A,A,2018
삼성제약,B이하,C,B이하,B이하,2018
삼성중공업,B+,B,B이하,A,2018
삼성증권,B+,B+ 이하,A,B이하,2018
삼성출판사,B이하,B,B이하,B이하,2018
삼성카드,B이하,B+ 이하,B이하,B이하,2018
삼성화재해상보험,A,B+ 이하,A+,A+,2018
삼아알미늄,B이하,B,B이하,B이하,2018
삼양사,B+,B,B+,B+,2018
삼양식품,B이하,D,B이하,B이하,2018
삼양통상,B이하,C,B이하,B+,2018
삼양홀딩스,B이하,B,B+,B이하,2018
삼영무역,B이하,C,B이하,B이하,2018
삼영전자공업,B이하,B,B이하,B+,2018
삼영화학공업,B이하,B,B이하,B+,2018
삼원강재,B이하,B,B이하,B+,2018
삼익THK,B이하,B,B이하,B이하,2018
삼익악기,B이하,C,B이하,B이하,2018
삼일제약,B이하,B,B이하,B이하,2018
삼정펄프,B이하,C,B이하,B이하,2018
삼진제약,B이하,B,B+,B이하,2018
삼천리,B+,B+,B+,B+,2018
삼호,B이하,B,B이하,B이하,2018
삼호개발,B이하,C,B이하,B이하,2018
삼화왕관,B이하,B,B이하,B이하,2018
삼화전기,B이하,B,B이하,B이하,2018
삼화전자공업,B이하,C,B이하,B이하,2018
삼화콘덴서공업,B이하,B,B이하,B이하,2018
삼화페인트공업,B+,B+,B+,B+,2018
상신브레이크,B이하,B,B이하,B이하,2018
새론오토모티브,B이하,B,B이하,B+,2018
샘표,B이하,B,B이하,B이하,2018
샘표식품,B+,B,B+,B+,2018
서연,B이하,B,B이하,B이하,2018
서연이화,B+,B+,B+,B이하,2018
서울도시가스,B이하,B,B이하,B이하,2018
서울식품공업,B이하,B,B이하,B이하,2018
서원,B이하,B,B이하,B+,2018
서흥,B이하,B,B이하,B이하,2018
선도전기,B이하,B,B이하,B이하,2018
선진,B이하,B+,B이하,B이하,2018
선창산업,B이하,C,B이하,B이하,2018
성문전자,B이하,C,B이하,B이하,2018
성보화학,B이하,B,B이하,B이하,2018
성신양회,B이하,B,B이하,B+,2018
성안,B이하,C,B이하,B이하,2018
성지건설,B이하,D,B이하,B이하,2018
성창기업지주,B이하,C,B이하,B이하,2018
세기상사,B이하,B,B이하,B이하,2018
세방,B이하,B+,B이하,B이하,2018
세방전지,B이하,C,B이하,B+,2018
세아베스틸,B이하,C,B+,B+,2018
세아제강,B이하,C,B이하,B+,2018
세아특수강,B이하,B,B이하,B+,2018
세아홀딩스,B이하,C,B이하,B이하,2018
세우글로벌,B이하,C,B이하,B이하,2018
세원셀론텍,B이하,C,B이하,B이하,2018
세원정공,B이하,B,B이하,B이하,2018
세이브존I&C,B이하,C,B이하,B이하,2018
세종공업,B이하,C,B이하,B이하,2018
세진중공업,B이하,B,B이하,B이하,2018
세하,B이하,B,B이하,B+,2018
세화아이엠씨,B이하,D,B이하,B이하,2018
셀트리온,B이하,B,B이하,B이하,2018
송원산업,B이하,D,B이하,B+,2018
수산중공업,B이하,B,B이하,B이하,2018
시디즈,B이하,B,B이하,B이하,2018
신대양제지,B이하,D,B이하,B이하,2018
신도리코,B이하,B+,B이하,B이하,2018
신라교역,B이하,C,B이하,B이하,2018
신성이엔지,B이하,C,B이하,B이하,2018
신성통상,B이하,C,B이하,B이하,2018
신세계,B+,B,A+,B+,2018
신세계I&C,B이하,B,A,B이하,2018
신세계건설,B+,B+,B+,B이하,2018
신세계인터내셔날,B+,B+,B+,B이하,2018
신세계푸드,B이하,C,B+,B이하,2018
신송홀딩스,B이하,B,B이하,B이하,2018
신영와코루,B이하,D,B이하,B이하,2018
신영증권,B이하,B+ 이하,B이하,B이하,2018
신원,B이하,C,B이하,B이하,2018
신일산업,B이하,B,B이하,B이하,2018
신풍제약,B이하,B,B이하,B이하,2018
신풍제지,B이하,B,B이하,B+,2018
신한,B이하,D,B이하,B이하,2018
신한금융투자,,B+ 이하,,,2018
신한은행,,B+ 이하,,,2018
신한지주,A+,A+,A,A+,2018
신한카드,,A,,,2018
신화실업,B이하,C,B이하,B이하,2018
신흥,B이하,B+,B이하,B이하,2018
쌍방울,B이하,C,B이하,B이하,2018
쌍용양회공업,A,B+,A,A,2018
쌍용자동차,B+,B+,B+,B이하,2018
써니전자,B이하,B,B이하,B이하,2018
씨아이테크,B이하,C,B이하,B이하,2018
씨에스윈드,B이하,B+,B이하,B이하,2018
씨티은행,,A,,,2018
아남전자,B이하,C,B이하,B이하,2018
아모레퍼시픽,B+,B,A+,A,2018
아모레퍼시픽그룹,A,B+,A+,A,2018
아세아,B이하,C,B이하,B이하,2018
아세아시멘트,B이하,C,B+,A,2018
아세아제지,B이하,C,B이하,B이하,2018
아시아나항공,B이하,B,B이하,B+,2018
아이마켓코리아,B이하,B+,B이하,B이하,2018
아이에스동서,B이하,C,B이하,B이하,2018
아이에이치큐,B이하,B,B이하,B이하,2018
아이엔지생명,,B+ 이하,,,2018
아주캐피탈,B이하,B+ 이하,B이하,B이하,2018
아티스,B이하,B,B이하,B이하,2018
알루코,B이하,C,B이하,B이하,2018
알보젠코리아,B이하,B,B이하,B이하,2018
애경유화,B이하,C,B이하,B+,2018
에넥스,B이하,C,B+,B이하,2018
에스엘,B이하,C,B+,B이하,2018
에스원,B이하,C,B이하,B이하,2018
에스제이엠,B이하,B,B이하,B이하,2018
에스제이엠홀딩스,B이하,B,B이하,B이하,2018
에쓰씨엔지니어링,B이하,C,B이하,B이하,2018
에이블씨엔씨,B이하,D,B이하,B이하,2018
에이엔피,B이하,C,B이하,B이하,2018
에이프로젠 KIC,B이하,C,B이하,B이하,2018
에이프로젠제약,B이하,D,B이하,B이하,2018
엔씨소프트,B이하,B+,B이하,B이하,2018
엔에스쇼핑,B이하,B+,B+,B이하,2018
엔케이,B이하,C,B이하,B이하,2018
엔케이물산,B이하,D,B이하,B이하,2018
엔피씨,B이하,B,B이하,B이하,2018
영보화학,B이하,C,B이하,B이하,2018
영원무역,B이하,B,B이하,B이하,2018
영원무역홀딩스,B이하,C,B이하,B이하,2018
영진약품,B이하,B,B이하,B이하,2018
영풍,B이하,B,B이하,B이하,2018
영풍제지,B이하,C,B이하,B이하,2018
영화금속,B이하,B,B이하,B이하,2018
영흥철강,B이하,B,B이하,B+,2018
예스코홀딩스,B이하,B,B+,B이하,2018
오뚜기,B+,B,A,B+,2018
오리엔트바이오,B이하,C,B이하,B이하,2018
오리온홀딩스,B이하,D,B이하,B이하,2018
용평리조트,B이하,B,B이하,B이하,2018
우리들제약,B이하,C,B이하,B이하,2018
우리들휴브레인,B이하,C,B이하,B이하,2018
우리은행,B+,B+ 이하,B+,B이하,2018
우리종금,B이하,B+,B이하,B이하,2018
우성사료,B이하,C,B이하,B이하,2018
우신시스템,B이하,C,B이하,B이하,2018
우진,B이하,B,B이하,B이하,2018
우진플라임,B이하,B,B이하,B이하,2018
웅진,B이하,B,B이하,B이하,2018
웅진씽크빅,B이하,C,B이하,B이하,2018
웅진에너지,B이하,B,B이하,B+,2018
원림,B이하,C,B이하,B이하,2018
웰바이오텍,B이하,C,B이하,B이하,2018
윌비스,B이하,B,B이하,B이하,2018
유나이티드,B이하,B,B+,B이하,2018
유니드,B이하,C,B이하,B이하,2018
유니온,B이하,C,B이하,B이하,2018
유니온머티리얼,B이하,C,B이하,B이하,2018
유니켐,B이하,B+,B이하,B이하,2018
유니퀘스트,B이하,B+,B이하,B이하,2018
유성기업,B이하,B,B이하,B이하,2018
유수홀딩스,B+,B+,B+,B이하,2018
유안타증권,B이하,B+ 이하,B이하,B이하,2018
유양디앤유,B이하,B,B이하,B이하,2018
유엔젤,B이하,C,B이하,B이하,2018
유유제약,B이하,B,B이하,B이하,2018
유진증권,B이하,B+ 이하,B이하,B이하,2018
유한양행,B+,B,B+,B+,2018
유화증권,B이하,B+ 이하,B이하,B이하,2018
율촌화학,B이하,B,B이하,B이하,2018
이건산업,B이하,C,B이하,B이하,2018
이구산업,B+,B+,B이하,B+,2018
이노션,B이하,B+,B+,B이하,2018
이마트,B+,B+,B+,B+,2018
이수페타시스,B이하,C,A,B+,2018
이수화학,B이하,C,B+,B+,2018
이스타코,B이하,C,B이하,B이하,2018
이아이디,B이하,C,B이하,B이하,2018
이연제약,B이하,B,B이하,B이하,2018
이월드,B이하,C,B이하,B이하,2018
이화산업,B이하,C,B이하,B이하,2018
인디에프,B이하,B,B이하,B이하,2018
인스코비,B이하,C,B이하,B+,2018
인지컨트롤스,B이하,D,B이하,B이하,2018
인천도시가스,B이하,B,B이하,B이하,2018
인터지스,B+,B+,B+,B이하,2018
인팩,B이하,B,B이하,B이하,2018
일동제약,B이하,C,B+,B+,2018
일동홀딩스,B이하,B,B+,B이하,2018
일성건설,B이하,B,B이하,B이하,2018
일성신약,B이하,B,B이하,B이하,2018
일신방직,B이하,B,B이하,B이하,2018
일신석재,B이하,C,B이하,B이하,2018
일양약품,B이하,B,B이하,B이하,2018
일정실업,B이하,C,B이하,B이하,2018
일진다이아,B이하,C,B이하,B이하,2018
일진디스플,B이하,B,B이하,B+,2018
일진머티리얼즈,B이하,B,B이하,B+,2018
일진전기,B이하,C,B이하,B이하,2018
일진홀딩스,B이하,B,B이하,B이하,2018
잇츠한불,B이하,B,B이하,B이하,2018
자화전자,B이하,C,B+,B이하,2018
전방,B이하,C,B이하,B이하,2018
전북은행,,A,,,2018
제이에스코퍼레이션,B이하,B+,B이하,B이하,2018
제이준코스메틱,B이하,C,B이하,B이하,2018
제일기획,B이하,B+,B이하,B이하,2018
제일연마,B이하,B,B이하,B이하,2018
제일파마홀딩스,B이하,B,B이하,B이하,2018
제주은행,B+,A,B+,B이하,2018
제주항공,B이하,B+,B이하,B이하,2018
조광페인트,B이하,C,B이하,B이하,2018
조광피혁,B이하,B,B이하,B이하,2018
조비,B이하,C,B이하,B이하,2018
조선내화,B이하,D,B+,B이하,2018
조선선재,B이하,B,B이하,B이하,2018
조일알미늄,B이하,C,B이하,B+,2018
조흥,B이하,B,B이하,B이하,2018
종근당,B이하,B,B+,B이하,2018
종근당바이오,B이하,B,B이하,B이하,2018
종근당홀딩스,B이하,B,B+,B이하,2018
주연테크,B이하,C,B이하,B이하,2018
지엠비코리아,B이하,B,B이하,B이하,2018
지역난방공사,A,B+,A,A,2018
지코,B이하,C,B이하,B이하,2018
지투알,B이하,B,B+,B이하,2018
진도,B이하,C,B이하,B이하,2018
진양산업,B이하,B,B이하,B이하,2018
진양폴리우레탄,B이하,C,B이하,B이하,2018
진양홀딩스,B이하,B,B이하,B이하,2018
진양화학,B이하,C,B이하,B이하,2018
진원생명과학,B이하,C,B이하,B이하,2018
진흥기업,B이하,C,B이하,B이하,2018
참엔지니어링,B이하,B+,B이하,B이하,2018
천일고속,B이하,B+,B이하,B이하,2018
청호컴넷,B이하,D,B이하,B이하,2018
체시스,B이하,C,B이하,B이하,2018
카카오,B이하,B+,B이하,B이하,2018
카프로,B이하,B,B이하,B이하,2018
컨버즈,B이하,C,B이하,B이하,2018
케이비증권,,B+ 이하,,,2018
케이씨,B이하,B,B+,B이하,2018
케이씨씨,B이하,C,B+,B+,2018
케이씨티시,B이하,C,B+,B이하,2018
케이티,A,A,A,A,2018
케이티스,B이하,B+,B이하,B이하,2018
케이티스카이라이프,B이하,B,B이하,B이하,2018
케이티앤지,A+,A+,A+,B+,2018
코리아써키트,B이하,C,B+,B+,2018
코리아오토글라스,B이하,B,B이하,B+,2018
코리안리,B+,A,B이하,B이하,2018
코스맥스,B이하,B,B이하,B이하,2018
코스맥스비티아이,B이하,B,B이하,B이하,2018
코스모신소재,B+,B+,B이하,B+,2018
코스모화학,B이하,B,B이하,B+,2018
코아스,B이하,B,B이하,B이하,2018
코오롱,B이하,B,B이하,B이하,2018
코오롱글로벌,B이하,B+,B이하,B이하,2018
코오롱머티리얼,B이하,B,B이하,B이하,2018
코오롱인더,B+,B,B+,B+,2018
코오롱플라스틱,B이하,B,B이하,B+,2018
코웨이,B+,B,A+,A+,2018
콤텍시스템,B이하,C,B이하,B이하,2018
쿠쿠홀딩스,,B,,,2018
큐로,B이하,B,B이하,B이하,2018
크라운해태홀딩스,B이하,B,B+,B이하,2018
키다리스튜디오,B이하,B,B이하,B이하,2018
키움증권,B이하,B+ 이하,B이하,B이하,2018
키위미디어그룹,B이하,D,B이하,B이하,2018
태경산업,B이하,C,B이하,B이하,2018
태경화학,B이하,C,B이하,B이하,2018
태광산업,B이하,C,B이하,B이하,2018
태림포장,B이하,C,B이하,B이하,2018
태양금속공업,B이하,C,B이하,B+,2018
태영건설,B이하,B+,B이하,B이하,2018
태원물산,B이하,B,B이하,B이하,2018
태평양물산,B이하,B,B+,B이하,2018
텔코웨어,B이하,B,B이하,B이하,2018
토니모리,B이하,B+,B이하,B이하,2018
티비에이치글로벌,B이하,B,B이하,B이하,2018
티에이치엔,B이하,B,B이하,B이하,2018
티웨이홀딩스,B이하,C,B이하,B이하,2018
파미셀,B이하,B,B이하,B이하,2018
팜스코,B이하,B,B이하,B이하,2018
팬오션,B+,B+,B이하,B이하,2018
퍼스텍,B이하,B,B이하,B이하,2018
퍼시스,B이하,B,B이하,B이하,2018
페이퍼코리아,B이하,C,B이하,B이하,2018
평화산업,B이하,B,B이하,B+,2018
평화홀딩스,B이하,B,B이하,B이하,2018
포스코,A,A+,A,A,2018
포스코강판,B+,B+,A,B+,2018
포스코대우,A,B+,A+,A,2018
폴루스바이오팜,B이하,B,B이하,B이하,2018
풀무원,A+,A+,A,A,2018
풍산,B+,B,B+,B+,2018
풍산홀딩스,B+,B+,B+,B이하,2018
필룩스,B이하,C,B이하,B이하,2018
하나금융지주,A+,A+,A,A,2018
하나금융투자,,B+ 이하,,,2018
하나은행,,A,,,2018
하나투어,B이하,B,B이하,B이하,2018
