종목명,ESG 통합등급,2011_E,2011_S,2011_G,평가연도
대유에이텍,B이하,C,B이하,B이하,2011
대유플러스,B이하,B,B이하,B이하,2011
대창,B이하,C,B이하,B이하,2011
대창단조,,C,,B이하,2011
대한방직,,B,,,2011
대한유화,B이하,B,B이하,B이하,2011
대한전선,,B,,B이하,2011
대한제강,B+,B,B이하,B이하,2011
대한제당,B이하,B,B이하,,2011
대한제분,B이하,B,B이하,,2011
대한항공,A,B+,A,A,2011
대한화섬,B이하,C,B이하,B이하,2011
대현,,B+,,,2011
대호에이엘,,B,,B이하,2011
더존비즈온,B이하,B,B이하,,2011
덕성,,B,,,2011
덕양산업,,C,,,2011
도레이케미칼,A,B,A,A,2011
동국실업,,C,,B이하,2011
동국제강,B이하,B+,B이하,B이하,2011
동남합성,,C,,,2011
동방,B이하,B,B이하,B이하,2011
동방아그로,B이하,B,B이하,,2011
동부건설,B이하,B+,B이하,B이하,2011
동부제철,B+,B+,B+,B+,2011
동성제약,B이하,B,B이하,,2011
동성코퍼레이션,B이하,B,B이하,,2011
동성화학,B이하,B,B이하,B이하,2011
동아쏘시오홀딩스,B이하,B+,B이하,B이하,2011
동아에스텍,B이하,B,B이하,B이하,2011
동아지질,B이하,B,B이하,B이하,2011
동양,B이하,B,B이하,,2011
동양고속,B이하,B,B이하,,2011
동양물산기업,B이하,B,B이하,B이하,2011
동양생명,B이하,B+,B이하,,2011
동양철관,B이하,C,B이하,B이하,2011
동원,,C,,,2011
동원F&B,B이하,C,B이하,B이하,2011
동원금속,,C,,B이하,2011
동원산업,B이하,C,B이하,,2011
동원수산,,C,,,2011
동원시스템즈,,C,,B이하,2011
동일방직,,B,,,2011
동일산업,,B,,B이하,2011
동일제지,B이하,B,B이하,,2011
동화약품,B이하,B+,B이하,B이하,2011
두산,A,A+,A,A,2011
두산건설,B+,A+,B+,B+,2011
두산인프라코어,B+,A+,B+,A,2011
두산중공업,B+,A,B+,B이하,2011
디씨엠,B이하,B,B이하,,2011
디아이,B이하,B,B이하,B이하,2011
디아이씨,B이하,B,B이하,B이하,2011
디와이,B이하,B,B이하,B이하,2011
디티알오토모티브,B이하,B,B이하,,2011
디피씨,B이하,B,B이하,,2011
로케트전기,B이하,C,B이하,,2011
롯데관광개발,B이하,B,B이하,B이하,2011
롯데미도파,B이하,C,B이하,,2011
롯데손해보험,B이하,B,B이하,,2011
롯데쇼핑,A,B+,A,A,2011
롯데정밀화학,A,B+,A,B+,2011
롯데지주,B이하,B,B이하,B이하,2011
롯데칠성음료,B이하,B,B이하,B이하,2011
롯데케미칼,A+,B,A+,A,2011
롯데푸드,B이하,C,B이하,B이하,2011
마니커,B이하,C,B이하,,2011
만호제강,B이하,B,B이하,,2011
메디플란트,,C,,,2011
메리츠종금증권,B이하,B,B이하,,2011
메리츠화재,B+,A,B+,B이하,2011
명문제약,B이하,B+,B이하,,2011
모나리자,B이하,C,B이하,,2011
모나미,B이하,B,B이하,B이하,2011
모토닉,,B,,B이하,2011
무림P&P,B이하,B,B이하,B이하,2011
무림페이퍼,B이하,B,B이하,B이하,2011
문배철강,,B,,,2011
미래산업,B이하,B+,B이하,B이하,2011
미래아이앤지,B이하,C,B이하,,2011
미래에셋대우,B+,B+,B+,B이하,2011
미래에셋증권,B이하,B,B이하,,2011
미원상사,B이하,B,B이하,B이하,2011
미원홀딩스,B이하,C,B이하,B이하,2011
미창석유공업,B이하,B,B이하,,2011
방림,,B,,B이하,2011
배명금속,B이하,C,B이하,,2011
백광산업,,B,,B이하,2011
백광소재,B이하,C,B이하,,2011
백산,B이하,C,B이하,B이하,2011
범양건영,,C,,B이하,2011
벽산건설,B이하,C,B이하,B이하,2011
보락,B이하,B,B이하,B이하,2011
보령제약,B이하,B,B이하,,2011
보루네오가구,,B,,B이하,2011
보해양조,,B,,,2011
부광약품,B이하,B+,B이하,,2011
부국증권,B이하,B,B이하,,2011
부국철강,,B,,,2011
부산도시가스,B+,B,B+,,2011
부산산업,,C,,,2011
부산주공,B이하,B,B이하,B이하,2011
비상교육,B이하,B,B이하,,2011
빙그레,B+,B,B+,,2011
사조대림,B이하,B,B이하,,2011
사조동아원,B이하,B,B이하,B이하,2011
사조산업,B이하,B,B이하,,2011
사조오양,,B,,,2011
사조해표,B이하,B,B이하,,2011
삼광글라스,B이하,C,B이하,,2011
삼성SDI,A+,B,A+,A+,2011
삼성공조,,B,,B이하,2011
삼성물산,A+,B+,A+,A,2011
삼성엔지니어링,B+,B+,B+,B이하,2011
삼성전기,A+,B+,A+,A+,2011
삼성전자,A,A,A,A+,2011
삼성제약,B이하,B,B이하,,2011
삼성중공업,B이하,B,B이하,B+,2011
삼성증권,A,A,A,B+,2011
삼성출판사,B이하,B,B이하,,2011
삼성카드,B+,B+,B+,,2011
삼성화재해상보험,A,A,A,B+,2011
삼아알미늄,,B,,B이하,2011
삼양식품,B이하,B,B이하,,2011
삼양엔텍,B이하,C,B이하,,2011
삼양옵틱스,B이하,C,B이하,B이하,2011
삼양제넥스,B이하,B,B이하,B이하,2011
삼양통상,,B,,B이하,2011
삼양홀딩스,B이하,B,B이하,B+,2011
삼영무역,B이하,B,B이하,,2011
삼영전자공업,B+,B,B+,,2011
삼영화학공업,B이하,B,B이하,,2011
삼익THK,B이하,B,B이하,,2011
삼익악기,B이하,B,B이하,,2011
삼일제약,B이하,B,B이하,,2011
삼정펄프,B이하,B,B이하,,2011
삼진제약,B이하,B+,B이하,,2011
삼천리,B이하,B+,B이하,B이하,2011
삼호,B이하,B,B이하,B이하,2011
삼호개발,B이하,B,B이하,,2011
삼화왕관,B이하,B,B이하,B이하,2011
삼화전기,B이하,C,B이하,B이하,2011
삼화전자공업,B이하,C,B이하,B이하,2011
삼화콘덴서공업,,C,,B이하,2011
삼화페인트공업,B이하,B+,B이하,B이하,2011
삼환기업,B이하,B,B이하,B이하,2011
상신브레이크,B이하,B,B이하,B이하,2011
새론오토모티브,,C,,B이하,2011
샘표,B이하,B,B이하,,2011
서연,B이하,C,B이하,B이하,2011
서울도시가스,B이하,B+,B이하,B이하,2011
서울식품공업,,B,,B이하,2011
서울저축은행,B이하,C,B이하,,2011
서원,B이하,B,B이하,B이하,2011
서흥,B이하,B,B이하,,2011
선도전기,B이하,B,B이하,B이하,2011
선진지주,B이하,C,B이하,,2011
선창산업,B이하,B,B이하,B이하,2011
성문전자,B이하,C,B이하,B이하,2011
성보화학,,B,,,2011
성신양회,B이하,B+,B이하,B이하,2011
성안,B이하,C,B이하,,2011
성창기업지주,B이하,C,B이하,B이하,2011
세기상사,,B,,,2011
세방,B이하,B,B이하,B이하,2011
세방전지,B이하,B,B이하,B이하,2011
세아베스틸,B이하,B,B이하,B이하,2011
세아제강,B이하,B,B이하,B이하,2011
세아홀딩스,B이하,B,B이하,,2011
세우글로벌,,B,,,2011
세원셀론텍,B이하,B,B이하,,2011
세원정공,B이하,C,B이하,B이하,2011
세이브존I&C,B이하,B,B이하,,2011
세종공업,B이하,B,B이하,B이하,2011
세하,B이하,B,B이하,B이하,2011
솔로몬저축은행,B이하,B+,B이하,,2011
송원산업,B이하,B,B이하,B이하,2011
수산중공업,B이하,C,B이하,B이하,2011
신대양제지,B이하,C,B이하,B이하,2011
신도리코,B이하,C,B이하,B이하,2011
신라교역,,B,,,2011
신성에프에이,B이하,C,B이하,,2011
신성이엔지,B이하,C,B이하,,2011
신성이엔지,B이하,B,B이하,,2011
신성통상,B이하,C,B이하,,2011
신세계,B이하,A,B이하,B이하,2011
신세계I&C,B이하,B,B이하,,2011
신세계건설,B이하,B,B이하,B이하,2011
신영와코루,B이하,C,B이하,,2011
신영증권,B이하,B+,B이하,,2011
신원,B이하,B,B이하,,2011
신일건업,B이하,B,B이하,,2011
신일산업,B이하,C,B이하,B이하,2011
신풍제약,B이하,B,B이하,B이하,2011
신풍제지,B이하,B,B이하,B이하,2011
신한,,C,,B이하,2011
신한지주,A,A,A,A,2011
신화실업,,B,,,2011
신흥,B이하,B+,B이하,,2011
쌍방울,B이하,C,B이하,,2011
쌍용양회공업,B이하,B,B이하,B+,2011
써니전자,B이하,C,B이하,B이하,2011
씨아이테크,,B,,,2011
아남전자,,B,,B이하,2011
아모레퍼시픽,A,A,A,A,2011
아모레퍼시픽그룹,,B,,,2011
아비스타,,B,,,2011
아세아,B이하,B,B이하,B+,2011
아세아제지,B이하,C,B이하,B이하,2011
아세아페이퍼텍,,B,,B이하,2011
아시아나항공,B+,B,B+,A,2011
아이에스동서,B이하,C,B이하,B이하,2011
아이에이치큐,,B,,,2011
아주캐피탈,B이하,B+,B이하,,2011
알루코,B이하,B,B이하,B이하,2011
알보젠코리아,B이하,B,B이하,,2011
알앤엘바이오,B이하,C,B이하,,2011
에넥스,B이하,B,B이하,,2011
에스엘,B이하,B,B이하,B이하,2011
에스원,B+,B+,B+,,2011
에스제이엠홀딩스,B이하,C,B이하,B이하,2011
에쓰씨엔지니어링,B이하,C,B이하,,2011
에이엔피,,C,,B이하,2011
에이프로젠KIC,B이하,C,B이하,B이하,2011
에이프로젠제약,B이하,C,B이하,,2011
엔씨소프트,B이하,B+,B이하,,2011
엔케이,B이하,C,B이하,B이하,2011
엔케이물산,B이하,C,B이하,,2011
엔피씨,B이하,B,B이하,,2011
영보화학,B이하,C,B이하,B이하,2011
영원무역,,B,,,2011
영원무역홀딩스,,B,,,2011
영진약품,B이하,B,B이하,B이하,2011
영풍,,C,,B이하,2011
영풍제지,,C,,B이하,2011
영화금속,,C,,,2011
예스코,B+,B+,B+,,2011
오뚜기,B이하,C,B이하,,2011
오리엔트바이오,,C,,,2011
오리온홀딩스,B이하,B,B이하,,2011
와이비로드,,C,,,2011
우리금융지주,B+,A,B+,B+,2011
우리들제약,B이하,C,B이하,,2011
우리들휴브레인,B이하,C,B이하,,2011
우리종금,B이하,A,B이하,,2011
우성사료,B이하,C,B이하,,2011
우신시스템,,C,,,2011
우진플라임,,C,,,2011
웅진,B이하,B,B이하,B이하,2011
웅진씽크빅,B+,B+,B+,B+,2011
원림,,C,,,2011
윌비스,B이하,B,B이하,,2011
유나이티드,B이하,C,B이하,,2011
유니드,B이하,C,B이하,B이하,2011
유니온,B이하,B,B이하,B이하,2011
유니온머티리얼,,B,,B이하,2011
유니온스틸,,C,,B이하,2011
유니퀘스트,,C,,,2011
유성기업,B이하,C,B이하,B이하,2011
유수홀딩스,B+,B+,B+,B+,2011
유안타증권,B이하,B,B이하,,2011
유양디앤유,,C,,B이하,2011
유엔젤,B이하,C,B이하,,2011
유유제약,B이하,B,B이하,,2011
유진증권,B이하,C,B이하,,2011
유한양행,B이하,B,B이하,B이하,2011
유화증권,B이하,B+,B이하,,2011
율촌화학,B이하,B,B이하,,2011
이건산업,B이하,C,B이하,B이하,2011
이구산업,,C,,B이하,2011
이수페타시스,B이하,C,B이하,B이하,2011
이수화학,B이하,B,B이하,B이하,2011
이스타코,B이하,C,B이하,,2011
이아이디,B이하,B,B이하,B이하,2011
이월드,B이하,C,B이하,,2011
이화산업,B이하,C,B이하,B이하,2011
인디에프,B이하,B,B이하,B이하,2011
인스코비,,C,,B이하,2011
인지컨트롤스,,C,,B이하,2011
인천도시가스,B이하,C,B이하,,2011
인팩,B이하,C,B이하,B이하,2011
일동홀딩스,B이하,B,B이하,B이하,2011
일성건설,B이하,C,B이하,B이하,2011
일성신약,B이하,C,B이하,,2011
일신방직,B이하,B,B이하,,2011
일신석재,B이하,C,B이하,,2011
일양약품,B이하,B,B이하,,2011
일정실업,B이하,C,B이하,,2011
일진다이아,B이하,C,B이하,B이하,2011
일진디스플,,C,,B이하,2011
일진전기,B+,B,B+,B+,2011
일진홀딩스,B이하,C,,B이하,2011
자화전자,B이하,C,B이하,B이하,2011
전방,B이하,C,B이하,,2011
전북은행,B이하,A+,B이하,B이하,2011
제이에스전선,B이하,B+,B이하,B이하,2011
제이준코스메틱,B이하,B,B이하,,2011
제일기획,,B,,,2011
제일모직,A,A,A,A+,2011
제일연마,B이하,C,B이하,B이하,2011
제일저축은행,B이하,B+,B이하,,2011
제일파마홀딩스,B이하,C,B이하,B이하,2011
조광페인트,B이하,C,B이하,B이하,2011
조광피혁,,C,,,2011
조비,B이하,C,B이하,,2011
조선내화,B이하,C,B이하,,2011
조일알미늄,,B,,B이하,2011
조흥,,B,,B이하,2011
종근당바이오,,C,,B이하,2011
종근당홀딩스,B이하,B,B이하,,2011
주연테크,B이하,B,B이하,,2011
중앙건설,B이하,B,B이하,,2011
지코,,C,,,2011
지투알,,B,,,2011
진도,,B,,,2011
진양산업,,C,,,2011
진양폴리우레탄,,B,,,2011
진양홀딩스,B이하,B,B이하,,2011
진양화학,,B,,B이하,2011
진원생명과학,B이하,B,B이하,,2011
진흥기업,B이하,B,B이하,B이하,2011
진흥저축은행,B이하,B+,B이하,,2011
참엔지니어링,B이하,B,B이하,,2011
천일고속,,C,,,2011
청호컴넷,B이하,B,B이하,,2011
체시스,B이하,C,B이하,B이하,2011
카프로,B이하,B,B이하,B이하,2011
케이비물산,B이하,B,B이하,,2011
케이비증권,B이하,B+,B이하,B이하,2011
케이씨,B+,B,B+,,2011
케이씨씨,B이하,B,B이하,B이하,2011
케이씨티시,B이하,B,B이하,B이하,2011
케이티,A,A+,A,A,2011
케이티앤지,B+,A+,B+,A,2011
케이피케미칼,B이하,B,B이하,B이하,2011
코리아써키트,B이하,B,B이하,B이하,2011
코리안리,B이하,A,B이하,,2011
코스맥스비티아이,B이하,B,B이하,B이하,2011
코스모신소재,B이하,B,B이하,,2011
코스모화학,B이하,B,B이하,B이하,2011
코아스,B이하,C,B이하,B이하,2011
코오롱,B이하,B,B이하,B이하,2011
코오롱글로벌,B이하,B,B이하,B이하,2011
코원에너지서비스,B이하,B,B이하,,2011
코웨이,A,B+,A,A,2011
콤텍시스템,B이하,B,B이하,,2011
크라운해태홀딩스,B이하,B,B이하,,2011
키움증권,B이하,B,B이하,,2011
키위미디어그룹,,C,,B이하,2011
태경산업,B이하,B,B이하,,2011
태경화학,B이하,C,B이하,,2011
태광산업,B이하,B,B이하,B이하,2011
태림포장,,C,,B이하,2011
태양금속공업,B이하,B,B이하,B이하,2011
태영건설,,B+,,B이하,2011
태원물산,,B,,,2011
태평양물산,B이하,B,B이하,,2011
태평양제약,B이하,B,B이하,B이하,2011
텔코웨어,B이하,B,B이하,,2011
티비에이치글로벌,B이하,B,B이하,,2011
티에이치엔,B이하,C,B이하,B이하,2011
티이씨코,,C,,,2011
파미셀,,C,,,2011
파브코,B이하,B,B이하,B이하,2011
팜스코,B이하,C,B이하,B이하,2011
팬오션,B이하,B+,B이하,B+,2011
퍼스텍,B이하,B,B이하,,2011
퍼시스,B이하,B,B이하,B이하,2011
페이퍼코리아,B이하,C,B이하,,2011
평화산업,B이하,B,B이하,B이하,2011
평화홀딩스,B이하,B,B이하,,2011
포스코,A+,A+,A+,A+,2011
포스코강판,B이하,B,B이하,B이하,2011
포스코대우,B이하,B,B이하,B이하,2011
포스코플랜텍,B+,B+,B+,B+,2011
폴루스바이오팜,B이하,C,B이하,B이하,2011
풀무원,A,A,A,B이하,2011
풍림산업,B이하,B,B이하,B이하,2011
풍산,B이하,B+,B이하,B+,2011
풍산홀딩스,B이하,B,B이하,,2011
필룩스,B이하,B,B이하,B이하,2011
하나금융지주,B+,A+,B+,B이하,2011
하나은행,B이하,A,B이하,B이하,2011
하이스틸,B이하,B,B이하,,2011
하이트론씨스템즈,,B,,,2011
하이트맥주,B이하,B+,B이하,B이하,2011
하이트진로,,B,,B+,2011
하이트진로홀딩스,,B+,,,2011
한국가스공사,A,A,A,B+,2011
한국개발금융,,B+,,,2011
한국공항,B이하,C,B이하,B이하,2011
한국금융지주,,A,,,2011
한국내화,B이하,B,B이하,,2011
한국단자공업,B이하,B,B이하,B이하,2011
한국석유공업,B이하,B,B이하,B이하,2011
한국수출포장공업,,B,,B이하,2011
한국쉘석유,B이하,B,B이하,,2011
한국유리공업,B이하,C,B이하,B이하,2011
한국저축은행,B이하,B+,B이하,,2011
한국전력공사,A+,A,A+,,2011
한국전자홀딩스,B이하,B,B이하,,2011
한국제지,B이하,B,B이하,B이하,2011
한국주강,,B,,,2011
한국주철관공업,B이하,B,B이하,,2011
한국철강,B+,B+,B+,,2011
한국카본,B이하,B,B이하,B이하,2011
한국콜마홀딩스,B이하,B,B이하,B이하,2011
한국타이어월드와이드,B+,B+,B+,A,2011
한국특수형강,B이하,B,B이하,,2011
한국프랜지공업,B이하,B,B이하,B이하,2011
한국화장품제조,B이하,C,B이하,,2011
한농화성,B이하,B,B이하,B이하,2011
한독,B+,B+,B이하,B+,2011
한라,B이하,B,B이하,B이하,2011
한미글로벌,B+,B,B+,B이하,2011
한미반도체,B이하,B+,B이하,,2011
한미사이언스,,B,,,2011
한샘,B+,B,B+,B이하,2011
한섬,B이하,B,B이하,,2011
한성기업,B이하,C,B이하,,2011
한세실업,B이하,B,B이하,,2011
한세예스24홀딩스,,B,,,2011
한솔로지스틱스,B이하,C,B이하,B이하,2011
한솔아트원제지,B이하,B,B이하,B이하,2011
한솔케미칼,B이하,B,B이하,B+,2011
한솔테크닉스,B이하,B,B이하,,2011
한솔피엔에스,B이하,C,B이하,,2011
한솔홀딩스,B+,B+,B+,B+,2011
한솔홈데코,,C,,B이하,2011
한신공영,,B,,B이하,2011
한신기계공업,,B,,B이하,2011
한양증권,B+,B+,B+,B이하,2011
한온시스템,B이하,C,B이하,A,2011
한올바이오파마,B+,B,B+,,2011
한익스프레스,B이하,B,B이하,B이하,2011
한일건설,,C,,B이하,2011
한일시멘트,B이하,B,B이하,B이하,2011
한일철강,,C,,B이하,2011
한전KPS,A,B,A,B이하,2011
한전기술,A,B,A,B이하,2011
한진,B이하,B,B이하,,2011
한진중공업,B이하,B+,B이하,B이하,2011
한진중공업홀딩스,B이하,B+,B이하,,2011
한진해운,B+,B+,B+,B이하,2011
한창,B이하,C,B이하,,2011
한창제지,B이하,B,B이하,,2011
한화,B이하,A,B이하,B+,2011
한화갤러리아타임월드,B+,B,B+,B이하,2011
한화손해보험,B이하,B+,B이하,B이하,2011
한화케미칼,A,B+,A,A,2011
한화테크윈,B+,B+,B+,A,2011
한화투자증권,B이하,B+,B이하,,2011
한화화인케미칼,B이하,B,B이하,B이하,2011
현대DSF,B+,B,B+,,2011
현대EP,B이하,B,B이하,B이하,2011
현대건설,A,B+,A,A,2011
현대그린푸드,B이하,B,B이하,,2011
현대글로비스,B+,B,B+,B이하,2011
현대리바트,B이하,B,B이하,B이하,2011
현대모비스,A,B+,A,B+,2011
현대미포조선,B+,B,B이하,,2011
현대백화점,B+,B+,B+,,2011
현대비앤지스틸,B이하,B,B이하,B이하,2011
현대산업개발,B이하,B+,B이하,B이하,2011
현대상선,A,A,A,A,2011
현대시멘트,B이하,C,B이하,B이하,2011
현대약품,B이하,B+,B이하,B이하,2011
현대엘리베이터,B+,B+,B+,B이하,2011
현대자동차,A+,A,A+,A,2011
현대제철,A,B+,A,B+,2011
현대종합상사,,B,,,2011
현대중공업,B이하,A,B이하,B+,2011
현대차투자증권,,B,,,2011
현대페인트,B이하,C,B이하,B이하,2011
현대하이스코,B이하,B+,B이하,B이하,2011
현대해상,A,A,A,B+,2011
형지엘리트,B이하,B,B이하,B이하,2011
혜인,B이하,C,B이하,,2011
호텔신라,B이하,B,B이하,B이하,2011
화성산업,B+,B+,B+,,2011
화승알앤에이,B이하,B,B이하,B이하,2011
화승인더스트리,B이하,C,B이하,B이하,2011
화신,B이하,C,B이하,,2011
화천기계,B이하,B,B이하,B이하,2011
화천기공,B이하,B,B이하,,2011
환인제약,B이하,B,B이하,,2011
황금에스티,B이하,B,B이하,,2011
효성,B이하,B+,B이하,B+,2011
효성 ITX,B이하,C,B이하,,2011
후성,B이하,C,B이하,B이하,2011
휴니드테크놀러지스,B+,C,B+,B이하,2011
휴스틸,,B,,B이하,2011
휴켐스,B이하,B+,B이하,B+,2011
흥국화재,B이하,C,B이하,,2011
흥아해운,B이하,B,B이하,,2011
