종목명,ESG 통합등급,2014_E,2014_S,2014_G,평가연도
S&TC,B이하,B,B이하,B이하,2014
S&T모티브,B이하,B,B이하,B이하,2014
S&T중공업,B이하,B,B이하,B+,2014
S&T홀딩스,B이하,B,B이하,B이하,2014
S-Oil,A+,A+,A,A+,2014
SBS,B이하,B+,B이하,B이하,2014
SBS미디어홀딩스,B이하,B,B이하,B이하,2014
SG세계물산,B이하,C,B이하,B이하,2014
SG충방,B이하,C,B이하,B이하,2014
SH에너지화학,B이하,C,B이하,B이하,2014
SIMPAC,B이하,B,B이하,B이하,2014
SK,A,B,A,A+,2014
SK,B이하,C,B+,B이하,2014
SKC,A,B+,A,A,2014
SK가스,B+,B+,B+,B이하,2014
SK네트웍스,B+,B+,A,B이하,2014
SK디스커버리,B+,B+,B+,B+,2014
SK이노베이션,B+,B,A,A,2014
SK증권,B이하,B+,B+,B이하,2014
SK텔레콤,A,A+,B+,A,2014
SK하이닉스,B+,B,A,B+,2014
SPC삼립,B이하,C,B이하,B이하,2014
TCC동양,B이하,C,B이하,B이하,2014
WISCOM,B이하,B,B이하,B이하,2014
YG PLUS,B이하,C,B이하,B이하,2014
가온전선,B이하,B,B+,B이하,2014
강남제비스코,B이하,B,B이하,B이하,2014
강원랜드,B+,B+,A,B+,2014
갤럭시아에스엠,B이하,C,B이하,B이하,2014
경남기업,B이하,C,B이하,B이하,2014
경남에너지,B이하,B,B이하,B이하,2014
경농,B이하,C,B이하,B이하,2014
경동나비엔,B이하,C,B이하,B이하,2014
경동인베스트,B이하,C,B이하,B이하,2014
경방,B이하,B,B이하,B이하,2014
경인양행,B이하,B,B이하,B이하,2014
경인전자,B이하,B,B이하,B이하,2014
계룡건설산업,B이하,B,B이하,B이하,2014
계양전기,B이하,B,B이하,B이하,2014
고려개발,B이하,C,B이하,B이하,2014
고려산업,B이하,B,B이하,B이하,2014
고려아연,B+,B+,B이하,B+,2014
고려제강,B이하,B,B이하,B이하,2014
골든브릿지증권,B이하,B,B이하,B이하,2014
광동제약,B이하,C,B이하,B이하,2014
광명전기,B이하,C,B이하,B이하,2014
광전자,B이하,B,B이하,B이하,2014
광주신세계,B이하,B,B+,B이하,2014
교보증권,B이하,B,B이하,B이하,2014
국도화학,B이하,C,B이하,B+,2014
국동,B이하,B,B이하,B이하,2014
국보,B이하,C,B이하,B이하,2014
국제약품,B이하,B,B이하,B이하,2014
극동유화,B이하,C,B이하,B이하,2014
금강공업,B이하,B,B이하,B이하,2014
금비,B이하,C,B이하,B이하,2014
금양,B이하,B,B이하,B이하,2014
금호산업,B+,B,B+,B+,2014
금호석유화학,B+,B,B+,B+,2014
금호전기,B이하,B,B이하,B이하,2014
금호타이어,B+,B+,B+,A,2014
기신정기,B이하,B+,B이하,B이하,2014
기아자동차,B+,B+,A,B+,2014
기업은행,B+,B+,B+,B+,2014
까뮤이앤씨,B이하,C,B이하,B이하,2014
깨끗한나라,B이하,B,B이하,B+,2014
나노메딕스,B이하,B,B이하,B이하,2014
남선알미늄,B이하,C,B이하,B이하,2014
남성,B이하,C,B이하,B이하,2014
남양유업,B이하,C,B이하,B이하,2014
남영비비안,B이하,B,B이하,B이하,2014
남해화학,B이하,B,B이하,B+,2014
넥센,B이하,B,B이하,B이하,2014
넥센타이어,B이하,B,B이하,B+,2014
넥솔론,B이하,B+,B이하,B이하,2014
노루페인트,B이하,B,B이하,B+,2014
노루홀딩스,B이하,B,B이하,B이하,2014
녹십자,B이하,B,B이하,B이하,2014
녹십자홀딩스,B이하,B,B이하,B이하,2014
농심,B이하,B,B이하,B+,2014
농심홀딩스,B이하,C,B이하,B이하,2014
다우기술,B이하,C,B이하,B이하,2014
다우인큐브,B이하,C,B이하,B이하,2014
대경기계기술,B이하,B,B이하,B이하,2014
대교,B+,A+,B이하,B이하,2014
대구백화점,B이하,B,B이하,B이하,2014
대덕GDS,B이하,B,B이하,B+,2014
대덕전자,B+,B,B+,B+,2014
대동공업,B이하,C,B이하,B이하,2014
대동전자,B이하,C,B이하,B이하,2014
대림비앤코,B이하,C,B이하,B이하,2014
대림산업,A,A,A,A,2014
대림통상,B이하,B,B이하,B이하,2014
대상,B이하,C,B이하,B이하,2014
대상홀딩스,B이하,B,B이하,B이하,2014
대성산업,B이하,B,B이하,B+,2014
대성에너지,B이하,B,B이하,B이하,2014
대성합동지주,B이하,B,B이하,B이하,2014
대성홀딩스,B이하,B,B이하,B이하,2014
대신증권,B이하,B+,B이하,B이하,2014
대양금속,B이하,C,B이하,B이하,2014
대영포장,B이하,C,B이하,B이하,2014
대우건설,B이하,D,A,A,2014
대우부품,B이하,C,B이하,B이하,2014
대우조선해양,B+,B+,B이하,B+,2014
대웅,B이하,C,B이하,B이하,2014
대웅제약,B이하,B,B이하,B이하,2014
대원강업,B이하,B,B이하,B+,2014
대원전선,B이하,C,B이하,B이하,2014
대원제약,B이하,B+,B이하,B이하,2014
대원화성,B이하,B,B이하,B+,2014
대유에이텍,B이하,C,B이하,B이하,2014
대유플러스,B이하,C,B이하,B+,2014
대창,B이하,C,B이하,B+,2014
대창단조,B이하,B,B이하,B이하,2014
대한방직,B이하,B,B이하,B이하,2014
대한유화,B이하,C,B이하,B+,2014
대한전선,B이하,C,B이하,B+,2014
대한제강,B이하,B,B이하,B+,2014
대한제당,B이하,B,B이하,B이하,2014
대한제분,B이하,C,B이하,B이하,2014
대한항공,B+,B+,A,B+,2014
대한해운,B이하,D,B이하,B이하,2014
대한화섬,B이하,B,B이하,B이하,2014
대현,B이하,B+,B이하,B이하,2014
대호에이엘,B이하,C,B이하,B+,2014
더존비즈온,B이하,C,B이하,B이하,2014
덕성,B이하,C,B이하,B이하,2014
덕양산업,B이하,C,B이하,B이하,2014
도레이케미칼,B+,B,B+,B+,2014
도화엔지니어링,B이하,B,B이하,B이하,2014
동국실업,B이하,C,B이하,B이하,2014
동국제강,B+,B+,B이하,B+,2014
동남합성,B이하,C,B이하,B이하,2014
동방,B이하,C,B이하,B이하,2014
동방아그로,B이하,B,B이하,B이하,2014
동부건설,B이하,B,B이하,B이하,2014
동부제철,B이하,B,B이하,B+,2014
동성제약,B이하,C,B이하,B이하,2014
동성코퍼레이션,B이하,B,B이하,B이하,2014
동성화학,B이하,B,B이하,B이하,2014
동아쏘시오홀딩스,B이하,B,B이하,B이하,2014
동아에스텍,B이하,B+,B이하,B이하,2014
동아지질,B이하,B,B이하,B이하,2014
동양고속,B이하,B,B이하,B이하,2014
동양물산기업,B이하,B,B이하,B이하,2014
동양생명,B이하,B+,B이하,B이하,2014
동양철관,B이하,C,B이하,B이하,2014
동원,B이하,C,B이하,B이하,2014
동원F&B,B이하,C,B이하,B이하,2014
동원금속,B이하,C,B이하,B이하,2014
동원산업,B이하,B,B이하,B이하,2014
동원수산,B이하,C,B이하,B이하,2014
동원시스템즈,B이하,C,B이하,B이하,2014
동일고무벨트,B이하,C,B이하,B이하,2014
동일방직,B이하,B,B이하,B이하,2014
동일산업,B이하,B,B이하,B+,2014
동일제지,B이하,C,B이하,B이하,2014
동화약품,B이하,B,B이하,B이하,2014
두산,A,A,A,A,2014
두산건설,B+,B+,A,B+,2014
두산엔진,A,A,A,B+,2014
두산인프라코어,A,A,A+,A,2014
두산중공업,A,A,A,A,2014
디씨엠,B이하,B,B이하,B이하,2014
디아이,B이하,C,B이하,B이하,2014
디아이씨,B이하,B,B이하,B이하,2014
디와이,B이하,B,B이하,B이하,2014
디티알오토모티브,B이하,C,B이하,B이하,2014
디피씨,B이하,B,B이하,B이하,2014
락앤락,B이하,B+,B이하,B이하,2014
롯데관광개발,B이하,B,B이하,B이하,2014
롯데손해보험,B+,B+,A,B이하,2014
롯데쇼핑,A,A,A,A,2014
롯데정밀화학,B+,B+,B+,B+,2014
롯데지주,B+,B+,B+,A,2014
롯데칠성음료,B+,B+,B+,B+,2014
롯데케미칼,A,B+,A,A+,2014
롯데푸드,B이하,C,B이하,B+,2014
롯데하이마트,B+,A,B+,B이하,2014
마니커,B이하,C,B이하,B이하,2014
만호제강,B이하,B,B이하,B이하,2014
메디플란트,B이하,C,B이하,B이하,2014
메리츠금융지주,B이하,B+,B이하,B이하,2014
메리츠종금증권,B이하,B+,B이하,B이하,2014
메리츠화재,B+,A+,B+,B이하,2014
명문제약,B이하,B,B이하,B이하,2014
모나리자,B이하,C,B이하,B이하,2014
모나미,B이하,B,B이하,B이하,2014
모토닉,B이하,B,B이하,B이하,2014
무림P&P,B이하,C,B이하,B+,2014
무림페이퍼,B이하,C,B이하,B+,2014
무학,B이하,B+,B이하,B이하,2014
문배철강,B이하,C,B이하,B이하,2014
미래산업,B이하,B,B이하,B이하,2014
미래아이앤지,B이하,C,B이하,B이하,2014
미래에셋대우,B+,B+,B+,B+,2014
미래에셋증권,B+,B+,B+,B이하,2014
미원상사,B이하,C,B이하,B이하,2014
미원홀딩스,B이하,B,B이하,B이하,2014
미원화학,B이하,C,B이하,B이하,2014
미창석유공업,B이하,B+,B이하,B이하,2014
방림,B이하,B,B이하,B이하,2014
백광산업,B이하,B,B이하,B+,2014
백광소재,B이하,C,B이하,B이하,2014
백산,B이하,C,B이하,B이하,2014
벽산,B이하,B,B이하,B이하,2014
보락,B이하,B,B이하,B이하,2014
보령제약,B이하,C,B이하,B이하,2014
보해양조,B이하,C,B이하,B이하,2014
부광약품,B이하,B+,B이하,B이하,2014
부국증권,B이하,B,B이하,B이하,2014
부국철강,B이하,C,B이하,B이하,2014
부산도시가스,B이하,B,B+,B이하,2014
부산산업,B이하,B,B이하,B이하,2014
부산주공,B이하,B,B이하,B+,2014
비상교육,B이하,B,B이하,B이하,2014
빙그레,B이하,B,B+,B이하,2014
사조대림,B이하,C,B이하,B이하,2014
사조동아원,B이하,C,B이하,B이하,2014
사조산업,B이하,C,B이하,B이하,2014
사조씨푸드,B이하,C,B이하,B이하,2014
사조오양,B이하,C,B이하,B이하,2014
사조해표,B이하,B,B이하,B이하,2014
삼광글라스,B이하,B,B이하,B이하,2014
삼부토건,B이하,B,B이하,B이하,2014
삼성SDI,A,B+,A,A,2014
삼성공조,B이하,B,B이하,B이하,2014
삼성물산,B+,B,A,A,2014
삼성생명,A,A,A+,A,2014
삼성엔지니어링,A,B+,A,A,2014
삼성전기,A+,A,A+,A+,2014
삼성전자,A,A,A+,A,2014
삼성제약,B이하,B,B이하,B이하,2014
삼성중공업,B+,B,A,A,2014
삼성증권,B+,A,A,B이하,2014
삼성출판사,B이하,B,B이하,B이하,2014
삼성카드,B이하,B+,B+,B이하,2014
삼성화재해상보험,A,A,A,A,2014
삼아알미늄,B이하,B,B이하,B이하,2014
삼양사,B+,B,B+,B+,2014
삼양식품,B이하,C,B이하,B이하,2014
삼양엔텍,B이하,C,B이하,B이하,2014
삼양제넥스,B+,B+,B+,B+,2014
삼양통상,B이하,B,B이하,B이하,2014
삼양홀딩스,B이하,C,B이하,B이하,2014
삼영무역,B이하,B,B이하,B이하,2014
삼영전자공업,B이하,B,B이하,B+,2014
삼영화학공업,B이하,B,B이하,B이하,2014
삼원강재,B이하,C,B이하,B+,2014
삼익THK,B이하,C,B이하,B이하,2014
삼익악기,B이하,C,B이하,B이하,2014
삼일제약,B이하,B,B이하,B이하,2014
삼정펄프,B이하,B,B이하,B이하,2014
삼진제약,B이하,B,B이하,B이하,2014
삼천리,B+,B+,B+,B+,2014
삼호,B+,B,B+,B+,2014
삼호개발,B이하,B,B이하,B이하,2014
삼화왕관,B이하,C,B이하,B이하,2014
삼화전기,B이하,B,B이하,B+,2014
삼화전자공업,B이하,C,B이하,B이하,2014
삼화콘덴서공업,B이하,B,B이하,B이하,2014
삼화페인트공업,B+,B+,B+,B+,2014
삼환기업,B이하,C,B이하,B이하,2014
상신브레이크,B이하,B,B이하,B이하,2014
새론오토모티브,B이하,C,B+,B+,2014
샘표,B이하,B,B이하,B이하,2014
서연,B이하,B,B이하,B이하,2014
서울도시가스,B이하,B+,B이하,B이하,2014
서울식품공업,B이하,B,B이하,B이하,2014
서원,B이하,B,B이하,B이하,2014
서흥,B이하,B,B이하,B이하,2014
선도전기,B이하,B,B이하,B이하,2014
선진,B이하,C,B이하,B이하,2014
선창산업,B이하,B,B이하,B이하,2014
성문전자,B이하,C,B이하,B이하,2014
성보화학,B이하,B,B이하,B이하,2014
성신양회,B+,B+,B이하,B+,2014
성안,B이하,C,B이하,B이하,2014
성지건설,B이하,C,B이하,B이하,2014
성창기업지주,B이하,C,B이하,B이하,2014
세기상사,B이하,B,B이하,B이하,2014
세방,B이하,B+,B이하,B이하,2014
세방전지,B이하,B,B이하,B+,2014
세아베스틸,B이하,B,B이하,B이하,2014
세아제강,B이하,B,B이하,B+,2014
세아특수강,B이하,B,B이하,B+,2014
세아홀딩스,B이하,B,B이하,B이하,2014
세우글로벌,B이하,C,B이하,B이하,2014
세원셀론텍,B이하,C,B이하,B이하,2014
세원정공,B이하,B,B이하,B이하,2014
세이브존I&C,B이하,C,B이하,B이하,2014
세종공업,B이하,B,B이하,B이하,2014
세하,B이하,B,B이하,B이하,2014
송원산업,B이하,B,B이하,B+,2014
수산중공업,B이하,C,B이하,B이하,2014
신대양제지,B이하,C,B이하,B이하,2014
신도리코,B이하,B+,B이하,B이하,2014
신라교역,B이하,B,B이하,B이하,2014
신성에프에이,B이하,C,B이하,B이하,2014
신성이엔지,B이하,C,B이하,B이하,2014
신성이엔지,B이하,C,B이하,B이하,2014
신성통상,B이하,C,B이하,B이하,2014
신세계,B+,B+,B+,B+,2014
신세계I&C,B이하,B,B+,B이하,2014
신세계건설,B이하,C,A,B이하,2014
신세계인터내셔날,B+,B,B+,B+,2014
신세계푸드,B이하,C,B+,B+,2014
신영와코루,B이하,C,B이하,B이하,2014
신영증권,B이하,B,B이하,B이하,2014
신원,B이하,B,B이하,B이하,2014
신일산업,B이하,C,B이하,B이하,2014
신풍제약,B이하,B,B이하,B이하,2014
신풍제지,B이하,B,B이하,B+,2014
신한,B이하,C,B이하,B이하,2014
신한지주,A,A+,A,A,2014
신화실업,B이하,C,B이하,B이하,2014
신흥,B이하,B,B이하,B이하,2014
쌍방울,B이하,C,B이하,B이하,2014
쌍용양회공업,B이하,C,B+,B+,2014
쌍용자동차,B+,B+,B+,B+,2014
써니전자,B이하,B,B이하,B이하,2014
씨아이테크,B이하,D,B이하,B이하,2014
아남전자,B이하,C,B이하,B이하,2014
아모레퍼시픽,B+,B+,A,B+,2014
아모레퍼시픽그룹,B이하,B,B이하,B이하,2014
아비스타,B이하,C,B이하,B이하,2014
아세아,B이하,C,B+,B+,2014
아세아제지,B이하,C,B이하,B이하,2014
아시아나항공,B+,C,A,B+,2014
아이마켓코리아,B이하,B,B이하,B이하,2014
아이에스동서,B이하,B,B이하,B이하,2014
아이에이치큐,B이하,C,B이하,B이하,2014
아주캐피탈,B이하,B,B이하,B이하,2014
아티스,B이하,C,B이하,B이하,2014
알루코,B이하,C,B이하,B이하,2014
알보젠코리아,B이하,B,B이하,B이하,2014
애경유화,B이하,C,B이하,B이하,2014
에넥스,B이하,B,B이하,B이하,2014
에스엘,B이하,B,B이하,B이하,2014
에스원,B이하,B,B+,B이하,2014
에스제이엠,B이하,B,B이하,B이하,2014
에스제이엠홀딩스,B이하,B,B이하,B이하,2014
에쓰씨엔지니어링,B이하,C,B이하,B이하,2014
에이블씨엔씨,B이하,B,B이하,B이하,2014
에이엔피,B이하,C,B이하,B이하,2014
에이프로젠KIC,B이하,D,B이하,B이하,2014
에이프로젠제약,B이하,C,B이하,B이하,2014
엔씨소프트,B이하,B+,B이하,B이하,2014
엔케이,B이하,B,B이하,B이하,2014
엔케이물산,B이하,C,B이하,B이하,2014
엔피씨,B이하,C,B이하,B이하,2014
영보화학,B이하,C,B이하,B이하,2014
영원무역,B이하,B,B이하,B이하,2014
영원무역홀딩스,B이하,C,B이하,B이하,2014
영진약품,B이하,B,B이하,B이하,2014
영풍,B이하,C,B이하,B+,2014
영풍제지,B이하,C,B이하,B이하,2014
영화금속,B이하,C,B이하,B이하,2014
영흥철강,B이하,B,B이하,B이하,2014
예스코,B+,B+,A,B이하,2014
오뚜기,B이하,C,B이하,B+,2014
오리엔트바이오,B이하,C,B이하,B이하,2014
오리온홀딩스,B이하,B,B이하,B이하,2014
와이비로드,B이하,C,B이하,B이하,2014
우리금융지주,A,A+,A,B+,2014
우리들제약,B이하,C,B이하,B이하,2014
우리들휴브레인,B이하,D,B이하,B이하,2014
우리종금,B이하,C,B이하,B이하,2014
우성사료,B이하,B,B이하,B이하,2014
우신시스템,B이하,C,B이하,B이하,2014
우진,B이하,B,B이하,B이하,2014
우진플라임,B이하,B,B이하,B이하,2014
웅진씽크빅,B이하,B,B+,B이하,2014
웅진에너지,B+,B,B이하,A,2014
원림,B이하,C,B이하,B이하,2014
윌비스,B이하,B,B이하,B이하,2014
유나이티드,B이하,B,B이하,B이하,2014
유니드,B이하,B,B이하,B이하,2014
유니온,B이하,B,B이하,B이하,2014
유니온머티리얼,B이하,C,B이하,B이하,2014
유니온스틸,B이하,B,B이하,B+,2014
유니퀘스트,B이하,B,B이하,B이하,2014
유성기업,B이하,C,B이하,B이하,2014
유수홀딩스,B이하,B,B+,B이하,2014
유안타증권,B이하,C,B이하,B이하,2014
유양디앤유,B이하,B,B이하,B이하,2014
유엔젤,B이하,C,B이하,B이하,2014
유유제약,B이하,B,B이하,B이하,2014
유진증권,B이하,B,B이하,B이하,2014
유한양행,B+,B,B+,B+,2014
유화증권,B이하,C,B이하,B이하,2014
율촌화학,B이하,B,B이하,B이하,2014
이건산업,B이하,B,B이하,B이하,2014
이구산업,B이하,B,B이하,B+,2014
이마트,A,B+,B+,A+,2014
이수페타시스,B이하,C,B이하,B+,2014
이수화학,B이하,C,B이하,B+,2014
이스타코,B이하,C,B이하,B이하,2014
이아이디,B이하,C,B이하,B이하,2014
이연제약,B이하,B,B이하,B이하,2014
이월드,B이하,C,B이하,B이하,2014
이화산업,B이하,C,B이하,B이하,2014
인디에프,B이하,B,B이하,B이하,2014
인스코비,B이하,D,B이하,B이하,2014
인지컨트롤스,B이하,C,B이하,B이하,2014
인천도시가스,B이하,B,B이하,B이하,2014
인터지스,B이하,C,B이하,B이하,2014
인팩,B이하,C,B이하,B이하,2014
일동홀딩스,B이하,C,B이하,B이하,2014
일성건설,B이하,C,B이하,B이하,2014
일성신약,B이하,B,B이하,B이하,2014
일신방직,B이하,B+,B이하,B이하,2014
일신석재,B이하,C,B이하,B이하,2014
일양약품,B이하,B,B이하,B이하,2014
일정실업,B이하,B,B이하,B이하,2014
일진다이아,B이하,C,B이하,B이하,2014
일진디스플,B이하,C,B이하,B이하,2014
일진머티리얼즈,B이하,B,B이하,B+,2014
일진전기,B이하,C,B이하,B이하,2014
일진홀딩스,B이하,C,B이하,B이하,2014
자화전자,B이하,B,B이하,B+,2014
전방,B이하,B,B이하,B이하,2014
제일기획,B이하,B,B이하,B이하,2014
제일모직,A,B+,A,A,2014
제일연마,B이하,B,B이하,B이하,2014
제일파마홀딩스,B이하,B,B이하,B이하,2014
제주은행,B+,A,B이하,B이하,2014
조광페인트,B이하,C,B이하,B이하,2014
조광피혁,B이하,B,B이하,B이하,2014
조비,B이하,C,B이하,B이하,2014
조선내화,B이하,B,B이하,B이하,2014
조선선재,B이하,C,B이하,B이하,2014
조일알미늄,B이하,B,B이하,B이하,2014
조흥,B이하,B,B이하,B이하,2014
종근당바이오,B이하,C,B이하,B이하,2014
종근당홀딩스,B이하,B,B이하,B이하,2014
주연테크,B이하,C,B이하,B이하,2014
지엠비코리아,B이하,B+,B이하,B이하,2014
지역난방공사,B+,A,B+,B+,2014
지코,B이하,B,B이하,B이하,2014
지투알,B이하,B+,B이하,B이하,2014
진도,B이하,C,B이하,B이하,2014
진양산업,B이하,C,B이하,B이하,2014
진양폴리우레탄,B이하,B,B이하,B이하,2014
진양홀딩스,B이하,B,B이하,B이하,2014
진양화학,B이하,B,B이하,B이하,2014
진원생명과학,B이하,C,B이하,B이하,2014
진흥기업,B이하,D,B이하,B+,2014
참엔지니어링,B이하,B,B이하,B이하,2014
천일고속,B이하,C,B이하,B이하,2014
청호컴넷,B이하,C,B이하,B이하,2014
체시스,B이하,C,B이하,B이하,2014
카프로,B이하,C,B이하,B+,2014
케이비증권,B이하,B,B이하,B이하,2014
케이씨,B이하,B,B이하,B이하,2014
케이씨씨,B+,B+,B이하,B+,2014
케이씨티시,B이하,B,B이하,B이하,2014
케이티,A,A+,B+,A,2014
케이티스,B이하,B+,B이하,B이하,2014
케이티스카이라이프,B이하,B,B이하,B이하,2014
케이티앤지,A,A+,A,B+,2014
코리아써키트,B이하,B,B이하,B+,2014
코리안리,B이하,A,B이하,B이하,2014
코스맥스비티아이,B이하,B,B이하,B이하,2014
코스모신소재,B+,B,B+,B+,2014
코스모화학,B이하,B,B이하,B+,2014
코아스,B이하,B,B이하,B이하,2014
코오롱,B이하,B,B이하,B이하,2014
코오롱글로벌,B이하,B,B이하,B이하,2014
코오롱머티리얼,B이하,C,B이하,B이하,2014
코오롱인더,B+,B+,B이하,B+,2014
코오롱플라스틱,B+,B+,B+,B+,2014
코웨이,B+,B,A,A,2014
콤텍시스템,B이하,C,B이하,B이하,2014
크라운해태홀딩스,B이하,B,B이하,B이하,2014
키움증권,B이하,B+,B이하,B이하,2014
키위미디어그룹,B이하,D,B이하,B이하,2014
태경산업,B이하,C,B이하,B이하,2014
태경화학,B이하,C,B이하,B이하,2014
태광산업,B이하,C,B이하,B이하,2014
태림포장,B이하,C,B이하,B이하,2014
태양금속공업,B이하,B,B이하,B+,2014
태영건설,B+,B+,B+,B+,2014
태원물산,B이하,C,B이하,B이하,2014
태평양물산,B이하,B,B이하,B이하,2014
텔코웨어,B이하,B,B이하,B이하,2014
티비에이치글로벌,B이하,B,B이하,B이하,2014
티에이치엔,B이하,C,B이하,B이하,2014
티웨이홀딩스,B이하,C,B이하,B이하,2014
팀스,B이하,C,B이하,B이하,2014
파미셀,B이하,B,B이하,B이하,2014
파브코,B이하,C,B이하,B이하,2014
팜스코,B이하,C,B이하,B이하,2014
퍼스텍,B이하,B,B이하,B이하,2014
퍼시스,B이하,B,B이하,B+,2014
페이퍼코리아,B이하,C,B이하,B이하,2014
평화산업,B이하,B,B이하,B이하,2014
평화홀딩스,B이하,B,B이하,B이하,2014
포스코,A,A+,A,B+,2014
포스코강판,B이하,B,B이하,B+,2014
포스코대우,B+,B+,B+,B이하,2014
포스코플랜텍,B이하,C,A,B이하,2014
폴루스바이오팜,B이하,C,B이하,B이하,2014
풀무원,B+,A,A,B이하,2014
풍산,B+,B+,B이하,B+,2014
풍산홀딩스,B이하,B,B이하,B이하,2014
필룩스,B이하,B,B이하,B이하,2014
하나금융지주,A,A+,B+,B이하,2014
하나투어,B이하,B,B이하,B이하,2014
하이스틸,B이하,B,B이하,B이하,2014
하이트론씨스템즈,B이하,B,B이하,B이하,2014
하이트진로,B+,B+,B이하,B+,2014
하이트진로홀딩스,B이하,B,B이하,B이하,2014
한국가스공사,A,A,A,A,2014
한국공항,B이하,C,B+,B이하,2014
한국금융지주,B이하,A,B이하,B이하,2014
한국내화,B이하,C,B이하,B이하,2014
한국단자공업,B이하,B,B이하,B이하,2014
한국석유공업,B이하,B,B이하,B이하,2014
한국수출포장공업,B이하,B,B이하,B+,2014
한국쉘석유,B+,B+,B+,B+,2014
한국유리공업,B이하,C,B이하,B이하,2014
한국전력공사,A,A,B+,A,2014
한국전자홀딩스,B이하,C,B이하,B이하,2014
한국제지,B이하,B,B이하,B+,2014
한국종합기술,B이하,B,B이하,B이하,2014
한국주강,B이하,C,B이하,B이하,2014
한국주철관공업,B이하,B,B이하,B이하,2014
한국철강,B+,B+,B이하,B+,2014
한국카본,B이하,B,B이하,B이하,2014
한국콜마,B이하,C,B이하,B이하,2014
한국콜마홀딩스,B이하,C,B이하,B이하,2014
한국타이어,A,B+,A,A,2014
한국타이어월드와이드,B+,B+,A,B+,2014
한국특수형강,B이하,B,B이하,B이하,2014
한국프랜지공업,B이하,C,B이하,B이하,2014
한국항공우주,B+,B+,B이하,B+,2014
한국화장품,B이하,C,B이하,B이하,2014
한국화장품제조,B이하,B,B이하,B이하,2014
한농화성,B이하,B,B이하,B이하,2014
한독,B+,B+,B이하,B+,2014
한라,B이하,B,B+,B이하,2014
한라홀딩스,B+,B+,B이하,B+,2014
한미글로벌,B이하,B,B이하,B이하,2014
한미반도체,B이하,B,B이하,B이하,2014
한미사이언스,B이하,B,B이하,B이하,2014
한미약품,B+,B+,B+,B+,2014
한샘,B이하,B+,B이하,B이하,2014
한섬,B이하,B,B이하,B이하,2014
한성기업,B이하,C,B이하,B이하,2014
한세실업,B이하,B+,B이하,B이하,2014
한세엠케이,B이하,B,B이하,B이하,2014
한세예스24홀딩스,B이하,B,B이하,B이하,2014
한솔로지스틱스,B이하,C,B이하,B이하,2014
한솔아트원제지,B이하,C,B이하,B+,2014
