종목명,ESG 통합등급,2017_E,2017_S,2017_G,평가연도
STX엔진,B이하,B,B이하,B+,2017
TCC동양,B이하,C,B이하,B+,2017
WISCOM,B이하,B,B이하,B이하,2017
YG PLUS,B이하,B,B이하,B이하,2017
가온전선,B이하,B,B이하,B+,2017
강남제비스코,B이하,B,B이하,B이하,2017
강원랜드,B+,B,A,A,2017
갤럭시아에스엠,B이하,C,B이하,B이하,2017
경농,B이하,C,B이하,B이하,2017
경동나비엔,B이하,D,B+,B+,2017
경동인베스트,B이하,C,B이하,B이하,2017
경방,B이하,B,B이하,B이하,2017
경보제약,B이하,B,B이하,B이하,2017
경인양행,B이하,B,B이하,B이하,2017
경인전자,B이하,B,B이하,B이하,2017
계룡건설산업,B이하,C,B이하,B이하,2017
계양전기,B이하,B,B이하,B이하,2017
고려개발,B이하,C,B+,B이하,2017
고려산업,B이하,B,B이하,B이하,2017
고려아연,B이하,B,B+,B이하,2017
고려제강,B이하,C,B이하,B+,2017
골든브릿지증권,B이하,B,B이하,B이하,2017
광동제약,B이하,B,B+,B이하,2017
광명전기,B이하,C,B이하,B이하,2017
광전자,B이하,B,B이하,B이하,2017
광주신세계,B이하,B,B이하,B이하,2017
광주은행,B이하,A,B이하,B이하,2017
교보증권,B+,A,B+,B이하,2017
국도화학,B이하,D,B이하,B+,2017
국동,B이하,B,B이하,B이하,2017
국보,B이하,C,B이하,B이하,2017
국제약품,B이하,B+,B이하,B이하,2017
극동유화,B이하,B,B이하,B이하,2017
금강공업,B이하,C,B이하,B이하,2017
금비,B이하,C,B이하,B이하,2017
금양,B이하,B,B이하,B이하,2017
금호산업,B이하,B,B+,B이하,2017
금호석유화학,B+,B,B+,B+,2017
금호에이치티,B이하,C,B이하,B이하,2017
금호전기,B이하,C,B이하,B이하,2017
금호타이어,B이하,C,B+,B+,2017
기신정기,B이하,B,B이하,B이하,2017
기아자동차,B이하,C,B+,B+,2017
기업은행,B+,A,B이하,B이하,2017
까뮤이앤씨,B이하,B,B이하,B이하,2017
깨끗한나라,B이하,B,B이하,B+,2017
나노메딕스,B이하,D,B이하,B이하,2017
남광토건,B이하,B,B이하,B이하,2017
남선알미늄,B이하,B,B+,B이하,2017
남성,B이하,B,B이하,B이하,2017
남양유업,B이하,B,B+,B이하,2017
남영비비안,B이하,C,B이하,B이하,2017
남해화학,B이하,B,B이하,B+,2017
넥센,B이하,B,B이하,B+,2017
넥센타이어,B이하,B,B이하,B+,2017
노루페인트,B이하,B,B이하,B이하,2017
노루홀딩스,B이하,D,B이하,B이하,2017
녹십자,B이하,B,B이하,B+,2017
녹십자홀딩스,B이하,B,B이하,B이하,2017
농심,B이하,B,B이하,B+,2017
농심홀딩스,B이하,B,B이하,B이하,2017
다우기술,B이하,B,B+,B이하,2017
다우인큐브,B이하,B,B이하,B이하,2017
대경기계기술,B이하,B,B이하,B이하,2017
대교,B+,A,B이하,B이하,2017
대구백화점,B이하,B+,B이하,B이하,2017
대덕GDS,B이하,B,B이하,B+,2017
대덕전자,B이하,B,B이하,B+,2017
대동공업,B이하,B,B+,B이하,2017
대동전자,B이하,B,B이하,B이하,2017
대림비앤코,B이하,C,B이하,B이하,2017
대림산업,B이하,B+,B이하,B+,2017
대림씨엔에스,B이하,B+,B이하,B이하,2017
대림통상,B이하,C,B이하,B이하,2017
대상,B이하,B,B+,B이하,2017
대상홀딩스,B이하,C,B이하,B이하,2017
대성산업,B이하,B,B이하,B이하,2017
대성에너지,B이하,B,B이하,B이하,2017
대성합동지주,B이하,B,B이하,B이하,2017
대성홀딩스,B이하,B,B이하,B이하,2017
대신증권,B이하,A,B이하,B이하,2017
대양금속,B이하,C,B이하,B+,2017
대영포장,B이하,C,B이하,B이하,2017
대우건설,A,B+,A,A,2017
대우부품,B이하,C,B이하,B이하,2017
대우조선해양,B이하,C,B이하,B+,2017
대웅,B이하,B,B이하,B이하,2017
대웅제약,B이하,C,B+,B이하,2017
대원강업,B이하,B,B이하,B+,2017
대원전선,B이하,C,B이하,B이하,2017
대원제약,B이하,B+,B+,B이하,2017
대원화성,B이하,B,B이하,B+,2017
대유에이텍,B이하,C,B이하,B이하,2017
대유플러스,B이하,B,B이하,B+,2017
대창,B이하,B,B이하,B+,2017
대창단조,B이하,C,B이하,B+,2017
대한방직,B이하,C,B이하,B이하,2017
대한유화,B이하,B,B이하,B이하,2017
대한전선,B이하,B,B이하,B+,2017
대한제강,B이하,B,B이하,B+,2017
대한제당,B이하,C,B이하,B이하,2017
대한제분,B이하,C,B이하,B이하,2017
대한항공,B+,B+,B+,A,2017
대한해운,B이하,C,B이하,B이하,2017
대한화섬,B이하,B,B이하,B이하,2017
대현,B이하,B,B이하,B이하,2017
대호에이엘,B이하,B,B이하,B+,2017
더존비즈온,B이하,B,B+,B이하,2017
덕성,B이하,B,B이하,B이하,2017
덕양산업,B이하,B,B이하,B이하,2017
도레이케미칼,B이하,C,B+,B+,2017
도화엔지니어링,B이하,B+,B이하,B이하,2017
동국실업,B이하,C,B이하,B이하,2017
동국제강,B이하,C,B+,B+,2017
동남합성,B이하,C,B이하,B이하,2017
동방,B이하,B,B이하,B이하,2017
동방아그로,B이하,B,B이하,B이하,2017
동부제철,B+,B,B이하,A,2017
동서,B이하,B,B이하,B이하,2017
동성제약,B이하,B,B이하,B이하,2017
동성코퍼레이션,B이하,B,B이하,B이하,2017
동성화학,B이하,B,B+,B이하,2017
동아쏘시오홀딩스,B이하,C,B이하,B이하,2017
동아에스텍,B이하,B+,B이하,B이하,2017
동아에스티,B이하,B,B이하,B이하,2017
동아지질,B이하,B,B이하,B이하,2017
동양,B이하,B,B이하,B이하,2017
동양고속,B이하,C,B이하,B이하,2017
동양네트웍스,B이하,B,B이하,B이하,2017
동양물산기업,B이하,B,B이하,B+,2017
동양생명,B이하,B+,B이하,B이하,2017
동양철관,B이하,C,B이하,B이하,2017
동원,B이하,C,B이하,B이하,2017
동원F&B,B이하,C,A,B+,2017
동원금속,B이하,B+,B이하,B이하,2017
동원산업,B+,B,A,B이하,2017
동원수산,B이하,B,B이하,B이하,2017
동원시스템즈,B이하,C,A,B+,2017
동일고무벨트,B이하,C,B이하,B이하,2017
동일방직,B이하,B,B이하,B이하,2017
동일산업,B이하,B,B이하,B+,2017
동일제강,B이하,B,B이하,B이하,2017
동화약품,B이하,B,B+,B이하,2017
두산,A,A,A+,A,2017
두산건설,A,B+,A+,A,2017
두산밥캣,B이하,A,B이하,B이하,2017
두산엔진,A,B+,A+,A,2017
두산인프라코어,A,B+,A+,A+,2017
두산중공업,A,B+,A,A,2017
두올,B이하,B,B이하,B이하,2017
디씨엠,B이하,B,B이하,B이하,2017
디아이,B이하,B,B이하,B이하,2017
디아이씨,B이하,C,B이하,B이하,2017
디와이,B이하,B,B이하,B이하,2017
디와이파워,B이하,B,B이하,B이하,2017
디티알오토모티브,B이하,B,B이하,B+,2017
디피씨,B이하,B,B이하,B이하,2017
락앤락,B이하,B+,B이하,B이하,2017
롯데관광개발,B이하,C,B이하,B이하,2017
롯데손해보험,A,A,A,B이하,2017
롯데쇼핑,B+,B,A+,A,2017
롯데정밀화학,A,A,A+,A,2017
롯데지주,B+,B,A+,A,2017
롯데칠성음료,B+,B,B+,A,2017
롯데케미칼,A,B+,A+,A,2017
롯데푸드,B이하,C,A+,A,2017
롯데하이마트,B+,A,A+,B이하,2017
마니커,B이하,C,B이하,B이하,2017
만도,B이하,B,B이하,B+,2017
만호제강,B이하,B,B이하,B이하,2017
메디플란트,B이하,D,B이하,B이하,2017
메리츠금융지주,B+,A,B이하,B이하,2017
메리츠종금증권,B+,A,B+,B이하,2017
메리츠화재,B+,A,B이하,B이하,2017
명문제약,B이하,B,B이하,B이하,2017
모나리자,B이하,C,B이하,B이하,2017
모나미,B이하,B,B이하,B이하,2017
모토닉,B이하,B,B이하,B이하,2017
무림P&P,B이하,D,B이하,B이하,2017
무림페이퍼,B이하,B,B이하,B+,2017
무학,B이하,B,B이하,B이하,2017
문배철강,B이하,B,B이하,B이하,2017
미래산업,B이하,B+,B이하,B이하,2017
미래아이앤지,B이하,C,B이하,B이하,2017
미래에셋대우,B+,A,B이하,B이하,2017
미래에셋생명,B+,A,B+,B이하,2017
미원상사,B이하,B,B이하,B이하,2017
미원홀딩스,B이하,B,B이하,B이하,2017
미원화학,B이하,C,B이하,B이하,2017
미창석유공업,B이하,B+,B이하,B이하,2017
방림,B이하,B,B이하,B+,2017
백광산업,B이하,B,B이하,B+,2017
백광소재,B이하,C,B이하,B이하,2017
백산,B이하,B,B이하,B이하,2017
범양건영,B이하,B,B이하,B이하,2017
벽산,B이하,C,B이하,B+,2017
보락,B이하,B,B이하,B이하,2017
보령제약,B이하,B+,B이하,B이하,2017
보루네오가구,B이하,C,B이하,B이하,2017
보해양조,B이하,C,B이하,B이하,2017
부광약품,B이하,B,B이하,B이하,2017
부국증권,B이하,B+,B이하,B이하,2017
부국철강,B이하,B,B이하,B이하,2017
부산도시가스,B이하,B,B이하,B이하,2017
부산산업,B이하,B,B이하,B이하,2017
부산주공,B이하,B,B이하,B+,2017
비상교육,B이하,B,B+,B이하,2017
빙그레,B이하,B,B+,B이하,2017
사조대림,B이하,B,B이하,B이하,2017
사조동아원,B이하,B,B이하,B이하,2017
사조산업,B이하,C,B이하,B이하,2017
사조씨푸드,B이하,B+,B이하,B이하,2017
사조오양,B이하,B,B이하,B이하,2017
사조해표,B이하,B,B이하,B이하,2017
삼광글라스,B이하,D,B이하,B이하,2017
삼성SDI,B+,B,A+,A,2017
삼성공조,B이하,B,B이하,B이하,2017
삼성물산,A,A,A+,A,2017
삼성바이오로직스,B+,B+,B+,B+,2017
삼성생명,A,A,A,A,2017
삼성에스디에스,B+,B+,B+,B+,2017
삼성엔지니어링,A,B+,A+,A,2017
삼성전기,A+,A,A+,A+,2017
삼성전자,B+,B,A,A,2017
삼성제약,B이하,C,B이하,B이하,2017
삼성중공업,B+,B+,B이하,B+,2017
삼성증권,B+,A,B+,B이하,2017
삼성출판사,B이하,B,B이하,B이하,2017
삼성카드,B+,A,B이하,B이하,2017
삼성화재해상보험,A,A,A+,A,2017
삼아알미늄,B이하,B,B이하,B+,2017
삼양사,B이하,B,B+,B이하,2017
삼양식품,B이하,B,B+,B이하,2017
삼양통상,B이하,B,B이하,B이하,2017
삼양홀딩스,B이하,B,B이하,B이하,2017
삼영무역,B이하,B,B이하,B이하,2017
삼영전자공업,B이하,B,B이하,B+,2017
삼영화학공업,B이하,C,B이하,B+,2017
삼원강재,B이하,B,B이하,B+,2017
삼익THK,B이하,B,B이하,B이하,2017
삼익악기,B이하,B,B이하,B이하,2017
삼일제약,B이하,B,B이하,B이하,2017
삼정펄프,B이하,B,B이하,B이하,2017
삼진제약,B이하,B,B이하,B이하,2017
삼천리,B+,B,B+,B+,2017
삼호,B이하,B,B이하,B이하,2017
삼호개발,B이하,B,B이하,B이하,2017
삼화왕관,B이하,B,B이하,B이하,2017
삼화전기,B이하,B,B이하,B이하,2017
삼화전자공업,B이하,C,B이하,B이하,2017
삼화콘덴서공업,B이하,C,B이하,B이하,2017
삼화페인트공업,B+,B+,B+,B+,2017
상신브레이크,B이하,B,B이하,B이하,2017
새론오토모티브,B이하,C,B이하,B+,2017
샘표,B이하,C,B이하,B이하,2017
샘표식품,B이하,C,B이하,B이하,2017
서연,B이하,D,B이하,B이하,2017
서연이화,B+,B+,B+,B이하,2017
서울도시가스,B이하,B+,B이하,B이하,2017
서울식품공업,B이하,B,B이하,B이하,2017
서원,B이하,B,B이하,B+,2017
서흥,B이하,B,B이하,B이하,2017
선도전기,B이하,B,B이하,B이하,2017
선진,B이하,B+,B이하,B이하,2017
선창산업,B이하,B,B이하,B이하,2017
성문전자,B이하,B,B이하,B이하,2017
성보화학,B이하,C,B이하,B이하,2017
성신양회,B이하,C,B이하,B+,2017
성안,B이하,C,B이하,B이하,2017
성지건설,B이하,C,B이하,B이하,2017
성창기업지주,B이하,C,B이하,B이하,2017
세기상사,B이하,B,B이하,B이하,2017
세방,B이하,B,B이하,B이하,2017
세방전지,B이하,C,B이하,B+,2017
세아베스틸,B이하,C,B이하,B+,2017
세아제강,B이하,B,B이하,B+,2017
세아특수강,B이하,B,B이하,B+,2017
세아홀딩스,B이하,C,B이하,B이하,2017
세우글로벌,B이하,B,B이하,B이하,2017
세원셀론텍,B이하,B,B이하,B이하,2017
세원정공,B이하,C,B이하,B이하,2017
세이브존I&C,B이하,B,B이하,B이하,2017
세종공업,B이하,C,B이하,B+,2017
세진중공업,B이하,B+,B+,B이하,2017
세하,B이하,B,B이하,B+,2017
세화아이엠씨,B이하,B+,B이하,B이하,2017
송원산업,B+,B,B+,B+,2017
수산중공업,B이하,B,B이하,B이하,2017
신대양제지,B이하,C,B이하,B이하,2017
신도리코,B+,B+,B이하,B+,2017
신라교역,B이하,C,B이하,B이하,2017
신성이엔지,B이하,B,B이하,B이하,2017
신성통상,B이하,B,B이하,B이하,2017
신세계,B+,B,A+,B+,2017
신세계I&C,B+,B,A,B이하,2017
신세계건설,B이하,B+,B이하,B이하,2017
신세계인터내셔날,B+,B,A,B이하,2017
신세계푸드,B+,B,A,B+,2017
신송홀딩스,B이하,B,B이하,B이하,2017
신영와코루,B이하,C,B이하,B이하,2017
신영증권,B+,A,B이하,B이하,2017
신원,B이하,B,B이하,B이하,2017
신일산업,B이하,C,B이하,B이하,2017
신풍제약,B이하,B,B이하,B이하,2017
신풍제지,B이하,B,B이하,B+,2017
신한,B이하,C,B이하,B이하,2017
신한지주,A+,S,A,A+,2017
신화실업,B이하,B,B이하,B이하,2017
신흥,B이하,B+,B이하,B이하,2017
쌍방울,B이하,C,B이하,B이하,2017
쌍용양회공업,B+,B+,B이하,A,2017
쌍용자동차,B+,B+,B이하,B+,2017
써니전자,B이하,B,B+,B이하,2017
씨아이테크,B이하,D,B이하,B이하,2017
씨에스윈드,B+,B+,B이하,B이하,2017
아남전자,B이하,B,B이하,B이하,2017
아모레퍼시픽,A,B+,A,A,2017
아모레퍼시픽그룹,B이하,B,A,B이하,2017
아비스타,B이하,B,B이하,B이하,2017
아세아,B이하,B,B이하,B이하,2017
아세아시멘트,B이하,C,B이하,B+,2017
아세아제지,B이하,B,B이하,B이하,2017
아시아나항공,B+,B,A,B+,2017
아이마켓코리아,B이하,B+,B이하,B이하,2017
아이에스동서,B이하,B,B이하,B이하,2017
아이에이치큐,B이하,B,B이하,B이하,2017
아이콘트롤스,B이하,B+,B이하,B이하,2017
아주캐피탈,B+,A,B이하,B이하,2017
아티스,B이하,B,B이하,B이하,2017
알루코,B이하,B,B이하,B이하,2017
알보젠코리아,B이하,B,B이하,B이하,2017
애경유화,B이하,B,B이하,B+,2017
에넥스,B이하,C,B+,B이하,2017
에스엘,B이하,C,B+,B이하,2017
에스원,B이하,C,B이하,B이하,2017
에스제이엠,B이하,B,B이하,B이하,2017
에스제이엠홀딩스,B이하,B+,B이하,B이하,2017
에쓰씨엔지니어링,B이하,B,B이하,B이하,2017
에이블씨엔씨,B이하,B+,B이하,B이하,2017
에이엔피,B이하,C,B이하,B이하,2017
에이프로젠KIC,B이하,C,B이하,B이하,2017
에이프로젠제약,B이하,C,B이하,B이하,2017
엔씨소프트,B이하,B,B이하,B이하,2017
엔에스쇼핑,B이하,B+,B이하,B이하,2017
엔케이,B이하,C,B이하,B이하,2017
엔케이물산,B이하,C,B이하,B이하,2017
엔피씨,B이하,B,B이하,B이하,2017
영보화학,B이하,C,B이하,B이하,2017
영원무역,B이하,B,B이하,B이하,2017
영원무역홀딩스,B이하,B,B이하,B이하,2017
영진약품,B이하,C,B+,B이하,2017
영풍,B이하,C,B이하,B+,2017
영풍제지,B이하,C,B이하,B이하,2017
영화금속,B이하,B,B이하,B이하,2017
영흥철강,B+,B+,B+,B+,2017
예스코,B+,A,B+,B이하,2017
오뚜기,B이하,D,B+,B이하,2017
오리엔트바이오,B이하,C,B이하,B이하,2017
오리온홀딩스,B이하,C,B이하,B이하,2017
와이비로드,B이하,B,B이하,B이하,2017
용평리조트,B이하,B,B이하,B이하,2017
우리들제약,B이하,D,B이하,B이하,2017
우리들휴브레인,B이하,C,B이하,B이하,2017
우리은행,B+,A,B이하,B이하,2017
우리종금,B이하,B+,B이하,B이하,2017
우성사료,B이하,B,B이하,B이하,2017
우신시스템,B이하,C,B이하,B이하,2017
우진,B이하,B,B이하,B이하,2017
우진플라임,B이하,B,B이하,B이하,2017
웅진,B이하,B,B이하,B이하,2017
웅진씽크빅,B이하,C,B이하,B이하,2017
웅진에너지,B+,B,B이하,A,2017
원림,B이하,B,B이하,B이하,2017
윌비스,B이하,B+,B이하,B이하,2017
유나이티드,B이하,B,B이하,B이하,2017
유니드,B이하,B,B이하,B이하,2017
유니온,B이하,B,B이하,B이하,2017
유니온머티리얼,B이하,B,B이하,B+,2017
유니켐,B+,B+,B이하,B이하,2017
유니퀘스트,B이하,B+,B이하,B이하,2017
유성기업,B이하,B,B이하,B+,2017
유수홀딩스,B+,B+,B+,B이하,2017
유안타증권,B+,A,B이하,B이하,2017
유양디앤유,B이하,B,B이하,B이하,2017
유엔젤,B이하,B,B이하,B이하,2017
유유제약,B이하,B,B이하,B이하,2017
유진증권,B+,A,B이하,B이하,2017
유한양행,B이하,B,B이하,B+,2017
유화증권,B이하,B+,B이하,B이하,2017
율촌화학,B이하,B,B이하,B이하,2017
이건산업,B이하,B,B이하,B이하,2017
이구산업,B이하,B,B이하,B+,2017
이노션,B이하,B,B이하,B이하,2017
이마트,B+,B+,A,B+,2017
이수페타시스,B이하,C,B+,B+,2017
이수화학,B+,B,B+,B+,2017
이스타코,B이하,D,B이하,B이하,2017
이아이디,B이하,C,B이하,B이하,2017
이연제약,B이하,B+,B이하,B이하,2017
이월드,B이하,C,B이하,B이하,2017
이화산업,B이하,C,B이하,B이하,2017
인디에프,B이하,B,B이하,B이하,2017
인스코비,B이하,C,B이하,B이하,2017
인지컨트롤스,B이하,C,B이하,B이하,2017
인천도시가스,B이하,B,B이하,B이하,2017
인터지스,B이하,B+,B이하,B이하,2017
인팩,B이하,B,B이하,B이하,2017
일동제약,B이하,B,B이하,B이하,2017
일동홀딩스,B이하,B,B이하,B이하,2017
일성건설,B이하,B,B이하,B이하,2017
일성신약,B이하,B,B이하,B이하,2017
일신방직,B이하,B+,B이하,B이하,2017
일신석재,B이하,B,B이하,B이하,2017
일양약품,B이하,B,B이하,B이하,2017
일정실업,B이하,C,B이하,B이하,2017
일진다이아,B이하,C,B이하,B이하,2017
일진디스플,B이하,C,B이하,B+,2017
일진머티리얼즈,B이하,B,B이하,B+,2017
일진전기,B이하,B,B이하,B이하,2017
일진홀딩스,B이하,B,B이하,B이하,2017
잇츠한불,B이하,B+,B이하,B이하,2017
자화전자,B이하,B,B이하,B이하,2017
전방,B이하,B,B이하,B이하,2017
제이에스코퍼레이션,B이하,B+,B이하,B이하,2017
제이준코스메틱,B이하,D,B이하,B이하,2017
제일기획,B이하,B,B이하,B이하,2017
제일연마,B이하,B+,B이하,B이하,2017
제일파마홀딩스,B이하,B,B이하,B이하,2017
제주은행,B+,A,B+,B이하,2017
제주항공,B이하,B+,B이하,B이하,2017
조광페인트,B이하,B,B이하,B이하,2017
조광피혁,B이하,B+,B이하,B이하,2017
조비,B이하,B,B이하,B이하,2017
조선내화,B+,B,B+,B+,2017
조선선재,B이하,C,B이하,B이하,2017
조일알미늄,B이하,B,B이하,B+,2017
조흥,B이하,B,B이하,B이하,2017
종근당,B이하,B+,B+,B이하,2017
종근당바이오,B이하,B,B이하,B이하,2017
종근당홀딩스,B이하,B+,B이하,B이하,2017
주연테크,B이하,C,B이하,B이하,2017
지엠비코리아,B이하,B,B이하,B이하,2017
지역난방공사,A,B+,A,A,2017
지코,B이하,C,B이하,B이하,2017
지투알,B이하,B+,B이하,B이하,2017
진도,B이하,B,B이하,B이하,2017
진양산업,B이하,B,B이하,B이하,2017
진양폴리우레탄,B이하,C,B이하,B이하,2017
진양홀딩스,B이하,B,B이하,B이하,2017
진양화학,B이하,B,B이하,B이하,2017
진원생명과학,B이하,B,B이하,B이하,2017
진흥기업,B+,B,B+,B+,2017
참엔지니어링,B이하,B,B이하,B이하,2017
천일고속,B이하,B+,B이하,B이하,2017
청호컴넷,B이하,B,B이하,B이하,2017
체시스,B이하,C,B이하,B이하,2017
카프로,B이하,B,B이하,B+,2017
케이씨,B+,B+,B+,B이하,2017
케이씨씨,B+,B,A,A,2017
케이씨티시,B이하,C,B+,B이하,2017
케이티,A,A,B+,A+,2017
케이티스,B이하,B+,B이하,B이하,2017
케이티스카이라이프,B이하,B+,B이하,B이하,2017
케이티앤지,A,A,A+,B+,2017
코리아써키트,B이하,B,B이하,B+,2017
코리아오토글라스,B이하,B,B이하,B+,2017
코리안리,B+,A,B이하,B이하,2017
코스맥스,B이하,B,B이하,B이하,2017
코스맥스비티아이,B이하,B,B이하,B이하,2017
코스모신소재,B이하,C,B이하,B+,2017
코스모화학,B이하,B,B이하,B+,2017
코아스,B이하,C,B이하,B이하,2017
코오롱,B이하,B,B+,B이하,2017
코오롱글로벌,B이하,B+,B이하,B이하,2017
코오롱머티리얼,B이하,B+,B이하,B이하,2017
코오롱인더,B이하,C,B+,B+,2017
코오롱플라스틱,B+,B+,B+,B+,2017
코웨이,B+,B,A+,A,2017
콤텍시스템,B이하,B,B이하,B이하,2017
쿠쿠홀딩스,B이하,B+,B이하,B이하,2017
크라운해태홀딩스,B이하,B,B+,B이하,2017
키움증권,B+,A,B이하,B이하,2017
키위미디어그룹,B이하,C,B이하,B이하,2017
태경산업,B이하,C,B이하,B이하,2017
태경화학,B이하,C,B이하,B이하,2017
태광산업,B이하,C,B이하,B이하,2017
태림포장,B이하,C,B이하,B이하,2017
태양금속공업,B이하,B,B이하,B+,2017
태영건설,B이하,B+,B이하,B이하,2017
태원물산,B이하,B,B이하,B이하,2017
태평양물산,B이하,B+,B+,B이하,2017
텔코웨어,B이하,B,B이하,B이하,2017
토니모리,B이하,B,B이하,B이하,2017
티비에이치글로벌,B이하,B,B이하,B이하,2017
티에이치엔,B이하,C,B이하,B이하,2017
티웨이홀딩스,B이하,C,B이하,B이하,2017
팀스,B이하,B,B이하,B이하,2017
파미셀,B이하,B,B이하,B이하,2017
팜스코,B이하,B+,B이하,B이하,2017
팬오션,B이하,B+,B이하,B이하,2017
퍼스텍,B이하,B,B이하,B이하,2017
퍼시스,B이하,B,B이하,B이하,2017
페이퍼코리아,B이하,C,B이하,B이하,2017
평화산업,B이하,B,B이하,B+,2017
평화홀딩스,B이하,B+,B이하,B이하,2017
포스코,A,A,A,A,2017
포스코강판,B+,B+,A,B+,2017
포스코대우,B+,B+,A,B이하,2017
폴루스바이오팜,B이하,C,B이하,B이하,2017
풀무원,A+,A+,A,A,2017
풍산,B+,B+,B이하,B+,2017
풍산홀딩스,B이하,B+,B이하,B이하,2017
필룩스,B이하,C,B+,B이하,2017
하나금융지주,A,A,A,B+,2017
하나투어,B이하,B+,B이하,B이하,2017
하이스틸,B이하,B,B이하,B이하,2017
하이트론씨스템즈,B이하,B,B이하,B이하,2017
하이트진로,B+,B,B+,B+,2017
하이트진로홀딩스,B이하,B+,B이하,B이하,2017
한국가스공사,B+,B+,B+,A,2017
한국공항,B이하,C,B이하,B이하,2017
한국금융지주,B이하,A,B이하,B이하,2017
한국내화,B이하,C,B이하,B이하,2017
한국단자공업,B이하,B+,B이하,B이하,2017
한국석유공업,B이하,B,B이하,B이하,2017
한국수출포장공업,B이하,B,B이하,B+,2017
한국쉘석유,B이하,B+,B이하,B이하,2017
한국유리공업,B이하,C,B이하,B+,2017
한국자산신탁,B이하,B+,B이하,B이하,2017
