종목명,ESG 통합등급,2016_E,2016_S,2016_G,평가연도
한솔피엔에스,B이하,B,B이하,B이하,2016
한솔홀딩스,B이하,B,B이하,B이하,2016
한솔홈데코,B이하,C,B+,B+,2016
한신공영,B이하,C,B이하,B이하,2016
한신기계공업,B이하,B,B이하,B이하,2016
한양증권,B이하,B+,B이하,B이하,2016
한온시스템,B이하,B,B이하,B+,2016
한올바이오파마,B이하,C,B+,B이하,2016
한익스프레스,B이하,B,B이하,B이하,2016
한일시멘트,B이하,C,B이하,B+,2016
한일철강,B이하,C,B이하,B이하,2016
한전KPS,B+,B,B+,B+,2016
한전기술,B+,B,B+,B+,2016
한전산업,B이하,C,B+,B이하,2016
한진,B이하,C,B+,B이하,2016
한진중공업,B이하,C,B이하,B+,2016
한진중공업홀딩스,B이하,B,B이하,B이하,2016
한진칼,B이하,C,B이하,B이하,2016
한진해운,B이하,B,B+,B이하,2016
한창,B이하,C,B이하,B이하,2016
한창제지,B이하,C,B이하,B이하,2016
한화,B+,B+,B+,A,2016
한화갤러리아타임월드,B이하,B,B+,B이하,2016
한화생명,B이하,B+,B+,B이하,2016
한화손해보험,B+,A,B이하,B이하,2016
한화케미칼,B+,B,A+,B+,2016
한화테크윈,B+,B+,B+,A,2016
한화투자증권,B+,A,B+,B이하,2016
현대EP,B이하,C,B이하,B이하,2016
현대건설,B+,B,B+,A,2016
현대그린푸드,B이하,B+,B이하,B이하,2016
현대글로비스,B+,B,A+,B+,2016
현대로템,B+,B,B+,B+,2016
현대리바트,B+,B+,B+,B이하,2016
현대모비스,B+,C,A+,A,2016
현대미포조선,B+,B+,B이하,A,2016
현대백화점,B+,B+,B+,B이하,2016
현대비앤지스틸,B이하,D,B이하,B+,2016
현대산업개발,B+,B+,B+,B이하,2016
현대상선,B이하,D,B+,B+,2016
현대시멘트,B이하,D,B이하,B+,2016
현대약품,B이하,B,B+,B이하,2016
현대에이치씨엔,B이하,B+,B이하,B이하,2016
현대엘리베이터,B+,C,B+,A,2016
현대위아,B+,B+,B+,B+,2016
현대자동차,B+,C,A,A,2016
현대제철,B이하,C,B이하,B+,2016
현대종합상사,B이하,B,B이하,B이하,2016
현대중공업,A,B+,A+,A,2016
현대차투자증권,B이하,A,B이하,B이하,2016
현대페인트,B이하,D,B이하,B이하,2016
현대해상,A,A+,B+,B이하,2016
현대홈쇼핑,B+,A,B이하,B이하,2016
형지엘리트,B이하,C,B이하,B이하,2016
혜인,B이하,B,B이하,B이하,2016
호텔신라,B이하,B,B이하,B이하,2016
화성산업,B이하,B+,B이하,B이하,2016
화승알앤에이,B이하,B,B이하,B+,2016
화승인더스트리,B이하,C,B이하,B+,2016
화신,B이하,C,B이하,B이하,2016
화인베스틸,B이하,B,B이하,B+,2016
화천기계,B이하,B,B이하,B이하,2016
화천기공,B이하,B,B이하,B이하,2016
환인제약,B이하,B+,B이하,B이하,2016
황금에스티,B이하,B,B이하,B이하,2016
효성,B이하,D,B+,A,2016
효성 ITX,B이하,B,B+,B이하,2016
후성,B이하,B,B이하,B+,2016
휠라코리아,B이하,B,B이하,B이하,2016
휴니드테크놀러지스,B이하,B,B이하,B이하,2016
휴비스,B+,B,B+,B+,2016
휴스틸,B이하,B,B이하,B+,2016
휴켐스,B+,B,B+,A,2016
흥국화재,B+,A+,B이하,B이하,2016
흥아해운,B이하,C,B이하,B이하,2016
