종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","7400","-120","-1.60","346484983000"
"068400","AJ렌터카","KOSPI","서비스업","13450","400","3.07","297867735000"
"006840","AK홀딩스","KOSPI","기타금융","64800","-100","-0.15","858441952800"
"027410","BGF리테일","KOSPI","유통업","84900","1900","2.29","4206593362500"
"138930","BNK금융지주","KOSPI","기타금융","10100","100","1.00","3291945984600"
"001460","BYC","KOSPI","섬유의복","326500","10000","3.16","203936797500"
"001465","BYC우","KOSPI","섬유의복","175000","0","0.00","37692375000"
"001040","CJ","KOSPI","기타금융","167000","-3500","-2.05","4872558666000"
"079160","CJ CGV","KOSPI","서비스업","65100","700","1.09","1377601476300"
"000120","CJ대한통운","KOSPI","운수창고업","166500","3000","1.83","3798255276000"
"011150","CJ씨푸드","KOSPI","음식료품","2870","-45","-1.54","103121318510"
"011155","CJ씨푸드1우","KOSPI","음식료품","25350","-250","-0.98","5070000000"
"001045","CJ우","KOSPI","기타금융","72700","-900","-1.22","164318212100"
"097950","CJ제일제당","KOSPI","음식료품","358500","4000","1.13","4721085783000"
"097955","CJ제일제당 우","KOSPI","음식료품","155000","3000","1.97","205752115000"
"037560","CJ헬로비전","KOSPI","서비스업","7140","-40","-0.56","552970616100"
"000590","CS홀딩스","KOSPI","기타금융","79800","-200","-0.25","92127663600"
"139130","DGB금융지주","KOSPI","기타금융","10650","150","1.43","1801403121450"
"004840","DRB동일","KOSPI","기타금융","7700","-150","-1.91","146300000000"
"155660","DSR","KOSPI","철강금속","5190","30","0.58","83040000000"
"069730","DSR제강","KOSPI","철강금속","4500","-110","-2.39","64800000000"
"017940","E1","KOSPI","유통업","55500","-1000","-1.77","380730000000"
"007700","F&F","KOSPI","섬유의복","41450","450","1.10","638330000000"
"114090","GKL","KOSPI","서비스업","23400","-300","-1.27","1447422678000"
"078930","GS","KOSPI","기타금융","67900","2300","3.51","6308954166200"
"006360","GS건설","KOSPI","건설업","25750","-900","-3.38","1845637352750"
"001250","GS글로벌","KOSPI","유통업","3025","-10","-0.33","249664636100"
"007070","GS리테일","KOSPI","유통업","35900","1350","3.91","2764300000000"
"078935","GS우","KOSPI","기타금융","41800","600","1.46","74605726800"
"003560","IHQ","KOSPI","서비스업","1960","-10","-0.51","282935360960"
"175330","JB금융지주","KOSPI","기타금융","6030","30","0.50","937299720690"
"234080","JW생명과학","KOSPI","의약품","36150","-850","-2.30","286209563550"
"001060","JW중외제약","KOSPI","의약품","40100","-350","-0.87","766596191200"
"001067","JW중외제약2우B","KOSPI","의약품","44500","-850","-1.87","3757446500"
"001065","JW중외제약우","KOSPI","의약품","26200","350","1.35","4215789600"
"096760","JW홀딩스","KOSPI","기타금융","7860","-40","-0.51","487484140380"
"105560","KB금융","KOSPI","기타금융","57900","1800","3.21","24208657992300"
"002380","KCC","KOSPI","화학","379000","4500","1.20","4000918427000"
"009070","KCTC","KOSPI","운수창고업","2585","-50","-1.90","77550000000"
"009440","KC그린홀딩스","KOSPI","기타금융","5160","10","0.19","115764496800"
"119650","KC코트렐","KOSPI","기계","4225","25","0.60","54925000000"
"092220","KEC","KOSPI","전기전자","1375","-5","-0.36","140724706375"
"109070","KGP","KOSPI","종이목재","2975","-20","-0.67","19579760200"
"001390","KG케미칼","KOSPI","화학","18200","0","0.00","217117609800"
"001940","KISCO홀딩스","KOSPI","기타금융","78600","300","0.38","290448693600"
"083420","KPX그린케미칼","KOSPI","화학","4575","15","0.33","91500000000"
"025000","KPX케미칼","KOSPI","화학","72500","500","0.69","350900000000"
"092230","KPX홀딩스","KOSPI","기타금융","68800","-1800","-2.55","290655644800"
"000040","KR모터스","KOSPI","운수장비","500","-17","-3.29","93885201000"
"044450","KSS해운","KOSPI","운수창고업","9200","-110","-1.18","213310096000"
"030200","KT","KOSPI","통신업","28900","-250","-0.86","7546131251200"
"033780","KT&G","KOSPI","기타제조업","103500","-2000","-1.90","14209773439500"
"030210","KTB투자증권","KOSPI","증권","3415","-30","-0.87","205972624180"
"058850","KTcs","KOSPI","서비스업","2300","-10","-0.43","98175500000"
"093050","LF","KOSPI","섬유의복","26050","400","1.56","761702000000"
"003550","LG","KOSPI","기타금융","81800","1200","1.49","14115173315800"
"034220","LG디스플레이","KOSPI","전기전자","29900","-650","-2.13","10698689430000"
