종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","6180","20","0.32","289361783100"
"068400","AJ렌터카","KOSPI","서비스업","13450","-50","-0.37","297867735000"
"006840","AK홀딩스","KOSPI","기타금융","59500","-1700","-2.78","788229879500"
"027410","BGF","KOSPI","기타금융","9320","-80","-0.85","888840748280"
"282330","BGF리테일","KOSPI","유통업","195000","-10500","-5.11","3370361670000"
"138930","BNK금융지주","KOSPI","기타금융","8660","60","0.70","2822599230360"
"001460","BYC","KOSPI","섬유의복","270000","-2000","-0.74","168646050000"
"001465","BYC우","KOSPI","섬유의복","128500","-1000","-0.77","27676972500"
"001040","CJ","KOSPI","기타금융","135500","500","0.37","3953483229000"
"079160","CJ CGV","KOSPI","서비스업","51900","0","0.00","1098272144700"
"000120","CJ대한통운","KOSPI","운수창고업","158000","0","0.00","3604350352000"
"011150","CJ씨푸드","KOSPI","음식료품","2765","-25","-0.90","99348587345"
"011155","CJ씨푸드1우","KOSPI","음식료품","28000","0","0.00","5600000000"
"001045","CJ우","KOSPI","기타금융","61900","300","0.49","139907803700"
"097950","CJ제일제당","KOSPI","음식료품","331500","-2000","-0.60","4990462659000"
"097955","CJ제일제당 우","KOSPI","음식료품","128000","500","0.39","169911424000"
"037560","CJ헬로","KOSPI","서비스업","10050","-150","-1.47","778340993250"
"000590","CS홀딩스","KOSPI","기타금융","68500","500","0.74","79082017000"
"012030","DB","KOSPI","서비스업","947","-33","-3.37","190511714551"
"016610","DB금융투자","KOSPI","증권","4300","20","0.47","182519472700"
"005830","DB손해보험","KOSPI","보험","73700","900","1.24","5217960000000"
"000990","DB하이텍","KOSPI","전기전자","15650","-150","-0.95","694837902200"
"000995","DB하이텍1우","KOSPI","전기전자","37100","-200","-0.54","4166923600"
"139130","DGB금융지주","KOSPI","기타금융","10450","300","2.96","1767573954850"
"004840","DRB동일","KOSPI","기타금융","7060","130","1.88","137528800000"
"155660","DSR","KOSPI","철강금속","4465","0","0.00","71440000000"
"069730","DSR제강","KOSPI","철강금속","4980","30","0.61","71712000000"
"017940","E1","KOSPI","유통업","64500","300","0.47","442470000000"
"007700","F&F","KOSPI","섬유의복","81600","-2700","-3.20","1256640000000"
"114090","GKL","KOSPI","서비스업","24800","-150","-0.60","1534020616000"
"078930","GS","KOSPI","기타금융","55500","400","0.73","5156803479000"
"006360","GS건설","KOSPI","건설업","54500","2200","4.21","4262489908000"
"001250","GS글로벌","KOSPI","유통업","3390","100","3.04","279789459960"
"007070","GS리테일","KOSPI","유통업","38600","100","0.26","2972200000000"
"078935","GS우","KOSPI","기타금융","38750","250","0.65","69162007500"
"012630","HDC","KOSPI","건설업","23000","100","0.44","723257080000"
"039570","HDC아이콘트롤스","KOSPI","건설업","13400","-50","-0.37","220564000000"
"089470","HDC현대EP","KOSPI","화학","5740","-50","-0.86","183106000000"
"294870","HDC현대산업개발","KOSPI","건설업","53200","2300","4.52","2337513304000"
"082740","HSD엔진","KOSPI","기계","4520","-50","-1.09","148921081840"
"003560","IHQ","KOSPI","서비스업","1995","10","0.50","291740317260"
"175330","JB금융지주","KOSPI","기타금융","6050","20","0.33","940408509150"
"234080","JW생명과학","KOSPI","의약품","25500","-300","-1.16","403781127000"
"001060","JW중외제약","KOSPI","의약품","43250","-1800","-4.00","854145763750"
"001067","JW중외제약2우B","KOSPI","의약품","44950","-250","-0.55","3870105100"
"001065","JW중외제약우","KOSPI","의약품","29000","-450","-1.53","4759219000"
"096760","JW홀딩스","KOSPI","기타금융","7920","-190","-2.34","501007771440"
"105560","KB금융","KOSPI","기타금융","55600","1400","2.58","23247001457200"
"002380","KCC","KOSPI","화학","331500","-7500","-2.21","3499484059500"
"009070","KCTC","KOSPI","운수창고업","2780","-20","-0.71","83400000000"
"009440","KC그린홀딩스","KOSPI","기타금융","4555","90","2.02","102191333900"
"119650","KC코트렐","KOSPI","기계","4220","85","2.06","54860000000"
"092220","KEC","KOSPI","전기전자","1225","-5","-0.41","137753235725"
"001390","KG케미칼","KOSPI","화학","24600","150","0.61","306034676400"
"001940","KISCO홀딩스","KOSPI","기타금융","13600","0","0.00","251278768000"
"025000","KPX케미칼","KOSPI","화학","64500","0","0.00","312180000000"
"092230","KPX홀딩스","KOSPI","기타금융","63500","-900","-1.40","268265021000"
"000040","KR모터스","KOSPI","운수장비","589","3","0.51","75970451010"
"044450","KSS해운","KOSPI","운수창고업","7270","-80","-1.09","168561347600"
"030200","KT","KOSPI","통신업","30050","-100","-0.33","7846409830400"
"033780","KT&G","KOSPI","기타제조업","102500","-1500","-1.44","14072480942500"
"030210","KTB투자증권","KOSPI","증권","4225","-85","-1.97","254827038700"
"058850","KTcs","KOSPI","서비스업","2630","80","3.14","112261550000"
"093050","LF","KOSPI","섬유의복","25550","-500","-1.92","747082000000"
"003550","LG","KOSPI","기타금융","73300","700","0.96","12648437702300"
"034220","LG디스플레이","KOSPI","전기전자","19200","100","0.52","6870061440000"
"001120","LG상사","KOSPI","유통업","21900","-250","-1.13","848844000000"
"051900","LG생활건강","KOSPI","화학","1316000","40000","3.13","20553547252000"
"051905","LG생활건강우","KOSPI","화학","843000","39000","4.85","1770044571000"
"003555","LG우","KOSPI","기타금융","42700","250","0.59","141536707900"
"032640","LG유플러스","KOSPI","통신업","17300","-1000","-5.46","7553376545300"
