종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"060310","3S","KOSDAQ","기계·장비","1980","65","3.39","83108793240"
"054620","APS홀딩스","KOSDAQ","금융","9580","-220","-2.24","114298290240"
"265520","AP시스템","KOSDAQ","반도체","39500","-500","-1.25","540321803500"
"211270","AP위성","KOSDAQ","통신장비","8000","-20","-0.25","120118432000"
"032040","C&S자산관리","KOSDAQ","기타서비스","875","0","0.00","28485485875"
"130960","CJ E&M","KOSDAQ","방송서비스","77600","400","0.52","3005610106400"
"035760","CJ오쇼핑","KOSDAQ","방송서비스","196000","-1900","-0.96","1218241528000"
"051500","CJ프레시웨이","KOSDAQ","유통","36650","350","0.96","435093626900"
"058820","CMG제약","KOSDAQ","제약","3350","20","0.60","364688517400"
"023460","CNH","KOSDAQ","금융","1405","-20","-1.40","52266000000"
"065770","CS","KOSDAQ","통신장비","1370","-10","-0.72","25804155500"
"083660","CSA 코스믹","KOSDAQ","화학","3860","-5","-0.13","76225894260"
"068790","DMS","KOSDAQ","기계·장비","8430","-20","-0.24","193278715410"
"241520","DSC인베스트먼트","KOSDAQ","금융","4300","-20","-0.46","75250000000"
"037370","EG","KOSDAQ","유통","10800","50","0.47","81000000000"
"079190","EMW","KOSDAQ","통신장비","2800","450","19.15","84765366000"
"130500","GH신소재","KOSDAQ","섬유·의류","3165","-15","-0.47","34815000000"
"032860","GMR 머티리얼즈","KOSDAQ","기타서비스","588","-4","-0.68","37490197920"
"900290","GRT","KOSDAQ","금융","3740","-50","-1.32","251982500000"
"083450","GST","KOSDAQ","반도체","9520","80","0.85","88704932400"
"028150","GS홈쇼핑","KOSDAQ","방송서비스","209100","-8100","-3.73","1372218750000"
"078150","HB테크놀러지","KOSDAQ","기계·장비","4270","-185","-4.15","337289119020"
"036640","HRS","KOSDAQ","화학","4225","-10","-0.24","69099030000"
"225430","IBKS제3호스팩","KOSDAQ","금융","2010","-5","-0.25","9045000000"
"254120","IBKS제5호스팩","KOSDAQ","금융","2010","0","0.00","9045000000"
"264850","IBKS제6호스팩","KOSDAQ","금융","2010","0","0.00","8673150000"
"277410","IBKS제8호스팩","KOSDAQ","금융","2125","45","2.16","4696250000"
"095340","ISC","KOSDAQ","반도체","26200","0","0.00","356385447600"
"099520","ITX엠투엠","KOSDAQ","통신장비","1245","0","0.00","17571161835"
"067290","JW신약","KOSDAQ","제약","6810","10","0.15","269935188600"
"035900","JYP Ent.","KOSDAQ","오락·문화","10650","660","6.61","367992985800"
"024120","KB오토시스","KOSDAQ","운송장비·부품","6430","-120","-1.83","73945000000"
"021320","KCC건설","KOSDAQ","건설","8790","-180","-2.01","188106000000"
"036670","KCI","KOSDAQ","화학","7050","-150","-2.08","79453500000"
"044180","KD건설","KOSDAQ","건설","159","1","0.63","40891783611"
"151860","KG ETS","KOSDAQ","기타서비스","4105","-5","-0.12","147780000000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","6290","-60","-0.94","186884838090"
"035600","KG이니시스","KOSDAQ","소프트웨어","11200","-100","-0.88","297764107200"
"060720","KH바텍","KOSDAQ","IT부품","8450","-100","-1.17","169000000000"
"083470","KJ프리텍","KOSDAQ","IT부품","2000","-130","-6.10","42546072000"
"122450","KMH","KOSDAQ","방송서비스","9500","-200","-2.06","128000102500"
"052900","KMH하이텍","KOSDAQ","반도체","1060","5","0.47","49598440920"
"058400","KNN","KOSDAQ","방송서비스","972","8","0.83","128721687840"
"114450","KPX생명과학","KOSDAQ","제약","4155","-80","-1.89","62325000000"
"036030","KTH","KOSDAQ","인터넷","5370","50","0.94","191789668140"
"060370","KT서브마린","KOSDAQ","건설","4525","-40","-0.88","99097500000"
"065150","MP그룹","KOSDAQ","유통","1315","0","0.00","106263055205"
"219550","MP한강","KOSDAQ","유통","2465","50","2.07","135178800550"
"160550","NEW","KOSDAQ","오락·문화","6820","-120","-1.73","186909642920"
"104200","NHN벅스","KOSDAQ","디지털컨텐츠","9630","-90","-0.93","142789306500"
