회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(영업수익)(*),[공통]평균배당률(IFRS)
(주)농심홀딩스,072710,2017/12,576908147,5.59,94.71,0,13053863,1.17,0.86,19090280,40
(주)다우기술,023590,2017/12,705654329,41.17,70.84,-15.26,26297505,2.21,1.55,181903766,57.86
(주)다이나믹디자인,145210,2017/12,176546112,438.52,18.57,-20.22,1078823,6.72,1.77,100374133,0
(주)대교,019680,2017/12,822144545,21.78,82.12,-0.4,96427384,1.43,1.3,756770280,24.32
(주)대구백화점,006370,2017/03,464408617,28.06,78.09,-13,-9533815,0.43,0.38,130249331,3.57
(주)대덕,008060,2017/12,607099316,16.74,85.66,4.34,68947879,1.22,0.77,512147273,51.21
(주)대동,000490,2017/12,558502937,199.08,33.44,-2.22,39111345,1.55,0.9,453491142,5.24
(주)대양금속,009190,2017/12,95910308,268.98,27.1,18.21,22984516,4.94,3.03,172877205,0
(주)대우건설,047040,2017/12,8247700980,272.34,26.86,3.35,163820384,1.6,0.98,11332055896,0
(주)대웅,003090,2017/12,337100220,5.86,94.47,11.2,8780653,2.45,0.44,54733877,14.85
(주)대웅제약,069620,2017/12,1053517341,92.48,51.95,9.16,63297190,4.44,1.66,866755277,21.38
(주)대유에이텍,002880,2017/12,359200420,199.06,33.44,8.22,21875624,1.75,0.97,375357145,7.24
(주)대유플러스,000300,2017/12,135238036,46.4,68.31,-76.26,5549634,1.25,0.67,42149556,0
(주)대창,012800,2017/12,388455905,154.32,39.32,19.13,-14228725,0.82,0.56,442632337,4.22
(주)대한항공,003490,2017/12,23423066865,537.86,15.68,2.61,2813805051,1.09,0.7,11802818528,5.01
(주)대현,016090,2017/12,246853161,42.73,70.06,1.26,-2422478,1.19,0.68,283694373,8.23
(주)대호에이엘,069460,2017/12,88319324,227.88,30.5,7.37,7056440,1.79,1.11,126319691,0
(주)더메디팜,118000,2017/12,23040074,24.73,80.17,38.85,-5771307,16.37,1.98,8510642,0
(주)더존비즈온,012510,2017/12,272928964,48.19,67.48,16.59,47500140,6.85,3.83,201743071,80
(주)덕성,004830,2017/12,103945702,59.1,62.85,-2.47,6491697,1.77,0.88,96190439,3.71
(주)덴티움,145720,2017/12,314946878,85.27,53.97,16.71,20547744,5.06,2.16,122526473,20.92
(주)도화엔지니어링,002150,2017/12,324862233,37.52,72.72,22.63,11714757,0.91,0.65,398213957,38
(주)동남합성,023450,2017/12,91684894,79.15,55.82,31.86,8773754,2.26,1.51,137438595,3.12
(주)동방,004140,2017/12,439488400,258.03,27.93,-11.71,10285092,0.75,0.44,413905870,0.92
(주)동방아그로,007590,2017/12,179100446,38.9,71.99,3.42,9279654,0.81,0.73,119813342,42.6
(주)동서,026960,2017/12,1351455235,10.77,90.28,7.83,95960686,2.92,2.14,503282371,138.98
(주)동성케미컬,102260,2017/12,405380617,51.89,65.84,27.9,20038316,1.24,0.98,306417726,19.36
(주)동아지질,028100,2017/12,254667941,65.27,60.51,5.33,38070616,1.2,0.7,339724245,39.3
(주)동양,001520,2017/12,914720129,7.45,93.07,13.39,-5789587,0.88,0.49,422674664,8.65
(주)동양고속,084670,2017/12,211177314,68.15,59.47,-8.79,17752391,1,0.71,141801103,13.4
(주)동원에프앤비,049770,2017/12,1055184115,102.46,49.39,7.11,12135618,2.09,1.34,1569204857,50
(주)두산,000150,2017/12,3950029379,79.57,55.69,26.98,203947049,1.87,1.16,2624828847,74.48
(주)두올,016740,2017/12,232488877,53.13,65.31,7.06,21389144,0.86,0.59,184816954,3.9
(주)디비아이엔씨,012030,2017/12,193518033,38.72,72.09,-2.58,7980574,1.2,0.82,199529519,0
(주)디아이,003160,2017/12,166992275,41.9,70.47,55.81,-456785,2.27,1.19,81473534,16.62
(주)디아이씨,092200,2017/12,538773509,267.75,27.19,10.33,37716905,1.73,1.19,363622576,9.91
(주)디알비동일,004840,2017/12,272812298,29.4,77.28,-6.15,12900572,1.17,0.68,121992898,21.83
(주)디엔오토모티브,007340,2017/12,289464247,7.92,92.66,-61.88,8554455,3.64,2.01,133035668,122.28
(주)디지비금융지주,139130,2017/12,3157761087,24.03,80.63,20.92,48905673,0.86,0.63,115022276,6.8
(주)락앤락,115390,2017/12,634355406,5.73,94.58,-19.86,46819688,2.97,1.19,163837004,25.62
(주)마니커,027740,2017/12,221812968,143.55,41.06,9.91,12071269,1.23,0.77,237728962,0
(주)메리츠금융지주,138040,2017/12,1518756543,34.78,74.19,21.11,118881132,2.33,1.47,146023104,100.56
(주)메타랩스,090370,2017/12,46492007,52.09,65.75,-59.55,-10352965,8.34,1.18,27205729,0
(주)모나리자,012690,2017/12,82624169,18.03,84.73,-3.33,7938941,5.36,2.38,117359513,19.36
(주)모나미,005360,2017/12,135292125,136.74,42.24,2.84,11442988,1.75,0.98,103207885,6.87
(주)모토닉,009680,2017/12,429710114,8.09,92.51,10.57,15161435,1.06,0.74,201352456,47.12
(주)무학,033920,2017/12,666177429,24.85,80.09,-8.99,21175370,1.45,0.94,231322162,173.08
(주)미래아이앤지,007120,2017/12,68770378,4.76,95.45,-18.62,-1026522,1.56,0.45,8033295,0
(주)방림,003610,2017/09,230735407,24.84,80.11,-6.97,8815559,0.58,0.46,107612566,9.59
(주)백산,035150,2017/12,186913634,48.98,67.12,2.66,17215841,2.02,1.29,178689712,16.9
(주)벽산,007210,2017/12,343106483,52.68,65.5,-14.84,13426535,1.45,0.87,250971159,4.25
(주)보락,002760,2017/12,51828012,19.92,83.39,-6.31,705777,1.94,0.26,33456069,3.5
(주)보령,003850,2017/12,401220772,61.54,61.9,3.32,-23921666,2.43,1.5,422721052,30.77
(주)비비안,002070,2017/12,137233021,23.11,81.23,4.4,-216562,0.61,0.48,185229632,18.86
(주)비상교육,100220,2017/12,247454917,18.63,84.3,-3.23,19177440,1.42,0.81,132565548,65.93
(주)비와이씨,001460,2017/12,738219700,83.57,54.48,-7.48,23679596,0.86,0.64,195310605,17.14
(주)비지에프,027410,2017/12,699735805,8.93,91.8,-99.89,356586817,11.24,1.1,5608312,19.99
(주)비지에프리테일,282330,2017/12,1231046501,,,,-20814277,,,938656966,
(주)빙그레,005180,2017/12,632229308,20.17,83.21,4.62,40375883,1.43,1.12,841320054,22.21
(주)사조대림,003960,2017/12,344907865,78.63,55.98,2.44,4656689,1.04,0.54,471851779,3
(주)사조오양,006090,2017/12,302399963,103.38,49.17,11.14,25979205,1.06,0.75,310186761,2.4
(주)삼성출판사,068290,2017/12,78700728,11.24,89.89,0.11,1722750,1.88,1.27,47296099,30
(주)삼양사,145990,2017/12,1656219184,56.56,63.87,2.58,-98553329,1.12,0.92,1624179958,23.52
(주)삼양패키징,272550,2017/12,497394205,102.38,49.41,7.52,54107267,1.64,1.22,333439971,0
(주)삼양홀딩스,000070,2017/12,1578058778,15.07,86.9,-10.36,16577520,0.92,0.55,91590570,34.9
(주)삼영,003720,2017/12,89171444,67.92,59.55,-6.06,-3705643,1.15,0.64,87938122,0
(주)삼원강재,023000,2017/12,245605264,25.98,79.38,2.9,29748404,0.81,0.68,276173444,23
(주)삼익악기,002450,2017/12,315507921,74.26,57.39,-12.15,-380147,1.51,0.82,136766023,9.45
(주)삼일씨엔에스,004440,2017/12,361301200,26.55,79.02,-22.23,6675147,0.94,0.54,220937437,7
(주)삼천리,004690,2017/12,2600414929,107.05,48.3,5.66,53240833,0.42,0.32,2519754004,52.73
(주)상상인증권,001290,2017/12,811255966,476.7,17.34,-27.65,-113503696,0.84,0.4,46433433,0
(주)서연,007860,2017/12,355119211,3.86,96.28,20.23,-238225,0.86,0.48,11612028,18.49
(주)서연이화,200880,2017/12,847694896,96.39,50.92,-8.99,56390523,1.12,0.59,928020674,29.99
(주)서원,021050,2017/12,176720652,127.86,43.89,-1.77,10316899,1.36,0.63,202008811,0
(주)서흥,008490,2017/12,415797939,79.73,55.64,-0.82,32310229,2.13,1.65,258202045,56.34
(주)선앤엘,002820,2017/12,469495741,79.57,55.69,4.62,-2304655,0.55,0.35,325752492,0
(주)선진,136490,2017/12,577742166,70.6,58.62,12.84,47631217,1.86,0.68,694134560,0
(주)성안,011300,2017/12,157758250,66.18,60.17,-6.91,-7413000,0.58,0.37,43814622,0
(주)세아베스틸지주,001430,2017/12,2485388745,46.49,68.26,19.03,122380033,0.79,0.52,1927463423,14.61
(주)세아제강지주,003030,2017/12,1749525738,50.66,66.38,24.95,43472127,0.62,0.46,1658987536,34.88
(주)세아특수강,019440,2017/12,429595375,39.03,71.93,8.16,15302591,0.69,0.56,618668067,14.74
(주)세아홀딩스,058650,2017/12,1029729871,15.45,86.62,-0.6,38246696,0.79,0.56,42947534,39.99
(주)세우글로벌,013000,2017/12,44036822,20.02,83.32,-17.02,-999157,2.96,0.92,33446419,0
(주)세원정공,021820,2017/06,274144622,16.89,85.55,9.15,9692468,0.88,0.69,53718376,20
(주)세이브존아이앤씨,067830,2017/12,561656065,44.36,69.27,-2.67,31132987,0.57,0.5,176743036,4.6
(주)세진중공업,075580,2017/12,346692858,121.4,45.17,-41.3,23766925,1.12,0.67,250893275,5.24
(주)수산중공업,017550,2017/12,114599020,18.32,84.52,18.1,5395004,1.21,0.78,96842444,0
(주)시디즈,134790,2017/12,23322114,7.12,93.36,25.96,-797467,4.88,1.64,12520488,0
(주)신도리코,029530,2017/12,921617397,7.66,92.88,10.65,54786799,0.8,0.59,531267060,32.19
(주)신성이엔지,011930,2017/12,646791896,679.38,12.83,319.3,-17648816,6.11,4.13,888339550,0
(주)신세계,004170,2017/12,6071901542,93.44,51.69,1.33,309703155,0.98,0.52,1665520576,24.98
(주)신세계아이앤씨,035510,2017/12,227007557,36.47,73.28,8.03,16472342,0.91,0.73,320149548,19.03
(주)신세계인터내셔날,031430,2017/12,854969239,89.79,52.69,7.48,15480363,1.35,0.93,960655106,12
(주)신세계푸드,031440,2017/12,588037441,85.15,54.01,14.08,83884094,2.23,1.48,1185685419,15
(주)신영와코루,005800,2017/12,325318026,8.19,92.43,1.68,1597334,0.6,0.45,180658696,30
(주)신원,009270,2017/12,426919878,146.69,40.54,0.54,32241,1.13,0.58,634684342,0
(주)신풍,002870,2017/12,151800927,241.39,29.29,8.58,2203196,1.16,0.06,135122431,0
(주)신한금융지주회사,055550,2017/12,27639783000,36.88,73.05,-42.02,695187000,1.35,1.08,1008868000,26
(주)신화다이나믹스,001770,2017/12,70239953,90.69,52.44,-12.66,1929165,1.01,0.56,61275313,2
(주)신흥,004080,2017/12,127268581,38.87,72.01,-2.86,2472205,1.29,1.06,120763130,8.54
(주)쌍방울,102280,2017/12,619607730,100.22,49.95,-0.23,4254650,0.96,0.46,97187843,0
(주)쎌마테라퓨틱스,015540,2017/12,16795295,127.12,44.03,41.37,-5317045,9.94,3.64,16587387,0
(주)씨아이테크,004920,2017/12,31326807,51.53,65.99,1.29,295946,2.13,1.39,8679568,0
(주)아모레퍼시픽,090430,2017/12,4786271661,18.87,84.13,-15.06,369037804,6.75,4.35,3627543045,256.01
(주)아모레퍼시픽그룹,002790,2017/12,1743451597,2.86,97.22,20.59,69106026,8.62,5.71,100241557,67.53
(주)아센디오,012170,2017/12,111289472,113.14,46.92,496.53,1198686,4.2,1.92,34526626,0
(주)아이마켓코리아,122900,2017/12,738805608,94.22,51.49,-13.97,174613738,1.49,0.9,2307870564,66.97
(주)아이에이치큐,003560,2017/12,255261812,9.5,91.33,21.33,62279421,2.24,1.17,118073079,0
(주)알루코,001780,2017/12,348182986,62.27,61.63,-19.62,46319131,2.18,1.18,228950568,10
(주)에넥스,011090,2017/12,169821831,185.21,35.06,9.7,6655058,3.58,1.59,427955549,5.53
(주)에스비에스,034120,2017/12,1043991727,87.17,53.43,-7.62,82983757,1,0.76,737690106,4.85
(주)에스엠벡셀,010580,2017/12,53447698,172.18,36.74,-6.64,-3719137,3.65,1.51,72104140,0
(주)에스원,012750,2017/12,1556037333,29.53,77.2,6.14,290452310,4.14,3.16,1929985702,444.88
(주)에스제이엠,123700,2017/12,157580976,14.28,87.5,-14.46,9431011,0.87,0.57,83185009,26
(주)에스제이엠홀딩스,025530,2017/12,159987153,10.12,90.81,-34.1,-785773,0.63,0.47,6477991,36.3
(주)에스지글로벌,001380,2017/12,169782157,51.2,66.14,-8.39,14285673,3.57,1.17,109536532,0
(주)에스지세계물산,004060,2017/12,321749845,65.59,60.39,-15.66,9708444,1.66,0.88,257343342,0
(주)에스피씨삼립,005610,2017/12,449076257,134.69,42.61,-4.13,45834799,10.53,5.58,1010118733,11.9
(주)에이블씨엔씨,078520,2017/12,353152023,21.92,82.02,-13.39,6574395,1.74,0.84,332201323,0
(주)에이엔피,015260,2017/12,130520945,133.6,42.81,-5.07,-1351971,2.7,0.75,91690922,0
(주)에이프로젠,007460,2017/12,266961639,78.5,56.02,-18.12,8074246,1.76,0.2,44897115,0
(주)에이프로젠바이오로직스,003060,2017/12,161423595,90.84,52.4,4.81,-7984072,5.81,3.25,30859683,0
(주)에프앤에프홀딩스,007700,2017/12,399368973,35.34,73.89,27.86,67074730,2.63,0.87,560952332,130
(주)엔씨소프트,036570,2017/12,3461508054,25.72,79.54,107.84,591923578,4.22,2.05,1546636024,1410.3
(주)엔아이스틸,008260,2017/12,251330239,156.13,39.04,31.73,24347506,1.44,0.86,150604074,10
(주)엔케이,085310,2017/12,212585731,29.44,77.26,-47.13,4876111,1.31,0.41,83357691,0
(주)엘에스,006260,2017/12,2208999000,18.88,84.12,38.77,69534000,1.57,1.04,115262000,21.56
(주)엘에스네트웍스,000680,2017/12,1047717136,118.5,45.77,-29.86,-2735939,0.54,0.47,235484216,0
(주)엘에프,093050,2017/12,1460551696,30.36,76.71,0.68,107090951,0.94,0.56,1389250128,10
(주)엘엑스인터내셔널,001120,2017/12,2728803700,127.55,43.95,-0.7,79777077,1.2,0.91,2808960467,4.99
(주)엘엑스하우시스,108670,2017/12,2223907000,124.21,44.6,12.93,25965000,1.24,0.94,2812681000,36.03
(주)엘지,003550,2017/12,9238893000,5.21,95.05,16.42,460353000,1.88,1.2,714845000,26
(주)엘지생활건강,051900,2017/12,3485163640,47.69,67.71,3.37,668286986,10.79,6.47,3784444279,170.35
(주)엘지유플러스,032640,2017/12,11948222000,125.99,44.25,7.23,2280305000,1.88,1.17,12261930000,6.79
(주)엘지헬로비전,037560,2017/12,1868155224,89.25,52.84,1.75,281258259,1.04,0.63,1119895014,3
(주)엘지화학,051910,2017/12,21148136000,36.39,73.32,20.94,2858938000,2.32,1.35,20880236000,117.54
(주)엠씨넥스,097520,2017/12,373911995,212.03,32.05,56.69,-1191830,0,0,625604516,0
(주)영원무역,111770,2017/12,1413684083,55.81,64.18,2.14,96095011,1.88,1.29,1237998081,59.4
(주)영원무역홀딩스,009970,2017/12,454115572,3.61,96.52,-5.02,10579860,1.95,1.56,13866044,102.13
(주)영풍,000670,2017/12,2213267018,26.38,79.13,26.3,17521453,1.43,0.94,1458392216,186.76
(주)영흥,012160,2017/12,300545413,80.03,55.55,5.8,-2405443,0.92,0.61,177010723,1.17
(주)예스코홀딩스,015360,2017/12,1252083339,97.49,50.63,3.46,80010325,0.39,0.35,901440146,25.25
(주)오뚜기,007310,2017/12,1405801127,45.62,68.67,4.65,89852338,3.32,2.29,2050191923,137.05
(주)오리엔트바이오,002630,2017/03,94642041,31.93,75.8,-4.44,-1401695,8.09,2.75,19180238,0
(주)오리온,271560,2017/12,1138455473,,,,77930457,,,399269518,
(주)오리온홀딩스,001800,2017/12,1907981603,0.26,99.74,-98,36650847,17.94,0.47,13596540,65.47
(주)와이지플러스,037270,2017/12,105749904,5.01,95.23,-25.86,-205199,1.76,1.02,19164750,0
(주)와이투솔루션,011690,2017/12,204685472,58.64,63.04,14.5,-4700439,2.24,1.35,112119451,0
(주)용평리조트,070960,2017/12,867690629,112.6,47.04,-0.29,17810277,1.77,1,209351156,2
(주)우성,006980,2017/12,232425938,49.45,66.91,0.17,3667651,1.37,0.54,250051636,4.16
(주)우신시스템,017370,2017/12,168994990,56.06,64.08,11.97,8073695,1.74,0.65,108803397,3.64
(주)우진,105840,2017/12,140861546,32.7,75.36,-1.52,12194365,1.25,0.77,45889890,0
(주)우진플라임,049800,2017/12,316192072,280.97,26.25,1.12,-13772750,1.92,0.86,228496345,0
(주)웅진,016880,2017/12,738570178,96.45,50.9,-6.27,12920242,0.57,0.41,127204182,0
(주)웅진씽크빅,095720,2017/12,529060810,76.34,56.71,0.13,58948807,1.41,0.88,613353159,31.28
(주)원림,005820,2017/12,90604955,25.02,79.99,-2.56,-889720,0.86,0.65,48310523,4.45
(주)위스컴,024070,2017/12,128411997,10.13,90.8,-13.44,5354829,0.63,0.51,106438261,0
(주)윌비스,008600,2017/12,278347765,67.78,59.6,-7.78,1847446,1.65,0.59,263284511,0
(주)유니드,014830,2017/12,870939770,50.7,66.36,-0.7,-26111541,0.83,0.64,511971105,22
(주)유니온,000910,2017/12,245091985,60.03,62.49,-0.46,4769645,0.52,0.38,91884622,35.91
(주)유니켐,011330,2017/12,74720449,138.12,42,79.68,2074523,3.19,2.07,66051125,0
(주)유수홀딩스,000700,2017/12,270213782,60.45,62.32,-14.92,7296625,1.43,0.88,14988179,0
(주)유유제약,000220,2017/03,104460465,38.77,72.06,5.23,8916299,1.76,0.85,62907377,16.26
(주)유한양행,000100,2017/12,1810455414,21.67,82.19,10.67,48520504,2.16,1.53,1451988376,36.55
(주)이노션,214320,2017/12,950374456,56.45,63.92,-0.1,40897700,2.75,1.95,421637499,200
(주)이마트,139480,2017/12,14346891084,71.49,58.31,7.05,724249316,0.97,0.6,12450694738,34.99
(주)이수페타시스,007660,2017/12,325207524,85.13,54.02,-14.52,11002262,1.33,0.98,301678449,6.68
(주)이수화학,005950,2017/12,903700665,75.94,56.84,16.66,27543447,0.57,0.45,1049213930,9.51
(주)이스타코,015020,2017/12,82846688,87.75,53.26,644.24,26165109,1.91,0.66,37523201,0
(주)이아이디,093230,2017/12,100695685,46.24,68.38,134.07,-19716268,1.35,0.52,84380435,0
(주)이엔플러스,074610,2017/12,46604430,202.55,33.05,16.47,-7004399,10.02,3.29,44679960,0
(주)이원,017940,2017/12,2835776429,120.87,45.27,13.48,-131733845,0.36,0.29,3912359398,33.71
(주)이월드,084680,2017/12,233119097,76.98,56.5,18,8346676,1.81,1.14,35025026,0
(주)인디에프,014990,2017/12,141965625,113.93,46.74,-0.9,1969973,1.93,0.89,201081235,0
(주)인바이오젠,101140,2017/12,13389537,18.24,84.58,-38.7,-426439,7.96,3.34,7076786,0
(주)인스코비,006490,2017/12,42730798,21.47,82.33,42.55,-2731999,6.22,3.21,20826968,0
(주)인팩,023810,2017/12,134467338,54.91,64.55,-2.22,967978,0.89,0.55,145511560,26
(주)일신석재,007110,2017/12,77760845,53.3,65.23,25.33,-808805,2.54,1.79,52702961,0
(주)잇츠한불,226320,2017/12,523135383,18.79,84.18,-41.47,23375577,2.59,1.16,156534277,96.4
(주)제이에스코퍼레이션,194370,2017/12,179359166,10.83,90.23,27.16,3658620,1.85,1.03,224903296,289.14
(주)제일기획,030000,2017/12,1202886604,80.31,55.46,3.91,43657399,4.54,3.2,1062990039,334.54
(주)제주은행,006220,2017/12,5550919000,1271.27,7.29,9.75,22977000,0.46,0.37,208460000,2
(주)제주항공,089590,2017/12,799844746,141.65,41.38,33.26,175831024,3.59,2.14,996302034,11.93
(주)조비,001550,2017/12,93468380,101.37,49.66,1.51,6486900,1.53,1.1,59947613,0
(주)조흥,002600,2017/12,168471957,39.94,71.46,25.01,9042688,2.06,0.89,162127274,120
(주)종근당,185750,2017/12,664781406,65.55,60.4,6.29,80233495,3.61,2.41,884277078,35.98
(주)종근당바이오,063160,2017/12,179483384,26.36,79.14,4.58,20445525,0.92,0.74,118187072,15.69
(주)종근당홀딩스,001630,2017/12,335052535,1.43,98.59,-4.17,5453294,1.3,0.87,12665823,36
(주)주연테크,044380,2017/12,53180600,12.11,89.2,4.84,-5516966,2.13,0.67,52069370,0
(주)지에스,078930,2017/12,6201620000,22.35,81.74,31.75,422724000,1.5,0.98,493029000,36.01
(주)지에스글로벌,001250,2017/12,1112934373,204.85,32.8,36.71,48851132,0.87,0.62,2919489224,1
(주)지에스리테일,007070,2017/12,3882471359,89.33,52.82,10.58,369369762,2.41,1.37,7946892573,60
(주)지투알,035000,2017/12,103271138,6.94,93.51,25.45,13863108,2.17,1.45,28958174,23.06
(주)진도,088790,2017/12,157997847,53.9,64.98,4.17,-265697,0.8,0.61,128185894,54
(주)진양홀딩스,100250,2017/12,188078276,0.82,99.19,31.52,9663933,1.07,0.91,13058773,19.61
(주)진에어,272450,2017/12,498274611,114.96,46.52,23.44,124658382,0.72,0.62,888388275,25
(주)천일고속,000650,2017/12,67842442,43.92,69.48,-5.42,-2097544,4.74,3.32,55245922,119.82
(주)청호ICT,012600,2017/12,52301474,129.12,43.64,-19.41,-6383065,1.94,1.05,32477961,0
(주)체시스,033250,2017/06,83621431,162.16,38.14,3.78,-5032506,1.9,0.86,51730597,0
(주)카카오,035720,2017/12,4956877856,39.33,71.77,13.64,246581752,3.41,1.98,978700276,29.55
(주)카프로,006380,2017/12,462168690,75.34,57.03,56.69,48788913,1.44,0.84,541296270,10
(주)케이씨,029460,2017/12,195432205,25.35,79.78,-60.84,37555979,6.11,2.85,123245730,33.05
(주)케이씨씨,002380,2017/12,9207335730,61.27,62.01,8.7,382837518,0.84,0.58,3426493951,139.4
(주)케이씨텍,281820,2017/12,266588205,,,,7095600,,,75094965,
(주)케이씨티시,009070,2017/12,323430336,107.05,48.3,4.64,16999685,0.73,0.48,269407698,6.98
(주)케이에스에스해운,044450,2017/12,903664233,297.58,25.15,25.86,76105582,1.15,0.82,177289935,45.16
(주)케이에이치필룩스,033180,2017/12,134630586,107.14,48.28,24.81,7226855,2.64,1.22,64401830,13.02
(주)케이이씨,092220,2017/12,365078546,66.44,60.08,3.49,6652880,0.83,0.37,227747482,2.4
(주)케이티,030200,2017/12,23334923000,106.3,48.47,1.83,3478641000,1.03,0.83,17341316000,15.67
(주)케이티스카이라이프,053210,2017/12,774826396,34.47,74.36,3.47,83823240,1.59,1.17,646816149,13.92
(주)케이티씨에스,058850,2017/12,212924815,42.27,70.29,2.3,13133258,0.91,0.68,468806488,14.03
(주)케이티아이에스,058860,2017/12,223818296,38.8,72.04,0.32,15207479,0.94,0.66,438130711,15.55
(주)케이티앤지,033780,2017/12,8664675098,21.56,82.26,1.08,1103557806,2.63,1.98,3000087863,52.89
(주)코리아써키트,007810,2017/12,490634591,35.59,73.75,10,26628957,1.53,0.8,520449531,0
(주)코아스,071950,2017/12,78598722,235.96,29.77,17.08,-1479697,2.65,1.43,111953910,0
(주)코오롱,002020,2017/12,1247050373,143.55,41.06,14.66,-1423525,2.21,1.39,60369419,10.08
(주)콤텍시스템,031820,2017/12,97952410,95.77,51.08,-14.06,3013098,1.34,0.77,142500270,0
(주)큐로,015590,2017/12,204688025,169.97,37.04,-18.38,-16924155,1.28,0.58,156189124,0
(주)크라운제과,264900,2017/12,328674242,,,,43410608,,,344292781,
(주)크라운해태홀딩스,005740,2017/12,355141412,20.96,82.67,-96.9,-23770859,1.9,0.56,12955223,19.64
