회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(영업수익)(*),[공통]평균배당률(IFRS)
(주)노루페인트,090350,2014/12,518168929,123.09,44.82,4.48,20446818,0.85,0.44,415584075,40.02
(주)노루홀딩스,000320,2014/12,290205704,29.64,77.14,-9.65,13945246,1.68,0.98,35964059,49.05
(주)녹십자,006280,2014/12,1232228382,42.01,70.42,7.62,53353499,2.12,1.67,854258393,24.74
(주)녹십자홀딩스,005250,2014/12,722616440,28.8,77.64,6.7,5134136,2.28,1.1,36775636,51.47
(주)농심,004370,2014/12,2116774394,37.31,72.83,-3.71,81314619,1.29,0.99,1801320197,76.05
(주)농심홀딩스,072710,2014/12,566805829,7.71,92.84,0.7,14611704,1.19,0.69,20135280,40
(주)다우기술,023590,2014/12,663269644,44.87,69.03,12.12,19141359,1.69,1.01,238937492,25.07
(주)대교,019680,2014/12,820055213,24.4,80.39,-1.58,29316069,1.37,1.11,744778608,22.95
(주)대구백화점,006370,2014/03,494531240,21.72,82.15,-0.24,773731,0.59,0.35,161636607,10.01
(주)대덕,008060,2014/12,547317376,24.96,80.02,-6.27,83319377,1.15,0.82,690941657,51.21
(주)대동,000490,2014/12,603838912,189.62,34.53,-0.83,-31838299,1.55,0.71,505157734,5.24
(주)대양금속,009190,2014/12,104908934,1893.49,5.02,8.21,-8685986,14.63,5.54,122086010,0
(주)대우건설,047040,2014/12,9889839840,273.31,26.79,17.06,360211345,1.68,0.88,9853092238,0
(주)대웅,003090,2014/12,315970433,5.64,94.66,5.65,11193961,2.28,1.47,46086581,14.66
(주)대웅제약,069620,2014/12,678153979,51.05,66.2,7.76,26804487,2.32,1.54,727222610,24.94
(주)대유에이텍,002880,2014/12,377532160,297.34,25.17,17.94,-6330406,2.29,1.1,563652493,10
(주)대유플러스,000300,2014/12,162211535,59.6,62.66,2.01,4703652,1.97,1.01,336624995,0
(주)대창,012800,2014/12,502738711,196.09,33.77,3.78,16754437,0.62,0.41,759271054,0
(주)대한항공,003490,2014/12,21420446969,982,9.24,-0.27,1840787053,1.83,1.09,11680398140,0
(주)대현,016090,2014/12,225743019,105.56,48.65,0.05,2752704,1.66,0.77,245403416,2.8
(주)대호에이엘,069460,2014/12,110290375,331.34,23.18,5.06,-1367974,3.22,1.07,131723452,0
(주)더메디팜,118000,2014/12,19121988,111.34,47.32,-35.03,-4384576,13.29,0.72,6055437,0
(주)더존비즈온,012510,2014/12,209366643,76.33,56.71,2.09,35150273,4.24,2.25,130792452,40
(주)덕성,004830,2014/12,94508247,50.82,66.31,-14.37,4694523,0.96,0.65,77305403,8.24
(주)도화엔지니어링,002150,2014/12,333620964,55.98,64.11,-15.01,2735679,1.04,0.62,229647463,19.62
(주)동남합성,023450,2014/12,67560067,34.24,74.49,25.68,4351976,0.98,0.77,76119599,3.13
(주)동방,004140,2014/12,506316301,320.44,23.78,2.27,26715106,0.58,0.36,508700373,2.49
(주)동방아그로,007590,2014/12,160699714,34.76,74.21,4.93,9064680,1.01,0.74,114629208,34.08
(주)동성케미컬,102260,2014/12,251457846,40.56,71.14,13.04,3394999,1.69,1.07,16377022,17
(주)동아지질,028100,2014/12,227158130,65.48,60.43,-10.74,30135014,0.89,0.63,287905356,34.39
(주)동양,001520,2014/12,782917713,104.68,48.86,-42.81,54231354,0.9,0.18,299405735,0
(주)동양고속,084670,2014/12,219864779,81.24,55.18,7.24,21781517,0.88,0.45,136275429,25
(주)동원에프앤비,049770,2014/12,759423296,69.32,59.06,7.35,77725291,3.35,1.13,1338173676,60
(주)두산,000150,2014/12,3509598140,66.29,60.14,20.78,246653679,1.86,1.34,1995372674,53.6
(주)디비아이엔씨,012030,2014/12,359439139,226.27,30.65,-46.13,22282605,0.91,0.34,283064800,0
(주)디아이,003160,2014/12,157500215,41.08,70.88,63.99,11797663,4.4,1.91,88193860,12.47
(주)디아이씨,092200,2014/12,434517320,215.35,31.71,-2.03,-5913921,1.14,0.61,317362603,0
(주)디알비동일,004840,2014/12,258996213,39.88,71.49,-0.26,16903378,1.76,0.66,141168522,14.46
(주)디엔오토모티브,007340,2014/12,618327464,15.99,86.22,0.38,43979982,0.99,0.82,438359811,26.2
(주)디지비금융지주,139130,2014/12,2653864275,22.73,81.48,7.18,-6419212,1.15,0.71,76750059,6.4
(주)락앤락,115390,2014/12,640001349,20.86,82.74,3.72,77645322,2.61,1.07,194123190,29.56
(주)마니커,027740,2014/12,198589659,157.58,38.82,2.82,-32676447,0.95,0.48,285890648,0
(주)메리츠금융지주,138040,2014/12,1089082322,35.84,73.62,0,22913678,1.49,1.04,42036095,16.72
(주)메타랩스,090370,2014/12,133463146,156.98,38.91,-12.7,-12684979,2.83,1.41,96384812,0
(주)모나리자,012690,2014/12,74989695,24.67,80.21,-3.89,12897321,2.37,1.25,124816021,0
(주)모나미,005360,2014/12,137568817,191.74,34.28,-16.27,5771967,1.72,0.61,108521738,5
(주)모토닉,009680,2014/12,421213140,11.49,89.69,0.67,3326615,1.62,0.93,203374276,34.64
(주)무학,033920,2014/12,530006394,28.67,77.72,21.82,128705836,2.71,1.18,285232996,2.18
(주)미래아이앤지,007120,2014/12,48802259,29.1,77.46,-38.66,-2641181,2.22,0.68,12770595,0
(주)방림,003610,2014/09,242099090,25.41,79.74,-11.77,7554920,0.49,0.25,142564020,4.78
(주)백산,035150,2014/12,160548189,84.02,54.34,-3.96,15787799,1.9,1.13,145694279,10.37
(주)벽산,007210,2014/12,304530910,62.65,61.48,7.03,20174653,2.72,0.94,285567518,11.74
(주)보락,002760,2014/12,51497215,25.19,79.88,1.31,3630424,1.14,0.71,31151277,7
(주)보령,003850,2014/12,282409341,59.23,62.8,9.84,9340832,2.31,1.48,359490951,7.72
(주)비비안,002070,2014/12,180345712,28.69,77.7,-9.98,-5703705,0.48,0.32,183214251,12.44
(주)비상교육,100220,2014/12,248346485,54.38,64.78,5.01,6590821,1.37,0.75,130363258,24.49
(주)비와이씨,001460,2014/12,609987349,62.67,61.47,-2.4,26641170,0.69,0.4,178556072,16.15
(주)비지에프,027410,2014/12,1183774828,114.76,46.56,7.38,244648624,3.95,2.52,3303137208,60
(주)빙그레,005180,2014/12,578496730,19.51,83.67,1.84,44786000,2.1,1.55,819872484,22.21
(주)사조대림,003960,2014/12,269636096,99.25,50.19,1.6,6985555,0.77,0.47,405812234,4
(주)사조오양,006090,2014/12,173321672,134.5,42.64,1.87,2904890,0.58,0.43,111843800,0
(주)삼성출판사,068290,2014/12,78639798,13.39,88.19,-1.03,6653290,1.46,0.59,56493549,20
(주)삼양사,145990,2014/12,1056718150,83.17,54.59,-1.44,56229228,0.83,0.4,1264340289,28.41
(주)삼양홀딩스,000070,2014/12,1309722668,27.01,78.73,-21.7,44647934,0.79,0.55,213420611,26.19
(주)삼영,003720,2014/12,160243118,33.16,75.1,-13.94,-10049282,0.7,0.41,131084570,0
(주)삼원강재,023000,2014/12,211168967,24.57,80.27,-9.73,16429569,1.31,0.85,282910591,24
(주)삼익악기,002450,2014/12,315836677,63.49,61.16,-2.62,21134727,2.13,0.87,103208757,9.4
(주)삼천리,004690,2014/12,2524203392,113.49,46.84,-0.13,-77473944,0.61,0.4,3500332653,35.15
(주)상상인증권,001290,2014/12,839826793,494.2,16.83,0,-62415117,0.61,0.3,91212763,0
(주)서연,007860,2014/12,309435909,0.45,99.55,-99.81,-7078039,2.02,0.93,1578546,27.69
(주)서연이화,200880,2014/12,702512995,,,,532122,,,477552979,
(주)서원,021050,2014/12,256991862,193.77,34.04,-10.36,12797787,0.73,0.37,256433158,0
(주)서흥,008490,2014/12,364360205,90.28,52.55,8.39,23591068,3.89,2.08,239166086,47.53
(주)선앤엘,002820,2014/12,427553985,54.28,64.82,5.61,6092593,0.6,0.29,277527122,15.91
(주)선진,136490,2014/12,384341894,127.71,43.92,13.95,17109928,2.06,1.2,594896473,20
(주)성안,011300,2014/12,118445160,59.86,62.56,-10.78,835592,0.72,0.45,67840901,0
(주)세아베스틸지주,001430,2014/12,2429299409,61.53,61.91,4.25,245177555,0.97,0.53,2202367043,16.23
(주)세아제강지주,003030,2014/12,1735274282,57.01,63.69,8.74,79510741,0.75,0.43,1870280357,29.07
(주)세아특수강,019440,2014/12,461099393,77.62,56.3,-2.53,25848320,1.12,0.76,670291973,15.89
(주)세아홀딩스,058650,2014/12,969933027,20.8,82.78,114.25,67410744,0.95,0.45,81200212,35.99
(주)세우글로벌,013000,2014/12,39235194,15.36,86.69,5.21,1092725,0.98,0.73,42874307,0
(주)세원정공,021820,2014/06,245015370,17.95,84.78,-15.51,9681003,1.68,1.07,60869811,20
(주)세이브존아이앤씨,067830,2014/12,518836231,63.47,61.17,1.49,34108925,1.06,0.6,182077451,2.76
(주)수산중공업,017550,2014/12,121599639,41.03,70.91,-18.77,2145749,1.06,0.7,104845891,0
(주)시디즈,134790,2014/12,23016887,5.54,94.75,-54.16,-408406,1.51,1.03,10777054,0
(주)신도리코,029530,2014/12,872437638,6.67,93.75,-10.48,16097503,0.98,0.75,457231337,29.26
(주)신성이엔지,011930,2014/12,341636808,579.43,14.72,27.63,-14292205,2.02,1.04,189572241,0
(주)신세계,004170,2014/12,5535161424,126.65,44.12,-2.7,348884116,1.06,0.73,1502014514,22.98
(주)신세계아이앤씨,035510,2014/12,208888645,29.38,77.29,-4.89,14776000,1.36,0.79,228062491,20
(주)신세계인터내셔날,031430,2014/12,815169040,90.34,52.54,7.11,13386926,2.53,1.26,846193149,12
(주)신세계푸드,031440,2014/12,382466558,33.98,74.64,-9.6,40737357,1.62,0.81,652135490,15
(주)신영와코루,005800,2014/09,299779108,11.54,89.65,-4.96,826258,0.48,0.33,184605043,30
(주)신원,009270,2014/12,440594320,137.94,42.03,4.4,19670066,1.19,0.39,594412740,0
(주)신풍,002870,2014/12,172398218,193.56,34.06,-26.48,-15408583,0.59,0.4,105170845,7.93
(주)신한금융지주회사,055550,2014/12,27094548000,33.9,74.68,-4.11,1172546000,1.33,1.03,1061540000,19.37
(주)신화다이나믹스,001770,2014/12,74352138,96.61,50.86,-19.52,4111419,0.51,0.33,62011801,4
(주)신흥,004080,2014/12,118001645,41.01,70.92,0.53,8223407,1.2,0.73,123605084,8.54
(주)쌍방울,102280,2014/12,126183557,60.39,62.35,-0.69,-3082715,1.47,0.71,125022012,0
(주)쎌마테라퓨틱스,015540,2014/12,11547408,14.74,87.15,18.11,-830505,12.57,1.78,6567873,0
(주)씨아이테크,004920,2014/12,25754700,38.18,72.37,-11.48,-2554854,1.24,0.69,4778994,0
(주)아모레퍼시픽,090430,2014/12,3500717654,22,81.97,19.29,487372274,6.79,2.45,3182316594,180.05
(주)아모레퍼시픽그룹,002790,2014/12,1680737657,2.75,97.32,67.77,48314068,7.25,2.44,81552739,60.97
(주)아센디오,012170,2014/12,68958163,93.18,51.77,-46.09,-7590742,4.52,0.76,7606517,0
(주)아이마켓코리아,122900,2014/12,859086773,134.68,42.61,0.18,214182994,4.47,2.64,2456139078,98.03
(주)아이에이치큐,003560,2014/12,61133102,76.98,56.5,-4.34,-1765376,5.32,2.84,35945675,0
(주)알루코,001780,2014/12,340956232,139.51,41.75,-3.97,38062654,1.43,0.74,246303198,0
(주)에넥스,011090,2014/12,125002263,131.97,43.11,13.21,-372750,2.76,0.89,258340636,3.69
(주)에스비에스,034120,2014/12,799643924,47.56,67.77,12.45,66916398,1.45,0.85,795687038,0
(주)에스엠벡셀,010580,2014/12,72913292,351.87,22.13,1.31,1420863,1.17,0.78,92396215,0
(주)에스원,012750,2014/12,1335864866,60.23,62.41,39.63,264687014,5.6,4.33,1619767068,204.65
(주)에스제이엠,123700,2014/12,142498395,24.46,80.35,-22.25,2546230,1.55,0.93,84073321,40
(주)에스제이엠홀딩스,025530,2014/12,123105426,0.11,99.89,940.08,1872087,0.72,0.55,8784849,36.3
(주)에스지글로벌,001380,2014/12,172505127,70.03,58.81,-13.51,-12238476,0.75,0.54,99003342,0
(주)에스지세계물산,004060,2014/12,288872180,43.14,69.86,8.9,-5003857,0.75,0.58,340528691,0
(주)에스피씨삼립,005610,2014/12,409080769,116.67,46.15,6.26,18339955,9.26,2.64,1028617844,9.96
(주)에이블씨엔씨,078520,2014/12,211410482,29.72,77.09,-0.7,-11099195,2.91,1.5,398501004,11.77
(주)에이엔피,015260,2014/12,100808207,77.94,56.2,-0.57,2527652,0.87,0.57,84654325,0
(주)에이프로젠,007460,2014/12,93036739,468.52,17.59,-25.72,20422206,1.87,0.93,76535323,0
(주)에이프로젠바이오로직스,003060,2014/12,83249160,29.25,77.37,1.62,-8144952,1.71,0.96,23797814,0
(주)에프앤에프홀딩스,007700,2014/12,317829243,72.16,58.09,35.61,-18593206,1.44,0.59,301122145,30
(주)엔씨소프트,036570,2014/12,1592381848,16.53,85.82,15.5,247672387,4.35,2.1,612651715,624.73
(주)엔아이스틸,008260,2014/12,169173823,133.19,42.88,4.33,20432319,1.48,0.72,126580555,10
(주)엔케이,085310,2014/12,282523865,79.62,55.67,21.88,-4564076,1.51,0.69,207894125,9.76
(주)엘에스,006260,2014/12,2150823000,23.39,81.05,-5.61,54311000,1.63,1.01,97844000,21.56
(주)엘에스네트웍스,000680,2014/12,1412632454,119.47,45.56,21.59,-54210380,0.67,0.5,845738726,0.11
(주)엘에프,093050,2014/12,1418950059,33.11,75.13,-2.2,122614340,1.07,0.76,1385279237,10
(주)엘엑스인터내셔널,001120,2014/12,2933571676,106.94,48.32,-32.03,269243165,0.97,0.62,3776501601,5.98
(주)엘엑스하우시스,108670,2014/12,1781223000,109.09,47.83,6.76,153035000,2.82,1.74,2440439000,36.03
(주)엘지,003550,2014/12,8053801766,3.67,96.46,1.36,378906098,1.8,1.22,575743726,20.01
(주)엘지생활건강,051900,2014/12,2691745380,118.94,45.67,12.29,331091007,10.38,6.68,2513352190,75.78
(주)엘지유플러스,032640,2014/12,11986340000,186.11,34.95,-4.08,2053105000,1.88,1.28,10984928000,2.54
(주)엘지헬로비전,037560,2014/12,2073912681,123.08,44.83,7.35,305545930,2.14,0.99,1084790253,3
(주)엘지화학,051910,2014/12,15893446000,37.59,72.68,-2.86,1901958000,2.04,1.16,19675975000,79.71
(주)엠씨넥스,097520,2014/12,246531534,207.03,32.57,39.23,-9007296,0,0,378395423,58.75
(주)영원무역,111770,2014/12,1074777686,49.41,66.93,4,88643460,4.51,2.18,1140086346,40
(주)영원무역홀딩스,009970,2014/12,409465275,3.96,96.19,11.09,21961455,4.29,2.27,27005146,85.11
(주)영풍,000670,2014/12,1998526425,25.23,79.85,4.66,89235570,1.73,1.2,1103441139,140.07
(주)영흥,012160,2014/12,296002972,92.64,51.91,11.85,1397378,1.53,0.84,142851535,5.79
(주)예스코홀딩스,015360,2014/12,1140541729,95.44,51.17,-5.8,36519813,0.44,0.37,1233260728,21.04
(주)오뚜기,007310,2014/12,1159959245,64.38,60.84,2.78,110994907,3.41,1.83,1745067705,78.53
(주)오리엔트바이오,002630,2014/03,66158558,27.84,78.22,0.49,494549,1.71,1.02,20126910,0
(주)오리온홀딩스,001800,2014/12,1428068353,68.63,59.3,-5.11,63528271,7.59,5.69,751706999,105.76
(주)와이지플러스,037270,2014/12,103377273,1.4,98.62,-59.52,-2475892,1.23,0.35,5974716,0
(주)와이투솔루션,011690,2014/12,107545119,165.75,37.63,18.47,2924114,1.83,0.73,137134398,0
(주)우성,006980,2014/12,252383291,54.84,64.58,-5.54,14791186,0.8,0.52,294196552,8.32
(주)우신시스템,017370,2014/12,147901472,74.9,57.18,34.85,1761951,0.67,0.4,138962628,3.73
(주)우진,105840,2014/12,124595185,36.99,73,30.32,-7015507,2.1,1.43,56066881,34
(주)우진플라임,049800,2014/12,349801297,321.11,23.75,-3.13,568123,0.71,0.48,183841366,0
(주)웅진,016880,2014/12,798480613,146.9,40.5,0.36,50445310,0.65,0.3,168922054,0
(주)웅진씽크빅,095720,2014/12,460473302,91.8,52.14,-2.42,21250419,1.5,1.03,633159549,0
(주)원림,005820,2014/12,87031322,28.79,77.65,-1.12,2755128,0.75,0.45,57955413,6.23
(주)위스컴,024070,2014/12,133064619,11.86,89.4,-5.94,12016685,0.88,0.62,132473026,40
(주)윌비스,008600,2014/12,238813064,38.67,72.11,5.96,8242020,0.58,0.34,224675011,1.61
(주)유니드,014830,2014/12,686706658,49.69,66.81,2.35,53216756,1.04,0.79,533088577,22
(주)유니온,000910,2014/12,178024050,34.94,74.1,2.91,12385966,0.69,0.42,117651795,13.39
(주)유수홀딩스,000700,2014/12,270917061,53.87,64.99,-61.7,22338672,4.22,1.12,14751094,0
(주)유유제약,000220,2014/03,92253472,30.4,76.69,-4.93,-1156499,1.09,0.67,53388518,14.26
(주)유한양행,000100,2014/12,1455736896,20.07,83.28,8.22,89778742,1.96,1.59,1008179739,31.68
(주)이마트,139480,2014/12,12764938597,84.78,54.12,0.54,728693015,1.12,0.8,10838213347,29.99
(주)이수페타시스,007660,2014/12,364477052,80.03,55.55,-9.71,28337507,1.45,0.77,307235903,7.72
(주)이수화학,005950,2014/12,955135387,75.26,57.06,-16.83,-32851045,0.41,0.26,1476019731,1.94
(주)이스타코,015020,2014/12,70588848,37.89,72.52,-82.37,-15968551,4.73,1.4,7266950,0
(주)이아이디,093230,2014/12,31139361,88.4,53.08,52.66,-4206344,6.29,2.08,9256933,0
(주)이엔플러스,074610,2014/12,12188211,55.33,64.38,7.75,368732,2.06,0.98,16611750,0
(주)이원,017940,2014/12,2705552016,139.71,41.72,-7.71,88474649,0.49,0.39,5912088311,33.71
(주)이월드,084680,2014/12,177530827,91.97,52.09,10.32,-5445591,3.47,0.67,21869857,0
(주)인디에프,014990,2014/12,179769837,121.6,45.13,-5.01,6194461,1.01,0.45,187272033,0
(주)인바이오젠,101140,2014/12,7109775,72.39,58.01,47.65,-695947,5.38,2.42,11762124,0
(주)인스코비,006490,2014/12,24325620,13.98,87.74,98.41,-8177998,7.02,3.69,24276482,0
(주)인팩,023810,2014/12,116624064,53.72,65.05,0.76,9065547,1.73,0.83,145367658,28
(주)일신석재,007110,2014/12,81397962,47.22,67.93,3.79,2643805,2.06,1.35,39437448,0
(주)제일기획,030000,2014/12,1205698728,65.65,60.37,-4.76,54191192,4.74,2.57,882392506,0
(주)제주은행,006220,2014/12,3463767000,1033.87,8.82,-4.25,-98793000,0.64,0.39,168325000,2
(주)조비,001550,2014/12,83262173,192.75,34.16,-10.64,471143,2.09,1.46,54845963,0
(주)조흥,002600,2014/12,130588771,28.46,77.85,13.14,-870946,0.76,0.49,112728364,50
(주)종근당,185750,2014/12,573754109,73.11,57.77,0,64590673,2.47,1.89,544129759,31.98
(주)종근당바이오,063160,2014/12,165068245,35.47,73.82,6,11222959,1.26,0.53,106389741,3.92
(주)종근당홀딩스,001630,2014/12,136280120,0.93,99.08,244.37,-3084764,2.44,1.15,11187945,25.81
(주)주연테크,044380,2014/12,30633860,22.17,81.85,-28.88,-4062715,1.43,0.71,42813493,0
(주)지에스,078930,2014/12,5896182000,23.29,81.11,-23.18,168596000,1.18,0.79,253556000,24.01
(주)지에스글로벌,001250,2014/12,819193337,204,32.89,18.77,-108041941,0.86,0.68,2507550945,4.99
(주)지에스리테일,007070,2014/12,2880508074,71.1,58.45,5.37,366775418,1.52,1.05,4958373995,60
(주)지투알,035000,2014/12,97427105,4.23,95.94,12.27,3712458,1.62,1.39,11291175,18.45
(주)진도,088790,2014/12,157177480,104.18,48.98,-20.71,5151248,0.56,0.39,120945801,0
(주)진양홀딩스,100250,2014/12,184810334,0.57,99.43,4.73,10163537,1.82,0.6,12219120,24.51
(주)천일고속,000650,2014/12,62273002,34.62,74.28,5.33,4021396,1.85,1.05,60153710,0
(주)청호ICT,012600,2014/12,73586619,99.4,50.15,-0.69,-1298653,0.95,0.5,53327357,0
(주)체시스,033250,2014/06,97449106,186.01,34.96,-24.44,-4151887,1.14,0.62,71659244,0
(주)카프로,006380,2014/12,498408333,77.06,56.48,-49.27,-34493348,0.92,0.35,391544586,0
(주)케이씨,029460,2014/12,283647330,25,80,5.54,32328670,1.34,0.77,231611939,19.24
(주)케이씨씨,002380,2014/12,8345235449,37.19,72.89,5.92,216690833,1.3,0.79,3032296703,139.33
(주)케이씨티시,009070,2014/12,270808971,110.67,47.47,-3.54,13479762,0.86,0.07,210836977,5.98
(주)케이에스에스해운,044450,2014/12,494936208,168.48,37.25,17.6,39247026,1.05,0.75,137526098,39.76
(주)케이에이치필룩스,033180,2014/12,58941063,58.53,63.08,3.36,3129908,1.79,1.09,49810580,7.91
(주)케이이씨,092220,2014/12,340155489,124.69,44.51,-18.25,-2190680,1.01,0.26,210979994,0
(주)케이티,030200,2014/12,24920296000,159.43,38.55,-2.79,1568686000,1.34,1.02,17435803000,0
(주)케이티스카이라이프,053210,2014/12,670211420,53.86,65,3.75,127800959,3.9,2.25,622800455,13.92
(주)케이티씨에스,058850,2014/12,201733148,42.12,70.36,10.55,-4667040,1.31,0.9,438037867,21.48
(주)케이티아이에스,058860,2014/12,216233937,46.13,68.43,16.23,-13063432,1.43,0.9,450663134,24
(주)케이티앤지,033780,2014/12,6272323470,18.13,84.66,10.08,750865094,2.95,2.05,2763666783,44.82
(주)코리아써키트,007810,2014/12,435293020,34.89,74.14,-3.16,52153968,1.2,0.61,446627051,20.14
(주)코아스,071950,2014/12,100115022,146.63,40.55,11.96,9575164,1.63,0.84,96549996,0
(주)코오롱,002020,2014/12,1066497398,106.68,48.38,-5.64,17121480,0.89,0.41,59152501,10.08
(주)콤텍시스템,031820,2014/12,108884243,150.78,39.88,2.6,10097768,1.52,0.87,184931656,0
(주)큐로,015590,2014/12,279364255,282.38,26.15,24.02,-7747198,1.63,1.11,273526804,0
(주)크라운해태홀딩스,005740,2014/12,527050712,94.16,51.5,-1.87,33770256,2.08,1.01,420759939,19.41
(주)키다리스튜디오,020120,2014/12,34949583,69.7,58.93,-9.86,2187917,2.88,1.98,20010522,5.65
(주)태경비케이,014580,2014/12,178476606,55.97,64.11,-2.7,12229593,0.77,0.6,121842345,20
(주)태영건설,009410,2014/12,1537058385,115.92,46.31,-25.7,-102395736,0.77,0.45,1109445110,0
(주)티비에이치글로벌,084870,2014/12,275047842,106.17,48.5,-12.41,-17359713,4.52,2.02,146244923,0
(주)티에이치엔,019180,2014/12,207008454,337.05,22.88,-5.68,6105296,0.65,0.49,179696159,1.44
(주)티웨이홀딩스,004870,2014/12,54341387,57.32,63.56,164.58,1137344,5.39,1.19,17752275,0
(주)팜스코,036580,2014/12,707610906,150.94,39.85,12.89,56558456,2.21,1.1,839533034,0
(주)퍼시스,016800,2014/12,374686987,13.93,87.77,1.31,24912510,1.39,0.92,219919626,46.47
(주)포스코인터내셔널,047050,2014/12,8631128655,268.24,27.16,20.1,-377184538,7.12,4.84,19938097326,10
(주)풀무원,017810,2014/12,389415377,81.36,55.14,36.25,21110716,2.99,1.15,73999664,19.94
(주)풍산,103140,2014/12,2506601844,122.81,44.88,-5.45,10531893,0.87,0.62,2243350091,11.99
(주)풍산홀딩스,005810,2014/12,477240815,11.98,89.3,7.89,11705849,0.94,0.5,120372243,17.24
(주)플레이그램,009810,2014/12,31906726,19.24,83.86,-9.26,3589238,1.38,0.49,8911907,0
(주)하나금융지주,086790,2014/12,18424050000,30.15,76.83,91.92,97518000,0.93,0.65,306761000,9
(주)하나투어,039130,2014/12,364564157,121.38,45.17,5.99,93319896,6.44,4.85,315417922,132.74
(주)하이스틸,071090,2014/12,248620346,89.36,52.81,9.84,5923221,0.34,0.23,190828623,3
(주)하이트론씨스템즈,019490,2014/12,59895390,42.43,70.21,-24.91,-3106664,0.89,0.59,72572654,0
(주)한국전자홀딩스,006200,2014/12,181252887,1.98,98.06,-29.75,1567446,0.3,0.14,6286824,0
(주)한국종합기술,023350,2014/12,225609365,83.81,54.4,-3.89,-3584484,0.73,0.43,164370497,20
(주)한국카본,017960,2014/12,347674306,16.78,85.63,-4.42,20125109,1.26,0.71,229643136,24
