회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(영업수익)(*),[공통]평균배당률(IFRS)
(주)까뮤이앤씨,013700,2016/12,142978398,179.73,35.75,5.54,-9738971,1.21,0.9,139708060,1.69
(주)나이스홀딩스,034310,2016/12,388557495,19.53,83.66,10.99,16928578,2.91,1.82,33693212,24.34
(주)남선알미늄,008350,2016/12,283413750,131.23,43.25,14.39,41308166,1.41,0.89,400734305,0
(주)남성,004270,2016/12,169335721,128.67,43.73,13.87,3352114,1.31,0.69,70870441,1.1
(주)넥센,005720,2016/12,581253078,20.48,83,-0.61,30353139,0.97,0.08,192727587,15.01
(주)노루페인트,090350,2016/12,543186736,104.08,49,2.95,42491282,1.13,0.67,432008469,40.02
(주)노루홀딩스,000320,2016/12,358239741,21.36,82.4,134.22,64149487,1.15,0.65,81209820,55.18
(주)녹십자,006280,2016/12,1422757264,44.88,69.02,13.17,-13246848,3.27,1.7,1033113771,24.41
(주)녹십자홀딩스,005250,2016/12,846282314,48.54,67.32,105.76,55425299,4.65,1.75,98335182,51.25
(주)농심,004370,2016/12,2330097985,30.06,76.89,-0.88,209519752,1.88,0.98,1862187459,76.05
(주)농심홀딩스,072710,2016/12,573761009,7.62,92.92,12.06,13734322,1.6,0.89,19090280,40
(주)다우기술,023590,2016/12,703515982,44.29,69.3,-14.58,24258138,2.61,1.49,214671851,48.22
(주)다이나믹디자인,145210,2016/12,242209484,102.36,49.42,-4.85,9054191,1.12,0.6,125808178,0
(주)대교,019680,2016/12,809958360,22.52,81.62,1.27,87381215,1.86,1.35,759844916,24.52
(주)대구백화점,006370,2016/03,479242326,29.56,77.18,0.2,7661942,0.55,0.39,149709697,5.71
(주)대덕,008060,2016/12,557708967,19.46,83.71,-4.24,46090283,0.92,0.76,490868073,51.21
(주)대동,000490,2016/12,539759118,189.72,34.52,0.33,11924423,1.32,0.91,463775800,3.49
(주)대양금속,009190,2016/12,100099259,505.75,16.51,20.31,7861893,10.45,0.93,146247517,0
(주)대우건설,047040,2016/12,9367312840,365.13,21.5,11.01,226394723,1.61,1.07,10964615696,0
(주)대웅,003090,2016/12,330037143,5.93,94.41,-1.85,9315044,2.84,1.54,49222029,14.85
(주)대웅제약,069620,2016/12,1015246927,96.12,50.99,-0.81,13710904,2.99,1.56,794009801,21.38
(주)대유에이텍,002880,2016/12,349202520,194.56,33.95,-21.08,14603397,2.68,1.39,346859744,5.14
(주)대유플러스,000300,2016/12,136720082,29.89,76.99,-2.47,5943843,1.27,0.75,177513413,0
(주)대창,012800,2016/12,362199212,148.38,40.26,-37.06,43806168,0.84,0.55,371558721,0
(주)대한항공,003490,2016/12,22706038038,1273.5,7.28,1.72,2771539104,2.08,1.33,11502876673,0
(주)대현,016090,2016/12,249699923,53.57,65.12,7.94,10012763,1.28,0.79,280173383,8.23
(주)대호에이엘,069460,2016/12,87036748,291.45,25.55,-3.24,2886121,3.49,1.43,117646225,0
(주)더메디팜,118000,2016/12,29456774,72.64,57.92,0.27,-3672075,17.68,2.81,6129491,0
(주)더존비즈온,012510,2016/12,236908364,54.23,64.84,12.74,49585863,6.21,3.8,173040399,58
(주)덕성,004830,2016/12,103621373,57.28,63.58,38.02,420635,3.39,1.28,98630563,8.24
(주)도화엔지니어링,002150,2016/12,308513945,36.47,73.28,18.07,9709150,0.94,0.61,324737933,33.33
(주)동남합성,023450,2016/12,91693522,37.98,72.48,36.25,9285276,1.59,0.81,104228395,3.84
(주)동방,004140,2016/12,450925037,218.65,31.38,-10.3,12511779,0.73,0.35,468813154,1.17
(주)동방아그로,007590,2016/12,169045987,34.26,74.48,0.01,2243661,0.95,0.67,115846147,42.6
(주)동서,026960,2016/12,1300920314,10.65,90.37,0.96,97406234,3.12,2.27,466716608,133.43
(주)동성케미컬,102260,2016/12,365954873,49.16,67.04,85.99,30698367,1.48,1.15,239571735,19.27
(주)동아지질,028100,2016/12,298739707,98.8,50.3,10.17,50820231,0.96,0.55,322518697,39.3
(주)동양,001520,2016/12,925332263,7.93,92.66,9.72,-129369742,1.05,0.69,372771548,8.85
(주)동양고속,084670,2016/12,233558225,81.75,55.02,14.54,17489791,0.84,0.63,155461647,7.58
(주)동원에프앤비,049770,2016/12,879483056,76.96,56.51,6.55,88074387,3.26,1.54,1464991510,50
(주)두산,000150,2016/12,3744673181,77.26,56.41,10.33,167166167,1.65,0.95,2067135545,74.48
(주)두올,016740,2016/12,186362087,52.45,65.6,-12.62,8496072,1.16,0.58,172629125,4.46
(주)디비아이엔씨,012030,2016/12,214971054,41.85,70.5,0.52,14129393,10.32,0.81,204809968,0
(주)디아이,003160,2016/12,152550917,45,68.96,-10.26,400130,2.18,1.2,52288689,8.31
(주)디아이씨,092200,2016/12,494590435,200.45,33.28,0.26,5602213,1.67,0.94,329571934,9.9
(주)디알비동일,004840,2016/12,273155471,34.68,74.25,-18.55,10116356,1.53,1.01,129988200,18.08
(주)디엔오토모티브,007340,2016/12,663744957,14.69,87.19,-9.44,47075883,1.23,0.83,349008113,61.14
(주)디지비금융지주,139130,2016/12,3103509834,23.74,80.81,7.76,50263304,0.71,0.53,95119354,6
(주)락앤락,115390,2016/12,625718772,7,93.46,11.44,78019815,1.58,1.15,204448546,98.52
(주)마니커,027740,2016/12,177691806,94.3,51.47,-21.91,3527368,1.52,0.6,216301455,0
(주)메리츠금융지주,138040,2016/12,1299093848,42.98,69.94,75.56,96531790,2.2,1.66,120569731,59
(주)메타랩스,090370,2016/12,69570147,240.13,29.4,-18.63,-11672222,4.1,0.67,67249668,0
(주)모나리자,012690,2016/12,80562144,17.4,85.18,-2.86,6428255,4.02,1.85,121396391,14.52
(주)모나미,005360,2016/12,132886425,126.21,44.21,1.4,4676616,1.96,1.28,100354050,6.91
(주)모토닉,009680,2016/12,429295064,9.55,91.28,-4.58,7938928,0.96,0.7,182110458,34.07
(주)무학,033920,2016/12,598614925,22.69,81.5,-8.67,53686612,2.46,1.26,254174484,171.85
(주)미래아이앤지,007120,2016/12,52448637,6.54,93.86,9.84,-3086646,3.66,1.43,9871808,0
(주)방림,003610,2016/09,221885741,21.58,82.25,-7.9,15132658,0.84,0.49,115681153,7.26
(주)백산,035150,2016/12,171172693,48.36,67.4,16.57,17948107,2.2,0.93,174059704,15.19
(주)벽산,007210,2016/12,354439727,62.21,61.65,0.25,38153020,3.04,1.32,294713122,5.94
(주)보락,002760,2016/12,53139580,24.3,80.45,14.94,5452115,2.38,0.97,35708601,7
(주)보령,003850,2016/12,397900573,103.69,49.09,1.94,9363178,3.46,2.42,409140007,7.68
(주)비비안,002070,2016/12,154656352,14.08,87.65,3.21,-1938712,0.61,0.42,177429099,0
(주)비상교육,100220,2016/12,240285409,20.97,82.67,-0.98,52075466,1.54,0.64,136992382,62.16
(주)비와이씨,001460,2016/12,722070199,82.69,54.74,16.21,44625661,1.31,0.84,211090629,16.15
(주)비지에프,027410,2016/12,1707548342,101.45,49.64,16.06,320392433,14.92,5.06,4941266443,80
(주)빙그레,005180,2016/12,622118009,19.59,83.62,1.09,64664800,1.43,1.04,804139945,22.21
(주)사조대림,003960,2016/12,332559132,84.68,54.15,7.17,24554296,0.78,0.5,460627065,0
(주)사조오양,006090,2016/12,292401068,127.91,43.88,43.19,27068156,1.31,0.77,279104782,0
(주)삼성출판사,068290,2016/12,78179045,11.35,89.81,4.76,1573856,2.47,1.47,47244342,22
(주)삼양사,145990,2016/12,1638590568,56.95,63.71,35.36,117516273,1.33,0.93,1583352819,28.22
(주)삼양홀딩스,000070,2016/12,1564527966,15.74,86.4,-39.74,15520938,1.3,0.77,102179833,34.9
(주)삼영,003720,2016/12,119089321,41.87,70.49,-1.24,4632163,0.87,0.55,93615503,0
(주)삼원강재,023000,2016/12,234265074,23.82,80.76,-1.44,12576416,0.83,0.7,268398548,25
(주)삼익악기,002450,2016/12,311114511,64.81,60.67,35.22,-8545608,1.66,0.95,155672846,9.4
(주)삼일씨엔에스,004440,2016/12,378938965,31.25,76.19,-3.84,53695952,1.25,0.81,284093265,60
(주)삼천리,004690,2016/12,2590393407,110.86,47.43,-17.12,317599609,0.38,0.29,2384712962,43.94
(주)상상인증권,001290,2016/12,520569285,264.52,27.43,-26.85,20839083,0.66,0.39,64182202,0
(주)서연,007860,2016/12,354821454,2.78,97.3,74.44,5923523,0.89,0.64,9658394,27.74
(주)서연이화,200880,2016/12,784073652,103.38,49.17,-3.87,-1715618,1.24,0.87,1019736004,29.99
(주)서원,021050,2016/12,198004066,143.7,41.03,-1.1,6769405,1.46,0.72,205644680,1.96
(주)서흥,008490,2016/12,405273318,80.15,55.51,11.63,35219632,2.71,1.89,260347928,62.75
(주)선앤엘,002820,2016/12,459132625,64.29,60.87,0.68,17710928,0.66,0.43,311373724,19.78
(주)선진,136490,2016/12,488427441,127.17,44.02,3.52,40829899,1.21,1,615164688,20
(주)성안,011300,2016/12,127369179,58.18,63.22,-9.91,-2246276,0.93,0.6,47065619,0
(주)세아베스틸지주,001430,2016/12,2453702462,50.91,66.26,-11.32,194483805,0.7,0.51,1619275431,12.98
(주)세아제강지주,003030,2016/12,1690749290,47.53,67.78,-6.92,74664720,0.53,0.25,1327723787,33.91
(주)세아특수강,019440,2016/12,420835195,44.71,69.1,-5.46,69980307,0.72,0.52,572013623,14.74
(주)세아홀딩스,058650,2016/12,985873936,14.67,87.21,-3.1,30092330,0.71,0.53,43205001,34.99
(주)세우글로벌,013000,2016/12,43820764,17.4,85.18,9.69,333989,3.85,0.96,40304678,0
(주)세원정공,021820,2016/06,263579072,16.58,85.78,-12.34,9905605,1.18,0.8,49215834,20
(주)세이브존아이앤씨,067830,2016/12,560797607,51.55,65.99,-2.23,49322526,0.73,0.56,181594318,2.76
(주)세진중공업,075580,2016/12,365903472,131.33,43.23,-5.71,3356733,1.15,0.65,427423084,17.45
(주)수산중공업,017550,2016/12,110377976,15.72,86.42,-11.01,11287387,1.55,0.93,81998385,1.91
(주)시디즈,134790,2016/12,23017620,6.77,93.66,47.89,784599,3.78,1.34,9939845,0
(주)신도리코,029530,2016/12,897510426,7.58,92.95,1.08,68893892,0.72,0.57,480114248,29.26
(주)신성이엔지,011930,2016/12,659398845,412.58,19.51,24.21,58408752,2.72,1.24,211860883,0
(주)신세계,004170,2016/12,5871837064,96.51,50.89,10.61,246491919,0.78,0.58,1643709943,24.98
(주)신세계아이앤씨,035510,2016/12,220857555,33.39,74.97,13.5,25452025,1.17,0.66,296339096,19.87
(주)신세계인터내셔날,031430,2016/12,860075677,98.11,50.48,1.05,55813720,1.87,1.09,893803537,12
(주)신세계푸드,031440,2016/12,544323938,81.85,54.99,15.31,20674655,2.4,1.56,1039326249,12
(주)신영와코루,005800,2016/12,328216227,10.71,90.32,0.24,1899557,0.63,0.41,177671484,50
(주)신원,009270,2016/12,430812251,133.67,42.8,0.32,3828303,0.78,0.49,631250271,0
(주)신풍,002870,2016/12,146607481,252.12,28.4,15.09,7879443,0.79,0.51,124444089,0
(주)신한금융지주회사,055550,2016/12,27195607000,34.51,74.34,44.76,1798037000,1.2,0.89,1739924000,26
(주)신화다이나믹스,001770,2016/12,70143578,78.27,56.09,22.63,4393235,1.52,0.49,70158673,5
(주)신흥,004080,2016/12,128937648,43.47,69.7,0.18,7407026,1.51,0.91,124314821,8.56
(주)쌍방울,102280,2016/12,213539827,18.64,84.29,-20.83,-7999704,2.86,1.05,97410338,0
(주)쎌마테라퓨틱스,015540,2016/12,12946007,124.02,44.64,1.35,-2543231,54.54,3.24,11733428,0
(주)씨아이테크,004920,2016/12,35179893,9.53,91.3,-25.46,-3110215,1.95,0.91,8568828,0
(주)아모레퍼시픽,090430,2016/12,4618650223,21.38,82.39,13.65,571878926,8.68,5.93,4270867000,315.97
(주)아모레퍼시픽그룹,002790,2016/12,1707071542,2.82,97.26,21.23,49213426,9.87,6.39,83127891,86.26
(주)아센디오,012170,2016/12,95172252,32.92,75.23,1.94,-2106691,4.51,1.24,5787957,0
(주)아이마켓코리아,122900,2016/12,967829771,151.06,39.83,2.97,123695730,2.59,1,2682496235,87.14
(주)아이에이치큐,003560,2016/12,256378419,12.32,89.03,4.79,41019057,2.25,1.22,97313233,0
(주)알루코,001780,2016/12,334451787,61.91,61.76,3.81,46687469,3.43,1.43,284837755,10
(주)에넥스,011090,2016/12,151414321,158.07,38.75,28.77,-18602475,4.85,2.2,390127229,3.69
(주)에스비에스,034120,2016/12,895673723,65.01,60.6,3.36,937471,1.25,0.78,798556102,0
(주)에스엠벡셀,010580,2016/12,60354102,241.13,29.31,-11.3,2851762,4.06,1.26,77234738,0
(주)에스원,012750,2016/12,1437728384,31.16,76.24,1.65,267467889,4.9,3.66,1818302083,222.44
(주)에스제이엠,123700,2016/12,156197867,18.2,84.61,0.68,9211374,1,0.71,97244014,40
(주)에스제이엠홀딩스,025530,2016/12,146760561,10.48,90.52,-20.04,2397604,0.71,0.55,9830720,36.3
(주)에스지글로벌,001380,2016/12,177616991,76.1,56.78,29.58,-2152064,1.93,0.83,119573193,0
(주)에스지세계물산,004060,2016/12,301415889,48.41,67.38,-3.25,-4194655,1.45,1,305134794,0
(주)에스피씨삼립,005610,2016/12,420244594,99.66,50.09,6.88,27275537,14.43,6.4,1053614470,12.43
(주)에이블씨엔씨,078520,2016/12,260930714,38.85,72.02,7.69,27258821,3.3,1.61,383561723,88.49
(주)에이엔피,015260,2016/12,117388878,73.47,57.65,6.43,4762617,2.81,0.94,96591423,0
(주)에이프로젠,007460,2016/12,78576666,122.49,44.95,-16.83,2730158,1.69,1.09,54835626,0
(주)에이프로젠바이오로직스,003060,2016/12,123304213,57.42,63.52,-1.28,-1346511,9.12,3.3,29443668,0
(주)에프앤에프홀딩스,007700,2016/12,304434809,34.85,74.16,18.65,54674885,1.28,0.84,438729919,70
(주)엔씨소프트,036570,2016/12,2277262883,18.56,84.35,20.68,99759478,3.7,2.44,744135850,740.01
(주)엔아이스틸,008260,2016/12,207262893,138.63,41.91,-3.57,25384882,1.26,0.76,114325940,10
(주)엔케이,085310,2016/12,231412073,70.59,58.62,-33.15,12812381,3.13,0.99,157651808,0
(주)엘에스,006260,2016/12,2205888000,21.05,82.61,-38.99,32622000,1.18,0.58,83058000,21.56
(주)엘에스네트웍스,000680,2016/12,1073362855,127.82,43.9,-51.43,-34814054,0.62,0.51,335727456,0
(주)엘에프,093050,2016/12,1466740985,35.44,73.84,-3.5,150785543,0.79,0.6,1379859089,10
(주)엘엑스인터내셔널,001120,2016/12,2842435626,126.99,44.06,-23.04,31549261,1.33,0.88,2828841348,4.99
(주)엘엑스하우시스,108670,2016/12,1918101000,103.51,49.14,5.08,144378000,1.75,0.99,2490561000,36.03
(주)엘지,003550,2016/12,8360422000,4.04,96.11,6.95,402573000,1.71,1.27,614003000,26
(주)엘지생활건강,051900,2016/12,3089904898,64.72,60.71,20.77,528760062,12.68,7.83,3660952827,141.98
(주)엘지유플러스,032640,2016/12,11989124000,146.78,40.52,6.07,2231060000,1.57,1.1,11434770000,5.94
(주)엘지헬로비전,037560,2016/12,1840191675,90.37,52.53,-6.93,275776259,1.42,0.78,1100634800,3
(주)엘지화학,051910,2016/12,16775894000,24.48,80.33,-0.4,2239725000,2,1.25,17264845000,99.61
(주)엠씨넥스,097520,2016/12,305329934,226.21,30.66,-5.27,-34183707,0,0,399262755,0
(주)영원무역,111770,2016/12,1418510309,68.68,59.28,6.79,111307194,2.98,1.39,1212014124,49.61
(주)영원무역홀딩스,009970,2016/12,432762912,3.02,97.07,-20.87,13680761,2.44,1.75,14598776,85.11
(주)영풍,000670,2016/12,2134759567,24.88,80.08,8.07,61060447,1.31,0.95,1154667772,186.76
(주)영흥,012160,2016/12,306757624,73.02,57.8,14.14,8535195,1.4,0.73,167308685,3.52
(주)예스코홀딩스,015360,2016/12,1109180815,83.96,54.36,-15.57,56472472,0.43,0.34,871291029,25.25
(주)오뚜기,007310,2016/12,1342747782,54.61,64.68,7.07,127023931,5.89,2.48,1959104904,133.13
(주)오리엔트바이오,002630,2016/03,94850716,27.43,78.47,-3.15,-2069852,4.17,1.28,20071140,0
(주)오리온홀딩스,001800,2016/12,1417049909,51.93,65.82,-3.97,75769006,8.25,4.31,679379953,105.52
(주)와이지플러스,037270,2016/12,116684516,5.85,94.47,373.52,-812084,2,0.96,25849920,0
(주)와이투솔루션,011690,2016/12,104834385,69.7,58.93,-23.46,2529202,2.87,1.04,97923870,0
(주)용평리조트,070960,2016/12,928470114,134.25,42.69,19.27,-19047195,1.73,0.8,209952933,2
(주)우성,006980,2016/12,223981367,45.24,68.85,-10.36,10952205,0.93,0.58,249629881,4.16
(주)우신시스템,017370,2016/12,161512915,53.75,65.04,-15.54,12722252,0.83,0.56,97172425,5.53
(주)우진,105840,2016/12,132255511,26.46,79.08,-10.68,-9670041,1.45,1.01,46600228,44
(주)우진플라임,049800,2016/12,306280989,280.69,26.27,25.3,26553035,1.1,0.43,225958246,0
(주)웅진,016880,2016/12,666982889,82.93,54.66,-17.84,8542834,0.6,0.41,135719053,0
(주)웅진씽크빅,095720,2016/12,501745739,81.76,55.02,-4.22,64421527,2.47,1.27,612572018,0
(주)원림,005820,2016/12,91795595,27.77,78.26,-5.73,3634832,1,0.6,49581487,8.91
(주)위스컴,024070,2016/12,131243921,11.56,89.64,-6.26,5251976,0.65,0.54,122961193,20
(주)윌비스,008600,2016/12,291612055,73.01,57.8,1.67,1228912,1.4,0.77,285494006,0
(주)유니드,014830,2016/12,808986022,43.94,69.47,0.31,136161425,0.87,0.6,515576546,22
(주)유니온,000910,2016/12,164337626,31.47,76.06,-7.88,6418027,0.66,0.44,92313119,12.57
(주)유니켐,011330,2016/12,66903488,135.1,42.54,0,-18122515,4.38,2.48,36760724,0
(주)유수홀딩스,000700,2016/12,273808143,52.29,65.66,9.77,3644977,1.78,0.73,17616638,1.92
(주)유유제약,000220,2016/03,98301738,37.65,72.65,12.67,-12113742,2.55,1.08,59783034,16.26
(주)유한양행,000100,2016/12,1698094265,22.09,81.9,17.05,94389537,2.92,1.53,1312018359,36.08
(주)이노션,214320,2016/12,956141020,62.31,61.61,0.18,70947026,3.2,1.99,422079578,190
(주)이마트,139480,2016/12,13814601276,78.15,56.13,4.33,730950073,0.71,0.55,11631228087,29.99
(주)이수페타시스,007660,2016/12,430621489,80.09,55.53,11.95,20057269,1.09,0.7,352939688,9.64
(주)이수화학,005950,2016/12,918392473,67.17,59.82,-12.69,44640667,0.57,0.25,899376613,9.51
(주)이스타코,015020,2016/12,112206558,152.06,39.67,-24.39,2887305,2.33,0.99,5041829,0
(주)이아이디,093230,2016/12,39304132,41.05,70.9,-3.97,-1572328,4.17,1.72,36049633,0
(주)이엔플러스,074610,2016/12,21962243,57.02,63.69,112.24,2146339,4.34,2.18,38361918,0
(주)이원,017940,2016/12,2915593553,136.43,42.3,-9.81,65776668,0.38,0.3,3447722831,33.71
(주)이월드,084680,2016/12,220225975,71.99,58.14,22.27,6183446,2.58,1.2,29681289,0
(주)인디에프,014990,2016/12,159552229,143.43,41.08,18.32,7843700,4.19,1.35,202902322,0
(주)인바이오젠,101140,2016/12,12375563,115.17,46.47,30.23,344747,14.6,4.93,11545263,0
(주)인스코비,006490,2016/12,45472564,31.78,75.89,52.02,-4216523,9.55,3.56,14610084,0
(주)인팩,023810,2016/12,137226153,62.14,61.67,5.22,15489920,1.05,0.64,148817345,30
(주)일신석재,007110,2016/12,78264674,55.57,64.28,5.98,-566876,3.91,1.72,42050477,0
(주)잇츠한불,226320,2016/12,368866961,8.54,92.13,-13.6,21329674,10.36,2.08,267458828,137.39
(주)제이에스코퍼레이션,194370,2016/12,183509962,15.12,86.86,-22.94,729267,3.73,1.3,176870431,246.83
(주)제일기획,030000,2016/12,1172119597,92.66,51.9,24.77,26895148,4.78,3.08,1022947827,132.06
(주)제주은행,006220,2016/12,5172766000,1441.11,6.49,13.6,-96833000,0.7,0.46,189949000,2
(주)제주항공,089590,2016/12,600436987,120.62,45.33,22.95,116673464,4.31,2.61,747613396,10
(주)조비,001550,2016/12,88744853,136.01,42.37,0.39,8086650,2.29,1.28,59058576,0
(주)조흥,002600,2016/12,163459253,44.44,69.23,14.62,7135195,1.2,0.77,129692616,0
(주)종근당,185750,2016/12,641698870,81.14,55.21,40.42,57786121,5.29,2.53,831985530,35.98
(주)종근당바이오,063160,2016/12,180911872,33.85,74.71,5.93,15500001,1.35,0.78,113013402,15.69
(주)종근당홀딩스,001630,2016/12,315022666,0.7,99.31,-6.5,-7087014,2.24,0.94,13217615,52.82
(주)주연테크,044380,2016/12,50050716,52.57,65.55,-4.51,-2773612,3.4,1.39,49666359,0
(주)지에스,078930,2016/12,5850836000,20.8,82.78,110.04,299310000,1.21,0.92,374216000,32.01
(주)지에스글로벌,001250,2016/12,1023567791,182.77,35.36,10.85,13521404,1,0.34,2135564329,0
(주)지에스리테일,007070,2016/12,3486438265,75.9,56.85,16.11,345860639,2.94,1.95,7186237962,110
(주)지투알,035000,2016/12,96852015,7.27,93.22,9.32,3042238,1.95,1.51,23083693,23.06
(주)진도,088790,2016/12,148839254,55.68,64.23,0.99,11031887,1.05,0.55,123053044,40
(주)진양홀딩스,100250,2016/12,182348583,0.11,99.89,-16.58,6057267,1.33,0.94,9929300,19.61
(주)천일고속,000650,2016/12,52541981,35.23,73.95,-0.76,5207853,6.96,2.78,58413361,99.85
(주)청호ICT,012600,2016/12,64699089,68.47,59.36,6.41,-5954773,2.23,0.91,40300502,0
(주)체시스,033250,2016/06,88371235,143.69,41.04,-11.85,2557015,2.43,0.65,49846877,0
(주)카프로,006380,2016/12,473850324,88.08,53.17,60.7,-57067020,1.09,0.35,345463576,0
(주)케이씨,029460,2016/12,354850862,23.89,80.72,8.08,18429411,2.24,1.22,314692136,28.19
(주)케이씨씨,002380,2016/12,8861405637,52.55,65.55,2.76,384355124,0.82,0.66,3152300110,139.4
(주)케이씨티시,009070,2016/12,292244036,93.7,51.63,4.95,21910838,0.83,0.59,257468145,6.98
(주)케이에스에스해운,044450,2016/12,646842782,174.4,36.44,-1.83,54894143,1.95,0.69,140858346,33.75
(주)케이에이치필룩스,033180,2016/12,109978200,137.03,42.19,3.51,-22789082,3.38,1.15,51601496,15.42
(주)케이이씨,092220,2016/12,382440042,90.14,52.59,9.35,31332699,0.5,0.31,220063638,0
(주)케이티,030200,2016/12,24700337000,122.84,44.88,0.51,4418648000,1.02,0.79,17028868000,12.53
(주)케이티스카이라이프,053210,2016/12,762816413,40.5,71.17,-0.2,136502937,1.84,1.39,625125897,16.51
(주)케이티씨에스,058850,2016/12,207071165,42.57,70.14,-4.87,5624547,1.04,0.72,458278860,14.03
(주)케이티아이에스,058860,2016/12,221406433,40.75,71.05,-5.28,19259606,1.33,0.83,436729584,15.55
(주)케이티앤지,033780,2016/12,8439013831,29.04,77.5,5.19,1352796920,3.16,2.12,2968174762,47.6
(주)코리아써키트,007810,2016/12,474901058,33.59,74.86,-1.25,12556882,0.97,0.58,473115281,20.14
(주)코아스,071950,2016/12,77108379,212.23,32.03,0.21,-300172,3.74,1.74,95622309,0
(주)코오롱,002020,2016/12,1120301952,117.36,46.01,-4.15,-2182044,2.16,1.31,52652827,10.08
(주)콤텍시스템,031820,2016/12,121692895,148.67,40.21,14.11,11390509,2.25,0.85,165814378,0
(주)큐로,015590,2016/12,235945208,316.45,24.01,-14.47,28721118,1.91,1.04,191355119,0
(주)크라운해태홀딩스,005740,2016/12,570432943,86.17,53.71,-3,44686511,3.3,0.14,418060902,38.9
(주)키다리스튜디오,020120,2016/12,21420375,27.64,78.34,8.44,-2836358,4.46,2.73,25254650,0
(주)태경비케이,014580,2016/12,207379692,85.56,53.89,17.15,1013144,0.97,0.65,132974930,20
(주)태영건설,009410,2016/12,1557558857,113.7,46.8,-1.78,22640230,0.73,0.48,984553805,0
(주)토니모리,214420,2016/12,187857654,39.68,71.59,7.49,9974244,7.87,2.74,236453729,114.99
(주)티비에이치글로벌,084870,2016/12,240670169,227.28,30.55,23.65,1478064,3.81,2.17,158895899,0
(주)티에이치엔,019180,2016/12,218640219,175.66,36.28,7.08,9643192,0.91,0.36,258025320,11
(주)티웨이홀딩스,004870,2016/12,66469630,63.86,61.03,32.41,2732710,5.29,2.11,29114533,0
(주)팜스코,036580,2016/12,628563348,88.74,52.98,5.89,12129478,1.83,1.21,926709384,19.6
