,업종명,종목명,2013_E,2013_S,2013_G,2014_E,2014_S,2014_G,Diff_E,Diff_S,Diff_G,2013_종가,2014_종가,등락률,연도
33,금융 및 보험업,SK증권,4.0,4.0,2.5,4.0,4.0,2.5,0.0,0.0,0.0,803,932,0.1606475716064757,"13,14년"
34,금융 및 보험업,골든브릿지증권,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,849,704,-0.1707891637220259,"13,14년"
35,금융 및 보험업,교보증권,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,4555,13450,1.952799121844128,"13,14년"
36,금융 및 보험업,기업은행,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,12250,15650,0.2775510204081632,"13,14년"
37,금융 및 보험업,대신증권,5.0,2.5,2.5,4.0,2.5,2.5,-1.0,0.0,0.0,8850,10250,0.1581920903954802,"13,14년"
38,금융 및 보험업,동양생명,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,11250,11600,0.0311111111111111,"13,14년"
39,금융 및 보험업,롯데손해보험,4.0,4.0,2.5,4.0,5.0,2.5,0.0,1.0,0.0,3005,2915,-0.0299500831946755,"13,14년"
40,금융 및 보험업,메리츠금융지주,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,5450,9430,0.7302752293577982,"13,14년"
41,금융 및 보험업,메리츠종금증권,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,1680,4345,1.5863095238095235,"13,14년"
42,금융 및 보험업,메리츠화재,5.0,2.5,2.5,6.0,4.0,2.5,1.0,1.5,0.0,14950,12800,-0.1438127090301003,"13,14년"
43,금융 및 보험업,미래에셋증권,4.0,4.0,2.5,4.0,4.0,2.5,0.0,0.0,0.0,35800,45950,0.2835195530726257,"13,14년"
44,금융 및 보험업,부국증권,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,14100,14850,0.0531914893617021,"13,14년"
45,금융 및 보험업,삼성생명,5.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,104500,116500,0.1148325358851674,"13,14년"
46,금융 및 보험업,삼성증권,5.0,4.0,2.5,5.0,5.0,2.5,0.0,1.0,0.0,47050,47800,0.0159404888416578,"13,14년"
47,금융 및 보험업,삼성카드,3.0,4.0,2.5,4.0,4.0,2.5,1.0,0.0,0.0,39300,46000,0.1704834605597964,"13,14년"
48,금융 및 보험업,신영증권,4.0,2.5,2.5,3.0,2.5,2.5,-1.0,0.0,0.0,41800,60400,0.4449760765550239,"13,14년"
49,금융 및 보험업,신한지주,6.0,6.0,5.0,6.0,5.0,5.0,0.0,-1.0,0.0,46350,50300,0.0852211434735706,"13,14년"
50,금융 및 보험업,아주캐피탈,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,4940,6740,0.3643724696356275,"13,14년"
51,금융 및 보험업,유화증권,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,11850,14550,0.2278481012658227,"13,14년"
52,금융 및 보험업,제주은행,5.0,2.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,5500,7850,0.4272727272727272,"13,14년"
53,금융 및 보험업,코리안리,5.0,2.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,11900,11400,-0.042016806722689,"13,14년"
54,금융 및 보험업,키움증권,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,55600,45350,-0.1843525179856115,"13,14년"
55,금융 및 보험업,하나금융지주,6.0,4.0,4.0,6.0,4.0,2.5,0.0,0.0,-1.5,40900,37050,-0.0941320293398533,"13,14년"
56,금융 및 보험업,한국금융지주,5.0,2.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,41350,54100,0.3083434099153567,"13,14년"
57,금융 및 보험업,한양증권,4.0,2.5,2.5,3.0,2.5,2.5,-1.0,0.0,0.0,6220,6850,0.1012861736334405,"13,14년"
58,금융 및 보험업,한화생명,5.0,2.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,7100,8210,0.1563380281690141,"13,14년"
59,금융 및 보험업,한화손해보험,3.0,2.5,2.5,4.0,2.5,2.5,1.0,0.0,0.0,4195,5390,0.2848629320619785,"13,14년"
60,금융 및 보험업,한화투자증권,4.0,2.5,2.5,3.0,2.5,2.5,-1.0,0.0,0.0,3585,3750,0.0460251046025104,"13,14년"
61,금융 및 보험업,현대해상,5.0,5.0,2.5,5.0,5.0,4.0,0.0,0.0,1.5,30350,28250,-0.0691927512355848,"13,14년"
62,금융 및 보험업,흥국화재,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,4525,3860,-0.1469613259668508,"13,14년"
63,서비스업,AK홀딩스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,40150,71200,0.7733499377334994,"13,14년"
64,서비스업,CJ,3.0,5.0,2.5,3.0,5.0,4.0,0.0,0.0,1.5,111000,174000,0.5675675675675675,"13,14년"
65,서비스업,CJ CGV,3.0,2.5,2.5,2.0,4.0,2.5,-1.0,1.5,0.0,49950,52400,0.049049049049049,"13,14년"
66,서비스업,CS홀딩스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,37300,74300,0.9919571045576407,"13,14년"
67,서비스업,GKL,4.0,4.0,2.5,3.0,2.5,2.5,-1.0,-1.5,0.0,38700,38250,-0.0116279069767441,"13,14년"
68,서비스업,GS,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,58500,41450,-0.2914529914529915,"13,14년"
69,서비스업,JW홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,2680,2395,-0.1063432835820895,"13,14년"
70,서비스업,KC그린홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,10450,10350,-0.0095693779904306,"13,14년"
71,서비스업,KISCO홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,41800,51500,0.2320574162679425,"13,14년"
72,서비스업,KPX홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,48050,81800,0.7023933402705516,"13,14년"
73,서비스업,KTcs,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,3100,2965,-0.0435483870967741,"13,14년"
74,서비스업,LG,5.0,4.0,2.5,5.0,4.0,2.5,0.0,0.0,0.0,62700,63600,0.0143540669856459,"13,14년"
75,서비스업,LS,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,79300,59900,-0.244640605296343,"13,14년"
76,서비스업,NAVER,4.0,4.0,2.5,5.0,4.0,2.5,1.0,0.0,0.0,597000,754000,0.2629815745393635,"13,14년"
77,서비스업,NICE,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,12950,17700,0.3667953667953668,"13,14년"
78,서비스업,S&T홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,19800,17250,-0.1287878787878787,"13,14년"
79,서비스업,SBS,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,40050,27100,-0.3233458177278402,"13,14년"
80,서비스업,SBS미디어홀딩스,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,4620,3290,-0.2878787878787879,"13,14년"
81,서비스업,SK,3.0,4.0,2.5,3.0,5.0,6.0,0.0,1.0,3.5,192500,167000,-0.1324675324675324,"13,14년"
82,서비스업,SK이노베이션,3.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,149000,87500,-0.412751677852349,"13,14년"
83,서비스업,강원랜드,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,29150,35000,0.2006861063464837,"13,14년"
84,서비스업,넥센,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,74600,87000,0.1662198391420911,"13,14년"
85,서비스업,노루홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,19500,25400,0.3025641025641025,"13,14년"
86,서비스업,녹십자홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,13200,22450,0.7007575757575758,"13,14년"
87,서비스업,농심홀딩스,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,76100,125500,0.6491458607095927,"13,14년"
88,서비스업,다우기술,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,14550,11100,-0.2371134020618556,"13,14년"
89,서비스업,대교,5.0,2.5,2.5,6.0,2.5,2.5,1.0,0.0,0.0,6710,7450,0.1102831594634873,"13,14년"
90,서비스업,대상홀딩스,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,7470,20800,1.784471218206158,"13,14년"
91,서비스업,대성합동지주,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,25950,32650,0.2581888246628131,"13,14년"
92,서비스업,대성홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,8600,12300,0.4302325581395348,"13,14년"
93,서비스업,대웅,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,37350,51300,0.3734939759036144,"13,14년"
94,서비스업,더존비즈온,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,9960,7040,-0.2931726907630522,"13,14년"
95,서비스업,도화엔지니어링,4.0,2.5,2.5,3.0,2.5,2.5,-1.0,0.0,0.0,5200,4305,-0.1721153846153846,"13,14년"
96,서비스업,두산,6.0,5.0,6.0,5.0,5.0,5.0,-1.0,0.0,-1.0,142000,111000,-0.2183098591549295,"13,14년"
97,서비스업,비상교육,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,12400,8100,-0.3467741935483871,"13,14년"
98,서비스업,삼성엔지니어링,4.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,1.0,74700,61600,-0.1753681392235609,"13,14년"
99,서비스업,삼성출판사,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,5640,7200,0.2765957446808511,"13,14년"
100,서비스업,삼양홀딩스,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,88500,89000,0.0056497175141242,"13,14년"
101,서비스업,성창기업지주,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,17700,20950,0.1836158192090395,"13,14년"
102,서비스업,세기상사,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,28250,30600,0.0831858407079646,"13,14년"
103,서비스업,세아홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,98300,179500,0.8260427263479145,"13,14년"
104,서비스업,신세계푸드,2.0,2.5,2.5,2.0,4.0,4.0,0.0,1.5,1.5,88900,93500,0.0517435320584926,"13,14년"
105,서비스업,에스원,3.0,4.0,2.5,3.0,4.0,2.5,0.0,0.0,0.0,63300,74400,0.1753554502369668,"13,14년"
106,서비스업,에쓰씨엔지니어링,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1940,1690,-0.1288659793814432,"13,14년"
107,서비스업,엔씨소프트,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,205500,147000,-0.2846715328467153,"13,14년"
108,서비스업,영원무역홀딩스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,64500,105500,0.6356589147286822,"13,14년"
109,서비스업,웅진씽크빅,2.0,4.0,4.0,3.0,4.0,2.5,1.0,0.0,-1.5,6060,7240,0.1947194719471947,"13,14년"
110,서비스업,유엔젤,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,4355,2965,-0.3191733639494833,"13,14년"
111,서비스업,이스타코,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1770,3080,0.7401129943502824,"13,14년"
112,서비스업,이월드,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,903,2175,1.4086378737541527,"13,14년"
114,서비스업,제일기획,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,26150,16700,-0.361376673040153,"13,14년"
115,서비스업,진양홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,2080,4810,1.3125,"13,14년"
116,서비스업,케이티스,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,4050,3590,-0.1135802469135802,"13,14년"
117,서비스업,코오롱,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,19850,25750,0.2972292191435768,"13,14년"
118,서비스업,코웨이,3.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,60600,81600,0.3465346534653465,"13,14년"
119,서비스업,콤텍시스템,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,1310,1300,-0.0076335877862595,"13,14년"
120,서비스업,텔코웨어,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,10350,13450,0.2995169082125604,"13,14년"
121,서비스업,평화홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,2935,2960,0.0085178875638841,"13,14년"
122,서비스업,풍산홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,28100,46100,0.6405693950177936,"13,14년"
123,서비스업,하나투어,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,69100,67100,-0.0289435600578871,"13,14년"
124,서비스업,하이트진로홀딩스,4.0,2.5,2.5,3.0,2.5,2.5,-1.0,0.0,0.0,11550,12500,0.0822510822510822,"13,14년"
125,서비스업,한국전자홀딩스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1060,1555,0.4669811320754717,"13,14년"
126,서비스업,한국종합기술,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,5240,4930,-0.0591603053435114,"13,14년"
128,서비스업,한미글로벌,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,6920,8500,0.2283236994219653,"13,14년"
129,서비스업,한미사이언스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,16000,14600,-0.0875,"13,14년"
130,서비스업,한세예스24홀딩스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,4795,14400,2.003128258602711,"13,14년"
131,서비스업,한전기술,3.0,2.5,4.0,3.0,2.5,4.0,0.0,0.0,0.0,56300,65000,0.1545293072824156,"13,14년"
132,서비스업,한전산업,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,4395,6550,0.49032992036405,"13,14년"
133,서비스업,한진중공업홀딩스,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,9150,9000,-0.0163934426229508,"13,14년"
134,서비스업,현대에이치씨엔,3.0,2.5,2.5,3.0,4.0,2.5,0.0,1.5,0.0,4760,4545,-0.0451680672268907,"13,14년"
135,에너지업,경남에너지,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,5460,7100,0.3003663003663003,"13,14년"
136,에너지업,대성에너지,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,5710,6350,0.1120840630472854,"13,14년"
137,에너지업,삼천리,4.0,4.0,2.5,4.0,4.0,4.0,0.0,0.0,1.5,131000,151000,0.1526717557251908,"13,14년"
138,에너지업,예스코,4.0,4.0,2.5,4.0,5.0,2.5,0.0,1.0,0.0,34950,37600,0.0758226037195994,"13,14년"
139,에너지업,인천도시가스,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,26900,36600,0.3605947955390334,"13,14년"
140,에너지업,지역난방공사,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,99200,60000,-0.3951612903225806,"13,14년"
141,에너지업,한국가스공사,4.0,5.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,63900,50100,-0.215962441314554,"13,14년"
142,운수 및 창고업,CJ대한통운,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,92300,193000,1.0910075839653304,"13,14년"
143,운수 및 창고업,E1,3.0,2.5,2.5,4.0,2.5,2.5,1.0,0.0,0.0,76100,71700,-0.0578186596583442,"13,14년"
144,운수 및 창고업,GS글로벌,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,9680,8870,-0.0836776859504132,"13,14년"
145,운수 및 창고업,GS리테일,3.0,2.5,2.5,4.0,2.5,4.0,1.0,0.0,1.5,29300,24900,-0.1501706484641638,"13,14년"
146,운수 및 창고업,KSS해운,3.0,2.5,2.5,4.0,2.5,2.5,1.0,0.0,0.0,10250,14300,0.3951219512195122,"13,14년"
147,운수 및 창고업,LG상사,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,29800,21650,-0.273489932885906,"13,14년"
148,운수 및 창고업,LS네트웍스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,4820,4695,-0.0259336099585062,"13,14년"
149,운수 및 창고업,SG세계물산,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,700,615,-0.1214285714285714,"13,14년"
150,운수 및 창고업,SK가스,4.0,4.0,2.5,4.0,4.0,2.5,0.0,0.0,0.0,74900,139500,0.8624833110814419,"13,14년"
151,운수 및 창고업,SK네트웍스,5.0,4.0,2.5,4.0,5.0,2.5,-1.0,1.0,0.0,6660,10950,0.6441441441441441,"13,14년"
152,운수 및 창고업,광주신세계,3.0,4.0,2.5,3.0,4.0,2.5,0.0,0.0,0.0,262000,308000,0.1755725190839694,"13,14년"
154,운수 및 창고업,국보,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,11800,11900,0.0084745762711864,"13,14년"
155,운수 및 창고업,남성,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,7830,12000,0.5325670498084292,"13,14년"
156,운수 및 창고업,대구백화점,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,16400,15250,-0.0701219512195122,"13,14년"
157,운수 및 창고업,대성산업,3.0,2.5,2.5,3.0,2.5,4.0,0.0,0.0,1.5,4300,2490,-0.4209302325581395,"13,14년"
158,운수 및 창고업,대한항공,4.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,-1.0,34050,37950,0.1145374449339207,"13,14년"
159,운수 및 창고업,동방,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,2570,1880,-0.2684824902723735,"13,14년"
160,운수 및 창고업,동양고속,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,24050,34400,0.4303534303534304,"13,14년"
161,운수 및 창고업,롯데쇼핑,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,402500,296500,-0.2633540372670807,"13,14년"
162,운수 및 창고업,롯데하이마트,5.0,4.0,2.5,5.0,4.0,2.5,0.0,0.0,0.0,83500,66100,-0.2083832335329341,"13,14년"
163,운수 및 창고업,모나미,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,2250,3715,0.6511111111111111,"13,14년"
164,운수 및 창고업,삼성물산,4.0,5.0,5.0,3.0,5.0,5.0,-1.0,0.0,0.0,63000,72300,0.1476190476190476,"13,14년"
165,운수 및 창고업,삼영무역,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,16950,23900,0.4100294985250737,"13,14년"
166,운수 및 창고업,세방,3.0,2.5,2.5,4.0,2.5,2.5,1.0,0.0,0.0,19100,19350,0.013089005235602,"13,14년"
167,운수 및 창고업,세우글로벌,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1285,1190,-0.0739299610894941,"13,14년"
168,운수 및 창고업,세이브존I&C,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,4680,7080,0.5128205128205128,"13,14년"
169,운수 및 창고업,신성통상,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1100,1245,0.1318181818181818,"13,14년"
170,운수 및 창고업,신세계,4.0,5.0,4.0,4.0,4.0,4.0,0.0,-1.0,0.0,267500,198500,-0.2579439252336448,"13,14년"
171,운수 및 창고업,신세계인터내셔날,3.0,2.5,2.5,3.0,4.0,4.0,0.0,1.5,1.5,90200,125000,0.3858093126385809,"13,14년"
172,운수 및 창고업,신일산업,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1400,1705,0.2178571428571428,"13,14년"
173,운수 및 창고업,신흥,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,6900,9680,0.4028985507246377,"13,14년"
174,운수 및 창고업,아시아나항공,4.0,4.0,5.0,2.0,5.0,4.0,-2.0,1.0,-1.0,5040,4015,-0.2033730158730158,"13,14년"
175,운수 및 창고업,아이마켓코리아,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,25250,26350,0.0435643564356435,"13,14년"
176,운수 및 창고업,아티스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1075,1055,-0.0186046511627906,"13,14년"
177,운수 및 창고업,영원무역,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,35900,63900,0.7799442896935933,"13,14년"
178,운수 및 창고업,와이비로드,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1725,2395,0.3884057971014493,"13,14년"
179,운수 및 창고업,윌비스,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,1080,1235,0.1435185185185185,"13,14년"
180,운수 및 창고업,유니퀘스트,3.0,2.5,2.5,3.0,2.5,2.5,0.0,0.0,0.0,13600,8240,-0.3941176470588235,"13,14년"
181,운수 및 창고업,이마트,4.0,4.0,4.0,4.0,4.0,6.0,0.0,0.0,2.0,254000,198000,-0.2204724409448819,"13,14년"
182,운수 및 창고업,이화산업,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,7970,18600,1.3337515683814305,"13,14년"
183,운수 및 창고업,인터지스,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,7120,8140,0.1432584269662921,"13,14년"
184,운수 및 창고업,일신석재,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,1190,1245,0.0462184873949579,"13,14년"
185,운수 및 창고업,진도,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,4400,3390,-0.2295454545454545,"13,14년"
186,운수 및 창고업,천일고속,2.0,2.5,2.5,2.0,2.5,2.5,0.0,0.0,0.0,34100,55700,0.6334310850439883,"13,14년"
187,운수 및 창고업,한국공항,2.0,4.0,2.5,2.0,4.0,2.5,0.0,0.0,0.0,21700,33250,0.532258064516129,"13,14년"
188,운수 및 창고업,한국화장품,3.0,2.5,2.5,2.0,2.5,2.5,-1.0,0.0,0.0,1770,4945,1.7937853107344632,"13,14년"
189,운수 및 창고업,한샘,4.0,2.5,2.5,4.0,2.5,2.5,0.0,0.0,0.0,43000,127500,1.965116279069768,"13,14년"
190,운수 및 창고업,한익스프레스,2.0,2.5,2.5,3.0,2.5,2.5,1.0,0.0,0.0,24650,31550,0.2799188640973631,"13,14년"
191,운수 및 창고업,한진,3.0,2.5,4.0,2.0,2.5,2.5,-1.0,0.0,-1.5,18350,53600,1.920980926430517,"13,14년"
192,운수 및 창고업,한진해운,2.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,7750,5050,-0.3483870967741935,"13,14년"
193,운수 및 창고업,한창,2.0,2.5,2.5,1.0,2.5,2.5,-1.0,0.0,0.0,502,1170,1.330677290836653,"13,14년"
