종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","벤처기업부","5680","10","0.18","5670","5790","5630","157095","894963790","232268082240","40892268"
"013340","AJS","KOSDAQ","벤처기업부","716","-13","-1.78","727","734","716","245677","177545495","27385176348","38247453"
"068400","AJ렌터카","KOSPI",,"10500","100","0.96","10400","10550","10300","124213","1293814550","232536150000","22146300"
"006840","AK홀딩스","KOSPI",,"40150","-700","-1.71","40600","40600","39800","14734","593276900","467649574150","11647561"
"054620","AP시스템","KOSDAQ","우량기업부","10850","-250","-2.25","11000","11050","10850","338711","3706120500","247989889350","22856211"
"090470","AST젯텍","KOSDAQ","벤처기업부","4005","-50","-1.23","4055","4075","3950","58378","233557185","58464221040","14597808"
"138930","BS금융지주","KOSPI",,"17050","300","1.79","16750","17100","16600","668895","11338100200","3297127277950","193379899"
"001460","BYC","KOSPI",,"188500","1000","0.53","186500","189500","186500","355","66914000","117739927500","624615"
"001465","BYC우","KOSPI",,"70000","500","0.72","69500","70000","69400","64","4447600","15076950000","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","3130","-80","-2.49","3225","3245","3125","97820","310275135","54967779830","17561591"
"001040","CJ","KOSPI",,"111000","-500","-0.45","110500","112000","109000","83510","9230113500","3221533797000","29022827"
"079160","CJ CGV","KOSPI",,"49950","-750","-1.48","51000","51000","49700","99707","5001651200","1057007584350","21161313"
"130960","CJ E&M","KOSDAQ","우량기업부","36700","-1150","-3.04","37750","37750","36050","686221","25211205550","1392270430800","37936524"
"000120","CJ대한통운","KOSPI",,"92300","1700","1.88","90200","92900","88300","84425","7634272300","2105579351200","22812344"
"011150","CJ씨푸드","KOSPI",,"2545","-15","-0.59","2560","2565","2530","60864","155317330","91443817285","35930773"
"011155","CJ씨푸드1우","KOSPI",,"8220","550","7.17","7890","8400","7530","17605","140542000","1644000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","354000","4500","1.29","348000","354400","347300","24329","8562111200","2196522210000","6204865"
"001045","CJ우","KOSPI",,"36900","-100","-0.27","37000","37000","36500","281","10296900","83402228700","2260223"
"097950","CJ제일제당","KOSPI",,"257500","0","0.00","257500","263000","257500","119543","31116169000","3372876110000","13098548"
"097955","CJ제일제당 우","KOSPI",,"86400","1600","1.89","85400","86400","85400","2322","199336200","114690211200","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","28700","-100","-0.35","28700","28900","28050","13051","373480950","310909970000","10833100"
"037560","CJ헬로비전","KOSPI",,"17300","-50","-0.29","17350","17600","17200","304471","5304385800","1339830764500","77446865"
"058820","CMG제약","KOSDAQ","중견기업부","1075","-20","-1.83","1080","1105","1065","647575","701312695","93123880950","86626866"
"023460","CNH","KOSDAQ","중견기업부","1210","-10","-0.82","1210","1235","1200","18622","22590125","45012000000","37200000"
"065770","CS","KOSDAQ","벤처기업부","2885","-50","-1.70","2970","2970","2855","15296","44183215","34620000000","12000000"
"159910","CS엘쏠라","KOSDAQ","벤처기업부","9340","-160","-1.68","9530","9550","9210","75250","704804940","78482273420","8402813"
"000590","CS홀딩스","KOSPI",,"37300","-250","-0.67","37850","38650","37000","1170","44202000","43062178600","1154482"
"056340","CU전자","KOSDAQ","중견기업부","278","-8","-2.80","287","287","276","939542","263182571","14605048588","52536146"
"139130","DGB금융지주","KOSPI",,"17000","250","1.49","16600","17000","16500","482226","8120951000","2278903618000","134053154"
"068790","DMS","KOSDAQ","중견기업부","3300","15","0.46","3285","3315","3250","42961","141549205","65628495900","19887423"
"004840","DRB동일","KOSPI",,"7760","30","0.39","7730","7800","7720","22510","174355000","98552000000","12700000"
"155660","DSR","KOSPI",,"4490","-30","-0.66","4535","4645","4380","138373","625166620","71840000000","16000000"
"069730","DSR제강","KOSPI",,"3545","10","0.28","3505","3545","3460","18610","65169250","51048000000","14400000"
"009730","DS제강","KOSDAQ","중견기업부","1150","-5","-0.43","1160","1175","1135","104778","121039110","36106438450","31396903"
"017940","E1","KOSPI",,"76100","600","0.79","76100","76800","75400","4775","363448100","522046000000","6860000"
"037370","EG","KOSDAQ","벤처기업부","20800","-450","-2.12","21150","21200","20800","43537","911907500","156000000000","7500000"
"079190","EMW","KOSDAQ","벤처기업부","4950","-80","-1.59","5030","5030","4885","34078","167757775","62180118000","12561640"
"007700","F&F","KOSPI",,"6600","-250","-3.65","6810","6820","6600","11741","77827300","101640000000","15400000"
"114090","GKL","KOSPI",,"38700","-400","-1.02","39100","39300","38700","56057","2185670700","2393814429000","61855670"
"078930","GS","KOSPI",,"58500","-800","-1.35","59000","59300","58300","318845","18698136100","5435549613000","92915378"
"083450","GST","KOSDAQ","벤처기업부","5350","-140","-2.55","5600","5600","5330","116520","634112900","47205008100","8823366"
"006360","GS건설","KOSPI",,"35800","-1400","-3.76","37000","37200","35800","437459","15870115950","1825800000000","51000000"
"001250","GS글로벌","KOSPI",,"9680","-250","-2.52","9850","10000","9680","69761","680319080","218126835520","22533764"
"007070","GS리테일","KOSPI",,"29300","100","0.34","29100","29700","28950","138745","4095752000","2256100000000","77000000"
"078935","GS우","KOSPI",,"28150","50","0.18","28050","28150","28050","230","6469500","50242851900","1784826"
"028150","GS홈쇼핑","KOSDAQ","우량기업부","244600","600","0.25","244100","249900","244100","14709","3632216100","1605187500000","6562500"
"053870","GT&T","KOSDAQ","벤처기업부","556","-11","-1.94","565","565","554","9051","5044344","4448000000","8000000"
"041590","GemTech","KOSDAQ","중견기업부","3070","-30","-0.97","3120","3120","3010","160887","492813380","52734304860","17177298"
"035000","GⅡR","KOSPI",,"8000","-10","-0.12","8090","8090","7920","540","4305700","132539272000","16567409"
"032800","G러닝","KOSDAQ","중견기업부","692","-2","-0.29","705","705","683","162999","112497446","16331355700","23600225"
"078150","HB테크놀러지","KOSDAQ","벤처기업부","1660","15","0.91","1655","1690","1640","599856","996486795","125542959740","75628289"
"001500","HMC투자증권","KOSPI",,"10650","-150","-1.39","10750","10750","10650","41250","440749000","312440232150","29337111"
"036640","HRS","KOSDAQ","중견기업부","3430","-25","-0.72","3450","3460","3410","20642","70950030","56096964000","16354800"
"011420","IB월드와이드","KOSPI",,"1945","-55","-2.75","2000","2030","1895","19820","38674650","38165614680","19622424"
"003560","IHQ","KOSPI",,"2350","-50","-2.08","2380","2420","2325","135454","319016800","96291762300","40975218"
"095340","ISC","KOSDAQ","벤처기업부","17150","750","4.57","16500","17150","16400","92221","1559109000","131883500000","7690000"
"099520","ITX시큐리티","KOSDAQ","벤처기업부","6840","-10","-0.15","6950","6950","6720","257743","1762190820","86201681400","12602585"
"175330","JB금융지주","KOSPI",,"7260","-180","-2.42","7350","7440","7260","168876","1237698760","485144868120","66824362"
"005560","JS전선","KOSPI",,"5740","20","0.35","5780","5790","5700","29123","166881960","65313393600","11378640"
"067290","JW중외신약","KOSDAQ","중견기업부","4390","-90","-2.01","4445","4500","4370","61797","273144870","161626520250","36816975"
"001060","JW중외제약","KOSPI",,"15400","0","0.00","15400","15600","15150","24120","371042050","212471012600","13796819"
"001067","JW중외제약2우B","KOSPI",,"18400","100","0.55","18100","19300","17750","1582","29121600","1318286400","71646"
"001065","JW중외제약우","KOSPI",,"11800","-350","-2.88","11700","12300","11700","2175","26075500","1608410800","136306"
"096760","JW홀딩스","KOSPI",,"2680","0","0.00","2720","2720","2660","33129","88600020","137757705720","51402129"
"035900","JYP Ent.","KOSDAQ","중견기업부","4720","-165","-3.38","4800","4820","4665","264569","1251499545","160683016640","34043012"
"105560","KB금융","KOSPI",,"42000","-400","-0.94","41950","42300","41050","1017542","42473784100","16226771106000","386351693"
"024120","KB오토시스","KOSDAQ","중견기업부","4485","0","0.00","4485","4510","4480","9179","41160765","51577500000","11500000"
"002380","KCC","KOSPI",,"425500","-3000","-0.70","423000","427000","417500","31940","13461542000","4476260000000","10520000"
"021320","KCC건설","KOSDAQ","우량기업부","21700","-550","-2.47","22000","22200","21650","2486","54069000","125860000000","5800000"
