종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"069110","3H","KOSDAQ","중견기업부","2195","-85","-3.73","2280","2330","2130","99545","222224065","29556851520","13465536"
"060310","3S","KOSDAQ","중견기업부","9250","-130","-1.39","9400","9430","9250","147971","1374838010","360221001750","38942811"
"900010","3노드디지탈","KOSDAQ","외국기업(소속부없음)","1130","40","3.67","1090","1180","1080","3146077","3568048180","67938727840","60122768"
"038120","AD모터스","KOSDAQ","중견기업부","561","6","1.08","560","611","552","5599477","3256293043","50255255160","89581560"
"013340","AJS","KOSDAQ","벤처기업부","1205","-5","-0.41","1215","1300","1185","4815270","5947888370","45205758160","37515152"
"054620","AP시스템","KOSDAQ","벤처기업부","11650","-450","-3.72","12100","12200","11600","845315","9985550000","250928487900","21538926"
"090470","AST젯텍","KOSDAQ","벤처기업부","3525","25","0.71","3635","3635","3400","6978","24189260","26625579900","7553356"
"138930","BS금융지주","KOSPI",,"12450","-150","-1.19","12600","12850","12250","828364","10370125350","2407579742550","193379899"
"048550","BT&I","KOSDAQ","중견기업부","710","4","0.57","704","721","701","40646","28695860","23441747660","33016546"
"001460","BYC","KOSPI",,"156000","0","0.00","159000","159000","154000","125","19449000","97439940000","624615"
"001465","BYC우","KOSPI",,"68900","-100","-0.14","69000","69000","67500","5","342000","14840026500","215385"
"032040","C&S자산관리","KOSDAQ","중견기업부","2500","5","0.20","2490","2535","2490","82720","207464670","39622527500","15849011"
"001040","CJ","KOSPI",,"80200","-1300","-1.60","81000","81700","79100","196431","15793051400","2324403637800","28982589"
"079160","CJ CGV","KOSPI",,"25800","300","1.18","25200","26150","24600","165975","4208701800","531930416400","20617458"
"130960","CJ E&M","KOSDAQ","우량기업부","36850","-150","-0.41","37400","38100","36850","561099","20959549350","1397704433400","37929564"
"011150","CJ씨푸드","KOSPI",,"2970","-95","-3.10","3150","3175","2835","2981923","8820383835","106714395810","35930773"
"011155","CJ씨푸드1우","KOSPI",,"9800","-600","-5.77","10000","10000","9600","6803","66416000","1960000000","200000"
"035760","CJ오쇼핑","KOSDAQ","우량기업부","298500","-13400","-4.30","305400","306500","293000","60515","17986632700","1851618783000","6203078"
"001045","CJ우","KOSPI",,"20050","-450","-2.20","20500","20500","20050","2450","49435000","45317471150","2260223"
"097950","CJ제일제당","KOSPI",,"308000","-10000","-3.14","316500","318000","308000","51167","15950585500","4022778144000","13060968"
"097955","CJ제일제당 우","KOSPI",,"70600","-600","-0.84","70200","70700","70100","462","32500400","93716769800","1327433"
