,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
퍼시스,기타제조업,2014,26.649356813026355,-0.6961846478003875,1.6251288985445411,-0.29880326785402767,0.6357561409530126,-0.26876871176752204,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
교보증권,증권,2021,30.027916260219637,2.8879905610710432,-1.9096100492323906,0.830546138689201,-4.448100030317649,-0.7915140434516695,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
신대양제지,종이목재,2016,26.616944516512543,-0.5737202232600677,0.9309901816482987,-1.2771630918667976,-0.4389346114849549,-0.8050918442746344,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한성기업,음식료품,2021,26.021202631085956,1.0871935467126042,-1.458466975428727,-0.5972710472747021,-0.6685354000006194,-0.33665771588234644,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
덕양산업,운수장비,2014,26.103333429451617,0.5981881455468206,-1.188628790366619,-0.48578455319697966,-0.4017386209569322,-0.08207395045175503,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
STX중공업,기계,2022,26.75465035747591,-0.1489567081297892,-0.33484758702001927,0.0584802210407209,-1.2938710581405775,-0.46225237349477144,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
티웨이홀딩스,전기전자,2017,26.41512501072345,0.4045569218825915,-1.0393465832729223,1.7847651864252987,1.1983095900754406,4.059155300552529,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
아이마켓코리아,유통업,2022,27.83392496005708,0.2877389649374321,-0.9315054936058671,0.28233105560622684,-0.22341003902928752,-0.39775781958568834,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
남양유업,음식료품,2018,27.68234107176068,-0.6722137948020648,1.4683119428278189,-0.6841778418707222,-0.02178620329638434,-0.6048192821359026,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광동제약,의약품,2013,26.776942390015588,-0.52338143196359,0.7091860190579792,1.434943392016067,0.2810270111629495,-0.1295962533321321,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
농심,음식료품,2014,28.430387876794597,-0.5404273718735083,0.7812370527656626,-0.45067069679454735,0.05753374054153489,-0.2789520623847458,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
계양전기,기계,2015,26.077890873610112,-0.6006208471804075,1.0628482825512484,-0.24832709927553123,0.20967516904512887,-0.38078556855698226,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동원수산,"농업, 임업 및 어업",2022,25.5255608191199,-0.26625408213491497,-0.08855549140486646,0.6277636179651546,-0.5246768949580624,-0.40794117020291204,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
종근당바이오,의약품,2015,25.862838653819793,-0.5894344491145237,1.0068085896674948,-0.34401235797215923,0.8237401192333963,-0.19409080724121536,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대원강업,운수장비,2021,27.613904984109702,-0.3955368826392021,0.2561592580985594,-0.3563022077130105,-0.2242379980379438,-0.6014248319301614,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한미반도체,기계,2013,26.206935325981725,-0.6012600699270295,1.0661447350738225,0.10325038795382213,0.17547033452419353,-0.037946097777119235,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
선도전기,전기전자,2012,25.31796304222369,-0.5893811805523053,1.0068085896674948,-0.3563022077130105,-1.3481688576924677,-0.4792246245234776,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
선진,음식료품,2017,27.25537320968358,-0.21032209180549533,-0.21240792189585153,0.8090389016427112,0.331334961267541,-0.19069635703547408,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국쉘석유,화학,2016,25.535232615805246,-0.6299718249627984,1.2187233946900926,-0.6095608970155535,0.8950067090227791,4.059155300552529,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한세실업,섬유의복,2014,27.38669694945383,-0.04215324088170683,-0.5185070847062706,-0.09119259187464672,0.28089912537360784,1.3334117853423326,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대성에너지,전기가스업,2015,27.164909459919823,-0.13111173978659335,-0.3678121122457565,-1.1441693607425851,-0.014752500047506972,-0.5369302780210783,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
수산중공업,기계,2015,25.50435732505792,-0.590659626045549,1.012930572923703,-0.8575525078577315,1.0576261885592075,-0.04812944839434297,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
화신,운수장비,2016,27.594504516960754,0.000941025953055584,-0.5844361351577455,-0.363324978993497,0.03741179488242577,-0.6353693339875736,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계건설,건설업,2011,26.920359328196923,0.30579700752950195,-0.9489295997966138,0.44473264146747615,-0.643770832250652,-0.8118807446861168,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태평양물산,섬유의복,2013,27.064042621418185,0.5724594299952875,-1.170733762386933,1.3085335089673107,-0.759975062982097,1.5778122001557,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
천일고속,운수창고업,2017,24.940453824244464,-0.5364322297071212,0.763812946574916,-0.5941985848394893,-0.7106337799334586,1.6830401565336781,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
삼부토건,건설업,2013,28.09956319951157,4.925353260241819,-2.239726223278704,-0.46647193217564187,-0.2723350832842627,0.9668111631222811,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
SNT모티브,운수장비,2022,27.834359178982485,-0.5604563512676625,0.869770349086215,0.12431870179528146,0.5146099186120637,-0.5301413776095958,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,일반배당기업
일정실업,섬유의복,2021,24.445217090253298,-0.11715537648534774,-0.3927709670595292,-0.2913415733685108,-1.5230237106423647,-0.26197981135603965,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
상신브레이크,운수장비,2021,26.925074616440245,0.0922433415955558,-0.7101722528044869,0.2472171992037945,0.08602255785348151,-0.7032583381023978,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신원,섬유의복,2014,26.78259972061229,-0.017969313634510174,-0.556180827821399,-0.22330847658879827,-0.03356080691245542,-0.5165635767866309,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼성엔지니어링,서비스업,2017,29.254920871379614,1.465347069901699,-1.6020981210551541,-1.2934032504529225,-0.5890712821744083,1.18745042649546,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,무배당기업
대한제당,음식료품,2013,28.08212705966974,0.5806627885769357,-1.176384823854202,-0.7162192358379416,0.30449641841411434,-0.6387637841933148,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일신방직,섬유의복,2022,27.79377410613198,-0.6099961141308627,1.1113532268119763,-0.4146789939820542,-0.2389270764072827,-0.7507806409827749,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,고배당기업
DB하이텍,전기전자,2018,27.69543510431224,-0.28564383878244715,-0.04240515608883418,-0.42389638128769275,2.0260487717847653,-0.1295962533321321,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
셀트리온,의약품,2022,29.404557602434732,-0.5688195155359661,0.9083859357792214,0.49872019568621584,-0.26598122989986606,4.059155300552529,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
한화투자증권,증권,2016,29.533373631417668,3.022813292046054,-1.9284469207899548,-0.9778174660360622,-4.5200815314905105,-0.7677528920114811,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
화성산업,건설업,2013,26.762284377336474,-0.3629897911237017,0.1600912131549814,-0.3387452795117944,0.537960953475566,-0.8695863981837175,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
세방전지,전기전자,2013,27.49194019425614,-0.5878363922479688,0.9988029192555299,0.019416055793015027,0.1762001904338799,-0.2891354130019694,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
현대제철,철강금속,2012,30.76439947357267,-0.059465523602717674,-0.49119362094780256,-0.6762772241801749,0.984853628286879,-0.46904127390625383,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
샘표,음식료품,2016,25.49885118745057,-0.7204218436098027,1.7970153515073153,-2.37842141328808,1.8460496163438729,0.3082878232084848,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
농심홀딩스,서비스업,2015,27.712350754535738,-0.5618413338853433,0.8758923323424231,0.34334138110545287,-0.27704533152132926,-0.2551909109445572,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동성제약,의약품,2015,25.544483206485815,-0.15795909514471482,-0.3174234808292721,-0.2663229506817778,-1.4838287879539538,0.6748884454285363,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
영풍,철강금속,2015,29.014282973905114,-0.5957734080185245,1.0383603495264149,-0.6407244445727122,0.34257120215431636,-0.020973846748413207,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
한화솔루션,화학,2022,30.80203763459058,-0.020366398934342382,-0.5524134535098862,0.8423970652250218,-0.37372839480230396,-0.41133562040865324,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,무배당기업
일신방직,섬유의복,2017,27.521064394994337,-0.6260299513586297,1.197060992398894,-0.22594201581898063,0.2966354677396881,-0.6659193858392445,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동원시스템즈,전기전자,2012,26.758443405127256,1.1906943631031395,-1.5022627018000638,-0.805759569664144,-0.7945389133120444,0.009576205103257698,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한화섬,화학,2015,26.97024144580446,-0.638121914982228,1.2644028082171859,-0.5941985848394893,-0.7006751557061763,-0.8186696450975993,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
풍산,철강금속,2022,28.853412411252297,-0.32133377546883873,0.047069983809595956,0.7234488766617826,-0.2239708498977388,-0.7405972903655513,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
율촌화학,화학,2013,26.98259398594699,-0.42968203102125735,0.3640003477656147,0.021610671818166997,0.19497468998046774,-0.44528012246606535,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
조선내화,비금속광물,2011,27.773971416171467,-0.3148350108781824,0.030116799407788154,0.05891914424575137,-0.05995071597765111,-0.6523415850162796,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
현대차증권,증권,2021,29.706139325461457,2.35722260712596,-1.822960440067595,-0.2909026501634804,2.797679194346278,-0.7202305891311039,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
동원산업,"농업, 임업 및 어업",2021,28.74678695428765,-0.2097361376210919,-0.21382068726266892,-0.44101438628387846,1.492942325217527,-0.24161311012159245,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
현대미포조선,운수장비,2012,29.675201878765638,-0.09052109537610027,-0.4393922241645008,-0.5542565731817226,-1.1382966000193235,-0.47243572411199514,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
아세아시멘트,비금속광물,2015,27.41945703799091,-0.6151098961038381,1.1381957687815056,-0.10918844328089328,0.9000737254071713,-0.5539025290497842,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
조일알미늄,철강금속,2021,26.575288932816463,-0.1923705863378625,-0.2496107432220409,1.4108026157393947,-0.9074819206183221,-0.13977960394935585,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
코웨이,서비스업,2022,29.104656458566694,-0.29736292247051604,-0.013678926963548721,-0.12630644827707901,0.6490840193993622,0.6816773458400188,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
삼양통상,기타제조업,2021,26.852346081414307,-0.7014582354600185,1.661389876292853,-0.3563022077130105,0.5250402273514477,-0.6794971866622094,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국콜마,화학,2021,28.588851927605997,-0.28202157655158944,-0.051352670078677096,0.5211052791427664,-0.39017598304922907,0.20984876724198961,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
대한화섬,화학,2017,27.049302869075426,-0.6680055783868036,1.4419403226472287,-0.09558182392495074,0.07067654189025836,-0.8288529957148228,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한솔홈데코,종이목재,2013,26.359414612450895,-0.10154768775532869,-0.4205553526069366,0.6817511721838941,-0.12294992630753336,-0.4656468237005127,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
남해화학,화학,2013,26.945945202877617,-0.5452215424731728,0.8019576114789838,-0.5871758135590028,0.10264072757501046,-0.34684106649957,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전기,전기전자,2011,29.62284133463952,-0.29581813416617964,-0.017917223064000506,-0.9466539184789036,0.3491260005080735,0.5900271902850058,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,일반배당기업
화인베스틸,철강금속,2016,26.146054286441927,-0.11640961661428881,-0.3941837324263466,-1.3943555876099152,0.2493362270511618,-0.469041273906254,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
현대홈쇼핑,유통업,2013,27.98802525447679,-0.6440879939506994,1.2987800988097409,-0.12893998750726146,0.6271109045915465,0.05709850798363463,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
남선알미늄,철강금속,2012,26.19014436041505,0.7528800502293297,-1.2879932878327705,-0.26720079709183864,-0.48389728188199965,-0.26876871176752204,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한제분,음식료품,2016,27.488876025410317,-0.6049356007201057,1.0849816066313862,-0.45374315922976016,0.5772806905263407,-0.7100472385138804,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
콤텍시스템,서비스업,2021,26.578739311753623,-0.193063077646703,-0.24819797785522352,2.289965795415293,0.0021953139082599156,-0.6251859833703499,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
도화엔지니어링,서비스업,2014,26.533271347183163,-0.4721903436716164,0.5109279459146158,-1.0151259384636464,-0.26660773003362914,-0.48940797514070117,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광전자,전기전자,2022,26.2361109733282,-0.7230320031585088,1.8167940666427578,-0.9010059051557416,0.6335404105664134,-0.5674803298727491,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,일반배당기업
키움증권,증권,2011,29.14725202489165,2.1736591417210263,-1.786699462319284,-0.08065843495391702,1.2031257941609157,0.13517086271568277,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
티에이치엔,전기전자,2016,26.02438376824953,1.6541308544040454,-1.6600215010946644,-0.076269202903613,-0.4307753118900408,-0.6217915331646087,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계건설,건설업,2017,27.243232802133942,0.9606274428814598,-1.4000726736002775,-1.4970636175870298,-0.8933539319026498,-0.42830787143735927,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성제약,의약품,2021,25.703140008570408,-0.6942669795605217,1.6124140102431854,0.24677827599876412,-1.5340563994688179,2.212574388629308,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
한익스프레스,운수창고업,2017,25.96085251667832,0.2874726221263397,-0.9310345718169277,0.20595841793093658,-0.3447540336550881,-0.21785195868140383,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성물산,유통업,2022,31.70824482362421,-0.32016186710003186,0.043773531287022195,0.7528567313988195,-0.3021636430134419,-0.42491342123161807,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
미래에셋증권,증권,2016,31.655456301283063,3.2156454872770053,-1.9529348538147886,-1.067796723067295,2.797679194346278,-0.7575695413942574,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
인디에프,섬유의복,2015,25.842113631921627,-0.12338779826491166,-0.38193976591392986,-0.7267533927586712,-0.1891638018022924,0.47801033349554567,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
태원물산,운수장비,2011,24.58842976545536,-0.42403556342609694,0.34563439799698953,0.47150695697433076,0.41278900839715993,-0.706652788308139,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
대성에너지,전기가스업,2012,27.191886567997766,-0.024148466851855566,-0.5467623920426171,0.1524097869172273,-0.05311803595829824,-0.6082137323416438,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
코스모신소재,화학,2017,26.009907132708346,0.11749264008712244,-0.7421949344523462,2.5116220139556473,-0.4079342606390354,0.6205772421366768,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
진흥기업,건설업,2021,26.536252915277636,-0.26039454029088055,-0.1022122232841005,0.42322540442098644,0.6568492150193083,0.8140609038639263,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
신세계푸드,서비스업,2021,27.502582986589506,0.34175328702698604,-0.9828359686002295,-0.02842657355529901,0.11364104600964853,-0.2110630582699214,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
한창,유통업,2021,25.623181078692173,0.6300427457534804,-1.210291192657818,-0.4304802293631487,-1.2649658907259838,2.735319720313455,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
경농,화학,2013,26.26838361167702,-0.4673429045097333,0.49350383972386896,1.5468688092988199,0.4689132380265423,-0.7100472385138804,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
LG이노텍,전기전자,2011,29.114888255245422,0.4700772534113403,-1.0935025890009196,0.12431870179528146,0.19671875007786144,0.14195976312716507,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
페이퍼코리아,종이목재,2011,26.75942777232633,0.5789049260237255,-1.175442980276324,0.23053811741263913,-1.5181519918852047,3.2648539524090854,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
한진중공업홀딩스,기타금융,2018,28.258884430984143,1.4160203812873728,-1.5856158584422857,-0.16624845993484574,0.16526222885027828,-0.8322474459205642,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
하나금융지주,기타금융,2011,30.440688294384596,-0.6209694379478726,1.1692766068514866,-2.37842141328808,-3.006158626216381,-0.5505080788440431,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
삼아알미늄,철강금속,2021,26.149263591702983,-0.3111062115228877,0.020698363629006226,0.890239694573336,0.1843946399219727,0.6545217441940892,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국주강,기계,2015,24.977996711253454,-0.7230320031585088,1.9123911897973964,-0.6126333594507662,1.1183200767658594,-0.6896805372794329,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
조흥,음식료품,2017,25.850035145588564,-0.5576331174700823,0.8570554607848586,0.7414447280680291,0.12385390460500781,-0.05152389860008411,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
우진플라임,기계,2014,26.602325864774386,0.9982350478077173,-1.4179677015799639,-0.5094864062686214,-0.4891594211393033,-0.6489471348105385,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한방직,섬유의복,2021,26.172638182294282,-0.4146070279134233,0.3154954035048867,0.2731136683005883,-0.7920575935027102,0.12159306189271789,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
에이엔피,전기전자,2021,25.13035222412363,0.15483390220228732,-0.7874034261905004,-1.04058348435541,-1.5093963018524719,0.012970655308998843,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
화신,운수장비,2021,27.492624304038618,0.3049979790962245,-0.9479877562187355,0.254239970484281,-0.09944846656670152,-0.5097746763751485,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
미원화학,화학,2017,25.284022607810215,-0.691603551449597,1.5940480604745604,-0.00604149009874839,0.47850626539278934,0.27094887094533143,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
벽산,비금속광물,2021,26.948696093990268,-0.3756677089317036,0.19682311269223177,-0.0868033598243427,-0.23268947040990592,-0.2110630582699214,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국타이어앤테크놀로지,화학,2022,30.163237800034032,-0.5479915077085347,0.8142015779914001,0.41400801711534796,-0.08633178007384476,-0.4215189710258768,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
한솔테크닉스,전기전자,2016,26.960606479987504,-0.03709272747094987,-0.5265127551182356,0.6887739434643806,-0.06491881104631601,0.8106664536581851,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
세아홀딩스,철강금속,2021,29.34261378488112,-0.2726463096011344,-0.07348599415881504,1.4459164721418272,-0.45901946936230864,-0.7507806409827751,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
한미사이언스,기타금융,2022,27.735102654643942,-0.4874784210283244,0.5674385605873087,0.08657130616266676,-0.3301539748504078,3.1630204462368487,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
남해화학,화학,2014,26.9771246788402,-0.5508147415061149,0.8264455445038171,-0.7974200287685663,0.07376629217362417,-0.23142975950436873,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
모나미,유통업,2021,26.03404463631614,-0.2712613269834535,-0.0767824466813888,-0.20267908595236925,-0.045263912638738045,-0.1465685043608383,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
대림통상,기계,2016,26.16419080184299,-0.2490483365383411,-0.12811292167575156,-0.18161077211090987,0.30597544493080353,-0.4826190747292187,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대글로비스,운수창고업,2014,29.454959531593893,-0.11198832595015373,-0.40218940283831145,0.005809436437072491,-0.13631978864401884,1.791662563117397,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
키다리스튜디오,서비스업,2021,26.393567964311355,-0.6093568913842408,1.108056774289403,5.296589749873558,0.9184007406861601,0.48819368411276937,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코스맥스,화학,2016,27.224430010122845,0.40796610986457527,-1.042172114006557,1.4841027909794722,-0.09665923702340382,3.6687935268922898,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
천일고속,운수창고업,2013,24.8232381834416,-0.5820301189661529,0.9710185337081224,-0.21145755005297734,-0.0037451144818231043,-0.09225730106897875,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
컨버즈,종이목재,2018,24.934900127983894,4.925353260241819,-2.239726223278704,-0.4313580757732095,-1.425114672456133,4.059155300552529,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신흥,유통업,2011,25.679416771671278,-0.3307623109815123,0.07202883862336865,-0.3563022077130105,-0.3722714579115286,-0.2416131101215923,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
