,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
황금에스티,철강금속,2016,26.641834963770123,-0.41705738177547413,0.32303015212791225,0.9736351035291125,1.3093186887169168,-0.6285804335760911,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일양약품,의약품,2017,26.801765432847176,-0.20131970479056968,-0.23124479345341573,-0.2189192445384942,0.6179770669994226,2.4569748034426753,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
아시아나항공,운수창고업,2013,29.578645162850044,2.8319520336171866,-1.9016043788204258,-0.4787617819164932,0.7768028042258532,-0.11941290271490852,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,무배당기업
동성케미컬,서비스업,2022,27.525117957511213,-0.323198175146486,0.05177920169898709,0.6589271655223131,-0.030127689073833126,-0.581058130695714,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
영원무역홀딩스,기타금융,2018,28.813409378950112,-0.5060158806803606,0.6390186725060526,-0.10962736648592367,0.5877419388780761,0.05709850798363463,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
무림페이퍼,종이목재,2021,28.457132007074552,0.5790114631481623,-1.175442980276324,0.13178039628079832,-0.8859776065279997,-0.7338083899540688,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,일반배당기업
조비,화학,2014,25.14526017733976,0.25636378179073865,-0.8994828119580078,-0.82331649786536,-0.29618180854797055,0.1521431137443888,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
무림페이퍼,종이목재,2017,28.28111061614241,0.27751140099148114,-0.9211452142492065,-0.7320204712190361,0.6265479998913783,-0.8186696450975993,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
동국제강,철강금속,2022,29.49529468492508,-0.2574647693688633,-0.10880512832924802,0.41400801711534796,0.27600889741362233,-0.6998638878966567,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동화약품,의약품,2011,26.550537928522182,-0.5156574904419082,0.6776342591990597,0.03697298399423119,1.3823631433284083,-0.6082137323416438,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계건설,건설업,2018,27.35273136916906,0.7582069064511792,-1.291289740355344,-0.27466249157735545,0.14973272698563553,-0.6116081825473851,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
하나금융지주,기타금융,2017,30.633515574287728,-0.5714296750846725,0.9206299022916384,2.332980269508273,1.0059216293734075,-0.46904127390625383,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
DB손해보험,보험,2021,31.56652717486191,3.0606339712211854,-1.933156138679346,-0.13332921955756546,0.5977710576632108,-0.6251859833703499,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
제이에스코퍼레이션,기타제조업,2022,27.003227388733688,-0.1901333067246857,-0.254319961111432,-0.4094119155216894,0.027200174639334666,0.07067630880659967,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,고배당기업
삼성SDI,전기전자,2011,29.774306885631823,-0.5837347129571447,0.9790242041200874,-0.08241412777403864,0.11748232988273542,-0.10922955209768494,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,일반배당기업
인팩,운수장비,2017,26.352372124199025,-0.013814365781467563,-0.5623028110776075,-0.26676187388680817,-0.4016644637078936,-0.564085879667008,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
이화산업,유통업,2016,26.351956745109305,-0.5136865536398239,0.6696285887870949,-1.2056186094468417,0.33305818697319733,-0.3196854648536403,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신라교역,"농업, 임업 및 어업",2015,26.95788138678493,-0.6816955988769569,1.5290608536009638,0.18840148972972043,-1.1237868585683188,-0.5539025290497842,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
보해양조,음식료품,2016,26.111959216658725,-0.1300463685422235,-0.3696957994015132,-0.6495029086733202,-1.1445345419839028,0.09104301004104698,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국철강,철강금속,2022,27.567712565533412,-0.6708820807466024,1.4598353506269153,0.5224220487578576,-0.06812455231902578,-0.7507806409827749,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,일반배당기업
아세아시멘트,비금속광물,2018,28.28787311546988,0.0041371396861652485,-0.5891453530471366,3.285004701219218,0.569690806927031,-0.4690412739062539,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,일반배당기업
조광페인트,화학,2021,26.57266353066151,-0.24382801744092866,-0.1398859663992292,0.45570572159323625,-0.534455288606185,-0.6319748837818323,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
와이투솔루션,전기전자,2022,25.56435356630089,-0.48561402135067705,0.5603747337532218,0.4649231088988748,-0.4348646665927166,0.9124999598304215,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,무배당기업
넥센,화학,2012,27.303708899531472,-0.5736136861356307,0.9309901816482987,-0.29221941977857163,0.876258113494248,-0.45885792328903025,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국화장품,유통업,2015,25.01233662943689,-0.3669316647278704,0.17139333608952007,0.9152583172600689,-1.9146149557350094,2.0123018264905763,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
아시아나항공,운수창고업,2017,29.777022970655977,2.362762537596683,-1.8239022836454732,-0.0034079508685660237,0.6629202237047904,-0.1805130064182505,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,무배당기업
농심,음식료품,2018,28.56014377928958,-0.5922576829121039,1.020936243335668,-0.30012003746911886,0.2119596567529892,-0.4181245208201356,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
이아이디,유통업,2016,24.378864813719446,-0.5757444286243705,0.9408795392160196,-0.9014448283607719,-0.9521901588886698,0.9464444618878336,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
현대글로비스,운수창고업,2015,29.64305527040706,-0.016690868141266246,-0.5580645149771557,-0.12016152340665337,0.10249687659400913,1.2146060281413897,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
하나금융지주,기타금융,2013,30.533459994599628,-0.6194779182057548,1.161741858228461,5.296589749873558,1.6256864002486457,-0.5301413776095958,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
신원,섬유의복,2013,26.784712459784128,0.01276664676556145,-0.6018602413484926,-0.2707121827320818,-0.37081386008986783,-0.7270194895425864,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
다우기술,서비스업,2013,29.20989002412885,0.8932959802372824,-1.3661663047966621,-0.3962442193707773,2.1701582902444665,0.08085965942382325,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일정실업,섬유의복,2011,24.9165751957485,-0.5856523811970105,0.9884426398988696,1.288343041535912,-0.4126164919320301,-0.7575695413942574,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
농심홀딩스,서비스업,2012,27.59880056643874,-0.5607759626409734,0.8711831144530323,-0.4875402460171013,0.44985984916758054,-0.6930749874851743,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
포스코인터내셔널,유통업,2021,30.007853770697515,0.33051362039888355,-0.9724756892435692,2.193841613513635,-0.506299592093527,-0.11941290271490852,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,일반배당기업
부국철강,철강금속,2021,25.738451051106598,-0.6365238581156732,1.255455294227343,1.4384547776563101,-0.51326250909834,-0.34005216608808764,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
디아이,의료정밀,2012,25.959817134224664,-0.37119314970535,0.18363730260193672,-0.007797182918870006,-0.6185969672235174,0.44746028164387475,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
티에이치엔,전기전자,2014,26.063836146519378,4.925353260241819,-2.239726223278704,-0.28124633965281154,-0.25311572505212043,-0.6659193858392445,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한화에어로스페이스,운수장비,2022,30.34950351058133,0.7546379127825402,-1.2889351314106485,-0.2711511059371122,1.2903463333290108,0.0774652092180821,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한국가스공사,전기가스업,2014,31.476306328660023,1.2590379284294686,-1.529105243769593,-0.44584254153921293,0.1120880427766832,-0.6217915331646087,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
삼성제약,의약품,2015,25.592473363951633,0.1971291406037723,-0.8359083704512285,-0.3563022077130105,-1.260410812913423,4.059155300552529,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
동방,운수창고업,2014,27.20330913660233,1.6938159332568243,-1.6713236240292029,-0.36771421104380103,0.006668889663811998,-0.7338083899540688,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국공항,운수창고업,2017,26.754891037536865,-0.6006741157426261,1.0633192043401876,-0.23691509594474072,0.5334599420034104,-0.7134416887196215,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신라교역,"농업, 임업 및 어업",2011,26.79875654722373,-0.6287466480317729,1.2121304896449452,-0.007358259713839611,-0.09173558994777191,-0.5742692302842316,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
국동,유통업,2016,25.544568816214735,-0.02478768959847753,-0.5458205484647387,0.3415856882853313,-0.33892819147222486,0.19627096641902475,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국토지신탁,기타금융,2017,27.766851037161082,-0.39452477995705076,0.2528628055759856,1.3515479830602901,-3.8113896658379858,-0.2008797076526978,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
벽산,비금속광물,2013,26.710716672379622,-0.3694352871521397,0.17892808471254593,0.7524178081937891,0.38484047775914587,-0.42830787143735927,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
세아제강,철강금속,2021,27.836563655028538,-0.3404039207430599,0.09745861522608035,0.9670512554536566,-0.24167838862182012,-0.7372028401598102,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
BNK금융지주,기타금융,2017,29.40059101178991,-0.6267757112296886,1.2012992884993454,1.5029764887957795,2.4533209513857663,-0.564085879667008,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
제주은행,은행,2013,28.789651725002475,4.506342749831138,-2.076316362516834,-0.7486995530101914,2.797679194346278,-0.7847251430401871,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
경인전자,전기전자,2011,24.872642092028606,-0.6944267852471772,1.6133558538210635,-0.3563022077130105,0.5025297649449431,-0.7473861907770337,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
새론오토모티브,운수장비,2016,26.298236264376143,-0.6470177648727167,1.3152623614226093,-0.4691054714058243,1.3736175164992435,-0.42830787143735927,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
삼진제약,의약품,2016,26.15073649432744,-0.5886886892434647,1.0035121371449207,0.1058839271840045,1.4373103661696534,0.7156218478974309,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
삼양패키징,화학,2021,27.14079276116371,-0.287454969897876,-0.03816685998838206,-0.0652961227778529,0.9048383869331305,-0.17372410600676805,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
남성,유통업,2012,26.12330276742461,0.17246579629660916,-0.808123984903821,-0.2325258638944367,-1.121842573127411,-0.8050918442746344,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한양증권,증권,2014,26.96728516167281,-0.2318425909417673,-0.16625758657981926,-0.46471623935552026,-4.604570741194558,-0.8220640953033406,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신일전자,유통업,2022,25.75292342127532,-0.3086025890986185,0.014576380372797725,-0.1473747621185384,-1.4545969118573265,0.1996654166247659,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
진흥기업,건설업,2022,26.83638785770645,-0.23226873943951526,-0.1653157430019409,1.4683015555983776,0.09376623465704188,-0.19069635703547408,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
신흥,유통업,2018,25.6112767901572,-0.4934977685590144,0.5905137282453247,-0.3418177419470072,-0.22767698542830972,-0.23142975950436873,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
풍산홀딩스,기타금융,2018,27.502444041804054,-0.6464850792505317,1.3124368306889744,-0.47744501230140196,-0.6926004590348322,-0.49959132575792486,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
금강공업,철강금속,2022,27.721594453680463,-0.0019354764067432506,-0.5801978390572937,0.86214860945139,-0.30929151217535716,-0.5199580269923721,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,일반배당기업
LG이노텍,전기전자,2016,29.09513704088424,-0.008061361061870045,-0.5712503250674504,-0.6306292108570128,0.14060766931779106,-0.05152389860008411,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
성문전자,전기전자,2021,24.71937267829452,-0.3613384656949284,0.1553819952655906,-0.3563022077130105,0.23000987471765125,0.1555375639501301,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
세기상사,서비스업,2021,24.560325461386075,0.02624359300684067,-0.6211680346949958,5.296589749873558,-1.2961989907639404,-0.5471136286383018,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
덕양산업,운수장비,2016,26.7401188252316,1.289560814580666,-1.5404073667041311,0.07252576360169383,-0.4112204447883468,-0.07867950024601388,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대원화성,화학,2021,25.634688949655576,-0.2841523190403293,-0.04617253040034695,-0.1728323080103018,-0.9506800252723929,0.6680995450170539,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
세방,운수창고업,2015,27.545898678496016,-0.6210759750723096,1.1702184504293647,-0.3519129756627065,0.0843217079854188,-0.49959132575792486,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
종근당,의약품,2021,27.676663542594866,-0.3176582446757626,0.03765154803081403,-0.219797090948555,-0.2871557611956736,1.5879955507729238,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
영풍제지,종이목재,2012,25.520607757051575,-0.6677392355757112,1.4400566354914728,-0.44101438628387846,1.352214027930414,-0.8220640953033406,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
이노션,서비스업,2022,28.45963518264888,0.09277602721774073,-0.7111140963823653,0.3696767734072771,0.28944324055970133,-0.07867950024601388,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
SH에너지화학,화학,2018,25.530843541064762,-0.6842524898634447,1.5455431162138322,-0.46164377692030745,-0.12039260151257787,-0.04812944839434297,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼화왕관,기계,2017,25.83637571239517,-0.6435553083285145,1.2954836462871668,-0.21584678210328137,0.3432041517750051,-0.44188567226032416,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
고려아연,철강금속,2015,29.407317141163045,-0.7001265214045561,1.6524423623030093,-0.504658251013287,1.3901379769046316,0.21324321744773075,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
영원무역홀딩스,서비스업,2015,28.604912996798756,-0.485933632723988,0.5617874991200391,0.2739915147106491,1.0443939711858052,0.8547943063328208,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
대상,음식료품,2016,28.46760198019843,0.11482921197619769,-0.7388984819297724,0.010198668487376512,-0.20188998257725102,-0.08546840065749647,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
유니온,비금속광물,2012,26.293001936873758,-0.5811245534084385,0.9663093158187317,-0.5893704295841549,0.6111276685027051,-0.7304139397483276,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
금호전기,전기전자,2012,26.956303196499636,-0.048598736910144755,-0.5086177271385494,0.5417346697791954,-0.12112964408131799,-0.5539025290497843,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
원림,섬유의복,2012,25.27182716276815,-0.544795393975425,0.8000739243232271,-0.30143680708421006,0.45638606547789085,-0.7100472385138804,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대동,기계,2021,27.862639911482486,0.43705074483587336,-1.0666600470313905,1.0324508130031869,-0.41698491889905637,-0.34005216608808764,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
덕양산업,운수장비,2011,26.26079275076169,0.6811805654832357,-1.2437266396724944,1.3985127659985432,-0.12543543029150114,-0.3604188673225349,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,고배당기업
디씨엠,철강금속,2018,25.958978416819996,-0.6885139748409241,1.5737984235501792,-0.7355318568592792,0.4784169617269665,-0.37060221793975867,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
주연테크,전기전자,2015,24.072011147835756,-0.5381900922603315,0.7713476951979417,0.5865048366922966,-0.1880919354928276,0.5187437359644402,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코리아써키트,전기전자,2022,27.88833305965995,-0.38637468993762103,0.22837487255115196,0.17611163998886914,0.1545926440358504,-0.07867950024601388,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
국도화학,화학,2012,27.02913099600786,-0.43676674979631724,0.38754643721257004,-0.5239708720346248,0.2813720425164742,-0.4045467199971708,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
영보화학,화학,2016,25.928356321118287,-0.45631631213050483,0.45441733124192285,-0.3435734347671288,0.7722720364300997,-0.3332632656766052,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼일제약,의약품,2017,25.63206837809886,0.10731834470338993,-0.7294800461509902,-0.5704967317678475,-0.00593852400519973,-0.37060221793975867,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
이수페타시스,전기전자,2018,26.948992077134395,0.2128966350204468,-0.8533324766419752,-0.11665013776641013,-0.7957843781780161,-0.21785195868140383,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
핸즈코퍼레이션,운수장비,2017,27.23886214768227,-0.1911454094068372,-0.25196535216673666,-0.7710846364667421,0.03816327411187342,-0.4961968755521836,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
영원무역,유통업,2018,28.601400740122372,-0.4578611004348412,0.4595974709202533,-0.15527537980908565,0.4066068613209605,-0.1295962533321321,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
유니퀘스트,유통업,2012,25.95648993651385,-0.459991842923581,0.4671322195432789,-0.7996146447937182,-0.1123794219027126,-0.4656468237005127,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
SH에너지화학,화학,2013,25.428181361954564,-0.45743495193709327,0.458184705553436,0.5026705045314894,-0.14427288401064708,0.12838196230420018,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
마니커,음식료품,2021,26.00376042210928,0.9098625030872344,-1.374642896997566,0.4188361723706824,-0.6804279211866201,2.687797417433078,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼양식품,음식료품,2022,27.552983345607544,-0.21964409019373193,-0.19262920676040898,1.4691794020084386,-0.007115196361781234,0.31507672361996736,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
한성기업,음식료품,2012,25.910795420160202,0.1451390238785213,-0.7761013032559617,-0.3563022077130105,-0.3726636934012134,-0.34684106649957,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
평화홀딩스,운수장비,2021,26.97347908948924,1.4264077509199795,-1.5889123109648593,0.5417346697791954,-0.13322279342851948,-0.5267469274038545,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
현대오토에버,서비스업,2021,28.483785227960283,-0.39468458564370623,0.25333372736492465,1.0701982086358015,0.5727840459588976,1.184055976289719,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
동성제약,의약품,2012,25.618368087255092,-0.17106316145046455,-0.2919937042265604,-0.01262533817420446,-0.07747501374936734,-0.2008797076526978,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
하이트진로홀딩스,기타금융,2017,29.032043217489676,0.6021300191509893,-1.1914543211002535,-0.3892214480902908,1.1974519125741239,-0.8695863981837175,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한항공,운수창고업,2022,30.998237667669137,0.3592253754346524,-0.9988473094241592,2.116152206223253,2.797679194346278,-0.2925298632077105,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
대현,섬유의복,2022,26.41918353180852,-0.6496279244214229,1.3308027804575997,0.12256300897515987,0.23428417394102138,-0.7304139397483276,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,일반배당기업
선진,음식료품,2014,26.67144785187177,-0.08428867359653629,-0.4497525035211611,0.2599459721496762,-0.1454892281867415,0.053704057777893485,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
금호타이어,화학,2014,29.200607896569288,0.6270597062692447,-1.2084075055020613,-0.6657430672594451,0.9216165235976267,-0.11262400230342608,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,무배당기업
대상,음식료품,2018,28.419021465970417,-0.041780360946177396,-0.519448928284149,-0.3742980591192571,-0.006664709508011332,-0.34684106649957,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,고배당기업
극동유화,화학,2018,26.35856409644238,-0.3699679727743246,0.1803408500793633,2.695969760068417,-0.2396011214684,-0.46225237349477144,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광명전기,전기전자,2018,25.745981989389346,-0.4840692330463407,0.554723672285953,0.18620687370456837,-0.670333871370455,0.27094887094533143,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대우건설,건설업,2021,29.978386151558198,0.4289539233786622,-1.0595962201973037,-0.3563022077130105,1.4177759734711177,-0.2789520623847458,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
비케이탑스,서비스업,2022,25.302743293393856,4.925353260241819,-2.1431872565461876,0.9029684675192176,-0.9418395567362378,2.850731027308657,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
금호에이치티,운수장비,2017,25.73499716351291,-0.4216917466884832,0.33809964937396364,-0.9637719234750893,0.32938518217620777,-0.6116081825473851,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
진양홀딩스,서비스업,2013,26.99273739492544,-0.5366453039559952,0.7647547901527941,-0.3563022077130105,0.4992631658790207,-0.6455526846047972,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데쇼핑,유통업,2014,31.321707080768952,-0.08636614752305767,-0.4464560509985873,-0.3738591359142267,0.14368374273496765,-0.5776636804899729,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
넥센타이어,화학,2012,28.34188341311628,0.29684788907679477,-0.9404530075957099,0.4745794194095436,0.38998287589150604,0.8581887565385623,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
