기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
락앤락,화학,2022,27.286430289763253,-0.7144374495947527,1.4979112324907524,-0.574901384913726,1.0060102061299339,-0.39443379466622763,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,고배당기업
대성홀딩스,서비스업,2017,27.731941424942775,-0.1767514010275966,-0.27948815530097854,-0.3007468672864281,0.25026718770206946,-0.5625050774006518,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전자,전기전자,2015,33.120700389385114,-0.6145627918790858,0.9797573048113039,-0.5082422426021527,1.4502775249328141,0.06693835401650566,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
넷마블,서비스업,2022,29.821061472439396,-0.47989969334270854,0.4620727194576521,-0.040625853303671966,-1.5981804616669482,0.001028047061829567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,무배당기업
유니드,화학,2011,27.59308885668192,-0.23126466041821953,-0.17482481664833616,0.5653207862052919,-0.8865914656070387,-0.3417055491024866,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
대한제분,음식료품,2018,27.547302710062386,-0.6853902383866106,1.3317640491587552,-0.04112704986240558,-0.2644572734774139,-0.7075077527009394,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
키다리스튜디오,서비스업,2022,26.66019291459588,-0.5993854819131876,0.9121720098965933,1.743633895788066,-0.32519190809955717,0.22182757535999476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
넷마블,서비스업,2021,29.99787435670008,-0.37439749372957376,0.15371481140928506,-0.32881387457551164,0.1082562755761256,0.3141020050965415,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,고배당기업
조광피혁,기타제조업,2014,26.040092794198618,-0.7036939605177687,1.4345500185082107,-0.15038789966633784,-0.7413083726853823,1.289574548025749,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
풀무원,음식료품,2021,28.308736090682167,0.5146972822127975,-1.084879586367947,0.0771553379987321,0.036008135904700596,0.11307556888477904,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
농심,음식료품,2021,28.695700057243087,-0.6343444543065486,1.0712790583416414,-0.32931507113424524,0.16623548400951904,-0.4076158560571629,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
세기상사,서비스업,2016,24.505257261116444,-0.34830616311404095,0.08706820114616755,-0.38344429947747777,-1.5159806525765194,-0.06488225989284668,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
알루코,철강금속,2021,27.382761919527088,0.13191074546988282,-0.7300567880657163,-0.26917148408620917,-0.45242813963304673,0.15591726840531853,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,무배당기업
팜스코,음식료품,2011,26.9318384262713,0.018734625087473707,-0.5878460633493459,-0.34685695068992245,-0.04380148628799204,-0.5987557462257237,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
코오롱플라스틱,화학,2013,26.114922783851537,0.026465389714298314,-0.5981715945168711,-0.5312972843038998,-0.6607485955291339,0.030687685191433806,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
한국화장품,유통업,2018,25.277364082993618,-0.3599591539118279,0.11616742534555673,-0.2862121670831527,-0.4777563193858416,1.9387910715293095,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
태광산업,화학,2014,28.986765293518317,-0.6104131902779227,0.9609836117794401,-0.8741157304777057,0.5141244353161477,-0.5789826541393209,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
삼화왕관,기계,2013,25.628302172144696,-0.6696444898452106,1.247282430515367,-0.34685695068992245,0.6620520283169262,-0.6778481145713352,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
광명전기,전기전자,2015,25.601950225932356,-0.5325939492917258,0.645116226518327,-1.060059653767884,1.0740592542163394,-0.031927106415508555,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
삼성제약,의약품,2011,25.195187253225505,0.10428463070049523,-0.697202825259954,0.24405379205703231,-0.7462348899608612,-0.46693513231637135,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
카프로,화학,2017,26.859195791254592,-0.38667576696041267,0.1860994318892505,2.4678629231581675,0.4353627428592189,-0.27579524214781054,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대위아,운수장비,2014,29.41227845432983,-0.19869313004196623,-0.2386553729566743,-0.01757081160192479,0.1474030299096488,0.31739752044427527,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
삼호개발,건설업,2013,26.036490525172788,-0.4384036773310769,0.3325342375377901,0.18892217059633257,-0.3263218704520213,-0.7075077527009394,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
STX중공업,기계,2016,27.468392419230103,-0.7644032003813612,-2.2075464296734184,-2.639330010337565,-0.5527277491707805,-0.8689880047398961,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
부산산업,비금속광물,2013,25.461515513466654,0.04221113825569817,-0.6192919991777183,3.544934327876747,1.5205690216569347,-0.6415974457462633,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
아남전자,전기전자,2013,25.555582097455137,-0.38730104939346466,0.18797680119243684,-0.4335639553508412,-0.49230647384005766,-0.5756871387915871,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대웅제약,의약품,2012,26.901923609145516,-0.674135154591675,1.271218889130994,-0.6666203551619811,0.2237610631737879,-0.265908696104609,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
도화엔지니어링,서비스업,2012,26.57186348804584,-0.4732489620093374,0.4409523147968052,-0.3623940440106651,-1.3287947462441005,-0.420797917448098,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
롯데하이마트,유통업,2016,28.73125171010032,-0.4823439792173663,0.4705208813219912,-0.31778755028337163,0.15746586849556513,-0.5987557462257237,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
한진칼,서비스업,2015,28.470451943200104,-0.4872325509666818,0.4864785203990755,0.40744387020419703,1.1316582456848914,-0.27579524214781054,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
미래에셋증권,증권,2016,31.655456301283063,3.4386316268789754,-1.9372052500145758,-1.1858599900100262,3.031723520954467,-0.7404629061782775,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
대성산업,유통업,2013,28.4502432223186,1.5281095746174131,-1.5744036321738029,-0.41401728956022943,-1.1757160566767906,-0.700916722005472,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
삼양사,음식료품,2012,27.441009826379066,-0.23717642160343833,-0.1630912585034211,-0.37342036830280506,-0.38935175232366276,-0.6580750224849323,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
대상홀딩스,기타금융,2022,29.021140016415178,0.08433243670038182,-0.6727970243185308,0.8429836797437252,-0.38378322958764133,-0.3812517332752924,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
부국철강,철강금속,2012,25.665749819630395,-0.6214977425002078,1.0112032406396763,-0.029098332452798355,0.4424441393887637,-0.7602359982646804,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
디와이파워,기계,2016,26.153303936613973,-0.09290671114108055,-0.42310690699473874,-0.7638524875563061,0.9112555911035677,-0.6053467769211913,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
대한전선,전기전자,2013,28.444159750016244,3.344384511060777,-1.9264103765212541,-0.4059981446204913,-0.2955158736076285,-0.1999983891499329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
퍼시스,기타제조업,2013,26.57738652463375,-0.7425751590820922,1.6729759200128844,-0.48318241466547096,0.6881674434209153,-0.30545488027741474,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
삼양사,음식료품,2018,28.407528524178968,-0.407253243393578,0.24288985331063934,-0.17043576201568322,-0.10151796378251522,-0.47352616301183903,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
동화약품,의약품,2013,26.47953177728857,-0.5924505312920657,0.8826034433714076,-0.44358788652551384,-0.05464337240065409,-0.5262544085755799,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
현대코퍼레이션홀딩스,유통업,2018,25.963949683868442,-0.7455878835322517,1.6926882976963418,0.3232428483369465,-0.40707482408072726,0.07023386936423955,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
퍼시스,기타제조업,2011,26.575513930623085,-0.7083551568368834,1.4617718734044136,-0.37342036830280506,-0.31122733010855436,-0.24613560401820614,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
강원랜드,서비스업,2011,28.628486879816535,-0.7006243922100589,1.4167150101279402,-0.5568583087993152,2.6592373566009115,0.8249068839952819,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
한미반도체,기계,2014,26.2377427231368,-0.6948263187399405,1.3843303896479748,3.1294423806865646,0.9604078159691212,0.22841860605546238,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
부산산업,비금속광물,2016,25.532264799133305,-0.3110734364186728,-0.002576183080983562,0.2510705438793032,0.6466883423843514,-0.07476880593604804,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
신풍제약,의약품,2015,26.749854276783434,-0.19653306345505933,-0.242410111563047,-0.9272425657034709,0.06785562089365864,-0.12420153615205515,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
송원산업,화학,2018,27.494678919550882,-0.17714930803044784,-0.2785494706493852,0.0681337999415267,0.28407768966580893,-0.0978374133701848,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
효성,화학,2016,30.278670103819262,0.7062610821569054,-1.2139487259620125,-0.5864289057645996,1.0084378577680482,-0.08135983663151566,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,고배당기업
삼성중공업,운수장비,2022,30.304597048625535,0.9228361794230925,-1.3336310190401461,-0.8861444478873128,-3.0041487353013574,-0.08465535197924941,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
영풍,철강금속,2014,28.990806487838125,-0.6230325266540627,1.0182433755266256,-1.1041649509364437,0.30480673178232265,-0.061586744545112794,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,고배당기업
한화투자증권,증권,2016,29.533373631417668,3.232856862547323,-1.9127994490731524,-1.0831146954696311,-3.961676653243167,-0.7503494522214791,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,무배당기업
현대비앤지스틸,철강금속,2012,27.158633091069596,-0.04987591097559397,-0.48975351725785593,-0.37342036830280506,0.19251958644250594,-0.5130723471846447,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
동양고속,운수창고업,2016,26.19522737460498,-0.31419984858393274,0.0049332941317622395,0.35632182121336636,0.4795600935412775,-0.542731985314249,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
한신공영,건설업,2012,28.038304093377217,1.1881833064673346,-1.4533133121182793,0.09469721755440928,0.3623882165779538,-0.8591014586966946,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
농심홀딩스,기타금융,2022,27.95969938980568,-0.6503744221356994,1.149189884423877,-0.11480294399624981,-0.17993460708245054,-0.6481884764417309,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
세방,운수창고업,2017,27.58374477435128,-0.68521970681396,1.3308253645071622,-0.24110447679712566,0.007824717750394266,-0.6383019303985294,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
유화증권,증권,2018,27.16059923922954,-0.6046719606653544,0.9356391261864234,0.1919293499487343,-3.961676653243167,-0.7108032680486733,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
이구산업,철강금속,2015,26.24360852181913,0.08080811753227077,-0.6685729433863613,-0.962827521373559,0.15897675802669195,-0.7305763601350762,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
넥센타이어,화학,2016,28.593398644975665,-0.14611256180804938,-0.334401207419181,-0.21754823853664482,1.4742271156337379,-0.2329535426272709,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
영원무역홀딩스,기타금융,2017,28.64644226447379,-0.4885399596903359,0.4911719436570416,-0.2731810565560782,0.3426103700091631,0.12955314562344802,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
강원랜드,서비스업,2013,28.763080058755484,-0.683002796369503,1.3186224640364503,-0.12181969581852072,2.4891902766786322,0.8347934300384834,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
유안타증권,증권,2016,29.945468596570137,4.340800490057888,-2.0245029226127436,0.7562766750828065,-3.961676653243167,-0.5394364699665152,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
신대양제지,종이목재,2021,27.463727880489298,-0.616211263748041,0.9867974396982532,0.22200114347275243,-0.11803200030295288,-0.4142068867526304,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
미원화학,화학,2016,25.31057270975251,-0.7514428008599202,1.7311743684116634,-0.5738989917962587,0.4338050261144794,0.16580381444852002,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
조일알미늄,철강금속,2012,26.246238591407568,-0.5528872064371402,0.7220883679489697,-0.8450463300711548,0.5308496874736204,0.9501364672091667,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
에스디바이오센서,의료정밀,2021,28.73134041083216,-0.6080825921183652,0.9506580806119144,3.323405448916481,3.031723520954467,0.6238804477835195,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,고배당기업
롯데관광개발,서비스업,2015,26.24072048842966,-0.5267390319640571,0.6239958218574798,-0.09525627820563809,-0.4408580325364638,0.7721786384315409,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
한섬,섬유의복,2017,27.85597701914046,-0.6142217287337848,0.9778799355081178,3.2637630584271777,0.148907041207716,-0.4603441016209038,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
오뚜기,음식료품,2022,28.903519723201907,-0.34142805635046913,0.07017187741748991,0.43952044996314965,-0.0997440743395362,-0.2889773035387456,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
종근당홀딩스,서비스업,2016,27.28240721572742,-0.6513976115716027,1.1543526500076395,2.1987203711182057,0.13578191361902714,0.02080113914823244,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
현대백화점,유통업,2011,29.182843187683698,-0.45574105388388186,0.38556992035280624,0.2911662685779939,1.5948019820060304,0.13614417631891565,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
부광약품,의약품,2011,26.250865088630515,-0.6640169479477428,1.2181832063159774,-0.08573354358969902,1.32762362127359,0.548083594785642,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
영화금속,운수장비,2011,25.45253202316479,0.37264448219489665,-0.9712987435251695,0.45405515016642517,0.04959140713934454,-0.6218243536598604,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
세방,운수창고업,2021,27.850388281666174,-0.5943832224487718,0.8905822629099499,0.9086404289378313,-0.09532718507844037,-0.6350064150507957,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
한진칼,기타금융,2017,28.651954259285432,-0.46256231678990345,0.4066903250136531,0.42899532222974346,0.9254771246757921,-0.47682167835957284,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
부국증권,증권,2018,27.980197236841743,0.4101614281780159,-1.0032140216793384,0.15734678739611357,-0.3927715602178249,-0.49659477044597566,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
한샘,유통업,2014,27.02226543363772,-0.4685877656902226,0.42593336037131396,1.2098595607367455,-0.05069290233023097,4.005079194558408,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,고배당기업
두올,운수장비,2022,26.8592014168903,-0.057663519459968705,-0.47801995911294093,0.3382787450989555,-0.055309221930736056,-0.5954602308779899,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
메타랩스,섬유의복,2022,25.223261645507435,-0.7347307067401673,1.6227562911526483,-2.4954865979810124,-0.7267584915549417,0.5876297789584477,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
서연,기타금융,2017,28.649021855496844,0.18989148017106688,-0.794826029025647,-0.8059529984899315,0.20760421733701628,-0.5855736848347886,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
신대양제지,종이목재,2015,26.651831800151047,-0.542768999793208,0.6831329549078519,-0.48769318369407366,0.19855831435383695,-0.6383019303985294,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
삼성SDI,전기전자,2014,30.40164227541061,-0.6158702006027399,0.9853894127208633,0.08417208982100301,0.1258914046078217,-0.5493230160097166,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
한세엠케이,유통업,2017,26.083965479730953,-0.620304021491654,1.005571132730117,-0.20952909359690666,-0.2821993208134844,-0.3087503956251485,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
한국공항,운수창고업,2015,26.666988656957685,-0.5761931880327141,0.8145488061309002,-0.37342036830280506,0.28180377614663876,-0.717394298744141,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
일정실업,섬유의복,2013,24.97465428962263,-0.5981917609046339,0.9074785866386276,-0.4080029308554258,0.12575882387092044,-0.6679615685281338,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
유안타증권,증권,2022,30.188250399774848,3.4841635567766702,-1.9423680155983385,-0.038119870510003755,1.1275533083604636,-0.717394298744141,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
유니켐,기타제조업,2016,24.926516940240166,-0.04697687424053482,-0.4939775981900255,-0.37342036830280506,-3.961676653243167,1.2335507871142743,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
벽산,비금속광물,2014,26.71471189388345,-0.448521883975009,0.36351083104036597,-0.009551666662186636,0.14399679082347175,0.17898587583945527,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전자,전기전자,2013,32.997347620923485,-0.5722141180042014,0.7985911670538156,0.3142213102797411,1.4927214734934544,0.30421545905334,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,고배당기업
이건산업,종이목재,2011,26.648128281863933,0.33853816766478845,-0.941260834674187,-0.34986413004232425,1.272999605410569,-0.6514839917894647,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
삼성물산,섬유의복,2015,31.377259417134624,-0.06852069625205313,-0.4615929777100601,3.544934327876747,-0.4431706965943632,0.06693835401650566,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,고배당기업
성보화학,화학,2014,25.390434505278105,-0.7180754564779643,1.519500979477396,0.119757045491091,-0.512476190355615,-0.473526163011839,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
화승코퍼레이션,운수장비,2021,27.775287645226957,1.942671827730879,-1.6884538173423767,-0.04313183609734012,-0.47748253885646325,-0.31863694166835,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
대웅,서비스업,2012,26.956149098646144,-0.6438373785174287,1.1168052639439117,0.07815773111619935,1.6062674074730696,-0.5130723471846447,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
국동,유통업,2011,24.945157536383935,4.357967335038043,-2.0892721635726748,-0.3032528500800963,-0.4581983428730473,0.12955314562344802,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
대한방직,섬유의복,2016,26.64121170707831,-0.2034111702186312,-0.22973786876653862,-0.348861736924857,-0.6970385311716629,-0.7635315136124141,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
대웅제약,의약품,2013,27.084590718413516,-0.6318433245743407,1.0595455001967262,-0.2721786634386109,0.3354362428726534,0.2613737595328005,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전자,전기전자,2018,33.45807448554268,-0.6047856483804548,0.9361084685122202,-0.2857109705244191,2.1482618763610692,-0.23954457332273865,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
