,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
영화금속,운수장비,2014,25.371643700648246,0.007704752148710774,0.6810780460415498,0.0033009328371473605,0.709648691788355,0.07589493861057867,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
페이퍼코리아,종이목재,2022,26.941527542808934,0.05578371726963822,0.41402302077484565,0.0021932668717409604,0.6903623050238947,0.11759830078226183,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
삼정펄프,종이목재,2013,25.923583679142713,0.0014780194383369977,0.918023582257159,0.0020885804248112275,0.7210379342378539,0.07387452727555302,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대영포장,종이목재,2017,26.059212559764607,0.004737782330601639,0.764668725435149,0.0027485708583822833,0.6918063312133323,0.0733564730870849,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
모나리자,종이목재,2017,25.13756807757903,0.0014077491005396762,0.922515440763616,0.0022543135351730526,0.707884023397925,0.1052168056778739,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한양증권,증권,2011,27.32176778379198,0.014188361982810314,0.5769932622122405,0.0026894855335343544,0.4788941878516173,0.07029995337512304,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
인팩,운수장비,2016,26.02855634950191,0.0065796459624225465,0.7087310499719259,0.0024597637518641914,0.7069991092595777,0.07387452727555302,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
종근당,의약품,2016,27.187384980753848,0.006335261343194083,0.7153284671532847,0.0033269205733875286,0.7083527229498594,0.1056312490286484,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
제일기획,서비스업,2015,28.255280009889496,0.010404694683190085,0.6287198203256599,0.002465157432970641,0.699810973458288,0.11231414805988706,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
세방전지,전기전자,2017,27.766733899339233,0.002238500649610234,0.8733155530600787,0.002722337954819095,0.7097632874066515,0.07118064549551884,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
우진,의료정밀,2014,25.899160486141785,0.003988232060763541,0.7923919146546885,0.0032156146087362436,0.6674952384822609,0.08340672434336631,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한독,의약품,2021,27.45852532619041,0.00930379272436538,0.6480909601347559,0.002404355936861569,0.7089912880364435,0.0760503548671191,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
경동인베스트,기타금융,2017,27.11898864922048,0.0038781418648810716,0.7967434025828187,0.00028880710651809196,0.7702478380895337,0.07066259130705072,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
텔코웨어,서비스업,2017,25.503655385414383,0.0008190398261043374,0.9630825379000563,0.0023663550017933993,0.7518098109390046,0.07724187950059576,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
풍산,철강금속,2014,28.681529936947193,0.013485658604837098,0.5852049410443572,0.0023183022064813905,0.693407751558923,0.0728384188986168,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
성신양회,비금속광물,2011,27.77174383834584,0.0189870452728363,0.5323554183043235,0.0021667888008547517,0.6865929927445501,0.06750246075739522,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신라교역,"농업, 임업 및 어업",2013,26.94165449603491,0.0017075692084749152,0.9037759685569906,0.0017389718221840634,0.6826773516963238,0.07703465782520852,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
지투알,서비스업,2015,26.902948393386858,0.02013323256046372,0.5239331836047165,0.0029317108486785607,0.7000276435265742,0.08314769724913226,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
비상교육,서비스업,2016,26.202772010636355,0.0018004822106735957,0.8981611454239193,0.002336444588384904,0.7826167556770882,0.07641299279904679,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
극동유화,화학,2021,26.497616579722596,0.005997182940235859,0.7248034811903425,0.0036819228571211425,0.6865412175085327,0.0760503548671191,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
현대비앤지스틸,철강금속,2014,27.16962455060827,0.007449436588047171,0.687043795620438,0.00238842006086524,0.7066876234755733,0.07485883023364244,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
일동홀딩스,의약품,2016,26.041816365548218,0.00710745427743354,0.6952554744525549,9.41442520398534e-05,0.9867113779541259,0.12241620473501529,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
에이블씨엔씨,화학,2022,25.99847708637934,0.005338203328003198,0.7446659180235824,0.0021954733776481444,0.7155775884231097,0.08040201005025126,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
롯데지주,기타금융,2018,30.949501432141535,0.01776199905056966,0.5421813587871982,0.007386891442606208,0.6609101584974216,0.07781173910791069,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,고배당기업
녹십자,의약품,2018,28.175325924465877,0.004140484459324406,0.7864963503649636,0.002425440326641328,0.6931570776520232,0.08905351499766875,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
화천기계,기계,2014,25.932367801242766,0.003497901259244453,0.8125350926445818,0.002474718958568439,0.6924388459731973,0.07081800756359115,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
조흥,음식료품,2015,25.727164712236853,0.003087990955426744,0.8307832678270635,0.0023452706120136403,0.6985416951004958,0.07770812827021706,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
고려제강,철강금속,2012,28.226543186950718,0.0034416849890065958,0.8149915777653005,0.0023327670785395975,0.7182061141658337,0.07128425633321245,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국공항,운수창고업,2021,26.673616623016095,0.00252504747151709,0.8581555306007862,0.002718415277650768,0.7019343187880922,0.07061078588820391,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
삼성중공업,운수장비,2018,30.290083572363585,0.008722891265240855,0.6593206064008985,0.0015180760641426367,0.6985043692931451,0.07216494845360824,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,무배당기업
우진플라임,기계,2012,25.919001030222063,0.01071310338796722,0.6237366647950591,0.0024479957203592095,0.6954299212862656,0.07263119722322954,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
제주은행,은행,2021,29.56737618886439,0.0971159491804917,0.3800533408197642,0.002219744942627169,0.8639007005273814,0.07009273169973579,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
태평양물산,섬유의복,2016,27.03996473111365,0.030366155306815912,0.4713644020213364,0.0024001880923702214,0.702012748399133,0.07739729575713619,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
일신방직,섬유의복,2011,27.34796899668262,0.0019425844493304017,0.889879281302639,0.0023913620687414853,0.6762038765136859,0.07019634253742942,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
남성,유통업,2011,26.130143264643223,0.01233244428342994,0.5999438517686694,0.0019858553164656583,0.7028406616877405,0.06859037455317826,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
콤텍시스템,서비스업,2015,25.403707016373847,0.0077711185788526885,0.6796041549691185,0.0018112961824750967,0.6813438559661718,0.0806092317256385,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한일철강,철강금속,2022,26.5497229814624,0.007364331401159304,0.689008983717013,0.002401413928985324,0.7113470773120353,0.07294202973631042,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
하나금융지주,기타금융,2016,30.57570685412116,0.0024321344693184086,0.8629983155530603,0.0024237241553801848,0.7160808758817836,0.07097342382013158,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
가온전선,전기전자,2015,26.97800626940773,0.007668836198281031,0.6819202695115105,0.0020388114582380757,0.7024499091665868,0.06905662332279956,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
전방,섬유의복,2011,26.97627636959221,0.009341270237857286,0.6473891072431219,0.002155756271318831,0.6657509173917814,0.06807232036471014,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
한일현대시멘트,비금속광물,2018,27.03126371602266,0.016488544373375973,0.553411005053341,0.002272210749753546,0.7069741468764573,0.12132829093923225,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
코아스,기타제조업,2014,25.33866251367182,0.011582894013591844,0.6104716451431781,0.0026321163799475685,0.7157395196776594,0.07791534994560431,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국가스공사,전기가스업,2017,31.245700578685895,0.027814561263242055,0.48168163952835497,0.0024595185845411706,0.7196574647351874,0.07200953219706781,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,무배당기업
한솔테크닉스,전기전자,2011,26.910457432304636,0.01252295497701379,0.5973469960696238,0.0011969068709858448,0.6882327903296257,0.08646324405532818,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
상신브레이크,운수장비,2014,26.431273609113987,0.012904757145712573,0.5924340258281865,0.002586270090542744,0.7006383957786689,0.08226700512873647,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대제철,철강금속,2015,31.094768591147073,0.008259107035778533,0.6689359910162831,0.0022437713402831735,0.739751259095941,0.07092161840128478,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
삼성증권,증권,2011,30.31218109992048,0.03335030231860883,0.46097697922515446,0.0023325219112165767,0.728040094190997,0.08527171942185152,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
동일고무벨트,화학,2017,26.327563238714053,0.00418342744353388,0.7848119034250423,0.0026009801299239715,0.6957685961380798,0.07294202973631042,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대유에이텍,운수장비,2022,27.94962521028742,0.03721985558664801,0.4495367770915217,0.0019630547554247563,0.6948822732466314,0.08205978345334922,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,무배당기업
광주신세계,유통업,2012,26.788591644348674,0.0014905119428342995,0.9171813587871982,0.0022709849131384435,0.7585978957017313,0.07465160855825519,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
미래산업,의료정밀,2012,25.289570363542175,0.011943615080951429,0.6052779337450871,0.002335954253738863,0.7037053591687285,0.21172874682691809,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
페이퍼코리아,종이목재,2017,27.227102134450362,0.07539382620427744,0.39366928691746217,0.003118038014174104,0.6891118120069295,0.1170284411749469,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼원강재,운수장비,2017,26.226991466214464,0.0020284704177493504,0.8849663110612016,0.0024070527774147942,0.7182639206621964,0.0728384188986168,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
진원생명과학,의약품,2022,26.129839613499712,0.001780962672396562,0.8993542953396969,0.0029706924530388127,0.5433970697909183,0.1188416308345853,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
한진중공업홀딩스,서비스업,2014,28.63246259489359,0.011386917849290426,0.6133492419988771,0.0029939833487257553,0.6989207076826385,0.06791690410816971,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성제약,의약품,2013,25.107534880541067,0.025595580151908853,0.49185850645704665,0.0023170763698662886,0.6936933724253609,0.0810754804952598,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
선진,음식료품,2013,26.370628837620522,0.00741352063761743,0.6878860190903987,0.002335954253738863,0.7112639494416036,0.0769828524063617,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
영진약품,의약품,2021,25.99161466427217,0.006640546921846892,0.707116788321168,0.0021900796965416943,0.7014161389009718,0.1790395275345801,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,무배당기업
삼성증권,증권,2015,31.02963964681162,0.05887170822506496,0.41002245929253234,0.0030108998940141666,0.5971927063235032,0.07791534994560431,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
일진전기,전기전자,2017,27.352331279860408,0.010774785128922647,0.6227540707467716,0.0026392262323151616,0.6918954607109495,0.0714914780085997,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
에쓰씨엔지니어링,서비스업,2014,26.51658894925854,0.033103575354787126,0.46174901740595176,0.0022974629840246522,0.681380063856383,0.0696782883489613,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
일신석재,유통업,2018,25.107535790996746,0.0044567009794123525,0.7746350364963505,0.0024028849329234465,0.6928988725476081,0.1024711184789929,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한미사이언스,서비스업,2013,27.085988718049176,0.00325898211073356,0.8229927007299271,0.026661210876505054,0.6900846992096203,0.08180075635911516,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한제강,철강금속,2017,27.348178795626367,0.0049657705376773935,0.7568781583380124,0.003238660337100166,0.7100326627680658,0.07200953219706781,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
성문전자,전기전자,2022,24.770541782285818,0.006126792674395362,0.7210836608646829,0.002367335671085481,0.6921414578751416,0.0806092317256385,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,일반배당기업
에넥스,기타제조업,2014,25.556132633326225,0.010325835748550869,0.6300533408197643,0.0026330970492396506,0.689450992147868,0.08402838936952806,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
두산,서비스업,2017,30.990320295625242,0.021734615480711574,0.5133352049410445,0.0025114940570215064,0.7003337188897124,0.08081645340102575,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
참엔지니어링,기계,2017,27.33916757900426,0.08208043923645812,0.38882650196518814,0.0035497776700131193,0.7281480988857211,0.09977723669895872,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
동방아그로,화학,2016,25.858007551155826,0.002654657205676594,0.8516282987085908,0.0023361994210618835,0.6953607732673884,0.07351188934362535,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대창단조,운수장비,2022,26.54698750995751,0.0030864293923645813,0.830853453116227,0.0027998108288935578,0.711513694726703,0.07024814795627622,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
교보증권,증권,2015,29.341673965813033,0.055198911902858284,0.41479505895564295,0.003346288791906144,0.7571294062657817,0.0714914780085997,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
세방,운수창고업,2017,27.58374477435128,0.0017817434539276434,0.8992841100505335,0.0024006784270162625,0.7017576444884106,0.07123245091436564,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
크라운제과,음식료품,2021,26.505766117365713,0.007976464121527083,0.6750421111734981,0.002333747747831679,0.7137931516673437,0.07682743614982127,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
우리금융지주,기타금융,2022,30.85442969233934,0.000755796522086748,0.96771476698484,0.00445125791675932,0.6975769699223189,0.06973009376780812,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
대신증권,증권,2021,30.348282773531345,0.050525934439336395,0.4217434025828187,0.0024886934959806044,0.590417432076522,0.07314925141169766,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
동방아그로,화학,2015,25.859678097333283,0.002954477313611833,0.8370297585626054,0.0023616968226560105,0.6967803210838431,0.07599854944827229,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한화,화학,2014,32.448753162415116,0.07190217119728162,0.3966170690623246,0.0022557845391111757,0.7220281999891136,0.07491063565248925,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
대성홀딩스,서비스업,2016,27.751859403988874,0.008380128173096142,0.6663391353172375,0.001951041556596754,0.7086596305531265,0.0724239755478423,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
코아스,기타제조업,2022,25.05723243147044,0.0255057902758345,0.4923498034811904,0.002050824657066078,0.6782859453761835,0.08812101745842615,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,무배당기업
현대코퍼레이션홀딩스,유통업,2021,26.24865818061683,0.0018848066160303818,0.8932481751824819,0.001993945838125333,0.7172251853130104,0.07252758638553593,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
대상홀딩스,서비스업,2011,27.081088274835047,0.0030442671896861884,0.832818641212802,0.0057864391579287,0.7029929998255848,0.06890120706625913,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
태림포장,종이목재,2016,27.31471959826123,0.010364874825104937,0.6293514879281303,0.002528655769632938,0.6926056311135157,0.07294202973631042,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
씨에스윈드,기계,2022,28.20737610415969,0.007218325254847092,0.6925182481751826,0.0026853176890430067,0.7062268038619536,0.09915557167279698,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
평화홀딩스,서비스업,2015,26.842952533180465,0.01468259669198481,0.5715188096574959,0.002392342738033567,0.7013161390536272,0.06973009376780812,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
디씨엠,철강금속,2013,25.80871222071323,0.0012937549970017989,0.9298848961257722,0.0018478261136051439,0.7506511423815092,0.07599854944827229,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
남해화학,화학,2022,27.528873677250324,0.005697362832300619,0.7335766423357666,0.0035478163314289555,0.6791931457782175,0.07796715536445112,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
일진전기,전기전자,2014,27.400993959372503,0.011980311812912252,0.6047866367209433,0.0020368501196539124,0.7050268666632932,0.07511785732787649,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
경농,화학,2018,26.601731159269313,0.0060385643613831705,0.723610331274565,0.002408523781352917,0.7032818088708573,0.07884784748484691,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼일제약,의약품,2021,26.145591192750544,0.0190791774935039,0.5316535654126896,0.002335954253738863,0.6930946469005463,0.09765321452623944,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
우진아이엔에스,건설업,2022,25.438468074955118,0.001503004447331601,0.916409320606401,0.002187137688665449,0.6754788338690666,0.07128425633321245,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,무배당기업
한올바이오파마,의약품,2012,25.54575954267396,0.004526190535678593,0.7721083660864683,0.002009636546798642,0.6978430075163993,0.1261461948919857,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
깨끗한나라,종이목재,2022,27.217090746889806,0.013577790825504697,0.584081976417743,0.0024533894014656596,0.6870776683372315,0.07211314303476143,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
삼호개발,건설업,2011,26.01033031658335,0.005987813561862882,0.7250842223469962,0.002335954253738863,0.6969785880632585,0.07081800756359115,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
천일고속,운수창고업,2021,24.861723771158378,0.00581916475114931,0.7299971925884335,0.0021930217044179396,0.6443359995281597,0.10174584261513754,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,고배당기업
일성건설,건설업,2017,26.44455711401445,0.020500980661603038,0.5214065131948344,0.003494369855010497,0.6882832870616631,0.07154328342744651,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동일산업,철강금속,2018,26.7387494869612,0.0012055266839896062,0.9358506457046605,0.002413427127813326,0.6919754727973548,0.07009273169973579,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
MH에탄올,음식료품,2012,25.623980701428106,0.01863647436538077,0.5350926445816957,0.0031562841165652944,0.6690964786156379,0.07040356421281665,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
일정실업,섬유의복,2022,24.19643758767772,0.05004263067159704,0.4225856260527794,0.002283733613935507,0.6496036036974369,0.10811790913329535,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,무배당기업
상신브레이크,운수장비,2013,26.313269009049574,0.013074967519488308,0.5902582818641213,0.002499235690870484,0.7147084401652657,0.07822618245868518,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대건설,건설업,2013,30.31658716566036,0.014495989906056366,0.5735541830432342,0.002433040513654962,0.6925574006642823,0.08128270217064705,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
세아홀딩스,서비스업,2012,29.019511668154315,0.00651249875074955,0.7104856822010108,0.0020961806118248616,0.7027959176370812,0.07050717505051028,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
화신,운수장비,2011,27.512117590758187,0.011278389216470118,0.614963503649635,0.002512719893636609,0.702106444584075,0.08625602237994094,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
한솔제지,종이목재,2017,28.18549549975383,0.01716235883469918,0.5473048848961258,0.002699047059132152,0.705767383546607,0.07314925141169766,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
우리금융지주,기타금융,2021,30.789084036256234,0.0006706913351988806,0.9741718135878721,0.00235581280690352,0.7265601676545386,0.06910842874164637,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
한국전자홀딩스,서비스업,2013,26.182238056681015,0.007276883869678194,0.6911145423919147,0.00225284253123493,0.6872193921562262,0.06724343366316117,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼성제약,의약품,2022,25.493228243048048,0.0011664876074355386,0.9384475014037059,0.002198905720170431,0.680793593385183,0.09122934258923483,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
일성건설,건설업,2014,26.30201109916347,0.015458693533879672,0.5633773161145424,0.001706119400899323,0.6705640400822602,0.06941926125472724,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
조일알미늄,철강금속,2013,26.279144629699896,0.0038921959324405356,0.7961819202695116,0.0021116261531751498,0.6995500850883,0.06998912086204216,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
동원산업,"농업, 임업 및 어업",2014,28.012797277455064,0.008780669098540875,0.6581976417742842,0.0022342098146853756,0.7124529056925091,0.08573796819147282,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한솔홈데코,종이목재,2021,26.474762538428838,0.007561869128522886,0.6843767546322291,0.002433040513654962,0.6906902821576869,0.0755841060974978,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
카프로,화학,2012,27.322641319781305,0.004743247801319209,0.7644581695676587,0.0018841108774121707,0.6742425890056298,0.08387297311298761,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
대상홀딩스,기타금융,2021,28.9191767199385,0.011179229962022787,0.6164373947220663,0.0026308905433324666,0.6917932277420765,0.0769828524063617,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
디씨엠,철강금속,2011,25.847973587302516,0.0016568184089546271,0.9068641212801798,0.00266545913587835,0.7060546567101903,0.07807076620214475,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
