,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
부산주공,운수장비,2014,26.262229295795965,0.7918701956199179,-1.6634679531928094,-0.02608061124142628,0.11528552011338562,-0.3559914124468911,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
한국콜마,화학,2017,27.22837486211491,-0.16199866845671623,-0.1619470606844774,0.0009433886314783454,-0.22833124782586597,1.2399029521882021,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한국토지신탁,기타금융,2021,28.004146739973777,-0.24762245116544226,0.2900079178777622,-0.03488811517456689,7.66393642183476,-0.309195723291767,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
유한양행,의약품,2011,27.90414737795058,-0.38041009948745613,1.4875715242856866,-0.02874434413827856,0.43559331729929296,-0.07683092196977158,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
넥센,화학,2022,29.18428991150115,-0.10741547323333364,-0.3806651694809185,0.0036214426729373637,-0.15414828029799538,-0.4269917684063896,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
SK이노베이션,서비스업,2014,31.189259676298153,-0.11593590476436119,-0.34928591190198605,-0.03385699276288214,-0.1784030418832774,-0.2688546119511428,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
대한항공,운수창고업,2011,30.739561525353977,1.4308501270221774,-1.9130969724401397,-0.024390716177831815,0.8152450517812199,0.18942041287834804,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
코리아써키트,전기전자,2021,27.693639688268416,-0.2608094575042326,0.37571544230977266,0.0507523295736947,0.039719356482315504,-0.05585354407264701,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
일성신약,의약품,2014,26.65914024512236,-0.38709536115026233,1.5760891314859595,-0.03208117083164728,0.17095691270274951,-0.2849910564873924,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한유화,화학,2022,28.417582368907738,-0.3797284649649739,1.478672928852855,-0.04879394658770435,-0.4228870243382473,-0.37696879034401565,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
한창,유통업,2013,24.35276567983399,-0.24570863116001146,0.2778308925486242,0.01671096884349106,-1.6644586984817562,-0.2769228342192676,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
명신산업,운수장비,2022,27.55766221361349,-0.0541431136301091,-0.5581687310095083,0.020563356742702155,-0.16525823514188925,1.4674268201493226,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
진양홀딩스,서비스업,2011,26.97058969286818,-0.31038526065861133,0.7513298390008777,-0.009425120063796137,0.4824642535240124,-0.3931052348802653,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
삼성카드,기타금융,2015,30.57297018858577,0.05208700502750194,-0.8354302308114208,-0.04128966681377642,-1.0842626194011555,-0.32855945673526665,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
천일고속,운수창고업,2016,24.684878325099017,-0.3343735525075043,0.9709846420534064,-0.03321254125557917,0.3200508759978825,1.0188336620415817,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
대우건설,건설업,2015,29.948697677982416,0.25133401929153065,-1.1866905768442497,-0.03296908179726471,0.18588918257087508,-0.1930133226307693,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,무배당기업
대유에이텍,운수장비,2016,27.454359040813415,0.436083191596611,-1.401193561488297,-0.030777946672434605,-0.1959654093686324,0.10389725683622485,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
아이에스동서,비금속광물,2011,27.604290976714893,-0.04488861415179303,-0.5858012115640906,0.0013587018250735927,-0.7536787349081209,-0.1284675444857706,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
백광산업,화학,2021,26.607168641918665,-0.19204302087073952,-0.020974575143301883,-0.0155832122446912,0.9994593379612581,-0.10910381104227097,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
삼영무역,유통업,2016,26.537770734508776,-0.3824550030549027,1.5142673105841813,-0.03281154920659065,-0.15288578622737092,-0.07360363306252164,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
휴스틸,철강금속,2017,27.21410649812498,-0.23047672125377452,0.18603485545204493,0.09635085400153165,-1.1620001961053457,-0.460878301932514,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데정밀화학,화학,2018,28.16166726859519,-0.3654403567052508,1.3035111029644841,-0.005916439635146621,1.0503341071793573,-0.15428585574377005,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
신세계푸드,서비스업,2016,27.044305770558672,-0.198282598422692,0.010404682435630565,-0.006432000840988998,-0.13957866908359054,0.08614716784635014,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
티에이치엔,전기전자,2018,26.08171144801841,0.694265375342947,-1.604924562187338,-0.004627536620540679,-0.0011989394305159675,-0.3737415014367657,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
성창기업지주,서비스업,2015,26.616294639507636,-0.3481897599439704,1.1114887804665379,-0.01997980363895814,0.24769028419434705,-0.000989632649398057,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대백화점,유통업,2018,29.575295941284935,-0.3094938924369038,0.7438362849521768,-0.031035727275355793,1.280147538221936,-0.34308225681789134,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
고려제강,철강금속,2014,28.55703959388572,-0.2442667119778376,0.26893229711579264,0.002418466525971816,0.09726347358789417,-0.3285594567352666,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데쇼핑,유통업,2021,31.14037112624068,0.053948391608126436,-0.8396453549638149,-0.03212413426546748,0.5074695650604386,-0.4495827907571392,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
디와이,기타금융,2022,27.48145677458726,-0.24133044018868346,0.2511351062501292,-0.018289908575363684,-0.24775577345815605,-0.1849451003626445,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,일반배당기업
조선내화,비금속광물,2021,27.930633718482813,-0.24036042182976647,0.24504659358556038,-0.03212413426546748,0.21499483715149267,-0.33501403454976647,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한국전자홀딩스,서비스업,2015,26.10420473084466,-0.21262314010722141,0.0853402229226341,-0.06259952998859468,-0.19378418721761273,-0.4447418573962643,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
빙그레,음식료품,2017,27.177870838943722,-0.3738034879618594,1.4042057354938953,-0.024319110454798155,0.05244401299215696,-0.14137670011477035,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
아이마켓코리아,유통업,2015,27.867124813361155,0.05040913543369963,-0.8316834537870708,-0.010642417355368416,-0.3610098655006003,0.4104897030249688,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
금양,화학,2011,25.59707166575057,0.07028140343529621,-0.8752397366951414,-0.02224254448682191,-0.3134780808390004,-0.27208190085839273,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
대웅제약,의약품,2022,28.07784606685064,-0.1359654730403767,-0.2720086357747638,-0.016327911764241303,0.20785314355545795,0.7138548603064626,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
대창,철강금속,2014,27.20892474234607,0.33475559815839107,-1.2930053749101857,0.07578569034626348,-0.13272769659323208,-0.3866506570657654,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
광동제약,의약품,2021,27.50754788200693,-0.24943140432126043,0.3012482489508128,-0.021254385508957353,0.0007144156345749798,-0.2430363006931433,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
문배철강,철강금속,2012,25.557635853908366,-0.2840374646934338,0.5401052842531364,-0.016327911764241303,0.1058463210090079,-0.3866506570657654,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한제분,음식료품,2022,27.90746419104557,-0.312928281761718,0.7733421540189349,0.0009720309206918103,-0.5378250262366179,-0.4350599906745145,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,고배당기업
삼부토건,건설업,2012,28.080156027856027,5.18857016590455,-2.283559550722763,-0.05457968900882437,-0.007301028982381895,-0.38503701261214046,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신송홀딩스,유통업,2022,26.213651774269476,-0.027978834651753784,-0.6345093128806428,-0.014494805254579515,-0.17269996731760578,-0.13169483339302046,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,일반배당기업
해성디에스,전기전자,2022,27.21492038253662,-0.30228429652603434,0.6834195054345307,0.008075318645631236,1.281600009005756,0.15553387935222387,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
텔코웨어,서비스업,2016,25.476894570413457,-0.40002020036502106,1.7578078171669427,-0.07669153628161968,0.4776187132483605,-0.11717203331039577,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
유니드,화학,2015,27.667168861387758,-0.2412255733390708,0.25019841199404186,-0.023760585815135578,-0.3051357081954652,-0.2172179894351438,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
남해화학,화학,2017,27.04613001782374,-0.3422647829408559,1.0496669595647596,-0.02874434413827856,-0.08698692200192626,-0.17849052254814463,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
한익스프레스,운수창고업,2015,25.603472645134374,-0.04210964263705789,-0.5942314598688785,-0.0009756447458238374,-0.19404111893150383,0.17489761279572336,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한유화,화학,2018,28.316092482205843,-0.383136637577385,1.5231659060170128,0.030215808207640006,0.6402792273806264,-0.2333544339713935,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
동양철관,철강금속,2016,25.79703256895278,-0.1687887969691351,-0.1315044973616323,-0.06723958084117608,0.07930933951463938,-0.052626255165397144,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
지투알,서비스업,2018,27.173464451222106,0.5831589481783479,-1.5271789389320716,-0.021583771834912207,-0.7904830571257102,-0.030035232814647504,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
조광페인트,화학,2017,26.30323089564061,-0.3067149209221687,0.7204189285499882,-0.022600573101990228,0.17105370400157988,-0.28176376758014254,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
종근당바이오,의약품,2011,26.01300991767941,-0.2520530755615766,0.31810874556038854,-0.04512773356838078,0.5068205267201689,-0.3188775900135168,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
인지컨트롤스,운수장비,2015,26.880535744193207,-0.07810518876659892,-0.482296496266417,-0.01615605802896051,0.15022006604098223,-0.3705142125295158,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한방직,섬유의복,2012,26.208604893171522,0.21054081479221115,-1.1272104915826908,-0.04027286554669839,-0.07395233024322889,-0.44796914630351425,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
선도전기,전기전자,2016,25.710983271645762,-0.21731593162738738,0.11109931496504173,-0.03219573998850114,-0.9465559858912845,-0.207536122713394,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
보락,화학,2016,24.69618787359611,-0.3630284191641599,1.275410275281858,-0.010728344223008814,0.7418202438760381,-0.01228514382477295,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
주연테크,전기전자,2021,24.81283901754324,-0.3430775010253539,1.0580972078695479,0.02636342030842891,-1.3754044342225646,0.040965123144851075,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
한창,유통업,2022,25.454901197289384,0.5853349353078104,-1.5290523274442467,0.18796321605080082,-0.631647364061364,1.8724515780091895,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
경농,화학,2021,26.686294332217663,-0.2584761701003512,0.36025998708432794,-0.019449921288509035,-0.006176682587064197,-0.08974007759877134,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
현대모비스,운수장비,2017,31.362404804802857,-0.3162053708121132,0.8019113288296049,-0.04379586711995464,0.09627510181037231,-0.17203594473364467,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
백산,화학,2012,25.79199526288787,-0.22989995358090498,0.1827564255557385,-0.026281107265920534,0.16323123705468082,-0.23658172287864343,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
서흥,화학,2014,26.920133247852753,-0.14618999087760973,-0.22985739425082408,-0.0209249991830025,0.26789950642786187,0.4104897030249688,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
원림,섬유의복,2021,25.860730162104822,-0.3592794292905078,1.232790686629875,-0.008422639941324845,-0.4562677609534994,-0.33985496791064135,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
아이에스동서,비금속광물,2021,28.88656740510502,-0.05731533583089169,-0.548333441320589,0.016553436252817,0.6537612411943472,-0.09135372205239627,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
대양금속,철강금속,2017,25.28667930002508,0.2784420999163999,-1.2232216528316637,-0.006045329936607216,0.6108268295593781,0.7332185937499622,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
삼성중공업,운수장비,2012,30.44252801613938,0.1366096858152952,-1.0049718911632661,-0.020380795687946658,-0.8551163383272782,-0.03971709953639732,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
농심홀딩스,기타금융,2021,27.915175271593643,-0.35361661941142486,1.1695638243439654,-0.0179032376709819,0.16686845284877663,-0.33340039009614153,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
동성제약,의약품,2018,25.66630787249755,-0.04950275553474954,-0.5722191448508213,-0.015568891100084468,-0.17121761817457884,3.2730949637556623,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
유엔젤,서비스업,2022,24.834527035931973,-0.39142111869678403,1.6351008696194742,-0.03037695462344609,-0.5928906074117589,-0.1930133226307693,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
동아에스티,의약품,2022,27.777477931457476,-0.2490905870600193,0.29937486043863776,-0.021941800450080526,0.08908332768992071,-0.28337741203376754,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
우신시스템,기계,2015,26.272333836205828,-0.0781838389038084,-0.48182814913837335,-0.029173978476480542,-0.1922842239986231,-0.32855945673526665,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
케이씨,의료정밀,2018,27.0725968133924,-0.32713773988423156,0.901669267102928,-0.043838830553774834,0.47993801504273875,-0.27208190085839273,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
일성건설,건설업,2021,26.661559997452102,0.22050316550541255,-1.1421975996800915,-0.0005316892630151252,-0.07132741960802927,0.1878067684247231,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국콜마홀딩스,서비스업,2015,26.936904976079138,-0.19993425130409115,0.01883493074041844,0.017498631796861355,0.31622994006725097,1.8902016669990644,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
성신양회,비금속광물,2018,27.690601104776498,0.030353350445280935,-0.7853170881107372,-0.023073170874012408,-0.07574720643064389,-0.2866047009410175,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
대호에이엘,철강금속,2018,25.20820014902842,0.10653911668886876,-0.9487702357980136,-0.025221342565022314,0.061460993391238276,0.9591288172574577,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
화신,운수장비,2015,27.52621545519914,-0.039173370847903774,-0.6026617081736664,-0.038869393375238585,-0.11739999743879061,-0.38019607925126553,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태경산업,화학,2012,26.784210543130794,-0.2816517438647461,0.5227764405155166,-0.02980410883917678,0.21878867444636657,-0.3495368346323912,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한올바이오파마,의약품,2014,25.191139688947278,-0.19002433401569604,-0.03127821196026514,-0.01929238869783497,-0.5606639316694672,1.007538150866207,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
세아특수강,철강금속,2017,26.991125964881398,-0.25860725366236703,0.3611966813404156,-0.019048929239520517,-0.24570002193648904,-0.35115047908601615,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
노루홀딩스,서비스업,2012,27.45178387693249,-0.09970775978680411,-0.40829765003550117,-0.022285507920642107,-0.19254534451421002,-0.36083234580776596,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계,유통업,2021,30.244358396744786,-0.06814283805339745,-0.5146124481014375,0.014333658838773425,0.8890447660421626,-0.3221048789207667,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
코스맥스비티아이,기타금융,2018,27.50297685513763,-0.04790353607815664,-0.576902616131259,0.035084997373929123,-0.29243393100200155,-0.17849052254814463,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
쿠쿠홀딩스,기타금융,2018,27.339380363566068,-0.36756391040990694,1.328333500750804,-0.018404477732217546,0.7120650377326851,-0.021967010546522694,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,고배당기업
제주항공,운수창고업,2022,28.14003151657347,0.7335380105228833,-1.6292786128456138,0.19307586467540439,1.0242908666563222,0.37983045840609436,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,무배당기업
인지컨트롤스,운수장비,2016,26.897611471781715,-0.08298149727358695,-0.46590434678488496,-0.03982891006388967,0.00636090951537915,-0.37535514589039065,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성전자,전기전자,2021,33.68691751754792,-0.3220779143904214,0.8548345542985509,-0.0062458259611014744,1.2740387409424636,0.4411489476438431,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,고배당기업
삼성중공업,운수장비,2022,30.304597048625535,0.3747360845732126,-1.337966699202388,-0.04677466519815504,-2.137676073918573,-0.09135372205239627,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,무배당기업
수산중공업,기계,2021,26.1874774511913,-0.18176606960870015,-0.07108771784398546,0.08752902892378431,-0.28412133583754073,0.33142112479734537,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국화장품,유통업,2018,25.277364082993618,-0.21689646422893677,0.10875757932482268,-0.029632255103895992,-0.3276539841680735,0.8994239724733339,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
SIMPAC,기계,2018,27.247930059991518,-0.27806005426551295,0.49608065421702197,0.014763293176975414,0.5383235628603443,-0.4689465242006388,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
농심,음식료품,2017,28.527067659216684,-0.3400363623865872,1.0271862974186592,-0.03268265890513006,0.039125688971964445,-0.18817238926989444,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
유니켐,기타제조업,2018,25.498895974887574,-0.19424522471260508,-0.01020259119829528,0.006027394966868458,-0.8138949581401048,0.010305878525976692,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼진제약,의약품,2014,26.067064112399436,-0.2535474281685568,0.3279440352493078,-0.02519270027580885,0.796909944564812,0.26526170219872164,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
하이트진로홀딩스,서비스업,2015,29.034366034843526,0.27083925331948294,-1.2129180160147008,-0.029288547633334404,0.7031277998910973,-0.43021905731363963,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대양금속,철강금속,2015,25.313685141655373,1.4406027440361535,-1.915907055208402,-0.03275426462816372,-0.7696985930538407,0.59283152628459,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
메타랩스,섬유의복,2022,25.223261645507435,-0.3897432491029817,1.6121518603453298,-0.09275986053037377,-0.5060504316806042,0.23782974648709718,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
삼성SDI,전기전자,2022,31.040766035451743,-0.22816965056229632,0.1724527887387756,0.03730477478797269,0.136549917072787,0.5863769484700901,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
윌비스,유통업,2016,26.556741507765956,-0.045884849223113165,-0.5829911287958278,-0.022729463403450823,-0.1780996687574636,-0.20269518935251912,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
종근당홀딩스,서비스업,2015,26.93988339305549,-0.344388336645512,1.071679274582817,-0.00020230293706027233,-0.025595957140887186,0.02482867860860138,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
영진약품,의약품,2012,25.810558879276574,-0.2226903576700355,0.1410735311598428,0.0005567177270965628,-0.15713674825364543,0.7800142829050863,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
문배철강,철강금속,2011,25.588106284910697,-0.2716107430143352,0.4497142885406885,-0.006403358551775533,-0.45416041629021064,-0.36567327916864084,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
송원산업,화학,2015,27.464235449783363,0.012368685736712067,-0.7417608052026665,-0.03450144427018511,0.5959326852273759,-0.2866047009410174,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
신도리코,전기전자,2012,27.600531671904246,-0.39115895157275243,1.6313540925951242,-0.03053448721412015,0.45600484323855484,-0.2995138565700172,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
서연,서비스업,2015,28.584794177380896,0.004896922701810931,-0.722558572952872,0.04751575089257312,0.11773352565736693,-0.1994679004452692,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
사조산업,"농업, 임업 및 어업",2016,27.641672058721586,-0.038963637148678516,-0.60313005530171,-0.06424646161836896,0.09047656646093287,-0.12201296667127072,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
진에어,운수창고업,2021,27.122848307002375,0.22409485510464572,-1.1473494180885728,-0.04507044898995385,-2.2505577283004663,1.1237205515272046,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
세종공업,운수장비,2016,27.582375403075524,-0.06371221365726314,-0.5286628619427505,-0.037465921203778785,0.19819477105188021,-0.3221048789207667,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
우진,의료정밀,2016,25.923389665806155,-0.30364756557099876,0.6946598365075809,-0.028801628716705493,-1.1614638812216693,-0.15589950019739504,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신일전자,유통업,2021,25.528013511063207,-0.30141914501673,0.6763942985138738,-0.014623695556040109,-0.02562207390543189,0.1329428570014742,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,일반배당기업
제주은행,은행,2015,29.12449179314238,2.9816210990939966,-2.158042520407032,-0.03306932980951184,1.7189651877462648,-0.3204912344671418,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼천리,전기가스업,2015,28.896143646532376,-0.0002677696416119153,-0.7094448533676463,-0.03543231866962274,0.0793080797845559,-0.40924167941651496,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
