,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
참엔지니어링,기계,2018,27.36930484456817,1.6999646798406323,-1.9786655703662674,-0.060522964020618436,-0.9849034446710548,0.11519276801159951,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
녹십자,의약품,2016,28.069672525670946,-0.30503705132836634,0.7063685147086752,-0.01161625518862624,-0.28151292761146907,0.24912525766247187,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
부산주공,운수장비,2012,26.125018345309066,0.4909285539440251,-1.4517750513170244,-0.016771867247050015,-0.4156737416246333,-0.3753551458903907,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한솔제지,종이목재,2022,28.42402065270053,0.09138585691984132,-0.9187960196032122,0.016582078542030462,-0.3480283081997709,-0.4027871016020152,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
삼양통상,기타제조업,2018,26.514858762858456,-0.39566822610609625,1.695049302009077,-0.02154080840109201,1.2755234125059083,-0.40762803496289,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
조흥,음식료품,2013,25.49427567970931,-0.37139155042076855,1.374699866427137,-0.027011485640863902,0.7611228784340223,-0.3543777679932661,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
이건산업,종이목재,2013,26.66997975807834,-0.07398916491930248,-0.4954102158516427,-0.04247832181613523,0.4803050915098978,-0.1930133226307693,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한전선,전기전자,2018,27.790538675969803,0.2663299787861392,-1.206829503350132,-0.026596172447268654,-0.21405717180639666,0.7445141049253369,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
깨끗한나라,종이목재,2015,26.97538520171143,-0.022106291073445545,-0.6509014623621748,-0.027283587388391827,-0.11195609379884706,-0.10910381104227097,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
STX엔진,기계,2012,28.79849560576884,0.22640192579612392,-1.151096195112923,-0.09217269360149774,0.07198247645645668,-0.36890056807589083,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
이아이디,유통업,2017,25.32681302658817,-0.31001822668496704,0.7480514091045709,0.15987945147699795,-1.8231377327738187,-0.2511045229612681,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한창제지,종이목재,2018,25.764648585780144,-0.16260165284198896,-0.15960532504425834,-0.03276858577277045,-0.06257447069736045,-0.025194299453772634,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
화신,운수장비,2018,27.442552088095326,0.05171997105385771,-0.8344935365553334,-0.03093547926310867,-0.22758126030791614,-0.4463555018498893,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
극동유화,화학,2013,25.999200698674247,-0.23724063305379023,0.22584436133576558,-0.04379586711995464,-0.010520589423830332,-0.3140366566526419,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
사조오양,"농업, 임업 및 어업",2014,25.878415080667505,-0.07412024848131832,-0.4954102158516427,-0.02944608022400846,-0.09942185104314995,-0.3898779459730154,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한올바이오파마,의약품,2021,26.013943117220034,-0.3706312657610768,1.3653329238662621,-0.03212413426546748,-0.21697215530715416,2.9100249616900444,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
고려아연,철강금속,2014,29.36133391310152,-0.3796235981153613,1.477736234596767,-0.028529526969177568,0.27105637222223455,-0.036489810629147384,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
한진중공업홀딩스,서비스업,2011,28.31448910387403,-0.2898575748469357,0.5845982614172949,-0.031980922819400154,-0.08672720955572623,-0.4495827907571392,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
OCI,화학,2015,29.618727707272782,-0.09871152471548394,-0.4120444270598513,-0.07036159036544382,-0.212713000693198,-0.27853647867289255,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
백산,화학,2022,26.54889263571782,-0.1957657940319885,-0.0027090371495950938,0.008333099248552423,0.2881928150154806,-0.04617167735089727,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
와이투솔루션,전기전자,2021,25.498194839587015,-0.33408516867106947,0.9681745592851437,-0.03995780036535027,-0.6688662870000206,0.4153306363858436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,무배당기업
동양철관,철강금속,2014,25.947997581815038,-0.1258458220527563,-0.3118181416584841,-0.046788986342761775,-0.7315890432090053,-0.18333145590901948,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
농심,음식료품,2012,28.397098482967746,-0.30241538008805013,0.684356199690618,-0.03180906908411936,-0.18645482249379502,-0.20269518935251912,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
신원,섬유의복,2015,26.79025315990121,-0.08248337973792688,-0.46777773529706035,-0.024605533346932808,0.03447222876298523,-0.3124230121990169,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코웨이,서비스업,2014,28.114464923725887,-0.2798952241337343,0.509662720930291,-0.029288547633334404,1.3776469480079474,1.703018910378568,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
삼양통상,기타제조업,2022,26.849123103130765,-0.40133103598517916,1.7770100494167371,-0.043308948203325724,-0.10613737067864006,-0.4221508350455147,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,일반배당기업
동아에스티,의약품,2016,27.695512779093303,-0.21432722641342694,0.09470716548350966,-0.03716517716703739,-0.24947682647086558,0.07969259003185027,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
STX엔진,기계,2017,27.429842731836555,1.4545500350346359,-1.9196538322327523,-0.048264064237255246,0.6664134177136911,0.6686728156049636,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
참엔지니어링,기계,2013,27.002622070160697,0.7972970550873726,-1.6662780359610718,0.05086689873054858,0.15404971623088987,-0.22205892279601874,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한창제지,종이목재,2013,25.788657872434033,0.4300795644562869,-1.395105048823728,-0.01631359061963457,0.1551822413643514,-0.209149767167019,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
동아에스티,의약품,2021,27.74075901116558,-0.2431656100569048,0.2623754373231798,-0.03053448721412015,0.2807070401976583,-0.1768768780945196,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
화천기공,기계,2014,26.523650190138152,-0.3408752971834883,1.0356165457234467,-0.015081972183455555,0.33051151253612404,-0.3479231901787662,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
디아이씨,운수장비,2013,27.03973188620154,0.166575388092109,-1.056958422376125,-0.032482162880635795,0.3275122190609489,-0.3237185233743917,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데손해보험,보험,2018,30.285318073060747,5.9264919699163405,-2.3069769071249513,-0.023202061175473,0.5242408545409805,-0.30758207883814204,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,무배당기업
넥센타이어,화학,2018,28.8072995270428,-0.09373034935888325,-0.429373270797471,-0.030720662094007672,0.25346529598976014,-0.30274114547726716,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
하나금융지주,기타금융,2012,30.41480654543696,-0.3532495854377806,1.1658170473196152,-0.1658549826031375,1.1458636762748886,-0.31726394555989185,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
동양,비금속광물,2012,28.855200656475887,3.111865726312904,-2.169282851480083,-0.01124390542885119,-0.28420079500040724,-0.15589950019739504,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
KISCO홀딩스,서비스업,2012,27.394897162528505,-0.39857828118284716,1.736732196404973,-0.04365265567388731,-0.2225067506792623,-0.46410559083976394,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동일고무벨트,화학,2016,26.34680896709732,-0.28070794221823225,0.5152828864668164,-0.04333759049253919,0.4146144497260021,-0.259172745229393,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
퍼시스,기타제조업,2014,26.649356813026355,-0.39021514992623857,1.6182403730098986,-0.0302480643219855,0.4802178365979482,-0.18010416700176954,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
교보증권,증권,2021,30.027916260219637,1.3737763441204944,-1.8971731700866512,0.006600240751137764,-3.3113421964131966,-0.42860541286001463,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
신대양제지,종이목재,2016,26.616944516512543,-0.3299429281113699,0.9278967062733794,-0.06216989565039271,-0.3212907756671437,-0.4350599906745145,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한성기업,음식료품,2021,26.021202631085956,0.4874941646192111,-1.448496621420718,-0.039986442654563734,-0.492527951534425,-0.21237705607426893,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
덕양산업,운수장비,2014,26.103333429451617,0.24682474475818691,-1.1801337170516368,-0.03634887192445363,-0.29354985886637147,-0.09135372205239627,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
STX중공업,기계,2022,26.75465035747591,-0.12089086340855874,-0.33102037390827893,-0.01859065261210507,-0.9589057578183462,-0.27208190085839273,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
티웨이홀딩스,전기전자,2017,26.41512501072345,0.1515269951726942,-1.0316676774617612,0.03773440912617468,0.8997724231691995,2.35331762518943,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
아이마켓코리아,유통업,2022,27.83392496005708,0.09403374487256061,-0.9244161851397377,-0.011286868862671388,-0.1605516973917491,-0.24142265623951834,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
남양유업,음식료품,2018,27.68234107176068,-0.3784176293448158,1.4622807793713226,-0.04282202928669681,-0.01017984352472512,-0.3398549679106414,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광동제약,의약품,2013,26.776942390015588,-0.30516813489038214,0.7073052089647626,0.02632045687460871,0.21565944907758255,-0.11394474440314584,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
농심,음식료품,2014,28.430387876794597,-0.31355748285939383,0.7789623195554597,-0.03520318035591501,0.04897728420364932,-0.1849451003626445,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
계양전기,기계,2015,26.077890873610112,-0.34318236787496653,1.0590339021256352,-0.028601132692211234,0.16244496311622378,-0.2333544339713935,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동원수산,"농업, 임업 및 어업",2022,25.5255608191199,-0.17862006412032072,-0.08607482594138617,-1.6128057172743447e-05,-0.3852377096879958,-0.24626358960039324,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
종근당바이오,의약품,2015,25.862838653819793,-0.3376768582703026,1.0033005938884265,-0.03172314221647896,0.6204170308478107,-0.1446039890220203,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대원강업,운수장비,2021,27.613904984109702,-0.24224802512279411,0.2567552717866547,-0.03212413426546748,-0.1611691924939774,-0.3382413234570164,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한미반도체,기계,2013,26.206935325981725,-0.3434969684238045,1.062312332021942,-0.017129895862218334,0.13693486229192692,-0.0703763441552717,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
선도전기,전기전자,2012,25.31796304222369,-0.3376506415578995,1.0033005938884265,-0.03212413426546748,-0.9994012714060055,-0.28015012312651755,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
선진,음식료품,2017,27.25537320968358,-0.15109251609700097,-0.20925012061689824,0.005898504665407864,0.2531793171724372,-0.1429903445683953,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국쉘석유,화학,2016,25.535232615805246,-0.35762777640910864,1.214056801508124,-0.04038743470355225,0.6735679352855513,2.1209528238674347,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한세실업,섬유의복,2014,27.38669694945383,-0.06832635504021956,-0.5136757538453498,-0.023474162923000925,0.21556407135025857,0.5815360151092154,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대성에너지,전기가스업,2015,27.164909459919823,-0.11210826475349957,-0.3638046728713427,-0.05783058883455269,-0.004934079831957532,-0.30758207883814204,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
수산중공업,기계,2015,25.50435732505792,-0.3382798426555753,1.0093891065529954,-0.048478881406356235,0.7948501860863811,-0.07521727751614665,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
화신,운수장비,2016,27.594504516960754,-0.04711703470606176,-0.5792443517714777,-0.0323532725791752,0.03397025757322611,-0.3543777679932661,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계건설,건설업,2011,26.920359328196923,0.10292121037723247,-0.9417450288773571,-0.005988045358180286,-0.4740584389927072,-0.43828727958176444,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태평양물산,섬유의복,2013,27.064042621418185,0.2341620726674598,-1.1623365261859735,0.022195967227869685,-0.5607240137188368,0.697718415770213,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
천일고속,운수창고업,2017,24.940453824244464,-0.31159122942915674,0.7616334758178406,-0.03988619464231661,-0.5239250897363061,0.7477413938325871,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
삼부토건,건설업,2013,28.09956319951157,8.220873772591439,-2.354748314185416,-0.035718741561757396,-0.19704018883624663,0.4072624141177188,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
SNT모티브,운수장비,2022,27.834359178982485,-0.32341496672298264,0.8670115796276892,-0.016442480921095164,0.38986650498987535,-0.3043547899308921,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,일반배당기업
일정실업,섬유의복,2021,24.445217090253298,-0.10523948610387122,-0.38862707065766267,-0.030004604863671038,-1.1298087120746443,-0.1768768780945196,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
상신브레이크,운수장비,2021,26.925074616440245,-0.0021815896470426905,-0.7042930349591648,-0.012432560431210006,0.07022435679357568,-0.3866506570657654,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신원,섬유의복,2014,26.78259972061229,-0.05642396760918418,-0.5511435240888514,-0.02778482744962747,-0.01896138945584953,-0.2979002121163922,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
삼성엔지니어링,서비스업,2017,29.254920871379614,0.6736066059692556,-1.5913424954740683,-0.06269977800084182,-0.4332632982755496,0.5121493036033417,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,무배당기업
대한제당,음식료품,2013,28.08212705966974,0.23819944637754667,-1.1679566917224988,-0.0438674728429883,0.2331630257985065,-0.3559914124468911,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일신방직,섬유의복,2022,27.79377410613198,-0.34779650925792305,1.1072736563141439,-0.034028846498162936,-0.17212436521929736,-0.40924167941651496,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,고배당기업
DB하이텍,전기전자,2018,27.69543510431224,-0.1881629474350716,-0.04017680739309669,-0.034329590534904315,1.5171035775912975,-0.11394474440314584,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
셀트리온,의약품,2022,29.404557602434732,-0.327530990570279,0.9054160441272782,-0.004226544571552162,-0.19230145986038938,2.32427202502418,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
한화투자증권,증권,2016,29.533373631417668,1.4401308432128967,-1.915907055208402,-0.052402875028601,-3.365026284587342,-0.4173099016846399,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
화성산업,건설업,2013,26.762284377336474,-0.22622961384446233,0.16121245766572498,-0.031551288481198175,0.4072817991160615,-0.4657192352933889,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
세방전지,전기전자,2013,27.49194019425614,-0.33689035689820773,0.9953386927116824,-0.01986523448210428,0.1374791917150648,-0.18978603372351935,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
현대제철,철강금속,2012,30.76439947357267,-0.0768467865712471,-0.48651162041881113,-0.042564248683775625,0.7405761229081753,-0.2753091897656426,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
샘표,음식료품,2016,25.49885118745057,-0.4021437540696772,1.7891870747458753,-0.16420805097336325,1.3828594957854055,0.09421539011447495,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
농심홀딩스,서비스업,2015,27.712350754535738,-0.32409660124546485,0.873100092292258,-0.009296229762335542,-0.20055311059476266,-0.17364958918726967,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동성제약,의약품,2015,25.544483206485815,-0.12532148780469307,-0.31369153017065915,-0.029188299621087273,-1.100576983765305,0.2684889911059715,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
영풍,철강금속,2015,29.014282973905114,-0.3407966470462788,1.0346798514673594,-0.041404235970630275,0.26155935005148206,-0.06230812188714689,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
한화솔루션,화학,2022,30.80203763459058,-0.05760371966732643,-0.5473967470645013,0.006986911655519547,-0.27265972145382006,-0.24787723405401824,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,무배당기업
일신방직,섬유의복,2017,27.521064394994337,-0.3556877396912747,1.1925128336181106,-0.027870754317267866,0.22730029770500557,-0.3689005680758908,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동원시스템즈,전기전자,2012,26.758443405127256,0.538433236818554,-1.492052904328789,-0.046788986342761775,-0.5865018699529664,-0.047785321804522204,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한화섬,화학,2015,26.97024144580446,-0.3616389334067923,1.2594864729283697,-0.03988619464231661,-0.5164979084133338,-0.4415145684890144,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
풍산,철강금속,2022,28.853412411252297,-0.2057281447451899,0.04880914693521985,0.003105881467094987,-0.16096995235476602,-0.4044007460556401,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
율촌화학,화학,2013,26.98259398594699,-0.25905293777322075,0.3640067641086784,-0.01979362875907062,0.15148128770725658,-0.26401367859026786,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
조선내화,비금속광물,2011,27.773971416171467,-0.2025297058320042,0.031948650325644104,-0.018576331467498337,-0.03864308797671577,-0.3624459902613909,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,고배당기업
현대차증권,증권,2021,29.706139325461457,1.1125530217353916,-1.810997298526597,-0.029990283719064308,3.2936402843754626,-0.39471887933389027,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
동원산업,"농업, 임업 및 어업",2021,28.74678695428765,-0.15080413226056621,-0.2106551620010296,-0.03488811517456689,1.1195106819528422,-0.16719501137276988,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
현대미포조선,운수장비,2012,29.675201878765638,-0.09213112990229039,-0.4349934363339962,-0.03858297048310393,-0.8428777118434579,-0.2769228342192676,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
아세아시멘트,비금속광물,2015,27.41945703799091,-0.3503133136486265,1.1339694426126392,-0.024061329851876968,0.6773469361389275,-0.31565030110626685,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
조일알미늄,철강금속,2021,26.575288932816463,-0.14225748401713548,-0.24624954373235614,0.025532793921238403,-0.6707352113544277,-0.11878567776402078,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
코웨이,서비스업,2022,29.104656458566694,-0.19393062416376716,-0.011607632582426648,-0.024619854491539542,0.49015782103881006,0.2717162800132215,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
삼양통상,기타제조업,2021,26.852346081414307,-0.3928106044541516,1.6543031018692695,-0.03212413426546748,0.39764547048691273,-0.37535514589039065,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국콜마,화학,2021,28.588851927605997,-0.18638021099165658,-0.04907540282592825,-0.0034961661966087963,-0.2849263977986149,0.04741970095935095,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
대한화섬,화학,2017,27.049302869075426,-0.3763465090649661,1.4360533402008713,-0.023617374369068248,0.058779237413346425,-0.44635550184988926,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한솔홈데코,종이목재,2013,26.359414612450895,-0.09755798936974484,-0.4162595512122454,0.0017453727294553753,-0.08562814812611458,-0.2736955453120177,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
남해화학,화학,2013,26.945945202877617,-0.3159169869756784,0.7995695931893861,-0.039657056328608886,0.08261825347657265,-0.2172179894351438,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전기,전기전자,2011,29.62284133463952,-0.19317033950407544,-0.01582275673482042,-0.051386073761522974,0.2664479445799817,0.2281478797653473,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,일반배당기업
화인베스틸,철강금속,2016,26.146054286441927,-0.10487245213022696,-0.39003211204179405,-0.06599364126039034,0.1920243369884444,-0.2753091897656427,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
현대홈쇼핑,유통업,2013,27.98802525447679,-0.36457520519594644,1.2936758132755652,-0.02470578135917994,0.47377018513815544,-0.025194299453772703,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
남선알미늄,철강금속,2012,26.19014436041505,0.3229580775769683,-1.2789549610688726,-0.029216941910300737,-0.35482411302201994,-0.18010416700176954,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한제분,음식료품,2016,27.488876025410317,-0.34530592157962264,1.0810462171436925,-0.03530342836816214,0.43660661447034055,-0.3898779459730154,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
콤텍시스템,서비스업,2021,26.578739311753623,-0.1425983012783766,-0.24484450234822477,0.05421804656852402,0.007705666824276725,-0.3495368346323912,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
도화엔지니어링,서비스업,2014,26.533271347183163,-0.2799738742709438,0.510131068058335,-0.05362017232017328,-0.19276870613719713,-0.2849910564873924,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광전자,전기전자,2022,26.2361109733282,-0.40342837297743206,1.808857654123714,-0.04989667472242277,0.4785653361150996,-0.3221048789207667,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,일반배당기업
키움증권,증권,2011,29.14725202489165,1.0222102307940963,-1.7749345696672267,-0.023130455452439337,0.9033643672183853,0.011919522979601626,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
티에이치엔,전기전자,2016,26.02438376824953,0.7665186347260607,-1.6489491922234523,-0.022987244006372014,-0.3152055377691353,-0.3479231901787662,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
