,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
남해화학,화학,2013,504051964000.0,42.27,70.29,-5.26,0.0533922482190407,1.04,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
삼성전기,전기전자,2011,7328861760000.0,89.09,52.88,-13.45,0.0810813095801447,2.42,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,일반배당기업
화인베스틸,철강금속,2016,226509854000.0,122.77,44.89,-23.65,0.0698713694178801,0.8599999999999999,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
현대홈쇼핑,유통업,2013,1429041784000.0,23.71,80.84,5.18,0.1123088996711688,1.6349999999999998,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
남선알미늄,철강금속,2012,236720122000.0,285.96,25.91,2.03,-0.0124968279972303,1.155,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한제분,음식료품,2016,867495382000.0,31.06,76.3,-2.22,0.1067111946299304,0.505,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
콤텍시스템,서비스업,2021,349140170000.0,108.38,47.99,60.29,0.0421086563461282,0.63,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
도화엔지니어링,서비스업,2014,333620964000.0,55.98,64.11,-15.01,0.0119125156631928,0.8300000000000001,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
광전자,전기전자,2022,247855307000.0,8.89,91.84,-12.41,0.1130311618304501,0.7150000000000001,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,일반배당기업
키움증권,증권,2011,4555024498000.0,552.68,15.32,6.28,0.1770158553136144,1.75,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
티에이치엔,전기전자,2016,200560898000.0,455.15,18.01,6.38,-0.0065293417079804,0.635,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계건설,건설업,2017,678555969000.0,324.96,23.53,-25.99,-0.0584933703959834,0.92,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성제약,의약품,2021,145456078000.0,14.29,87.5,13.74,-0.1304670413887655,4.8100000000000005,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
한익스프레스,운수창고업,2017,188215330000.0,198.59,33.49,12.81,0.0031339068223082,1.23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼성물산,유통업,2022,58981492467000.0,84.52,54.19,25.27,0.0079183222392495,0.925,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
미래에셋증권,증권,2016,55948699211000.0,748.29,11.79,-16.21,0.6401089101794154,0.435,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
인디에프,섬유의복,2015,167142676000.0,121.46,45.15,-8.44,0.0206122227707438,2.255,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
태원물산,운수장비,2011,47711093000.0,65.02,60.6,18.86,0.0882329292728639,0.51,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
대성에너지,전기가스업,2012,644594045000.0,140.09,41.65,11.59,0.035895000169764,0.655,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
코스모신소재,화학,2017,197678366000.0,166.68,37.5,65.34,-0.0039634794066941,2.465,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
진흥기업,건설업,2021,334617162000.0,95.74,51.09,17.76,0.1156495694499814,2.75,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
신세계푸드,서비스업,2021,879467974000.0,208.78,32.39,7.47,0.0546279751592506,1.24,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
한창,유통업,2021,134278398000.0,262.9,27.56,-1.69,-0.1002386081862089,5.58,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
경농,화학,2013,255984725000.0,56.89,63.74,43.36,0.0945376760821172,0.505,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
LG이노텍,전기전자,2011,4409966704000.0,232.87,30.04,10.95,0.0639605556347952,1.7599999999999998,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
페이퍼코리아,종이목재,2011,418284547000.0,253.3,28.3,13.37,-0.1286804108438474,6.36,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
한진중공업홀딩스,기타금융,2018,1873603000000.0,410.45,19.59,4.33,0.0604268696822314,0.3249999999999999,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
하나금융지주,기타금융,2011,16604391000000.0,28.05,78.09,-80.05,-0.2958364705688221,0.74,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
삼아알미늄,철강금속,2021,227237961000.0,86.22,53.7,28.4,0.0625761198092111,2.515,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국주강,기계,2015,70437858000.0,6.53,93.87,-5.84,0.1674891574919484,0.535,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
조흥,음식료품,2017,168471957000.0,39.94,71.46,25.01,0.0557752423568165,1.475,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
우진플라임,기계,2014,357473069000.0,332.02,23.15,-3.49,-0.013087953361648,0.595,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대한방직,섬유의복,2021,232612120000.0,66.79,59.96,14.34,-0.0471141894159791,1.73,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
에이엔피,전기전자,2021,82030111000.0,173.69,36.54,-15.59,-0.1276968354939279,1.5699999999999998,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,무배당기업
화신,운수장비,2021,870753098000.0,201.88,33.13,13.91,0.0306904452657847,0.8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
미원화학,화학,2017,95655842000.0,14.79,87.11,7.98,0.0956153141909664,1.95,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
벽산,비금속광물,2021,505440465000.0,74.1,57.44,6.14,0.0157227423790022,1.24,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국타이어앤테크놀로지,화학,2022,12581364159000.0,41.75,70.55,17.55,0.03216391559865,0.93,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
한솔테크닉스,전기전자,2016,511496449000.0,137.66,42.08,23.81,0.0345693534825096,2.745,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
세아홀딩스,철강금속,2021,5537774299000.0,93.44,51.7,41.06,-0.0097021649766334,0.4449999999999999,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
한미사이언스,기타금융,2022,1109690934000.0,53.11,65.31,10.09,0.0047740126156807,6.21,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,일반배당기업
남해화학,화학,2014,520015616000.0,41.22,70.81,-10.05,0.0501486223257674,1.21,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
모나미,유통업,2021,202507880000.0,93.7,51.63,3.5,0.0367772975173708,1.335,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
대림통상,기계,2016,230655433000.0,97.87,50.54,3.98,0.0762339677210259,0.8400000000000001,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대글로비스,운수창고업,2014,6196213723000.0,123.6,44.72,8.25,0.0265484846232066,4.19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
키다리스튜디오,서비스업,2021,290122175000.0,30.23,76.79,161.76,0.1450311067609206,2.27,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코스맥스,화학,2016,665916424000.0,221.21,31.13,41.93,0.0310037749306996,6.955,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
천일고속,운수창고업,2013,60338619000.0,35.36,73.88,3.3,0.0414413349916028,1.415,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
컨버즈,종이목재,2018,67466710000.0,5148.88,1.91,-1.71,-0.1182290113915005,58.36,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신흥,유통업,2011,142045998000.0,82.53,54.79,0.0,4.272153699897471e-05,1.195,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
한진,운수창고업,2016,2537558489000.0,229.44,30.35,7.5,0.0231863144251752,0.61,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
대성산업,유통업,2012,2652193606000.0,332.32,23.13,7.34,-0.3538357037354963,0.24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코아스,기타제조업,2015,89438043000.0,190.4,34.43,-2.35,0.1124462348631484,2.805,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
디와이파워,기계,2018,258539786000.0,72.15,58.09,18.87,0.0608863112263013,1.42,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
무림페이퍼,종이목재,2011,2257628667000.0,245.43,28.95,14.95,-0.1509200353293986,0.7000000000000001,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
흥아해운,운수창고업,2012,533571353000.0,328.0,23.36,6.16,0.0348963297760886,0.6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
엔씨소프트,서비스업,2021,4581889369000.0,45.4,68.78,-4.44,0.1693883281871944,5.845,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
대림통상,기계,2015,233526337000.0,96.96,50.77,0.78,0.0250225645193912,0.82,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국가스공사,전기가스업,2013,43666375501000.0,388.83,20.46,8.65,0.0357339941521228,0.63,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,무배당기업
고려산업,음식료품,2022,274703528000.0,160.0,38.46,30.39,-0.0639802692648532,1.96,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,일반배당기업
제일기획,서비스업,2016,2151431627000.0,177.14,36.08,15.17,0.030874153830339,3.93,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
삼화왕관,기계,2012,126023933000.0,23.33,81.08,2.03,0.1031422044472029,0.4549999999999999,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
천일고속,운수창고업,2014,62273002000.0,34.62,74.28,5.33,0.0668520029770399,1.4500000000000002,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대교,서비스업,2015,820643070000.0,27.43,78.47,0.33,0.064295459422185,1.6349999999999998,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
후성,화학,2015,261388269000.0,166.74,37.49,15.09,0.1609640183477232,4.335,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
효성,화학,2016,14120801415000.0,267.61,27.2,-4.25,0.1519759955377846,1.435,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,고배당기업
웅진씽크빅,서비스업,2014,465783924000.0,91.15,52.32,-0.91,0.0352509228799393,1.265,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,무배당기업
대한방직,섬유의복,2015,370516547000.0,126.26,44.2,0.0,-0.0376888022415458,0.605,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
조선선재,기계,2012,50151407000.0,25.05,79.96,-2.91,0.0436174565338416,1.375,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한익스프레스,운수창고업,2016,146825373000.0,156.34,39.01,7.15,0.0081191691796855,2.42,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태원물산,운수장비,2018,38346073000.0,19.06,83.99,-12.07,0.0415681978753075,1.09,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
두산,서비스업,2014,31369299869000.0,252.37,28.38,-6.69,0.0315996827480386,1.6,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
세방,운수창고업,2018,988929794000.0,21.22,82.49,-2.17,0.0385351450035657,0.525,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한미약품,의약품,2021,1936728687000.0,108.64,47.93,11.84,0.1678238154656586,8.355,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
휴비스,화학,2021,843415197000.0,80.28,55.47,0.0,-0.013346698707327,0.8999999999999999,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
동일산업,철강금속,2017,396773738000.0,15.09,86.89,24.54,0.0639086658283557,0.525,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
황금에스티,철강금속,2013,253730129000.0,47.68,67.71,3.52,0.0354834094667607,0.375,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태광산업,화학,2021,4923803145000.0,23.95,80.67,48.91,0.111731427741904,0.35,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
무학,음식료품,2014,534230440000.0,28.71,77.69,20.86,0.4422550009334771,1.945,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동방,운수창고업,2016,588528837000.0,294.77,25.33,-8.69,0.0473696384292056,0.54,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
다우기술,서비스업,2017,13126401794000.0,586.89,14.56,17.15,-0.6300744238849136,1.88,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,고배당기업
한국화장품제조,화학,2014,46884011000.0,41.5,70.67,13.96,-0.0065781582437329,1.3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대성홀딩스,서비스업,2015,1139355864000.0,112.92,46.96,-17.16,0.0547602414362076,0.905,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
서연,운수장비,2014,2266575394000.0,155.84,39.09,-33.35,0.0583785298952273,1.475,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼양식품,음식료품,2016,326695948000.0,84.01,54.34,23.54,0.1034467565220634,1.765,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
인스코비,통신업,2018,57443802000.0,85.94,53.78,18.21,0.0466095601927648,28.665,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
에이블씨엔씨,화학,2021,193817470000.0,69.04,59.16,-14.49,0.0167703793066111,2.305,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,무배당기업
티와이홀딩스,기타금융,2022,2282963063000.0,47.63,67.73,19.79,0.108780232661202,1.16,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
에쓰씨엔지니어링,건설업,2016,405773646000.0,149.02,40.16,-24.44,0.0052546405625832,1.96,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
유수홀딩스,서비스업,2016,473581040000.0,72.05,58.12,-13.44,0.0364161637800981,1.255,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대원화성,화학,2014,117653986000.0,160.32,38.41,21.62,0.022068664328132,1.62,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
신영와코루,섬유의복,2013,303347615000.0,13.01,88.49,-3.51,0.0389020412446261,0.38,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
화인베스틸,철강금속,2017,215737385000.0,116.53,46.18,-21.88,0.1148002429194213,0.965,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
대교,서비스업,2016,848138969000.0,27.96,78.15,0.92,0.1044855778872369,1.605,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
대창,철강금속,2017,563388104000.0,189.68,34.52,20.25,0.0109458967479517,0.69,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
경농,화학,2022,448632689000.0,72.23,58.06,33.79,0.0733427422667024,1.075,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,고배당기업
SH에너지화학,화학,2022,124160292000.0,31.94,75.79,19.71,-0.0194429983411099,1.585,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,일반배당기업
현대모비스,운수장비,2016,41711608000000.0,46.06,68.47,6.22,0.052736381991987,1.2999999999999998,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
대한화섬,화학,2011,467635475000.0,34.11,74.56,33.41,0.0091436683071577,0.38,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
알루코,철강금속,2015,429140447000.0,161.31,38.27,13.56,0.1501660352448065,2.38,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동아지질,건설업,2017,257634756000.0,64.9,60.64,5.12,0.112021210025796,0.95,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데하이마트,유통업,2022,2464219074000.0,90.24,52.56,-13.77,0.0169373770794625,0.345,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
백산,화학,2017,191846950000.0,53.43,65.18,5.27,0.1002291676923077,1.655,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대창,철강금속,2015,539125755000.0,261.6,27.66,-23.19,0.1030922943063944,0.65,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
써니전자,전기전자,2015,41052607000.0,45.97,68.51,-10.94,0.1345921299455786,4.105,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
한국카본,기계,2021,498355905000.0,28.11,78.06,-10.65,0.06934564267355,1.325,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
환인제약,의약품,2015,235050406000.0,13.77,87.89,20.45,0.1095428370072761,2.1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
동일산업,철강금속,2015,347524136000.0,10.07,90.85,0.0,0.1356216908722102,0.49,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
제주은행,은행,2022,7311029000000.0,1300.97,7.14,34.7,0.4150869451621331,0.67,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
STX엔진,기계,2011,3513992968000.0,243.28,29.13,9.1,-0.0486306745148997,1.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
인천도시가스,전기가스업,2021,360580638000.0,88.39,53.08,0.0,0.0799984818118519,0.6599999999999999,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
롯데쇼핑,유통업,2018,26259308858000.0,111.3,47.33,-1.98,0.0097231983138342,0.56,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
한국주강,기계,2021,50194780000.0,78.87,55.91,33.71,-0.0855730512153592,2.035,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,무배당기업
티에이치엔,전기전자,2012,170851911000.0,329.94,23.26,11.53,-0.1459661921929888,0.6900000000000001,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
삼진제약,의약품,2022,406556944000.0,47.38,67.85,0.0,0.0644778798817398,1.41,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,고배당기업
인팩,운수장비,2014,164019435000.0,74.92,57.17,-0.28,0.0453300168864736,1.28,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한국쉘석유,화학,2018,144599598000.0,45.25,68.85,4.38,0.1359428131879139,6.095,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
대한방직,섬유의복,2011,272312547000.0,214.47,31.8,-5.23,-0.0068634275177173,0.35,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
국제약품,의약품,2011,142910369000.0,93.46,51.69,0.0,-0.0131690905650844,0.61,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
미원상사,화학,2017,290102776000.0,40.03,71.42,5.6,0.0959072629691322,1.27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
영화금속,운수장비,2014,104415472000.0,98.68,50.33,39.36,0.07445857478617,1.04,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
페이퍼코리아,종이목재,2022,501830145000.0,714.46,12.28,-5.82,6.354324330290012e-06,5.065,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
삼정펄프,종이목재,2013,181329867000.0,18.93,84.09,-10.09,0.1184250471015545,0.845,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대영포장,종이목재,2017,207669261000.0,60.68,62.24,16.83,0.0055808021211975,0.795,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
모나리자,종이목재,2017,82624169000.0,18.03,84.73,-3.33,0.0676463355808233,3.87,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한양증권,증권,2011,733994802000.0,181.72,35.5,14.42,-0.8163347816614489,0.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
인팩,운수장비,2016,201399503000.0,84.27,54.27,5.05,0.0642302564923629,0.845,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
종근당,의약품,2016,641698870000.0,81.14,55.21,40.42,0.0694556803169401,3.91,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
제일기획,서비스업,2015,1866861902000.0,133.26,42.87,5.27,0.0364815299982202,4.555,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
세방전지,전기전자,2017,1145352882000.0,28.67,77.72,15.76,0.0749009540841468,0.585,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,고배당기업
우진,의료정밀,2014,176954856000.0,51.08,66.19,35.88,-0.0882685465301187,1.765,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한독,의약품,2021,841561832000.0,119.16,45.63,2.79,0.0719207656222501,1.0550000000000002,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
경동인베스트,기타금융,2017,599276331000.0,49.67,66.81,-83.5,0.3083925436168998,0.535,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
텔코웨어,서비스업,2017,119150756000.0,10.49,90.51,1.24,0.2372152889523711,1.17,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
풍산,철강금속,2014,2859105521000.0,172.72,36.67,-0.72,0.0117628465900817,0.745,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
성신양회,비금속광물,2011,1151105428000.0,243.18,29.14,-6.9,-0.0145445137173924,0.23,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
