회사명,거래소코드,회계년도,[공통]자산(*)(IFRS),[공통]부채비율(IFRS),[공통]자기자본구성비율(IFRS),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[공통]PBR(최고)(IFRS),[공통]PBR(최저)(IFRS),[공통]매출액(영업수익)(*),[공통]평균배당률(IFRS)
(주)국보,001140,2018/12,45599283,293.84,25.39,-10.36,-5954554,11.05,2.79,66929948,0
(주)금비,008870,2018/09,149863024,79.4,55.74,12.96,7260805,1.1,0.79,90793198,19.43
(주)금양,001570,2018/12,155507052,216.15,31.63,0.58,-528376,2.8,1.94,151676398,14.14
(주)금호에이치티,214330,2018/12,230268876,75.69,56.92,14.36,18944987,0.73,0.35,189250383,0
(주)까뮤이앤씨,013700,2018/12,142240175,138.81,41.87,-32.46,-6807595,1.27,0.08,116296828,2.94
(주)나이스홀딩스,034310,2018/12,423389599,25.88,79.44,7.65,24167521,2.49,1.6,40325277,36
(주)남선알미늄,008350,2018/12,294949630,74.66,57.26,-13.19,24353843,2.22,0.63,347834921,0
(주)남성,004270,2018/12,168663357,102.96,49.27,-18.8,-465011,1.1,0.41,63605003,1.74
(주)넥센,005720,2018/12,660401955,18.24,84.58,61.17,26119849,0.81,0.51,341728815,14.79
(주)노루페인트,090350,2018/12,555644322,90.72,52.43,11.96,17976429,0.94,0.54,537142428,50.02
(주)노루홀딩스,000320,2018/12,359065830,18.17,84.63,-23.06,7440419,0.76,0.52,32516984,55.18
(주)녹십자,006280,2018/12,1580579529,49.63,66.83,3.91,12215513,3.17,1.45,1141422783,19.53
(주)녹십자홀딩스,005250,2018/12,993043941,70.23,58.74,21.43,59735500,3.82,1.8,140083966,42.71
(주)농심,004370,2018/12,2406700249,27.05,78.71,0.13,105931161,1.18,0.69,1857814054,76.05
(주)농심홀딩스,072710,2018/12,581585726,5.56,94.73,-5.08,13580211,1.01,0.56,18121130,40
(주)다우기술,023590,2018/12,753409272,46.48,68.27,5.7,51639085,2.44,1.6,192269486,0
(주)다이나믹디자인,145210,2018/12,134387418,1765.77,5.36,-24.63,6455313,33.08,10.4,75650210,0
(주)대교,019680,2018/12,797454116,24.1,80.58,-6.78,62843727,1.53,1.09,705493709,18.77
(주)대구백화점,006370,2018/12,457145121,41.05,70.89,0,-11899909,0.42,0.29,106226540,2.14
(주)대덕,008060,2018/12,1122348046,14.53,87.31,15.34,33831033,0.53,0.38,590731702,51.34
(주)대동,000490,2018/12,551959996,205.83,32.7,4.93,31356254,1.67,0.71,475866754,4.37
(주)대양금속,009190,2018/12,92308411,191.42,34.31,-4.53,8961589,7.74,2.49,165044206,0
(주)대우건설,047040,2018/12,8137774312,269.61,27.06,-9.95,68841874,1.43,0.83,10204674621,0
(주)대웅,003090,2018/12,344459714,5.41,94.87,-12.51,6543599,4.5,2.5,47887031,14.85
(주)대웅제약,069620,2018/12,1076308746,99.92,50.02,8.86,53761451,5.72,3.32,943522107,21.38
(주)대유에이텍,002880,2018/12,370892754,295.3,25.3,3.05,6894125,1.91,0.83,386822181,0
(주)대유플러스,000300,2018/12,205919142,113.04,46.94,63.11,11896886,1.42,0.65,68748620,0
(주)대창,012800,2018/12,420495768,141.42,41.42,2.37,9458629,0.82,0.43,453110792,5.06
(주)대한항공,003490,2018/12,24368468723,744.67,11.84,7.15,2581323985,1.47,0.93,12646864991,5.01
(주)대현,016090,2018/12,258971501,39.5,71.68,0.92,16871328,0.72,0.44,286316282,13.17
(주)대호에이엘,069460,2018/12,88671126,203.41,32.96,4.82,6647773,8.34,1.03,132411332,0
(주)더메디팜,118000,2018/12,49381964,166.61,37.51,44.07,-2723715,5.83,2.39,12261187,0
(주)더존비즈온,012510,2018/12,276070616,55.39,64.36,10.58,61714297,13.34,6.27,223090877,88.12
(주)덕성,004830,2018/12,98321166,56.47,63.91,-16.91,537629,1.46,0.66,79922736,3.71
(주)덴티움,145720,2018/12,435429799,113.28,46.89,18.94,-4195158,5.59,2.89,145739045,20.92
(주)도화엔지니어링,002150,2018/12,372821911,49.08,67.08,0.76,28409837,1.58,0.65,401239892,43.73
(주)동남합성,023450,2018/12,90617452,47.32,67.88,1.33,16364663,1.51,1.3,139266809,50.04
(주)동방,004140,2018/12,466695619,315.16,24.09,14.62,16810129,1,0.4,474418754,0.62
(주)동방아그로,007590,2018/12,184778150,39.84,71.51,0.71,2773738,1.15,0.64,120665547,42.6
(주)동서,026960,2018/12,1394425636,10.32,90.65,-1.62,86882827,2.49,1.36,495108546,138.56
(주)동성케미컬,102260,2018/12,384792114,49.91,66.71,6.07,13474417,1.34,0.89,325020893,19.36
(주)동아지질,028100,2018/12,284393541,62.2,61.65,6.18,53298173,1.89,0.77,360734225,39.3
(주)동양,001520,2018/12,913713631,7.06,93.41,-15.01,38295832,0.68,0.42,359248327,8.56
(주)동양고속,084670,2018/12,195267781,69.41,59.03,-6.76,9414782,1.01,0.6,132213672,8.13
(주)동원에프앤비,049770,2018/12,1029298805,88.23,53.13,4.04,47682217,2.46,1.49,1632631810,60
(주)두산,000150,2018/12,4734223086,105.34,48.7,11.22,80359284,1.64,1.05,2919400699,19.09
(주)두올,016740,2018/12,219833556,54.96,64.53,13.41,23325847,1.91,0.61,209597012,3.14
(주)디비아이엔씨,012030,2018/12,288195834,94.83,51.33,3.66,9328579,1.75,0.87,206838971,0
(주)디아이,003160,2018/12,164688452,42.57,70.14,-1.06,-4299732,1.93,0.9,80608154,8.31
(주)디아이씨,092200,2018/12,542793333,269.1,27.09,-0.35,31776734,1.59,0.78,362351958,9.91
(주)디알비동일,004840,2018/12,274239860,27.44,78.47,-8.98,13216881,0.81,0.56,111036815,23.57
(주)디엔오토모티브,007340,2018/12,357756951,7.55,92.98,9.36,69001410,1.22,0.92,145490957,174.65
(주)디지비금융지주,139130,2018/12,3639454240,33.27,75.04,14.48,60966968,0.85,0.52,131682673,7.2
(주)락앤락,115390,2018/12,616426328,5.88,94.44,-13.74,21236690,2.83,1.36,141324139,15.76
(주)마니커,027740,2018/12,191331707,86.06,53.75,13.54,2924311,2.12,0.77,269905593,0
(주)메리츠금융지주,138040,2018/12,1572966862,33.43,74.95,8.43,129290587,2.26,1.31,158339610,90.68
(주)메타랩스,090370,2018/12,94348739,36.21,73.42,-31.92,-9602718,4.15,1.04,18522860,0
(주)모나리자,012690,2018/12,77510035,20.14,83.24,-3.69,1989757,3.18,1.24,113031339,9.68
(주)모나미,005360,2018/12,128522683,136.92,42.21,-2.28,3585941,1.4,0.77,100850699,6.76
(주)모토닉,009680,2018/12,433308277,9.11,91.65,-6.66,20379315,0.99,0.66,187940437,40.15
(주)무학,033920,2018/12,618960531,22.03,81.95,-23.25,-14062862,1.22,0.62,177541871,173.08
(주)미래아이앤지,007120,2018/12,57637429,4.41,95.77,-19.66,-3026903,1.57,0.61,6453616,0
(주)방림,003610,2018/09,224923618,21.13,82.56,-6.49,3412152,0.63,0.42,100626040,10.7
(주)백산,035150,2018/12,240815078,78.95,55.88,7.26,6535705,1.4,0.88,191665660,16.9
(주)벽산,007210,2018/12,370360064,58.85,62.95,6.7,-4713026,1.38,0.58,267776172,2.55
(주)보락,002760,2018/12,53313420,21.83,82.08,0.92,3377012,6.6,1.49,33763267,2.5
(주)보령,003850,2018/12,451316774,75.33,57.03,8.91,38983685,2.4,0.33,460401670,11.41
(주)비비안,002070,2018/12,127750313,27.42,78.48,-1.11,3061254,0.62,0.41,183178185,13.23
(주)비상교육,100220,2018/12,250292905,17.69,84.97,6.06,27026932,1.13,0.47,140592964,37.67
(주)비와이씨,001460,2018/12,727890891,78.88,55.9,0.93,47881109,0.64,0.48,197123732,20.12
(주)비지에프,027410,2018/12,1487846481,2.66,97.41,1446.9,37538937,0.93,0.42,86754836,3.5
(주)비지에프리테일,282330,2018/12,1435845971,190.47,34.43,0,345926372,10.06,6.26,5774158186,267.86
(주)빙그레,005180,2018/12,648465581,20.05,83.3,-0.38,69407950,1.52,1.12,838159210,23.99
(주)사조대림,003960,2018/12,347712772,74.03,57.46,-8.65,-6816217,1.01,0.56,431028398,3
(주)사조오양,006090,2018/12,308290136,98,50.51,-4.53,8054203,0.93,0.55,296145759,1
(주)삼성출판사,068290,2018/12,77341546,12.52,88.87,0.85,4035939,2.93,1.3,47697313,20
(주)삼양사,145990,2018/12,1641119232,55.12,64.46,2.58,28537376,1.13,0.55,1666024095,28.22
(주)삼양패키징,272550,2018/12,545964474,105.69,48.62,9.85,42527807,1.45,0.87,366291688,10
(주)삼양홀딩스,000070,2018/12,1590709925,14.67,87.21,-9.32,89857596,1.03,0.47,83056995,34.93
(주)삼영,003720,2018/12,81963596,78.73,55.95,2.12,-2369802,0.96,0.5,89805317,0
(주)삼원강재,023000,2018/12,253757378,23.99,80.65,3.84,10518810,0.69,0.5,286791821,23
(주)삼익악기,002450,2018/12,311371380,78.74,55.95,-29.01,-10588767,1.54,0.74,97083969,9.23
(주)삼일씨엔에스,004440,2018/12,338910391,22.57,81.59,-6.92,15873183,0.85,0.42,205638035,0
(주)삼천리,004690,2018/12,2592381487,104.8,48.83,0.59,125819422,0.41,0.29,2534706863,52.73
(주)상상인증권,001290,2018/12,468977566,369.2,21.31,-26.23,148542515,2.57,0.89,34253304,0
(주)서연,007860,2018/12,356717196,4.59,95.61,20.3,1793362,0.57,0.22,13968974,9.25
(주)서연이화,200880,2018/12,1091946930,65.3,60.5,0.93,-25210405,0.46,0.15,936607045,20
(주)서원,021050,2018/12,174438824,117.53,45.97,0.94,3269316,0.9,0.55,203910372,2.94
(주)서흥,008490,2018/12,424342806,85.28,53.97,10.39,15879287,2.25,1.18,285039698,63.96
(주)선앤엘,002820,2018/12,498723659,95.11,51.25,-6.36,14168814,0.49,0.22,305040565,6.75
(주)선진,136490,2018/12,780044524,123.44,44.76,7.53,-22085179,1.23,0.69,746427050,10
(주)성안,011300,2018/12,162602155,80.99,55.25,42.41,-13981458,0.62,0.27,62395663,0
(주)세아베스틸지주,001430,2018/12,2667885807,58.86,62.95,5.96,49202655,0.71,0.33,2042371454,13.8
(주)세아제강,306200,2018/12,1054118541,,,,14979000,,,433409063,
(주)세아제강지주,003030,2018/12,708156138,6.23,94.14,-99.35,26259887,1.04,0.43,10796568,35.12
(주)세아특수강,019440,2018/12,409085510,30.52,76.61,-3.91,28460478,0.59,0.41,594482379,17.68
(주)세아홀딩스,058650,2018/12,1039184692,13.13,88.39,23.86,35229497,0.72,0.42,53196802,49.99
(주)세우글로벌,013000,2018/12,45549136,28.69,77.71,-15.13,5533259,1.58,0.74,28386024,0
(주)세원정공,021820,2018/06,268318643,13.22,88.33,2.29,16766050,0.98,0.45,54947970,20
(주)세이브존아이앤씨,067830,2018/12,574690418,32.52,75.46,-2.51,9112359,0.48,0.3,172308540,4.6
(주)세진중공업,075580,2018/12,351232399,125.35,44.38,-16.09,20181632,1.3,0.71,210536071,3.49
(주)셀트리온,068270,2018/12,3370639262,29.44,77.26,3.98,352384457,28.49,14.32,861884226,1.99
(주)수산중공업,017550,2018/12,175148420,82.33,54.84,-17.39,5267722,1.56,0.76,80001435,0
(주)시디즈,134790,2018/12,72030521,186.58,34.89,1025.83,6790908,7.78,2.9,140959207,50.37
(주)신도리코,029530,2018/12,932011634,7.34,93.16,-1.35,38007060,0.87,0.5,524068949,31.21
(주)신성이엔지,011930,2018/12,344411291,248.39,28.7,-63.91,-56053264,4.35,1.73,320628826,0
(주)신세계,004170,2018/12,6089701363,93.93,51.57,4.43,366246170,1.51,0.78,1739326807,39.96
(주)신세계아이앤씨,035510,2018/12,305761482,59.03,62.88,16.67,13753810,1.81,0.72,373531202,28.54
(주)신세계인터내셔날,031430,2018/12,874767939,82.15,54.9,16.67,109554564,3.88,1.12,1120763405,17
(주)신세계푸드,031440,2018/12,617578691,93.9,51.57,6.58,28984792,2.23,1.02,1263684652,15
(주)신영와코루,005800,2018/12,329702592,8.18,92.44,-6,3689006,0.52,0.36,169818531,30
(주)신원,009270,2018/12,418124203,121.63,45.12,-2.7,5571573,1.56,0.58,617516948,0
(주)신풍,002870,2018/12,165094268,216.52,31.59,6.92,13293055,1.24,0.54,144469919,12.68
(주)신한금융지주회사,055550,2018/12,30114232000,39.1,71.89,49.97,-432466000,1.22,0.88,1512972000,28.47
(주)신화다이나믹스,001770,2018/12,64576396,89.74,52.7,16.92,6130482,1.03,0.59,71644133,2
(주)신흥,004080,2018/12,127556739,38.04,72.44,0.42,1639863,1.38,1.04,121270215,8.52
(주)쌍방울,102280,2018/12,383442430,76.79,56.57,-1.91,954145,1,0.48,95330410,0
(주)쎌마테라퓨틱스,015540,2018/12,19551849,453.59,18.06,-30.47,-9103107,16.13,7.81,11533367,0
(주)씨아이테크,004920,2018/12,29064073,38.04,72.44,40.13,-1633213,2.69,1.1,12162305,0
(주)아모레퍼시픽,090430,2018/12,4678941055,10.44,90.55,1.19,500155935,6.21,2.54,3670704957,236.02
(주)아모레퍼시픽그룹,002790,2018/12,1760509303,2.82,97.25,-26.84,48366999,8.33,3.03,73339514,58.16
(주)아센디오,012170,2018/12,95675654,61.73,61.83,-75.67,-2562580,2.41,0.87,8399543,0
(주)아이마켓코리아,122900,2018/12,747474981,95.86,51.06,-2.56,18287214,1.1,0.6,2248879468,84.34
(주)아이에이치큐,003560,2018/12,233661063,11.42,89.75,-14.67,38192142,2.55,1.04,100747386,0
(주)알루코,001780,2018/12,394815945,76.44,56.68,0.61,18061924,2.03,0.77,230339170,5
(주)에넥스,011090,2018/12,153789827,163.55,37.94,3.29,-3378199,2.43,0.94,442044789,1.84
(주)에스비에스,034120,2018/12,901859062,60.84,62.17,18.27,54655952,0.99,0.58,872490410,0
(주)에스엠벡셀,010580,2018/12,63715894,137.56,42.09,10.43,6138000,2.05,1.36,79623082,0
(주)에스원,012750,2018/12,1645982513,31.07,76.3,3.54,233622971,3.87,3.03,1998320018,444.88
(주)에스제이엠,123700,2018/12,158013091,14.89,87.04,-14.71,3229783,0.6,0.33,70952383,20
(주)에스제이엠홀딩스,025530,2018/12,161496727,9.94,90.95,-17.77,2379691,0.49,0.31,5326690,27.22
(주)에스지글로벌,001380,2018/12,168763709,48.18,67.49,-9.94,6939317,2.03,0.55,98644770,0
(주)에스지세계물산,004060,2018/12,333290661,68.54,59.33,23.4,-15646869,1.11,0.53,317555834,0
(주)에스피씨삼립,005610,2018/12,594160857,103.24,49.2,0.61,64853690,5.16,3.24,1016326511,12.43
(주)에이블씨엔씨,078520,2018/12,361826296,18.58,84.33,-7.17,-35664781,1.76,0.66,308390623,0
(주)에이엔피,015260,2018/12,140750488,112.88,46.97,3.49,-1040753,1.12,0.39,94894851,0
(주)에이프로젠,007460,2018/12,400893903,99.12,50.22,11.23,-1385917,4.81,1.59,49941054,0
(주)에이프로젠바이오로직스,003060,2018/12,211237497,42.59,70.13,0.33,4737928,3.51,1.46,30961038,0
(주)에프앤에프홀딩스,007700,2018/12,487248982,24.68,80.21,15.17,27519653,4.29,1.48,646028073,130
(주)엔씨소프트,036570,2018/12,2882011625,19,84.04,-1.08,416803086,4.99,3.18,1529913443,1135.73
(주)엔아이스틸,008260,2018/12,243908883,129.46,43.58,0.09,31426601,1.14,0.56,150732790,10
(주)엔케이,085310,2018/12,191389853,51.1,66.18,-9.34,-7266456,1.87,0.7,75575890,0
(주)엘에스,006260,2018/12,2315648000,12.41,88.96,109.96,188825000,1.47,0.76,242003000,21.56
(주)엘에스네트웍스,000680,2018/12,1028330122,121.13,45.22,-12.78,-8499625,0.64,0.4,205400278,0
(주)엘에프,093050,2018/12,1506189440,26.97,78.76,1.84,128296752,0.97,0.56,1414779247,10
(주)엘엑스인터내셔널,001120,2018/12,2697222673,137.71,42.07,3.39,34793357,1.11,0.52,2904286945,4.99
(주)엘엑스하우시스,108670,2018/12,2144283000,128.77,43.71,0.18,103415000,1.1,0.53,2817733000,5.09
(주)엘지,003550,2018/12,9327642000,2.52,97.55,5.92,372387000,1.94,1.24,757196000,40
(주)엘지생활건강,051900,2018/12,3687211660,31.29,76.17,7.29,651994142,10.37,6.99,4060157954,175.07
(주)엘지유플러스,032640,2018/12,13955097000,102.37,49.41,-1.35,2069906000,1.59,1.02,12096778000,6.79
(주)엘지헬로비전,037560,2018/12,1933605162,82.53,54.79,4.6,260632292,1.05,0.62,1171387344,3
(주)엘지화학,051910,2018/12,23730578000,43.39,69.74,11.66,2024847000,2.28,1.54,23315318000,117.54
(주)엠씨넥스,097520,2018/12,384934784,137.25,42.15,0.33,122561948,0,0,627641511,59.2
(주)영원무역,111770,2018/12,1642606887,47.17,67.95,-6.08,73539711,1.66,1.06,1162756094,69.3
(주)영원무역홀딩스,009970,2018/12,547679495,7.13,93.34,34.17,14701046,1.89,1.38,18604571,136.17
(주)영풍,000670,2018/12,2282487712,29.1,77.46,-5.25,104561741,1.22,0.67,1381855682,186.76
(주)영흥,012160,2018/12,287708838,80.43,55.42,3.94,5402730,1.19,0.47,183979362,1.26
(주)예스코홀딩스,015360,2018/12,727060682,29.39,77.28,-56.15,66839991,0.52,0.41,395269905,21.33
(주)오뚜기,007310,2018/12,1654457431,50.53,66.43,2.29,163311701,2.95,2.1,2097129576,141.14
(주)오리엔트바이오,002630,2018/03,122842011,111.26,47.33,33.77,-4593357,4.4,2.85,25657392,0
(주)오리온,271560,2018/12,1163673068,66.74,59.97,0,122829398,9.7,5.1,711901798,119.98
(주)오리온홀딩스,001800,2018/12,1915627521,0.52,99.48,93.5,16342344,0.99,0.5,26308919,68.69
(주)와이지플러스,037270,2018/12,110718288,8.6,92.08,107.88,3462803,1.64,1.11,39840627,0
(주)와이투솔루션,011690,2018/12,194151583,80.69,55.34,-18.76,-2547514,6.93,2.46,91081443,0
(주)용평리조트,070960,2018/12,812458177,96.1,50.99,-13.5,52429970,1.51,0.57,181087610,1.4
(주)우성,006980,2018/12,259980661,74.68,57.25,3.96,-9328182,0.97,0.42,259960562,0
(주)우신시스템,017370,2018/12,181822388,65.66,60.36,26.85,-26244206,1.69,0.93,138018455,1.82
(주)우진,105840,2018/12,168363049,60.82,62.18,-7.8,4292144,1.79,0.64,42309233,0
(주)우진아이엔에스,010400,2018/12,122226861,12.01,89.27,-5.32,20039935,0.15,0.05,132971035,80
(주)우진플라임,049800,2018/12,289642089,323.92,23.59,-24.91,12145023,1.34,0.55,171586216,0
(주)웅진,016880,2018/12,604699921,135.07,42.54,22.39,-49629496,1.6,0.57,155686876,0
(주)웅진씽크빅,095720,2018/12,646417117,105.25,48.72,2.9,37356785,1,0.34,631133100,0
(주)원림,005820,2018/12,91296585,28.81,77.63,-0.63,-80615,0.98,0.55,48006447,0
(주)위스컴,024070,2018/12,126863316,8.28,92.35,-4.08,2939934,0.54,0.31,102094334,2
(주)윌비스,008600,2018/12,290145728,71.47,58.32,-11.4,-13702454,0.78,0.35,233282259,0
(주)유니드,014830,2018/12,970504873,71.53,58.3,2.91,39961900,0.98,0.61,526886496,22
(주)유니온,000910,2018/12,205670592,92.01,52.08,5.05,-4260534,1.01,0.49,96527103,17.95
(주)유니켐,011330,2018/12,98648446,83.59,54.47,19.72,-9262758,2.24,1.25,79075006,0
(주)유수홀딩스,000700,2018/12,276045944,74.86,57.19,0.94,2831748,1.49,0.89,15129474,0
(주)유유제약,000220,2018/12,127622264,54.07,64.91,0,4807934,2.02,0.95,74047731,17.95
(주)유한양행,000100,2018/12,1920025482,23.53,80.95,3.77,80926432,2.4,1.39,1506765993,36.51
(주)이노션,214320,2018/12,917886919,45.4,68.77,-0.8,39385066,2.54,1.71,418280334,300
(주)이마트,139480,2018/12,14138571724,71.81,58.2,5.6,646319006,1.11,0.61,13148336659,39.98
(주)이수페타시스,007660,2018/12,344652900,91.2,52.3,10.41,-7298388,1.66,0.8,333095668,6.75
(주)이수화학,005950,2018/12,933601363,55.47,64.32,15.89,7236,0.41,0.24,1215893736,7.61
(주)이스타코,015020,2018/12,78340146,112.9,46.97,-83.98,-2223408,1.84,0.64,6010263,0
(주)이아이디,093230,2018/12,80902843,9.85,91.03,43.74,-7500307,1.04,0.3,121292163,0
(주)이엔플러스,074610,2018/12,85882034,111.57,47.27,-35.1,-270430,15.06,2.65,28996470,0
(주)이원,017940,2018/12,2940930983,120.72,45.31,6.14,190248286,0.4,0.29,4152465961,33.71
(주)이월드,084680,2018/12,263577737,60.73,62.22,-4.14,5787362,1.7,0.87,33574123,0
(주)인디에프,014990,2018/12,137928785,108.67,47.92,-1.73,3303927,3.28,0.95,197600473,0
(주)인바이오젠,101140,2018/12,24320788,4.15,96.02,6.92,-1698857,6.1,2.24,7566169,0
(주)인스코비,006490,2018/12,48729695,65.66,60.36,40.78,-3808578,50.86,6.47,29321226,0
(주)인팩,023810,2018/12,129484915,47.65,67.73,-11.3,9381360,0.64,0.38,129070997,26
(주)일신석재,007110,2018/12,80179667,57.08,63.66,2.73,530502,5.49,1.72,54141724,0
(주)잇츠한불,226320,2018/12,474332073,8.21,92.41,-8.81,-10748521,3.79,1.16,142741565,24.1
(주)제이에스코퍼레이션,194370,2018/12,180144246,11.44,89.74,-13.27,12926063,1.45,0.89,195063489,286.47
(주)제일기획,030000,2018/12,1220020596,82.55,54.78,12.73,188210420,4.92,3.58,1198292622,338.94
(주)제주은행,006220,2018/12,5968175000,1161.79,7.93,7.6,-16589000,0.36,0.22,224308000,2
(주)제주항공,089590,2018/12,1024453309,168.41,37.26,26.13,142651187,4,2.12,1256645052,12.97
(주)조비,001550,2018/12,94027701,94.87,51.32,0.94,3896018,4.43,1.2,60513162,0
(주)조흥,002600,2018/12,195310138,55.6,64.27,3.67,13201779,1.42,0.8,168071249,120
(주)종근당,185750,2018/12,698149449,62.84,61.41,8.08,45232040,3.83,2.09,955704717,35.79
(주)종근당바이오,063160,2018/12,184519529,24.96,80.02,5.35,15535534,1.02,0.62,124510019,7.85
(주)종근당홀딩스,001630,2018/12,346490425,0.8,99.21,55.98,9098503,1.21,0.79,19756209,52
(주)주연테크,044380,2018/12,58467036,33.92,74.67,-25.92,-6554642,1.84,0.77,38573526,0
(주)지에스,078930,2018/12,6236061000,17.27,85.27,2.64,435257000,1.32,0.87,506038000,38.01
(주)지에스글로벌,001250,2018/12,1037376749,175.97,36.24,22.07,-10666224,1.08,0.48,3563767752,1
(주)지에스리테일,007070,2018/12,3911090432,85.97,53.77,5.13,235381697,1.83,1.18,8354476258,65
(주)지투알,035000,2018/12,98158988,5.68,94.62,-40.54,3693800,1.99,1.25,17217911,23.06
(주)진도,088790,2018/12,160381849,52.9,65.4,-6.34,2011329,0.79,0.54,120062514,30
(주)진양홀딩스,100250,2018/12,237028923,13.14,88.39,109.78,22747965,0.97,0.54,27395154,19.61
(주)진에어,272450,2018/12,519526006,95.17,51.24,13.77,54735640,4.11,1.98,1010677676,30
(주)천일고속,000650,2018/12,80409027,29.94,76.96,0.57,-3544591,2.73,2.04,55559198,79.88
(주)청호ICT,012600,2018/12,57327658,145.98,40.65,-3.75,-2021532,1.71,0.93,31261248,0
(주)체시스,033250,2018/06,83336133,201.37,33.18,-17.74,622661,1.68,0.85,42552033,0
(주)카카오,035720,2018/12,6202838879,30.55,76.6,19.95,450074680,3.04,1.61,1173924652,24.08
(주)카프로,006380,2018/12,433099364,60.59,62.27,7.01,8809061,1.69,0.58,579260058,10
(주)케이씨,029460,2018/12,380873827,23.96,80.67,17.04,18326166,1.26,0.48,144242913,40.4
(주)케이씨씨,002380,2018/12,8659579067,54.79,64.61,-2.31,496759973,0.82,0.47,3347335868,139.4
(주)케이씨텍,281820,2018/12,313520781,22.01,81.96,0,56549590,2.09,0.74,357263162,53.99
(주)케이씨티시,009070,2018/12,322395964,96.58,50.87,14.59,4143939,0.73,0.38,308710252,8.97
(주)케이에스에스해운,044450,2018/12,901452186,261.71,27.65,14.17,82423115,0.99,0.61,202418731,44.45
(주)케이에이치필룩스,033180,2018/12,269790906,84.38,54.24,4.91,-23611905,10.71,1.01,67562183,0
(주)케이이씨,092220,2018/12,360748202,64.29,60.87,-9.26,23982614,0.92,0.44,206654429,0
(주)케이티,030200,2018/12,26010906000,104.62,48.87,0.09,3559300000,0.84,0.71,17356537000,17.24
(주)케이티스카이라이프,053210,2018/12,797807232,21.08,82.59,1.65,158270202,1.18,0.84,657494816,13.92
(주)케이티씨에스,058850,2018/12,230706882,51.91,65.83,12.92,9785325,0.85,0.61,529392970,15.78
(주)케이티아이에스,058860,2018/12,229246050,43.06,69.9,2.9,5330173,0.8,0.48,450826031,15.55
(주)케이티앤지,033780,2018/12,8729915634,18.53,84.37,-12.52,658309047,2.32,1.92,2624616093,52.89
(주)코리아써키트,007810,2018/12,424573323,29.92,76.97,-9.64,11579904,1.18,0.37,470282408,0
(주)코아스,071950,2018/12,77054399,235.82,29.78,-5.8,2924315,4.4,1.49,105463463,0
(주)코오롱,002020,2018/12,1277774548,156.01,39.06,-3.64,-5460560,1.77,0.78,58173002,10.08
