종목명,ESG 통합등급,2013_E,2013_S,2013_G,평가연도
한세엠케이,B이하,B,B이하,B이하,2013
한세예스24홀딩스,B이하,B,B이하,B이하,2013
한솔로지스틱스,B이하,C,B이하,B이하,2013
한솔아트원제지,B이하,C,B이하,B이하,2013
한솔케미칼,B이하,C,B이하,B+,2013
한솔테크닉스,B이하,B,B이하,B이하,2013
한솔피엔에스,B이하,C,B이하,B이하,2013
한솔홀딩스,B+,B,B+,B+,2013
한솔홈데코,B이하,C,B이하,B+,2013
한신공영,B이하,B,B이하,B이하,2013
한신기계공업,B이하,B,B이하,B이하,2013
한양증권,B이하,B+,B이하,B이하,2013
한온시스템,B이하,C,B이하,B+,2013
한올바이오파마,B이하,B,B이하,B이하,2013
한익스프레스,B이하,C,B이하,B이하,2013
한일시멘트,B이하,B,B이하,B+,2013
한일철강,B이하,C,B이하,B이하,2013
한전KPS,B+,B,A,B이하,2013
한전기술,B이하,B,B이하,B+,2013
한전산업,B이하,C,B이하,B이하,2013
한진,B이하,B,B이하,B+,2013
한진중공업,B이하,B,B이하,B이하,2013
한진중공업홀딩스,B이하,B+,B이하,B이하,2013
한진해운,B이하,C,B+,B+,2013
한창,B이하,C,B이하,B이하,2013
한창제지,B이하,B,B이하,B이하,2013
한화,B이하,D,B이하,B+,2013
한화갤러리아타임월드,B이하,C,B+,B이하,2013
한화생명,B+,A,B이하,B이하,2013
한화손해보험,B이하,B,B이하,B이하,2013
한화케미칼,B+,B,A,B+,2013
한화테크윈,A,B+,A,A,2013
한화투자증권,B이하,B+,B이하,B이하,2013
한화화인케미칼,B이하,B,B이하,B이하,2013
현대EP,B이하,C,B이하,B이하,2013
현대건설,B+,B+,B+,B+,2013
현대그린푸드,B이하,B,B+,B이하,2013
현대글로비스,B+,B+,B+,B이하,2013
현대리바트,B이하,C,B이하,B+,2013
현대모비스,B+,B+,B+,B+,2013
현대미포조선,A,B+,A,A,2013
현대백화점,B이하,B,B+,B이하,2013
현대비앤지스틸,B이하,C,B이하,B이하,2013
현대산업개발,B이하,B+,B이하,B이하,2013
현대상선,B+,B+,B+,B+,2013
현대시멘트,B이하,C,B이하,B이하,2013
현대약품,B이하,B,B이하,B이하,2013
현대에이치씨엔,B이하,B,B이하,B이하,2013
현대엘리베이터,B+,B+,B+,B이하,2013
현대위아,B+,B,B+,B+,2013
현대자동차,A,B+,A,A,2013
현대제철,B+,B+,B+,B+,2013
현대종합상사,B+,B+,B+,B이하,2013
현대중공업,A,B+,A,A,2013
현대차투자증권,B이하,B,B이하,B이하,2013
현대하이스코,B+,B+,B+,B+,2013
현대해상,B+,A,A,B이하,2013
현대홈쇼핑,B이하,B,B이하,B이하,2013
형지엘리트,B이하,C,B이하,B이하,2013
혜인,B이하,B,B이하,B이하,2013
호텔신라,B이하,C,B이하,B이하,2013
화성산업,B이하,B+,B이하,B이하,2013
화승알앤에이,B이하,C,B이하,B+,2013
화승인더스트리,B이하,C,B이하,B+,2013
화신,B이하,C,B이하,B이하,2013
화천기계,B이하,B,B이하,B이하,2013
화천기공,B이하,B,B이하,B이하,2013
환인제약,B이하,B+,B이하,B이하,2013
황금에스티,B이하,B,B이하,B이하,2013
효성,B+,B+,B+,B+,2013
효성 ITX,B이하,C,B+,B이하,2013
후성,B이하,C,B이하,B이하,2013
휠라코리아,B이하,B,B이하,B이하,2013
휴니드테크놀러지스,B이하,B,B이하,B이하,2013
휴스틸,B이하,B,B이하,B이하,2013
휴켐스,B+,B,B+,B+,2013
흥국화재,B이하,B,B이하,B이하,2013
흥아해운,B이하,B,B이하,B이하,2013
